,Image.Name,Date,Altitude,var,dens,Rows,Plots,Intensity,Hue,Saturation,Lightness,a.,b.,u.,v.,GA,GGA,CSI,NGRDI,NGRDIveg,TGI,TGIveg
23,R-001_Plot-010,2022-05-26,30m,BOLOGNA,280,R1,110,0.17730375,82.712814,0.2563054,21.790674,-8.8597,15.550053,-3.8352273,14.306221,0.937827425,0.573745045,38.82189514,0.1008,0.1084,1570.4903,1627.4457
495,R-003_Plot-037,2022-04-05,50m,HONDIA,280,R3,307,0.12702681,119.03289,0.16456097,15.625012,-11.396142,10.98951,-6.6127486,9.475103,1,0.99996219,0.003781004,0.2387,0.2387,1486.1971,1486.1971
496,R-003_Plot-037,2022-06-02,50m,HONDIA,280,R3,307,0.19086377,141.66875,0.16041332,22.617437,-11.253159,8.345163,-8.396288,9.238938,0.998298548,0.991870841,0.643866227,0.1955,0.1956,1261.8559,1262.6557
33,R-001_Plot-011,2022-02-14,15m,MARCOPOLO,70,R1,111,0.27533224,34.644432,0.10948151,30.501905,-0.9859913,10.676322,3.6371822,11.104974,0.066909909,0.00751621,88.76667125,-0.0427,0.0117,290.2397,618.9073
498,R-003_Plot-038,2022-01-19,15m,MARCOPOLO,140,R3,308,0.32563898,39.885475,0.090435386,36.10084,-2.112492,11.162797,2.6475291,12.5216465,0.113832402,0.01622103,85.75007678,-0.0261,0.0099,380.9732,559.9056
36,R-001_Plot-011,2022-02-14,30m,MARCOPOLO,70,R1,111,0.27136692,27.930353,0.12730217,29.929495,0.61452234,11.169665,5.7943454,11.210953,0.007520951,0.000434256,94.22604423,-0.0674,0.0084,166.3193,668.3843
34,R-001_Plot-011,2022-05-26,15m,MARCOPOLO,70,R1,111,0.19252901,92.18246,0.21257108,23.744755,-10.362694,15.14575,-5.6174927,14.858477,0.937763573,0.762401286,18.70005317,0.1423,0.1539,1685.0376,1728.0487
49,R-001_Plot-012,2022-02-14,15m,HONDIA,35,R1,112,0.2738624,39.205334,0.09233886,30.332405,-1.8015937,9.882261,2.3003874,10.466089,0.152497185,0.027908414,81.69906251,-0.0284,0.0128,316.7853,525.8121
502,R-003_Plot-038,2022-03-09,30m,MARCOPOLO,140,R3,308,0.27969667,66.61939,0.10911393,31.79468,-4.9412856,11.843258,-0.72251284,13.043602,0.591762064,0.26671656,54.92841195,0.0194,0.0495,789.005,1008.5065
503,R-003_Plot-038,2022-03-22,50m,MARCOPOLO,140,R3,308,0.21784383,71.57617,0.11540502,24.706375,-4.7100263,10.245317,-1.0629413,10.345537,0.747088627,0.326300665,56.32370059,0.0275,0.045,710.4394,787.3645
504,R-003_Plot-038,2022-04-19,50m,MARCOPOLO,140,R3,308,0.12106609,125.22163,0.19745988,14.960219,-11.879059,10.585805,-6.951209,9.04227,0.998638838,0.990396249,0.825382402,0.278,0.2784,1510.4072,1511.5014
48,R-001_Plot-011,2022-05-26,30m,MARCOPOLO,70,R1,111,0.18362093,98.85625,0.15763354,22.011744,-9.331729,12.243619,-5.236282,12.024134,0.946216888,0.821742384,13.15496534,0.1381,0.1462,1353.4935,1396.9599
506,R-003_Plot-038,2022-03-09,15m,MARCOPOLO,140,R3,308,0.28075412,70.503555,0.10993624,32.029854,-5.4217,12.069389,-1.21998,13.37211,0.609937221,0.328343379,46.16767623,0.0285,0.0633,855.5769,1106.3666
507,R-003_Plot-038,2022-01-19,30m,MARCOPOLO,140,R3,308,0.36117515,34.626007,0.108000934,39.971027,-1.1193734,13.044059,4.943536,14.737344,0.01597509,0.001053303,93.40659341,-0.0418,0.0072,375.102,736.0369
63,R-001_Plot-012,2022-02-14,30m,HONDIA,35,R1,112,0.2705112,29.52477,0.11484516,29.823874,0.03258814,10.585383,4.8221564,10.753618,0.01433046,0.001210374,91.55383623,-0.0573,0.0085,187.1177,577.2716
55,R-001_Plot-012,2022-05-26,15m,HONDIA,35,R1,112,0.19533376,121.48551,0.12458444,24.053947,-12.732891,12.248285,-8.919156,13.020366,0.976117404,0.94146004,3.550532316,0.2417,0.2462,1698.869,1718.413
510,R-003_Plot-038,2022-04-05,50m,MARCOPOLO,140,R3,308,0.13951991,104.30233,0.1700927,16.55024,-8.883501,10.772095,-4.6585846,9.341433,0.99100121,0.927140048,6.444105303,0.1622,0.1639,1235.2562,1235.8798
64,R-001_Plot-012,2022-05-26,30m,HONDIA,35,R1,112,0.19268726,126.870056,0.12891036,23.338545,-11.867765,10.813822,-8.364002,11.554853,0.979562233,0.957914091,2.20998123,0.228,0.2309,1502.606,1524.9066
512,R-003_Plot-038,2022-06-02,50m,MARCOPOLO,140,R3,308,0.2223714,59.11191,0.12880951,25.14248,-3.7584789,10.749077,0.18275496,10.714965,0.606624319,0.069154567,88.60009973,-4.24E-05,0.0172,646.75,710.6869
513,R-003_Plot-039,2022-01-19,15m,BOLOGNA,560,R3,309,0.3218275,41.68134,0.0968855,35.79488,-2.294042,11.539869,2.565077,12.889919,0.131219963,0.018927602,85.5756692,-0.0246,0.0108,436.2667,645.4927
68,R-001_Plot-013,2022-02-14,15m,BOLOGNA,35,R1,113,0.2755302,40.235302,0.09685898,30.582537,-1.9105517,10.197462,2.3049848,10.816976,0.129407609,0.01463499,88.69078087,-0.0279,0.0105,350.8099,579.9194
69,R-001_Plot-013,2022-05-26,15m,BOLOGNA,35,R1,113,0.18767059,94.2679,0.21367985,23.245983,-10.705494,15.068352,-5.961701,14.69695,0.938755308,0.793314345,15.49295775,0.1498,0.1614,1717.3649,1763.0169
77,R-001_Plot-013,2022-02-14,30m,BOLOGNA,35,R1,113,0.2851691,29.611374,0.115689754,31.486858,0.030346144,11.084442,5.1348286,11.462008,0.009304173,0.000757639,91.85700099,-0.0573,0.0098,200.8328,617.3643
517,R-003_Plot-039,2022-03-09,30m,BOLOGNA,560,R3,309,0.20746803,96.491875,0.14571345,24.744669,-9.123223,12.618976,-5.099188,12.980867,0.917112472,0.701287062,23.53314528,0.1259,0.1375,1350.6889,1421.4818
518,R-003_Plot-039,2022-03-22,50m,BOLOGNA,560,R3,309,0.1299433,112.96784,0.1258828,14.927053,-8.143716,8.86134,-4.280409,7.4991393,0.999092559,0.941129764,5.801544051,0.1585,0.1587,1018.1301,1018.6158
83,R-001_Plot-014,2022-02-14,15m,HONDIA,140,R1,114,0.2619383,41.964256,0.10573083,29.156328,-2.0350614,10.36846,2.1696646,10.789583,0.175687959,0.030177077,82.82348013,-0.0264,0.0158,392.0079,610.177
520,R-003_Plot-039,2022-03-09,15m,BOLOGNA,560,R3,309,0.22509186,97.73154,0.12713605,26.644152,-9.015851,12.3437195,-5.1798935,13.16746,0.851745748,0.668300545,21.53755425,0.1198,0.144,1309.4079,1442.6493
521,R-003_Plot-039,2022-01-19,30m,BOLOGNA,560,R3,309,0.35907233,39.062756,0.113877475,39.965958,-1.8939984,13.599956,4.1445994,15.43752,0.048803023,0.002799568,94.26353654,-0.0341,0.0085,508.6926,837.5799
91,R-001_Plot-014,2022-02-14,30m,HONDIA,140,R1,114,0.26798284,31.780926,0.123797,29.672138,-0.22994158,11.0795765,4.6887393,11.228477,0.032587706,0.002725652,91.63595123,-0.0549,0.0119,254.1736,668.9292
78,R-001_Plot-013,2022-05-26,30m,BOLOGNA,35,R1,113,0.17403103,94.37041,0.18211657,20.926064,-8.97983,12.676219,-4.675973,12.000889,0.931470651,0.78196635,16.05035015,0.1336,0.1443,1359.9502,1413.2074
524,R-003_Plot-039,2022-04-05,50m,BOLOGNA,560,R3,309,0.094254166,113.791565,0.19538307,10.864132,-9.143294,36.574215,-4.2077985,6.606369,0.99977314,0.997202057,0.257166629,0.2486,0.2486,1166.6226,1166.8943
84,R-001_Plot-014,2022-05-26,15m,HONDIA,140,R1,114,0.18452728,128.75143,0.14430135,22.478523,-12.200647,10.742781,-8.594019,11.342252,0.974573683,0.944661559,3.069252161,0.2447,0.2504,1533.2532,1559.6199
526,R-003_Plot-039,2022-06-02,50m,BOLOGNA,560,R3,309,0.25493282,29.412748,0.17029214,28.36381,1.2437638,12.80363,7.092809,12.287159,0.004612825,0.000831821,81.96721311,-0.086,0.0153,257.8539,630.082
527,R-003_Plot-039,2022-04-19,50m,BOLOGNA,560,R3,309,0.108116955,109.377045,0.27342945,13.843705,-11.9956875,40.380623,-6.3153377,10.039229,1,0.995992136,0.400786449,0.2666,0.2666,1706.2196,1706.2196
92,R-001_Plot-014,2022-05-26,30m,HONDIA,140,R1,114,0.1841902,127.58022,0.13283497,22.262833,-11.5947695,10.476401,-8.041503,10.995204,0.983821641,0.970590681,1.344853494,0.2255,0.2265,1452.7178,1469.8714
529,R-001_Plot-004,2022-01-19,30m,BOLOGNA,70,R1,104,0.35423222,34.927513,0.13129145,39.438866,-0.73712385,14.383588,6.0215583,15.93606,0.013166283,0.002319114,82.38596491,-0.0495,0.0115,456.5428,808.2113
102,R-001_Plot-015,2022-05-26,15m,MARCOPOLO,280,R1,115,0.15459907,98.53384,0.18702477,18.60571,-9.248434,12.092126,-4.8892975,10.924993,0.959375667,0.833703164,13.09940489,0.1653,0.1727,1343.6306,1379.3225
98,R-001_Plot-015,2022-02-14,15m,MARCOPOLO,280,R1,115,0.2514813,49.55562,0.10521734,28.12045,-2.8191352,10.230493,1.1445438,10.628193,0.341660963,0.089366541,73.84350261,-0.0116,0.0246,481.8273,676.319
532,R-001_Plot-004,2022-03-09,30m,BOLOGNA,70,R1,104,0.286557,45.64065,0.124142885,32.235462,-2.5913455,12.277831,2.3639162,13.13391,0.26965472,0.07439643,72.41048484,-0.0191,0.0346,575.981,1013.9734
106,R-001_Plot-015,2022-02-14,30m,MARCOPOLO,280,R1,115,0.25345916,37.619755,0.11774176,28.161196,-1.3074386,10.545713,3.0725272,10.680602,0.118376436,0.014653842,87.62098033,-0.0379,0.0146,344.6858,650.6981
116,R-002_Plot-016,2022-02-14,15m,HONDIA,280,R2,201,0.27012962,45.775703,0.08910596,30.01964,-2.487131,9.794321,1.4201556,10.4501915,0.28716522,0.069090253,75.94059152,-0.0156,0.0195,391.4573,587.8611
535,R-001_Plot-004,2022-03-09,15m,BOLOGNA,70,R1,104,0.2901034,54.594574,0.111741185,32.741962,-3.7540672,11.972364,0.8058606,13.12001,0.40388451,0.192159222,52.42223518,0.0028,0.0608,667.925,1104.8557
107,R-001_Plot-015,2022-05-26,30m,MARCOPOLO,280,R1,115,0.15104662,94.47919,0.18867731,17.929644,-8.310808,11.693933,-4.0501866,10.321775,0.971440715,0.830944923,14.46262127,0.1368,0.1403,1225.3882,1252.6899
120,R-002_Plot-016,2022-02-14,30m,HONDIA,280,R2,201,0.26812005,36.312847,0.09983003,29.664524,-1.3217108,10.033631,2.9218137,10.438191,0.11149301,0.01212222,89.12737217,-0.0353,0.0119,286.9538,624.0075
538,R-001_Plot-004,2022-04-19,50m,BOLOGNA,70,R1,104,0.13697214,105.17122,0.22504014,17.138979,-11.200667,13.090554,-6.24802,11.336616,0.958182093,0.8573049,10.52797727,0.2164,0.2277,1632.6683,1668.0767
539,R-001_Plot-004,2022-03-22,50m,BOLOGNA,70,R1,104,0.27730578,46.442623,0.1384896,31.359776,-2.721326,12.835983,2.3864245,13.5236025,0.305958863,0.016598609,94.57488878,-0.0204,0.0155,638.1449,874.3024
540,R-001_Plot-004,2022-04-05,50m,BOLOGNA,70,R1,104,0.19308968,75.34898,0.22982806,23.163338,-7.1236544,14.867093,-2.2228854,14.004175,0.79427556,0.48200242,39.31546627,0.074,0.1037,1342.1102,1421.8092
541,R-001_Plot-004,2022-01-19,15m,BOLOGNA,70,R1,104,0.36521658,31.154165,0.097338915,40.178066,-0.6523384,12.259995,5.231861,13.877715,0.023061977,0.003582389,84.4662518,-0.0456,0.0104,256.4727,564.8437
542,R-001_Plot-004,2022-06-02,50m,BOLOGNA,70,R1,104,0.16824383,89.531235,0.21076816,20.322355,-8.667393,13.384948,-4.1318874,12.287807,0.976406534,0.762666364,21.89048947,0.1173,0.1207,1389.3918,1394.2939
113,R-002_Plot-016,2022-05-26,15m,HONDIA,280,R2,201,0.16597515,125.931656,0.14252049,20.177355,-11.555103,10.553847,-7.670018,10.541518,0.978053035,0.948448183,3.026916796,0.253,0.2581,1466.7715,1489.7954
121,R-002_Plot-016,2022-05-26,30m,HONDIA,280,R2,201,0.16933979,131.07335,0.15305609,20.430351,-11.495829,9.805162,-7.8599157,10.015044,0.984995057,0.976661031,0.846098286,0.2462,0.2474,1404.8027,1421.8782
545,R-003_Plot-040,2022-01-19,15m,BOLOGNA,35,R3,310,0.3499144,38.75507,0.09482932,38.764244,-1.9790889,12.040467,3.2982368,13.716956,0.05023073,0.005564019,88.92307692,-0.0294,0.0078,406.5737,632.5626
130,R-002_Plot-017,2022-02-14,15m,BOLOGNA,560,R2,202,0.24815707,60.24067,0.10356498,27.92381,-3.763658,10.326116,0.06488952,10.831476,0.521994804,0.201009398,61.49206909,0.006,0.0367,592.3915,767.2336
547,R-003_Plot-040,2022-03-09,30m,BOLOGNA,35,R3,310,0.33763123,39.092327,0.10900903,37.579338,-1.8747568,12.660848,3.6612885,14.170126,0.128780109,0.022664486,82.40063137,-0.0309,0.025,458.5304,1017.254
135,R-002_Plot-017,2022-02-14,30m,BOLOGNA,560,R2,202,0.24223518,43.69193,0.11016446,26.964796,-2.1378999,10.052247,1.84199,10.17735,0.2479881,0.054697822,77.94336811,-0.0222,0.0212,403.7426,659.6546
131,R-002_Plot-017,2022-05-26,15m,BOLOGNA,560,R2,202,0.18800934,83.22318,0.30841547,23.984547,-10.760689,18.74432,-5.1154037,17.54963,0.96004909,0.608503897,36.61741849,0.1335,0.1398,2022.652,2052.1278
149,R-002_Plot-018,2022-02-14,30m,MARCOPOLO,140,R2,203,0.26910684,37.120914,0.104902685,29.838993,-1.3776076,10.351685,2.9906101,10.769244,0.086989864,0.007788896,91.04620287,-0.036,0.0102,317.1961,632.7393
551,R-003_Plot-040,2022-03-09,15m,BOLOGNA,35,R3,310,0.31920838,55.640995,0.109041035,36.01882,-4.1483893,12.742003,0.690008,14.422864,0.415643653,0.124977001,69.93169514,-9.00E-04,0.0337,733.5757,1044.9109
552,R-003_Plot-040,2022-01-19,30m,BOLOGNA,35,R3,310,0.38384143,34.74047,0.10527766,42.38449,-1.2307656,13.48296,5.099535,15.511061,0.007761177,0.000425017,94.52380952,-0.0402,0.0063,391.6696,721.9149
154,R-002_Plot-018,2022-02-14,15m,MARCOPOLO,140,R2,203,0.27432188,41.094402,0.09416157,30.443089,-2.0193021,10.056493,2.109229,10.681695,0.181660448,0.030178917,83.38718336,-0.0253,0.0138,352.6122,585.6649
136,R-002_Plot-017,2022-05-26,30m,BOLOGNA,560,R2,202,0.17300268,83.13931,0.2601531,21.283583,-8.848296,15.448357,-3.8284078,14.061664,0.966229638,0.609889958,36.87939871,0.1133,0.1167,1567.5525,1602.7765
555,R-003_Plot-040,2022-04-05,50m,BOLOGNA,35,R3,310,0.28672147,45.458954,0.15708917,32.594482,-2.5524852,14.200069,3.1852517,14.955607,0.340403811,0.07108288,79.11807175,-0.0229,0.0283,724.8762,995.5242
150,R-002_Plot-018,2022-05-26,30m,MARCOPOLO,140,R2,203,0.16710126,104.906685,0.16088003,20.213715,-10.023701,11.9858,-5.8255224,11.428641,0.984348292,0.942853711,4.21543689,0.1792,0.1806,1416.3744,1434.5273
557,R-003_Plot-040,2022-06-02,50m,BOLOGNA,35,R3,310,0.24263625,60.695957,0.13520432,27.667181,-4.2591906,11.904951,0.06599215,12.268772,0.609422263,0.155626134,74.46333292,0.0069,0.0282,762.4017,801.4104
558,R-003_Plot-040,2022-04-19,50m,BOLOGNA,35,R3,310,0.25335968,52.688755,0.21510065,29.59589,-3.895452,16.343616,2.1364145,16.385597,0.469676346,0.224969752,52.10111093,-0.0027,0.0676,1074.9068,1474.6619
155,R-002_Plot-018,2022-05-26,15m,MARCOPOLO,140,R2,203,0.1742571,101.3878,0.20412177,21.757292,-11.499124,14.361019,-6.819886,13.823349,0.98456831,0.920554488,6.501714617,0.1868,0.1894,1747.5111,1765.2269
560,R-003_Plot-040,2022-03-22,50m,BOLOGNA,35,R3,310,0.34424362,35.855602,0.10299879,38.13225,-1.3862367,12.30397,4.1756654,13.80011,0.046128252,0.001096491,97.62295082,-0.0358,0.0084,369.6402,786.9016
165,R-002_Plot-019,2022-05-26,30m,BOLOGNA,140,R2,204,0.1815781,92.04146,0.23064405,22.5748,-10.595724,15.3628435,-5.7194943,14.681382,0.977825207,0.811569698,17.00257958,0.1585,0.1609,1719.7467,1743.276
562,R-003_Plot-041,2022-01-19,15m,HONDIA,560,R3,311,0.3252751,45.24638,0.0994277,36.30477,-2.8117898,11.924197,2.0760844,13.4281,0.220783379,0.037536891,82.99831658,-0.0184,0.0142,516.7976,689.7116
164,R-002_Plot-019,2022-02-14,30m,BOLOGNA,140,R2,204,0.2603186,37.075825,0.10409939,28.826881,-1.3720989,10.05153,2.830364,10.341975,0.098724025,0.00881448,91.07159569,-0.0358,0.0105,303.7147,611.7136
168,R-002_Plot-019,2022-02-14,15m,BOLOGNA,140,R2,204,0.26428774,41.87524,0.099956274,29.373318,-2.049284,10.122908,2.062457,10.596646,0.212472309,0.037676728,82.26746452,-0.0254,0.0155,372.5716,604.3361
565,R-003_Plot-041,2022-03-09,15m,HONDIA,560,R3,311,0.21330023,112.055145,0.10909665,25.514326,-10.536129,11.683676,-6.9611993,12.582475,0.928596925,0.806343056,13.16543983,0.1692,0.1829,1420.5654,1491.7262
566,R-003_Plot-041,2022-01-19,30m,HONDIA,560,R3,311,0.3483053,42.358616,0.11441648,38.912086,-2.4308193,13.463008,3.3239317,15.250972,0.099296874,0.006449169,93.50516423,-0.0275,0.0099,573.0677,861.6348
177,R-001_Plot-002,2022-02-14,15m,MARCOPOLO,140,R1,102,0.26276103,34.01967,0.10459912,29.023561,-0.9159044,10.032512,3.3850813,10.279851,0.106660264,0.025531195,76.06306819,-0.0421,0.0178,253.1207,520.9908
169,R-002_Plot-019,2022-05-26,15m,BOLOGNA,140,R2,204,0.18208694,86.900314,0.27558357,22.965645,-10.619187,17.08468,-5.328714,16.026176,0.958339773,0.708130018,26.10866852,0.1431,0.1502,1872.6033,1904.322
569,R-003_Plot-041,2022-04-05,50m,HONDIA,560,R3,311,0.10020611,129.60559,0.23179752,11.942366,-10.748279,36.579643,-5.6502676,6.976473,1,1,0,0.3068,0.3068,1307.9798,1307.9798
180,R-001_Plot-002,2022-05-26,30m,MARCOPOLO,140,R1,102,0.13150012,114.48681,0.15131468,15.68839,-9.822569,10.215194,-5.48198,8.8127,0.984496124,0.966469865,1.831013674,0.2172,0.2181,1279.5524,1295.0966
571,R-003_Plot-041,2022-06-02,50m,HONDIA,560,R3,311,0.16998398,145.02766,0.18065548,19.982193,-10.71389,7.4303865,-7.733386,7.907214,0.999205989,0.998979129,0.022704053,0.215,0.215,1159.9459,1159.9459
572,R-003_Plot-041,2022-03-22,50m,HONDIA,560,R3,311,0.13494068,126.81674,0.1558407,16.078873,-10.407414,9.334886,-6.2543645,8.402599,1,0.996786146,0.32138536,0.212,0.212,1273.906,1273.906
573,R-003_Plot-041,2022-04-19,50m,HONDIA,560,R3,311,0.11231807,129.28906,0.30504155,14.976775,-14.858657,39.957787,-8.950841,10.472486,1,0.99977314,0.022686025,0.3823,0.3823,1945.3286,1945.3286
181,R-001_Plot-002,2022-02-14,30m,MARCOPOLO,140,R1,102,0.27828187,27.390287,0.12084353,30.655596,0.5956282,11.025649,5.7657495,11.190881,0.02020678,0.002097366,89.62048468,-0.0662,0.0116,147.8009,637.1786
575,R-003_Plot-041,2022-03-09,30m,HONDIA,560,R3,311,0.2091953,108.00241,0.11623675,24.94454,-9.98474,11.693149,-6.321427,12.386199,0.941246039,0.808520664,14.10102874,0.1532,0.1622,1364.2051,1420.5245
190,R-001_Plot-002,2022-05-26,15m,MARCOPOLO,140,R1,102,0.17847122,105.43252,0.19943023,22.564127,-12.677417,14.790476,-7.980633,14.554359,0.977824881,0.924944617,5.407948216,0.2316,0.2351,1895.1783,1918.3338
577,R-003_Plot-042,2022-01-19,15m,MARCOPOLO,280,R3,312,0.32722875,47.56306,0.09106398,36.484077,-3.0983205,11.509194,1.5337429,13.086312,0.248596115,0.037290337,84.99962993,-0.0148,0.0117,512.5552,698.4091
194,R-002_Plot-020,2022-02-14,30m,MARCOPOLO,35,R2,205,0.27659556,30.911358,0.11364138,30.545921,-0.2530401,10.752211,4.5816927,11.061424,0.016501742,0.001145698,93.05711086,-0.0535,0.0079,221.2748,614.8631
199,R-002_Plot-020,2022-02-14,15m,MARCOPOLO,35,R2,205,0.27631986,34.93627,0.110750854,30.633703,-1.0121706,10.785819,3.6563697,11.23098,0.058760755,0.006349679,89.19401303,-0.043,0.0105,300.5887,583.7025
580,R-003_Plot-042,2022-03-09,15m,MARCOPOLO,280,R3,312,0.23497303,100.90865,0.120474994,27.88262,-9.653919,12.561271,-5.889582,13.7136345,0.926795611,0.749179381,19.16455234,0.1178,0.1278,1377.7519,1441.2761
581,R-003_Plot-042,2022-01-19,30m,MARCOPOLO,280,R3,312,0.3568844,38.511005,0.10522306,39.619095,-1.8730255,12.919093,3.8596191,14.699715,0.053505927,0.005340429,90.01899499,-0.0329,0.0084,454.5007,729.6139
213,R-002_Plot-021,2022-02-14,15m,HONDIA,70,R2,206,0.2705393,35.44342,0.11830896,30.042122,-0.9407244,11.031278,3.8130043,11.358312,0.07514186,0.009948628,86.76020471,-0.0441,0.0129,325.0746,610.2135
195,R-002_Plot-020,2022-05-26,30m,MARCOPOLO,35,R2,205,0.19338328,97.8037,0.18115723,23.654081,-10.513623,13.952932,-6.100962,13.951766,0.96013157,0.8457004,11.91828015,0.151,0.1572,1605.1849,1642.6788
584,R-003_Plot-042,2022-04-05,50m,MARCOPOLO,280,R3,312,0.08797992,123.47601,0.1762439,9.715645,-77.57364,35.021816,-3.8584182,5.383837,0.99977314,0.996899577,0.287421526,0.2746,0.2746,1026.2086,1026.2086
200,R-002_Plot-020,2022-05-26,15m,MARCOPOLO,35,R2,205,0.20361018,88.72656,0.22945285,25.27339,-10.626059,16.444195,-5.633292,16.335714,0.909895638,0.711057384,21.85286368,0.1331,0.1505,1803.3505,1865.6212
586,R-003_Plot-042,2022-06-02,50m,MARCOPOLO,280,R3,312,0.20282485,65.40488,0.17218179,23.369303,-4.7225323,12.252293,-0.40920338,11.713478,0.738619177,0.140880218,80.9265421,0.0158,0.0303,883.3806,903.6807
214,R-002_Plot-021,2022-05-26,15m,HONDIA,70,R2,206,0.20911427,108.710846,0.15468216,25.915808,-12.671152,14.248774,-8.50083,15.112367,0.972615972,0.896909246,7.783825096,0.2071,0.213,1841.3557,1864.724
222,R-002_Plot-021,2022-02-14,30m,HONDIA,70,R2,206,0.2723525,26.879072,0.115190685,29.944544,0.4851485,10.550925,5.378552,10.664664,0.00551598,0.000286424,94.80737018,-0.0644,0.0063,125.2809,573.6816
589,R-003_Plot-042,2022-03-09,30m,MARCOPOLO,280,R3,312,0.22034144,97.610794,0.122002125,25.942904,-8.612592,11.816222,-4.8697557,12.507997,0.910487753,0.727758221,20.06941132,0.1074,0.1186,1227.1564,1300.1894
590,R-003_Plot-042,2022-03-22,50m,MARCOPOLO,280,R3,312,0.13781722,112.62226,0.11097944,15.719983,-7.7043257,8.524393,-4.094147,7.434967,0.99111464,0.916326376,7.545874185,0.1391,0.1405,945.0002,949.0261
591,R-003_Plot-042,2022-04-19,50m,MARCOPOLO,280,R3,312,0.09064472,130.40099,0.285438,11.039005,-11.60103,36.733135,-5.892864,6.9668803,1,0.99965971,0.034029038,0.3583,0.3583,1427.0966,1427.0966
223,R-002_Plot-021,2022-05-26,30m,HONDIA,70,R2,206,0.20499308,120.974724,0.117713034,25.170603,-12.76756,12.389445,-9.059397,13.413623,0.986870675,0.9614251,2.578410261,0.2165,0.2175,1707.9352,1727.2863
228,R-002_Plot-022,2022-02-14,15m,HONDIA,35,R2,207,0.2756882,34.733242,0.12002307,30.619095,-0.8221262,11.251031,4.081555,11.630453,0.04471271,0.005107711,88.57660179,-0.0466,0.0126,320.553,626.7909
594,R-003_Plot-043,2022-03-09,15m,BOLOGNA,140,R3,313,0.28243455,80.73401,0.11255461,32.560837,-6.869237,12.677239,-2.7522888,14.266122,0.787478013,0.438460916,44.32086881,0.0497,0.0676,1059.7336,1199.3227
595,R-003_Plot-043,2022-01-19,30m,BOLOGNA,140,R3,313,0.3744924,40.41708,0.10593146,41.59599,-2.269515,13.538277,3.6758907,15.657006,0.04978241,0.003206105,93.55976244,-0.0294,0.0081,525.7467,828.5108
236,R-002_Plot-022,2022-02-14,30m,HONDIA,35,R2,207,0.27696756,29.157728,0.12558526,30.597168,0.3775382,11.3155575,5.6072993,11.487033,0.01082869,0.000720681,93.3447099,-0.0629,0.0106,199.9566,642.5128
229,R-002_Plot-022,2022-05-26,15m,HONDIA,35,R2,207,0.21216166,111.43616,0.15028411,26.42474,-13.346799,14.409875,-9.228566,15.475196,0.972807327,0.907915848,6.670537702,0.217,0.223,1921.1493,1941.941
598,R-003_Plot-043,2022-04-05,50m,BOLOGNA,140,R3,313,0.13870771,106.861206,0.14707243,16.18652,-8.354672,9.869665,-4.3728485,8.561225,0.984951603,0.911411071,7.466410749,0.1674,0.1702,1118.1203,1119.6316
237,R-002_Plot-022,2022-05-26,30m,HONDIA,35,R2,207,0.20489144,118.2394,0.11403471,25.00129,-12.131581,12.240093,-8.420696,13.159871,0.980476943,0.929317848,5.217776438,0.2004,0.203,1631.7938,1656.5401
600,R-003_Plot-043,2022-01-19,15m,BOLOGNA,140,R3,313,0.3303472,43.93237,0.08560789,36.679337,-2.6954014,11.13474,1.8980782,12.664773,0.168057672,0.020291007,87.92616436,-0.019,0.0091,431.6333,623.6583
242,R-002_Plot-023,2022-02-14,15m,MARCOPOLO,560,R2,208,0.22510509,51.244423,0.108647406,25.104925,-2.7984242,9.624724,0.86138994,9.59579,0.415958285,0.1764405,57.58216482,-0.0055,0.039,465.5735,645.7977
243,R-002_Plot-023,2022-05-26,15m,MARCOPOLO,560,R2,208,0.19418295,86.17193,0.2655841,24.416845,-10.69907,17.442478,-5.399492,16.79513,0.95805826,0.682446108,28.76778626,0.138,0.1452,1898.8799,1935.0307
251,R-002_Plot-023,2022-02-14,30m,MARCOPOLO,560,R2,208,0.22403367,41.365295,0.11583823,24.821041,-1.742221,9.660449,2.0652897,9.41939,0.255241105,0.076373682,70.07782805,-0.0271,0.0268,358.3589,627.9912
604,R-003_Plot-043,2022-03-09,30m,BOLOGNA,140,R3,313,0.28883377,61.822044,0.10940033,32.728592,-4.475879,12.012045,-0.07447624,13.274903,0.516626475,0.206013065,60.12340159,0.0112,0.0456,749.4109,1036.2994
605,R-003_Plot-043,2022-03-22,50m,BOLOGNA,140,R3,313,0.23743878,70.27184,0.09948522,26.809406,-4.516391,10.0234585,-0.9276687,10.492375,0.809134906,0.229809437,71.59813084,0.0175,0.0258,652.072,699.0423
606,R-003_Plot-043,2022-04-19,50m,BOLOGNA,140,R3,313,0.11891669,112.323746,0.22390658,14.993314,-11.849878,39.9863,-6.559664,10.167479,0.995803085,0.977011494,1.887079014,0.2483,0.2495,1634.7113,1638.4038
252,R-002_Plot-023,2022-05-26,30m,MARCOPOLO,560,R2,208,0.18192656,90.90712,0.21005303,22.219402,-9.537489,14.287624,-4.892149,13.642605,0.968983009,0.776801471,19.8333238,0.1268,0.1307,1536.2135,1571.6196
608,R-003_Plot-043,2022-06-02,50m,BOLOGNA,140,R3,313,0.2262602,42.83821,0.20599127,25.834312,-1.5780315,14.011725,3.8782046,13.209879,0.109989413,0.002722323,97.52492265,-0.0476,0.0129,682.8866,833.2537
