,Image.Name,Date,Altitude,var,dens,Rows,Plots,Intensity,Hue,Saturation,Lightness,a.,b.,u.,v.,GA,GGA,CSI,NGRDI,NGRDIveg,TGI,TGIveg
233,R-002_Plot-022,2022-04-19,50m,HONDIA,35,R2,207,0.24025397,92.234215,0.17072713,29.12516,-10.506017,15.427251,-5.9943585,16.57715,0.789889595,0.662129462,16.17442918,0.1153,0.1585,1690.46,1896.9468
927,R-001_Plot-007,2022-05-03,50m,HONDIA,560,R1,107,0.14701317,115.13024,0.16279912,18.162514,-11.487172,11.836836,-6.9560933,10.889464,0.863430127,0.776088929,10.11560694,0.2636,0.3119,1560.6938,1673.2422
235,R-002_Plot-022,2022-01-19,30m,HONDIA,35,R2,207,0.371964,37.21027,0.123768866,41.384605,-1.4004254,14.545405,5.294286,16.494822,0.016566418,0.001422883,91.41104294,-0.0412,0.0091,519.8837,834.7528
945,R-001_Plot-009,2022-02-03,30m,MARCOPOLO,35,R1,109,0.34449896,26.593044,0.11932063,37.90917,0.98491627,12.834493,7.572389,13.879642,0.00040404,0,100,-0.0658,0.0025,154.8236,518.8158
941,R-001_Plot-008,2022-05-03,50m,BOLOGNA,140,R1,108,0.16708268,106.21329,0.17259562,20.513906,-10.901652,12.695941,-6.522691,12.151607,0.840630672,0.792309437,5.748212117,0.2043,0.2534,1559.9263,1710.2404
238,R-002_Plot-022,2022-04-05,50m,HONDIA,35,R2,207,0.2773738,46.94835,0.15459037,31.550146,-2.792434,13.788451,2.6736293,14.4307575,0.362636116,0.16927556,53.3208216,-0.0154,0.0528,723.8761,1132.6014
960,R-001_Plot-009,2022-05-03,50m,MARCOPOLO,35,R1,109,0.26881948,70.2453,0.16362423,31.430462,-6.4696875,14.938854,-1.4379401,16.038921,0.64250605,0.493647913,23.16836344,0.0508,0.114,1213.6317,1461.7298
240,R-002_Plot-022,2022-06-02,50m,HONDIA,35,R2,207,0.19352989,137.8523,0.1287936,22.659979,-10.127855,8.251027,-7.313786,9.017611,0.996029946,0.95561101,4.058004024,0.175,0.1758,1133.7224,1136.1523
241,R-002_Plot-023,2022-01-19,15m,MARCOPOLO,560,R2,208,0.32838342,45.04011,0.10128373,36.662167,-2.798339,12.130598,2.1921506,13.679035,0.21003437,0.04432264,78.897435,-0.0193,0.0159,527.7725,699.3442
8,R-001_Plot-001,2022-02-03,15m,HONDIA,70,R1,101,0.30535778,31.04182,0.09636307,33.65379,-0.6124577,10.638926,4.2513704,11.437497,0.057929096,0.012038816,79.2180155,-0.0476,0.0138,209.9106,581.5334
9,R-001_Plot-001,2022-05-26,50m,HONDIA,70,R1,101,0.17137331,145.00851,0.21649456,20.679882,-12.451416,8.307759,-9.225158,8.982754,0.99988657,0.99981095,0.007562866,0.2736,0.2736,1402.1215,1402.1215
20,R-001_Plot-010,2022-02-03,15m,BOLOGNA,280,R1,110,0.28214517,31.64705,0.108818114,31.174995,-0.49324754,10.70952,4.3008666,11.151536,0.058057892,0.008980813,84.53127971,-0.0495,0.0142,232.3111,651.1039
245,R-002_Plot-023,2022-03-09,30m,MARCOPOLO,560,R2,208,0.17950924,106.40735,0.12827897,21.306414,-9.222912,10.970292,-5.4321976,10.843808,0.960898449,0.831767239,13.43859076,0.1501,0.1553,1250.5294,1283.6885
246,R-002_Plot-023,2022-03-22,50m,MARCOPOLO,560,R2,208,0.108982034,136.17497,0.21793437,12.597968,-9.89458,7.7010274,-5.488146,6.264037,1,1,0,0.2625,0.2625,1128.0938,1128.0938
247,R-002_Plot-023,2022-04-19,50m,MARCOPOLO,560,R2,208,0.09331498,121.515015,0.2043488,11.104003,-10.401278,36.940258,-5.0621724,7.004778,1,0.99996219,0.003781004,0.2894,0.2894,1330.1391,1330.1391
37,R-001_Plot-011,2022-02-03,15m,MARCOPOLO,70,R1,111,0.29124346,28.654995,0.10050869,32.043613,-0.14836267,10.409699,4.6578827,10.927499,0.030988497,0.005709376,81.57582235,-0.0537,0.0139,157.1684,549.9596
249,R-002_Plot-023,2022-03-09,15m,MARCOPOLO,560,R2,208,0.18027209,111.887085,0.102722645,21.122974,-8.765003,9.865185,-5.2851257,9.86846,0.938795787,0.821399395,12.50499777,0.1558,0.1663,1126.4432,1171.0834
250,R-002_Plot-023,2022-01-19,30m,MARCOPOLO,560,R2,208,0.34304604,40.436363,0.12609375,38.396473,-2.0062878,14.005718,4.099188,15.638955,0.062311168,0.004813778,92.27461447,-0.0346,0.0097,573.7571,885.3578
51,R-001_Plot-012,2022-02-03,15m,HONDIA,35,R1,112,0.29137957,28.039755,0.08993393,31.974724,-0.29779363,9.813118,4.210356,10.367458,0.035801815,0.005492261,84.65926611,-0.0502,0.0099,128.3728,510.9291
28,R-001_Plot-010,2022-05-26,50m,BOLOGNA,280,R1,110,0.1709828,86.418945,0.18999445,20.25,-7.5460696,12.402534,-3.2761705,11.411671,0.9909634,0.659482759,33.45034149,0.0874,0.0884,1201.5812,1206.1603
253,R-002_Plot-023,2022-04-05,50m,MARCOPOLO,560,R2,208,0.083167516,111.54522,0.19300473,8.974143,-76.6351,34.93157,-3.1138911,5.1963005,0.997996068,0.971680278,2.636863042,0.2112,0.2117,969.3962,971.002
45,R-001_Plot-011,2022-05-26,50m,MARCOPOLO,70,R1,111,0.1573536,126.40742,0.10025948,18.094353,-8.421894,8.0456085,-5.155826,7.7337403,0.995311555,0.961509377,3.396140404,0.1561,0.1567,966.0403,967.6516
255,R-002_Plot-023,2022-06-02,50m,MARCOPOLO,560,R2,208,0.21636726,57.098507,0.19348842,25.039036,-4.075596,13.620787,0.80097246,13.100794,0.480263158,0.045636721,90.49755944,-0.0053,0.0217,909.2105,965.4888
60,R-001_Plot-012,2022-05-26,50m,HONDIA,35,R1,112,0.17099924,147.69731,0.20299578,20.237913,-11.390402,7.3576136,-8.429754,7.977984,0.997844828,0.991530551,0.632791482,0.2479,0.2482,1222.7571,1223.4677
257,R-002_Plot-024,2022-01-19,15m,BOLOGNA,70,R2,209,0.3470756,37.37872,0.0987826,38.455437,-1.7204864,12.172917,3.6879737,13.767666,0.059126905,0.010831806,81.68041077,-0.0331,0.0118,390.8072,591.5291
74,R-001_Plot-013,2022-05-26,50m,BOLOGNA,35,R1,113,0.17198168,107.47162,0.111840904,20.043407,-8.224679,9.783065,-4.677785,9.486029,0.974213551,0.868005142,10.90196383,0.1351,0.1395,1067.4471,1082.3319
65,R-001_Plot-013,2022-02-03,15m,BOLOGNA,35,R1,113,0.30086946,31.011818,0.101325035,33.192257,-0.5103163,10.796372,4.425994,11.513646,0.035792615,0.005779294,83.85339022,-0.0487,0.0117,216.8162,577.3532
260,R-002_Plot-024,2022-03-09,30m,BOLOGNA,70,R2,209,0.30771232,44.69156,0.11986196,34.558163,-2.6287746,12.679068,2.5682673,13.883581,0.212148091,0.044284909,79.12547363,-0.0218,0.027,578.2889,994.0587
81,R-001_Plot-014,2022-02-03,15m,HONDIA,140,R1,114,0.29003736,32.030376,0.102550745,32.029854,-0.6846319,10.635068,4.075578,11.231426,0.058790194,0.011335953,80.71795193,-0.0465,0.0147,233.1216,579.3158
103,R-001_Plot-015,2022-02-03,15m,MARCOPOLO,280,R1,115,0.28599235,35.115887,0.10539329,31.690187,-1.1195045,10.77534,3.570918,11.390656,0.088888153,0.014605551,83.56861933,-0.0408,0.0146,299.6388,656.2372
263,R-002_Plot-024,2022-03-09,15m,BOLOGNA,70,R2,209,0.2874192,42.388645,0.10843587,32.084854,-2.1535304,11.280873,2.5027666,12.099327,0.223208437,0.078131785,64.99604326,-0.023,0.0397,448.7061,946.6684
264,R-002_Plot-024,2022-01-19,30m,BOLOGNA,70,R2,209,0.36440456,36.091908,0.12316197,40.518124,-1.162538,14.221664,5.432415,16.005953,0.019264351,0.001450601,92.47002398,-0.0435,0.0097,474.7579,858.8894
117,R-002_Plot-016,2022-02-03,15m,HONDIA,280,R2,201,0.2946212,34.252,0.10150105,32.601204,-1.077602,10.786225,3.6715775,11.520036,0.070943087,0.010634931,85.00920715,-0.0412,0.0134,280.0838,628.9329
96,R-001_Plot-014,2022-05-26,50m,HONDIA,140,R1,114,0.16301304,147.21805,0.21316463,19.358242,-11.524485,7.4119825,-8.369888,7.870188,0.998411978,0.998260738,0.015148072,0.2609,0.2609,1239.5319,1239.5319
267,R-002_Plot-024,2022-04-05,50m,BOLOGNA,70,R2,209,0.21334875,70.249245,0.17502707,24.859121,-5.674258,13.062383,-1.1872349,12.856259,0.708560194,0.362333636,48.86339381,0.036,0.0647,1030.3962,1158.5733
112,R-001_Plot-015,2022-05-26,50m,MARCOPOLO,280,R1,115,0.14151613,120.06095,0.09223282,16.140474,-7.9321737,8.131142,-4.4467516,7.290412,0.999281609,0.965592861,3.371296682,0.1645,0.1645,947.0141,947.2151
269,R-002_Plot-024,2022-06-02,50m,BOLOGNA,70,R2,209,0.20657825,61.890614,0.18079448,23.835014,-4.4716268,12.715417,0.025214542,12.152855,0.608930732,0.189277072,68.91648556,0.0116,0.0396,886.8693,919.3181
270,R-002_Plot-024,2022-03-22,50m,BOLOGNA,70,R2,209,0.29542515,38.603886,0.12305254,33.007843,-1.5212154,12.227648,3.728474,13.028155,0.12507562,0.011116152,91.11245466,-0.0349,0.0151,442.0554,807.9383
271,R-002_Plot-024,2022-04-19,50m,BOLOGNA,70,R2,209,0.18534888,78.165306,0.22716469,22.262833,-7.4871545,14.454335,-2.713586,13.484809,0.782062916,0.521551724,33.31077161,0.0731,0.1079,1339.7707,1490.4225
127,R-002_Plot-016,2022-05-26,50m,HONDIA,280,R2,201,0.15608732,145.68486,0.2268771,18.711458,-11.948537,7.8151684,-8.507123,8.110343,1,0.999319419,0.068058076,0.2831,0.2831,1314.9066,1314.9066
132,R-002_Plot-017,2022-02-03,15m,BOLOGNA,560,R2,202,0.28119346,39.64776,0.10785872,31.303074,-1.75858,10.962988,2.833626,11.618524,0.161148646,0.027352749,83.0263864,-0.0314,0.0181,388.0334,763.5395
274,R-002_Plot-025,2022-01-19,15m,BOLOGNA,35,R2,210,0.3633455,35.365887,0.08479756,40.021667,-1.6467555,11.582953,3.5809102,13.335794,0.041443112,0.006517115,84.27455159,-0.0318,0.0118,311.357,542.6504
146,R-002_Plot-018,2022-02-03,15m,MARCOPOLO,140,R2,203,0.2989665,33.868984,0.099927545,33.060677,-1.0286425,10.79299,3.758061,11.580259,0.062034032,0.008988173,85.51090019,-0.0419,0.0117,272.0915,597.6768
144,R-002_Plot-017,2022-05-26,50m,BOLOGNA,560,R2,202,0.16336776,95.24793,0.18224078,19.547733,-8.719324,12.150293,-4.4544473,11.182621,0.99984876,0.915192075,8.466949024,0.1275,0.1275,1298.9746,1299.0284
161,R-002_Plot-019,2022-02-03,15m,BOLOGNA,140,R2,204,0.2868794,31.858875,0.09979373,31.655254,-0.6954923,10.381899,3.9360483,10.94017,0.054628219,0.007295416,86.64533513,-0.0468,0.011,220.9188,584.0156
278,R-002_Plot-025,2022-03-09,15m,BOLOGNA,35,R2,210,0.29352054,36.96928,0.105084896,32.587757,-1.4302982,11.0696745,3.344452,11.849582,0.163268273,0.05577083,65.84098721,-0.0323,0.0406,343.61,891.7289
279,R-002_Plot-025,2022-01-19,30m,BOLOGNA,35,R2,210,0.371026,34.3367,0.123722374,41.166798,-0.77731943,14.364568,6.0555515,16.169025,0.011262947,0.001062542,90.56603774,-0.0479,0.0103,432.5484,861.1813
182,R-001_Plot-002,2022-02-03,15m,MARCOPOLO,140,R1,102,0.2900246,30.201902,0.09744698,31.940205,-0.47757226,10.277984,4.1807213,10.842166,0.056854563,0.010138144,82.16828479,-0.0501,0.0129,184.3646,579.7672
160,R-002_Plot-018,2022-05-26,50m,MARCOPOLO,140,R2,203,0.14435767,130.58087,0.1324209,16.714262,-9.077128,8.052727,-5.545829,7.5042667,0.99996219,0.989753479,1.020909744,0.1945,0.1945,1049.4519,1049.4519
282,R-002_Plot-025,2022-04-05,50m,BOLOGNA,35,R2,210,0.298623,39.15422,0.19042444,33.99915,-0.9348754,16.254093,6.1568503,16.783154,0.145114943,0.033310647,77.04533611,-0.0485,0.0386,710.5876,1185.2749
174,R-002_Plot-019,2022-05-26,50m,BOLOGNA,140,R2,204,0.16183059,107.069954,0.14657843,19.358242,-9.565788,11.158567,-5.5132113,10.521202,0.999130369,0.966008772,3.315042573,0.1598,0.1599,1305.6719,1306.1283
284,R-002_Plot-025,2022-06-02,50m,BOLOGNA,35,R2,210,0.19740333,85.254074,0.12687969,22.723618,-6.2562923,10.592123,-2.5886433,10.460632,0.918821839,0.556034483,39.48397185,0.0549,0.0617,906.7812,928.8523
285,R-002_Plot-025,2022-04-19,50m,BOLOGNA,35,R2,210,0.25463805,56.886436,0.23411381,30.131828,-4.8783565,17.64774,1.3982393,17.744461,0.486048094,0.210753176,56.63943991,0.0053,0.07,1289.1858,1691.8763
185,R-001_Plot-002,2022-05-26,50m,MARCOPOLO,140,R1,102,0.13369207,132.60756,0.15581006,15.513488,-9.4655695,7.978227,-5.694956,7.2009864,0.995916515,0.993647913,0.227790433,0.2316,0.2316,1084.9741,1085.0588
287,R-002_Plot-025,2022-03-09,30m,BOLOGNA,35,R2,210,0.31937727,39.72701,0.10569447,35.551064,-1.8961543,11.935527,3.2394161,13.179956,0.137095657,0.022830797,83.34681224,-0.0289,0.0212,433.4884,875.4395
288,R-002_Plot-025,2022-03-22,50m,BOLOGNA,35,R2,210,0.3401947,30.181274,0.115287185,37.573807,0,12.67693,6.1575394,13.854447,0.024425287,0.000794011,96.74922601,-0.0526,0.0106,255.2547,856.5093
289,R-002_Plot-026,2022-01-19,15m,HONDIA,560,R2,211,0.3436562,41.270714,0.07995731,38.00189,-2.4428678,10.990724,2.198877,12.631768,0.197732441,0.045520449,76.97876538,-0.0206,0.0135,377.9223,576.7278
193,R-002_Plot-020,2022-02-03,15m,MARCOPOLO,35,R2,205,0.30021986,29.50936,0.11093813,33.126556,-0.028362228,11.251905,5.233785,11.862741,0.019128156,0.002448978,87.19699885,-0.0571,0.0104,200.2206,585.5278
210,R-002_Plot-021,2022-02-03,15m,HONDIA,70,R2,206,0.2964053,28.918169,0.10453379,32.641502,-0.057869628,10.764217,4.958698,11.332846,0.024708735,0.00434229,82.42609278,-0.0547,0.0114,172.5315,515.0085
292,R-002_Plot-026,2022-03-09,15m,HONDIA,560,R2,211,0.20481159,99.773125,0.10859215,23.845018,-7.8073726,10.533759,-4.300114,10.86903,0.823504302,0.658690468,20.01371859,0.1224,0.1532,1058.7033,1194.1338
293,R-002_Plot-026,2022-01-19,30m,HONDIA,560,R2,211,0.34638238,38.602688,0.12192482,38.647522,-1.6617813,13.728905,4.4521437,15.341213,0.058347424,0.004924652,91.55977831,-0.0375,0.0103,513.5236,841.3786
225,R-002_Plot-022,2022-02-03,15m,HONDIA,35,R2,207,0.29580733,28.28354,0.10479659,32.554104,0.058046024,10.720287,5.0824547,11.259292,0.021599214,0.003438873,84.07871199,-0.0565,0.0108,157.6627,524.8548
205,R-002_Plot-020,2022-05-26,50m,MARCOPOLO,35,R2,205,0.17142753,115.117165,0.10713273,20.237913,-9.357331,9.970422,-5.7421665,9.824488,0.985065033,0.920636721,6.540513568,0.1565,0.1591,1197.261,1204.6834
296,R-002_Plot-026,2022-04-05,50m,HONDIA,560,R2,211,0.094761014,132.49263,0.2866227,11.529567,-11.677219,36.675896,-6.138395,7.0322757,0.99988657,0.99988657,0,0.3931,0.3931,1418.9003,1418.9003
219,R-002_Plot-021,2022-05-26,50m,HONDIA,70,R2,206,0.18753248,139.15689,0.1697542,22.53207,-12.055371,9.124463,-8.934518,9.992664,1,0.998298548,0.170145191,0.2256,0.2256,1400.0291,1400.0291
298,R-002_Plot-026,2022-06-02,50m,HONDIA,560,R2,211,0.16198629,148.09106,0.26851004,19.859135,-13.555484,8.190588,-10.096396,8.848602,0.99958409,0.99958409,0,0.3079,0.3079,1516.3646,1516.3646
299,R-002_Plot-026,2022-03-22,50m,HONDIA,560,R2,211,0.12664036,128.0054,0.19040895,15.417262,-11.403527,9.913326,-6.815193,8.706128,1,0.997428917,0.257108288,0.2623,0.2623,1415.8626,1415.8626
234,R-002_Plot-022,2022-05-26,50m,HONDIA,35,R2,207,0.19145365,139.85226,0.16423231,22.881804,-11.761762,8.897107,-8.7691145,9.829899,0.99977314,0.989715668,1.005975342,0.2183,0.2183,1358.1999,1358.1999
248,R-002_Plot-023,2022-02-03,15m,MARCOPOLO,560,R2,208,0.2593185,35.675022,0.09959316,28.644398,-1.244212,9.7549095,2.8571873,10.02115,0.150211963,0.039227808,73.88503044,-0.037,0.0199,266.2087,593.7347
302,R-002_Plot-026,2022-03-09,30m,HONDIA,560,R2,211,0.2268027,100.51881,0.11199415,26.67033,-8.796376,11.637174,-5.1717362,12.531947,0.886455821,0.689247997,22.24677409,0.1181,0.1342,1226.8318,1315.8052
303,R-002_Plot-026,2022-04-19,50m,HONDIA,560,R2,211,0.11438087,129.17911,0.30221075,15.271811,-14.967809,12.452618,-9.109258,10.651311,1,1,0,0.3834,0.3834,1968.3122,1968.3122
256,R-002_Plot-023,2022-05-26,50m,MARCOPOLO,560,R2,208,0.15521419,116.889595,0.11230463,18.298027,-9.366089,9.694157,-5.5912266,9.136196,0.99977314,0.993610103,0.616443537,0.1762,0.1762,1181.3797,1181.4859
305,R-002_Plot-027,2022-01-19,15m,MARCOPOLO,280,R2,212,0.3470229,36.43626,0.085736394,38.29971,-1.7540413,11.287541,3.2453945,12.851771,0.099213972,0.019144716,80.70360892,-0.0304,0.0121,321.325,584.0364
262,R-002_Plot-024,2022-02-03,15m,BOLOGNA,70,R2,209,0.28506,30.03146,0.10646367,31.430462,-0.24367324,10.599575,4.582703,11.041753,0.041411833,0.007698365,81.41022793,-0.0535,0.0145,194.175,563.2222
307,R-002_Plot-027,2022-03-09,15m,MARCOPOLO,280,R2,212,0.20181549,101.145294,0.11221248,23.593401,-8.154666,10.707634,-4.59601,11.010225,0.866991602,0.71201784,17.8748862,0.1235,0.1461,1107.3055,1215.4923
308,R-002_Plot-027,2022-01-19,30m,MARCOPOLO,280,R2,212,0.3489364,37.16296,0.1311441,38.954178,-1.2530705,14.333063,5.275704,15.908246,0.027293474,0.001801702,93.39878131,-0.044,0.0098,515.3926,919.1166
277,R-002_Plot-025,2022-02-03,15m,BOLOGNA,35,R2,210,0.29678681,27.756235,0.10989672,32.675034,0.28847304,11.00524,5.5061665,11.510223,0.018633209,0.003641268,80.4581811,-0.0604,0.0152,152.6369,576.2443
272,R-002_Plot-024,2022-05-26,50m,BOLOGNA,70,R2,209,0.17562525,96.50793,0.17379308,21.11145,-9.161323,12.530594,-4.911871,11.970941,0.988241077,0.854431337,13.54019206,0.1267,0.1284,1364.1349,1370.7027
311,R-002_Plot-027,2022-04-05,50m,MARCOPOLO,280,R2,212,0.07731294,126.384575,0.22133338,8.427657,-77.4877,34.322044,-3.774773,4.8616495,0.998147308,0.994026013,0.412894428,0.3394,0.3394,1048.4651,1048.4651
286,R-002_Plot-025,2022-05-26,50m,BOLOGNA,35,R2,210,0.19633348,96.47113,0.17479688,23.845018,-10.013305,13.711009,-5.659906,13.746698,0.944192377,0.761947973,19.30161781,0.1287,0.138,1532.7102,1572.7168
291,R-002_Plot-026,2022-02-03,15m,HONDIA,560,R2,211,0.27033925,32.026295,0.09694332,29.77846,-0.7540166,9.784631,3.519494,10.128651,0.118826036,0.032797171,72.3990028,-0.0434,0.0197,205.3317,556.9702
304,R-002_Plot-026,2022-05-26,50m,HONDIA,560,R2,211,0.16052525,145.71796,0.25793773,19.722786,-13.481245,8.614203,-9.883281,9.150653,0.99969752,0.99969752,0,0.3272,0.3272,1536.1001,1536.1001
306,R-002_Plot-027,2022-02-03,15m,MARCOPOLO,280,R2,212,0.27869785,32.60503,0.09748769,30.735699,-0.849599,10.050134,3.559104,10.5252,0.096189088,0.019751901,79.46554956,-0.0438,0.0155,223.8796,597.3015
316,R-002_Plot-027,2022-03-09,30m,MARCOPOLO,280,R2,212,0.2108041,100.29461,0.1256277,24.963474,-9.0633135,11.843313,-5.291093,12.38359,0.924550267,0.750856963,18.78678859,0.118,0.1279,1273.5115,1334.6077
317,R-002_Plot-027,2022-03-22,50m,MARCOPOLO,280,R2,212,0.108439155,127.160484,0.16535085,12.402487,-9.05199,35.709473,-4.732954,6.3840485,0.998449788,0.977881125,2.060059833,0.2353,0.2357,1076.4194,1077.0727
318,R-002_Plot-027,2022-04-19,50m,MARCOPOLO,280,R2,212,0.094132125,123.42406,0.23135495,11.487601,-11.16408,37.41152,-5.6133432,7.4571824,1,0.99969752,0.030248034,0.3188,0.3188,1443.301,1443.301
319,R-002_Plot-027,2022-05-26,50m,MARCOPOLO,280,R2,212,0.1378573,123.932945,0.14743185,16.55024,-10.523618,9.8416,-6.3157916,8.901718,0.999205989,0.998714459,0.049192114,0.2446,0.2447,1328.8324,1329.0501
320,R-002_Plot-027,2022-06-02,50m,MARCOPOLO,280,R2,212,0.16411461,107.85084,0.13998216,19.58539,-9.493171,10.998581,-5.5125284,10.456293,0.998903509,0.97281458,2.61175669,0.1469,0.1471,1284.8565,1285.9885
321,R-002_Plot-028,2022-02-03,15m,BOLOGNA,280,R2,213,0.28675058,32.938343,0.10089022,31.67622,-0.84656346,10.481277,3.78943,11.063095,0.082299279,0.014221,82.72038275,-0.0445,0.0143,245.0731,649.4417
322,R-002_Plot-028,2022-03-09,15m,BOLOGNA,280,R2,213,0.23040529,86.74008,0.12233597,26.757359,-7.041587,11.702473,-3.196238,12.34376,0.74722351,0.535141272,28.38270419,0.0778,0.1134,1048.7622,1257.8271
347,R-002_Plot-029,2022-02-03,15m,HONDIA,140,R2,214,0.29246256,28.80418,0.09590435,32.14658,-0.2660623,10.170721,4.412755,10.7303095,0.051724772,0.010230141,80.22196927,-0.0525,0.0132,153.7671,553.849
334,R-002_Plot-028,2022-05-26,50m,BOLOGNA,280,R2,213,0.14882933,112.458435,0.15188551,17.998466,-10.298871,11.11718,-6.032552,10.191503,0.998260738,0.995349365,0.291644572,0.2162,0.2164,1391.8049,1392.2932
325,R-002_Plot-028,2022-04-05,50m,BOLOGNA,280,R2,213,0.11522237,101.50961,0.2578646,14.143751,-10.105484,39.899853,-4.9930873,9.623198,0.993458863,0.903697822,9.035204567,0.2388,0.2405,1463.2173,1461.6536
326,R-002_Plot-028,2022-01-19,30m,BOLOGNA,280,R2,213,0.34961095,37.188232,0.13032687,39.022446,-1.2727873,14.300031,5.2386346,15.88941,0.030250113,0.002365311,92.18081857,-0.0435,0.0103,513.8985,864.1634
327,R-002_Plot-028,2022-01-19,15m,BOLOGNA,280,R2,213,0.35127246,31.764435,0.09054983,38.647522,-0.8972093,11.4929285,4.487271,12.952941,0.038979415,0.006502396,83.31838565,-0.0408,0.0111,243.3226,483.5214
360,R-001_Plot-003,2022-02-03,15m,BOLOGNA,560,R1,103,0.27190182,36.85913,0.10130644,30.116901,-1.360882,10.2322445,2.9749527,10.6948,0.172157088,0.043603218,74.67242374,-0.0355,0.0205,304.9298,683.8676
348,R-002_Plot-029,2022-05-26,50m,HONDIA,140,R2,214,0.1683532,141.6448,0.20854175,20.418383,-12.533049,8.873402,-9.090238,9.39885,0.999205989,0.998525408,0.068112158,0.2772,0.2773,1447.8688,1448.269
377,R-002_Plot-030,2022-02-03,15m,MARCOPOLO,70,R2,215,0.30175063,28.792742,0.09896058,33.19882,-0.169787,10.585541,4.7708435,11.252041,0.038160635,0.007352454,80.73288332,-0.0536,0.014,163.448,567.2377
331,R-002_Plot-028,2022-03-09,30m,BOLOGNA,280,R2,213,0.22740245,90.79435,0.12403917,26.574186,-7.721098,11.877184,-3.8926742,12.559582,0.81044248,0.585728673,27.72729864,0.0868,0.1115,1131.5266,1290.5608
332,R-002_Plot-028,2022-03-22,50m,BOLOGNA,280,R2,213,0.14631696,99.90939,0.14122629,16.832525,-7.2894454,9.617346,-3.5572631,8.440561,0.967294313,0.722701149,25.28632295,0.1289,0.1339,986.2445,1000.0107
333,R-002_Plot-028,2022-04-19,50m,BOLOGNA,280,R2,213,0.110379584,113.90807,0.263766,14.4721775,-13.227995,40.89386,-7.346181,10.692049,0.999546279,0.994668784,0.487970949,0.307,0.3071,1849.0058,1849.5447
366,R-001_Plot-003,2022-05-26,50m,BOLOGNA,560,R1,103,0.14684784,111.96999,0.14956325,17.65152,-9.9780035,10.845846,-5.761358,9.858777,0.99984876,0.99984876,0,0.2142,0.2142,1338.3462,1338.3462
378,R-002_Plot-030,2022-05-26,50m,MARCOPOLO,70,R2,215,0.1499676,123.04779,0.114338934,17.595339,-9.318959,9.089316,-5.614671,8.506993,0.997353297,0.975234422,2.217757222,0.1964,0.1967,1147.88,1148.7334
336,R-002_Plot-028,2022-06-02,50m,BOLOGNA,280,R2,213,0.20248657,68.04381,0.27477157,24.581419,-6.739462,17.13654,-1.1471205,16.032486,0.774425287,0.197330611,74.51908993,0.0364,0.0541,1475.6543,1513.3552
391,R-003_Plot-031,2022-02-03,15m,MARCOPOLO,560,R3,301,0.2811211,39.777847,0.09729159,31.210644,-1.8906276,10.381577,2.427984,11.076065,0.194004696,0.04589764,76.34199545,-0.0287,0.0193,352.0629,669.9884
392,R-003_Plot-031,2022-05-26,50m,MARCOPOLO,560,R3,301,0.14822614,112.17934,0.15456223,17.957207,-10.3955765,11.227068,-6.0869412,10.267849,0.997239867,0.994026013,0.322274882,0.2052,0.2053,1402.2635,1402.658
339,R-002_Plot-029,2022-03-09,15m,HONDIA,140,R2,214,0.271871,64.52235,0.101982236,30.742966,-4.418974,11.091944,-0.38893375,12.088164,0.512574242,0.289536921,43.51317395,0.0196,0.068,690.3033,991.491
340,R-002_Plot-029,2022-01-19,30m,HONDIA,140,R2,214,0.34771547,34.866947,0.13137656,38.721855,-0.6876718,14.172329,5.955005,15.614384,0.016778927,0.001025584,93.8876652,-0.05,0.0086,446.6013,827.3052
341,R-002_Plot-029,2022-01-19,15m,HONDIA,140,R2,214,0.35097155,31.057217,0.09034562,38.599625,-0.8062918,11.457944,4.590557,12.895493,0.038620624,0.006664312,82.74416389,-0.0426,0.0092,226.5514,485.5309
405,R-003_Plot-032,2022-02-03,15m,BOLOGNA,70,R3,302,0.3075718,30.40796,0.09725845,33.88456,-0.49620098,10.71962,4.4468994,11.526362,0.036637154,0.005096671,86.08879068,-0.0487,0.0112,199.6512,598.5066
406,R-003_Plot-032,2022-05-26,50m,BOLOGNA,70,R3,302,0.14684083,114.28839,0.14192009,17.637491,-10.057077,10.63952,-5.882317,9.7198515,0.995046884,0.978901996,1.622525364,0.2144,0.2147,1334.3812,1335.3302
419,R-003_Plot-033,2022-02-03,15m,HONDIA,35,R3,303,0.30269566,29.271112,0.09679997,33.310085,-0.3383109,10.527211,4.536205,11.237964,0.028695915,0.00475628,83.42523724,-0.0507,0.0111,170.9322,523.5699
345,R-002_Plot-029,2022-03-09,30m,HONDIA,140,R2,214,0.26697448,63.871735,0.118465245,30.384123,-4.6232333,11.918348,-0.3214564,12.828086,0.537766444,0.228732988,57.46610999,0.016,0.0521,778.2773,1027.0024
346,R-002_Plot-029,2022-03-22,50m,HONDIA,140,R2,214,0.20814587,88.51746,0.13082385,24.23131,-7.0941467,11.368653,-3.2845025,11.543215,0.926194797,0.624092559,32.61757022,0.0688,0.0761,1047.0259,1082.1873
434,R-003_Plot-034,2022-02-03,15m,HONDIA,140,R3,304,0.290347,30.906797,0.09861517,32.002304,-0.5658907,10.369518,4.1115503,10.953136,0.054547261,0.009639516,82.3281387,-0.0479,0.0142,201.4694,598.7629
432,R-003_Plot-033,2022-05-26,50m,HONDIA,35,R3,303,0.18753111,128.63606,0.14934969,22.98655,-12.685956,11.14881,-9.034611,11.857925,0.9996219,0.987447066,1.217943869,0.2299,0.23,1617.5962,1617.6347
