"","Image.Name","Date","Altitude","var","dens","Rows","Plots","Intensity","Hue","Saturation","Lightness","a.","b.","u.","v.","GA","GGA","CSI","NGRDI","NGRDIveg","TGI","TGIveg"
"82","R-004_Plot-046","2022-02-03","15m","HONDIA","35","R4",401,0.3298094,31.42533,0.069543004,36.165108,-1.2900869,9.688251,3.0639617,10.891636,0.0589944286208445,0.00778300324567795,86.8072232791692,-0.0328,0.0079,169.9239,481.3797
"83","R-004_Plot-046","2022-02-14","15m","HONDIA","35","R4",401,0.30432364,34.157986,0.095038235,33.628014,-1.1454402,10.666951,3.5814912,11.5516615,0.0429941931067983,0.00357134971627917,91.6934137886763,-0.0387,0.0098,269.0589,598.3158
"84","R-004_Plot-046","2022-04-05","50m","HONDIA","35","R4",401,0.27253807,47.916103,0.14853203,30.959974,-2.9284678,13.299985,2.2911983,13.905665,0.393791591046582,0.184739866908651,53.0868939030245,-0.0109,0.0545,703.6364,1069.1575
"85","R-004_Plot-046","2022-03-09","30m","HONDIA","35","R4",401,0.32371625,37.962925,0.09233457,35.854,-1.7961519,11.160292,3.0473557,12.434055,0.154438192384807,0.0344540843196496,77.6906969787616,-0.0281,0.0238,351.6342,829.3909
"86","R-004_Plot-046","2022-03-22","50m","HONDIA","35","R4",401,0.33157107,40.793533,0.07983333,36.673615,-2.3176742,10.678876,2.1881464,12.136857,0.185874168179068,0.0245387174833636,86.7982099267697,-0.0198,0.013,356.6822,637.6841
"87","R-004_Plot-046","2022-03-09","15m","HONDIA","35","R4",401,0.30879188,46.40756,0.10718745,34.589203,-2.8723562,11.991991,1.9745424,13.266826,0.272256077366364,0.090983859928021,66.5815136954362,-0.0144,0.0412,549.3759,968.4454
"88","R-004_Plot-046","2022-02-14","30m","HONDIA","35","R4",401,0.28637135,41.002663,0.056095064,31.465725,-2.2420502,8.222845,1.0968281,9.063083,0.253605713704946,0.0416054549990299,83.5944331098805,-0.0154,0.0079,218.428,398.4608
"89","R-004_Plot-046","2022-02-02","30m","HONDIA","35","R4",401,0.33356762,35.25303,0.10012311,36.92423,-1.3024575,11.801184,4.013232,13.1257105,0.00518872939925571,4.25305688463583e-05,99.1803278688525,-0.0377,0.0024,335.0245,669.9385
"90","R-004_Plot-046","2022-05-03","50m","HONDIA","35","R4",401,0.19750802,122.118675,0.15258116,25.104925,-15.007601,14.0351095,-10.8925,15.0527115,0.968428614640048,0.923396854204477,4.64998243079686,0.2417,0.2505,2068.2568,2098.7746
"91","R-004_Plot-056","2022-04-05","50m","MARCOPOLO","35","R4",411,0.3096524,37.48746,0.19659156,35.226383,-0.3919131,16.983992,7.260126,17.581747,0.121483666061706,0.0320629159104658,73.6072206660442,-0.0562,0.0365,698.0622,1137.0339
"92","R-004_Plot-056","2022-02-14","15m","MARCOPOLO","35","R4",411,0.2916748,32.40901,0.106634915,32.249107,-0.67839324,10.903902,4.208148,11.517688,0.040951844737365,0.00767812589697732,81.2508424315945,-0.0473,0.0209,252.0371,605.9579
"93","R-004_Plot-056","2022-02-03","15m","MARCOPOLO","35","R4",411,0.3137416,27.245363,0.09336656,34.433617,-0.053828474,10.520867,4.9590497,11.323734,0.0223609547150648,0.00369278664635358,83.4855591212046,-0.0536,0.0132,125.4234,547.0065
"94","R-004_Plot-056","2022-03-09","30m","MARCOPOLO","35","R4",411,0.30741015,38.072575,0.110505104,34.22047,-1.5854993,11.819221,3.5340774,12.827992,0.129186647078933,0.0343432103556282,73.4158203404377,-0.0326,0.0358,401.9478,917.8326
"95","R-004_Plot-056","2022-03-09","15m","MARCOPOLO","35","R4",411,0.29812184,46.135796,0.089396,33.19882,-2.749923,10.585541,1.5044879,11.684057,0.285888292743959,0.113372413945375,60.3438067165236,-0.0114,0.044,438.5294,820.2839
