 ,File Name,NGRDI,NGRDIveg,TGI,TGIveg
1,R-001_Plot-001.tif,-0.0761,0.0117,76.6245,580.5689
2,R-001_Plot-002.tif,-0.0662,0.0116,147.8009,637.1786
3,R-001_Plot-003.tif,-0.0311,0.0255,422.6802,767.5344
4,R-001_Plot-004.tif,-0.0705,0.0085,143.1284,701.1913
5,R-001_Plot-005.tif,-0.0368,0.0242,339.3176,659.3273
6,R-001_Plot-006.tif,-0.0555,0.0199,256.1933,702.7584
7,R-001_Plot-007.tif,-0.0379,0.0197,378.8738,677.0511
8,R-001_Plot-008.tif,-0.0638,0.0100,230.7008,690.6758
9,R-001_Plot-009.tif,-0.0658,0.0091,198.2279,648.3989
10,R-001_Plot-010.tif,-0.0519,0.0135,279.7662,701.2174
11,R-001_Plot-011.tif,-0.0674,0.0084,166.3193,668.3843
12,R-001_Plot-012.tif,-0.0573,0.0085,187.1177,577.2716
13,R-001_Plot-013.tif,-0.0573,0.0098,200.8328,617.3643
14,R-001_Plot-014.tif,-0.0549,0.0119,254.1736,668.9292
15,R-001_Plot-015.tif,-0.0379,0.0146,344.6858,650.6981
16,R-002_Plot-016.tif,-0.0353,0.0119,286.9538,624.0075
17,R-002_Plot-017.tif,-0.0222,0.0212,403.7426,659.6546
18,R-002_Plot-018.tif,-0.0360,0.0102,317.1961,632.7393
19,R-002_Plot-019.tif,-0.0358,0.0105,303.7147,611.7136
20,R-002_Plot-020.tif,-0.0535,0.0079,221.2748,614.8631
21,R-002_Plot-021.tif,-0.0644,0.0063,125.2809,573.6816
22,R-002_Plot-022.tif,-0.0629,0.0106,199.9566,642.5128
23,R-002_Plot-023.tif,-0.0271,0.0268,358.3589,627.9912
24,R-002_Plot-024.tif,-0.0695,0.0152,138.6596,587.4340
25,R-002_Plot-025.tif,-0.0721,0.0137,112.7972,626.3943
26,R-002_Plot-026.tif,-0.0378,0.0225,310.5275,627.4308
27,R-002_Plot-027.tif,-0.0468,0.0153,285.1282,633.1302
28,R-002_Plot-028.tif,-0.0487,0.0162,298.4826,692.5661
29,R-002_Plot-029.tif,-0.0584,0.0124,210.5051,642.1012
30,R-002_Plot-030.tif,-0.0662,0.0120,194.8790,652.6231
31,R-003_Plot-031.tif,-0.0237,0.0240,358.5180,603.0889
32,R-003_Plot-032.tif,-0.0571,0.0105,170.4404,607.1813
33,R-003_Plot-033.tif,-0.0565,0.0096,192.9850,640.3298
34,R-003_Plot-034.tif,-0.0472,0.0148,241.6170,630.8726
35,R-003_Plot-035.tif,-0.0628,0.0098,163.2023,586.4814
36,R-003_Plot-036.tif,-0.0540,0.0139,236.5326,623.2576
37,R-003_Plot-037.tif,-0.0521,0.0135,240.5012,594.7567
38,R-003_Plot-038.tif,-0.0504,0.0128,267.2233,631.9431
39,R-003_Plot-039.tif,-0.0245,0.0196,445.1580,699.9888
40,R-003_Plot-040.tif,-0.0488,0.0097,206.0495,616.3714
41,R-003_Plot-041.tif,-0.0129,0.0239,352.4968,549.2017
42,R-003_Plot-042.tif,-0.0229,0.0153,318.3924,556.3886
43,R-003_Plot-043.tif,-0.0354,0.0099,240.7655,583.2898
44,R-003_Plot-044.tif,-0.0383,0.0055,125.6257,484.5550
45,R-003_Plot-045.tif,-0.0325,0.0069,199.7753,517.4423
46,R-004_Plot-046.tif,-0.0154,0.0079,218.4280,398.4608
47,R-004_Plot-047.tif,0.0152,0.0286,432.4777,513.4252
48,R-004_Plot-048.tif,-0.0182,0.0081,268.6142,461.7860
49,R-004_Plot-049.tif,0.0102,0.0280,399.7193,509.0098
50,R-004_Plot-050.tif,-0.0167,0.0147,260.1791,438.2140
51,R-004_Plot-051.tif,-0.0219,0.0122,304.4750,498.5234
52,R-004_Plot-052.tif,-0.0334,0.0074,236.5196,492.5107
53,R-004_Plot-053.tif,-0.0310,0.0125,265.6539,526.7411
54,R-004_Plot-054.tif,-0.0226,0.0184,379.6836,603.1252
55,R-004_Plot-055.tif,-0.0324,0.0124,318.0332,568.0459
56,R-004_Plot-056.tif,-0.0399,0.0171,187.8128,506.9832
57,R-004_Plot-057.tif,-0.0346,0.0114,238.2404,526.0070
58,R-004_Plot-058.tif,-0.0176,0.0166,315.4099,510.4894
59,R-004_Plot-059.tif,-0.0365,0.0083,241.6575,539.3984
60,R-004_Plot-060.tif,-0.0040,0.0268,397.8479,557.1955
