 ,File Name,NGRDI,NGRDIveg,TGI,TGIveg
1,R-001_Plot-001.tif,0.2477,0.2532,1329.2370,1358.1276
2,R-001_Plot-002.tif,0.2172,0.2181,1279.5524,1295.0966
3,R-001_Plot-003.tif,0.2070,0.2081,1585.4196,1605.1136
4,R-001_Plot-004.tif,0.2695,0.2743,1518.4103,1551.8842
5,R-001_Plot-005.tif,0.2093,0.2120,1484.6765,1508.1539
6,R-001_Plot-006.tif,0.2656,0.2669,1690.4028,1710.7714
7,R-001_Plot-007.tif,0.2738,0.2752,1629.9033,1650.4258
8,R-001_Plot-008.tif,0.1281,0.1356,1622.6191,1665.2131
9,R-001_Plot-009.tif,0.1637,0.1667,1453.2797,1480.6279
10,R-001_Plot-010.tif,0.1008,0.1084,1570.4903,1627.4457
11,R-001_Plot-011.tif,0.1381,0.1462,1353.4935,1396.9599
12,R-001_Plot-012.tif,0.2280,0.2309,1502.6060,1524.9066
13,R-001_Plot-013.tif,0.1336,0.1443,1359.9502,1413.2074
14,R-001_Plot-014.tif,0.2255,0.2265,1452.7178,1469.8714
15,R-001_Plot-015.tif,0.1368,0.1403,1225.3882,1252.6899
16,R-002_Plot-016.tif,0.2462,0.2474,1404.8027,1421.8782
17,R-002_Plot-017.tif,0.1133,0.1167,1567.5525,1602.7765
18,R-002_Plot-018.tif,0.1792,0.1806,1416.3744,1434.5273
19,R-002_Plot-019.tif,0.1585,0.1609,1719.7467,1743.2760
20,R-002_Plot-020.tif,0.1510,0.1572,1605.1849,1642.6788
21,R-002_Plot-021.tif,0.2165,0.2175,1707.9352,1727.2863
22,R-002_Plot-022.tif,0.2004,0.2030,1631.7938,1656.5401
23,R-002_Plot-023.tif,0.1268,0.1307,1536.2135,1571.6196
24,R-002_Plot-024.tif,0.1221,0.1314,1640.8256,1693.9213
25,R-002_Plot-025.tif,0.0847,0.1115,1759.5287,1920.2404
26,R-002_Plot-026.tif,0.2734,0.2762,1473.0831,1495.2730
27,R-002_Plot-027.tif,0.2269,0.2299,1421.3991,1444.8873
28,R-002_Plot-028.tif,0.1794,0.1837,1555.8537,1591.8485
29,R-002_Plot-029.tif,0.2587,0.2605,1524.8518,1545.3866
30,R-002_Plot-030.tif,0.2060,0.2102,1174.1488,1196.8707
31,R-003_Plot-031.tif,0.1897,0.1952,1154.6603,1184.4527
32,R-003_Plot-032.tif,0.2066,0.2096,1475.2915,1501.8174
33,R-003_Plot-033.tif,0.2227,0.2256,1544.8038,1571.7678
34,R-003_Plot-034.tif,0.2717,0.2750,1588.4980,1614.2343
35,R-003_Plot-035.tif,0.2178,0.2198,1415.8639,1435.1724
36,R-003_Plot-036.tif,0.1322,0.1350,1693.7870,1722.8439
37,R-003_Plot-037.tif,0.2676,0.2690,1630.9914,1651.9061
38,R-003_Plot-038.tif,0.1656,0.1677,1445.0507,1464.3026
39,R-003_Plot-039.tif,0.0473,0.0671,1694.1290,1812.2102
40,R-003_Plot-040.tif,0.0969,0.1094,1548.1618,1616.0502
41,R-003_Plot-041.tif,0.2453,0.2461,1589.9932,1607.9102
42,R-003_Plot-042.tif,0.1545,0.1563,1450.8992,1472.6776
43,R-003_Plot-043.tif,0.1063,0.1130,1504.8053,1552.4710
44,R-003_Plot-044.tif,0.0529,0.0884,1272.3176,1419.5164
45,R-003_Plot-045.tif,0.1632,0.1683,1332.7032,1366.8627
46,R-004_Plot-046.tif,0.1696,0.1747,1249.7685,1274.4569
47,R-004_Plot-047.tif,0.1042,0.1104,1173.8966,1215.1291
48,R-004_Plot-048.tif,0.1244,0.1301,1339.0613,1378.4315
49,R-004_Plot-049.tif,0.1444,0.1479,1451.5373,1480.7852
50,R-004_Plot-050.tif,0.2401,0.2427,1444.6659,1466.5158
51,R-004_Plot-051.tif,0.1503,0.1540,1269.9272,1301.1817
52,R-004_Plot-052.tif,0.1386,0.1462,1234.7648,1270.9909
53,R-004_Plot-053.tif,0.2376,0.2391,1532.8580,1552.6024
54,R-004_Plot-054.tif,0.1128,0.1182,1601.6588,1646.6186
55,R-004_Plot-055.tif,0.1196,0.1281,1560.9527,1608.9448
56,R-004_Plot-056.tif,0.1589,0.1702,1227.7383,1275.2412
57,R-004_Plot-057.tif,0.2408,0.2449,1622.4875,1649.1503
58,R-004_Plot-058.tif,0.1911,0.1940,1390.8530,1416.0313
59,R-004_Plot-059.tif,0.1932,0.1974,1321.7351,1351.2113
60,R-004_Plot-060.tif,0.2993,0.3010,1513.8471,1533.2045
