Image Name,Intensity,Hue,Saturation,Lightness,a*,b*,u*,v*,GA,GGA,CSI
R-003_Plot-034.tif,0.32722053,32.451973,0.09422815,36.08914,-0.93720853,11.142622,4.165888,12.297973,0.010473152578415737,7.017543859649122E-4,93.2994923857868
R-003_Plot-035.tif,0.3303688,33.48638,0.098879695,36.501366,-1.022637,11.552049,4.2525177,12.7740135,0.008803827751196171,5.422647527910686E-4,93.84057971014494
R-003_Plot-036.tif,0.30662224,31.462404,0.10446715,33.86541,-0.52423894,11.148861,4.594885,11.947892,0.013386496544391282,6.804891015417331E-4,94.91660047656872
R-003_Plot-037.tif,0.30642614,29.7253,0.11390102,33.846245,0.0,11.59858,5.462716,12.291092,0.007464114832535885,6.060606060606061E-4,91.88034188034187
R-003_Plot-038.tif,0.32124296,29.063343,0.11428052,35.455288,0.18080015,12.01861,5.9797373,12.888484,0.00253056884635832,1.063264221158958E-5,99.5798319327731
R-003_Plot-039.tif,0.3090715,33.87551,0.12326032,34.358597,-0.62250304,12.423092,5.0377455,13.263808,0.015151515151515152,2.8708133971291867E-4,98.10526315789474
R-003_Plot-040.tif,0.351699,28.590994,0.10599589,38.69002,0.09149345,12.322241,6.1869464,13.627255,8.506113769271664E-4,0.0,100.0
R-003_Plot-041.tif,0.29941103,37.358418,0.10388178,33.251244,-1.5346789,11.181379,3.2882545,12.067059,0.06986709197235513,0.006475279106858054,90.73200426114747
R-003_Plot-042.tif,0.30270806,39.238388,0.10257149,33.666664,-1.8470607,11.274236,2.9476573,12.266938,0.061371610845295056,0.0024455077086656036,96.015246015246
R-003_Plot-043.tif,0.31849217,36.637833,0.10181612,35.32904,-1.4907088,11.566474,3.5972695,12.717104,0.018383838383838384,0.0,100.0
R-003_Plot-044.tif,0.33074465,33.491535,0.09625763,36.5244,-1.0718123,11.409475,4.12655,12.642691,0.003944710260499734,0.0,100.0
R-003_Plot-045.tif,0.3290147,33.697334,0.09322047,36.31638,-1.1561811,11.180938,3.906771,12.402211,0.006368952684742159,2.0202020202020202E-4,96.82804674457428
R-004_Plot-046.tif,0.33356762,35.25303,0.10012311,36.92423,-1.3024575,11.801184,4.013232,13.1257105,0.005188729399255715,4.253056884635832E-5,99.18032786885246
R-004_Plot-047.tif,0.2925812,45.981453,0.11253452,32.81537,-2.7351885,11.817967,2.0192986,12.815132,0.17021796916533757,0.003083466241360978,98.18851895808608
R-004_Plot-048.tif,0.33138433,33.145588,0.101897,36.627792,-0.91800475,11.756977,4.4855356,12.976598,0.0022328548644338117,0.0,100.0
R-004_Plot-049.tif,0.2953663,42.22195,0.10446322,32.941643,-2.2234838,11.2817,2.4471495,12.235735,0.13505582137161085,0.013067517278043594,90.32435836876083
R-004_Plot-050.tif,0.3238889,31.91554,0.10482526,35.78304,-0.61425215,11.667778,4.803013,12.725755,0.012865497076023392,1.7012227538543327E-4,98.67768595041322
R-004_Plot-051.tif,0.33827934,29.232544,0.110563934,37.295757,0.0722627,12.2873335,6.0654173,13.417736,0.0014885699096225413,2.126528442317916E-5,98.57142857142857
R-004_Plot-052.tif,0.34514537,28.740585,0.11513376,38.05085,0.32751215,12.72529,6.6470714,13.907603,3.827751196172249E-4,0.0,100.0
R-004_Plot-053.tif,0.3290169,27.46803,0.10917997,36.20592,0.40107116,11.846892,6.2415795,12.780818,0.0011483253588516747,2.126528442317916E-5,98.14814814814815
R-004_Plot-054.tif,0.31905124,30.566257,0.11710751,35.292854,-0.07806847,12.197827,5.7075586,13.086007,0.0043274853801169594,0.0,100.0
R-004_Plot-055.tif,0.32638773,28.214615,0.10517532,35.924767,0.12684974,11.5758505,5.7430615,12.524237,0.002126528442317916,1.7012227538543327E-4,92.00000000000001
R-004_Plot-056.tif,0.3333427,28.705107,0.097545564,36.650715,-0.17295589,11.342502,5.2847834,12.434769,0.004837852206273259,0.001063264221158958,78.02197802197803
R-004_Plot-057.tif,0.33381042,30.20427,0.09839779,36.765022,-0.44334507,11.475152,4.9929285,12.629179,0.0022115895800106328,0.0,100.0
R-004_Plot-058.tif,0.32829985,31.562675,0.09188807,36.15927,-0.8332519,10.988339,4.2368145,12.133824,0.0157150451887294,3.189792663476874E-4,97.97023004059541
R-004_Plot-059.tif,0.35177502,31.220316,0.09817302,38.743057,-0.61824244,11.967982,5.0778255,13.400517,0.0016586921850079745,0.0,100.0
R-004_Plot-060.tif,0.3154312,35.635742,0.08565205,34.82387,-1.5476726,10.462449,3.0270312,11.567171,0.06798511430090377,0.00507177033492823,92.53988113856741
