 ,File Name,NGRDI,NGRDIveg,TGI,TGIveg
1,R-001_Plot-001.tif,-0.0492,0.0166,252.7120,559.2196
2,R-001_Plot-002.tif,-0.0421,0.0178,253.1207,520.9908
3,R-001_Plot-003.tif,-0.0077,0.0409,479.5630,733.5986
4,R-001_Plot-004.tif,-0.0456,0.0144,249.2559,581.7187
5,R-001_Plot-005.tif,-0.0134,0.0374,394.9182,621.2167
6,R-001_Plot-006.tif,-0.0251,0.0274,395.3666,645.7041
7,R-001_Plot-007.tif,-0.0096,0.0396,413.5092,624.3124
8,R-001_Plot-008.tif,-0.0364,0.0209,343.4395,645.8927
9,R-001_Plot-009.tif,-0.0469,0.0119,263.0175,608.3879
10,R-001_Plot-010.tif,-0.0243,0.0256,457.5770,745.1242
11,R-001_Plot-011.tif,-0.0427,0.0117,290.2397,618.9073
12,R-001_Plot-012.tif,-0.0284,0.0128,316.7853,525.8121
13,R-001_Plot-013.tif,-0.0279,0.0105,350.8099,579.9194
14,R-001_Plot-014.tif,-0.0264,0.0158,392.0079,610.1770
15,R-001_Plot-015.tif,-0.0116,0.0246,481.8273,676.3190
16,R-002_Plot-016.tif,-0.0156,0.0195,391.4573,587.8611
17,R-002_Plot-017.tif,0.0060,0.0367,592.3915,767.2336
18,R-002_Plot-018.tif,-0.0253,0.0138,352.6122,585.6649
19,R-002_Plot-019.tif,-0.0254,0.0155,372.5716,604.3361
20,R-002_Plot-020.tif,-0.0430,0.0105,300.5887,583.7025
21,R-002_Plot-021.tif,-0.0441,0.0129,325.0746,610.2135
22,R-002_Plot-022.tif,-0.0466,0.0126,320.5530,626.7909
23,R-002_Plot-023.tif,-0.0055,0.0390,465.5735,645.7977
24,R-002_Plot-024.tif,-0.0520,0.0168,257.9025,630.1332
25,R-002_Plot-025.tif,-0.0509,0.0148,257.2552,546.4969
26,R-002_Plot-026.tif,-0.0089,0.0343,444.8160,648.0115
27,R-002_Plot-027.tif,-0.0217,0.0239,370.9392,629.9754
28,R-002_Plot-028.tif,-0.0288,0.0219,349.8199,655.4814
29,R-002_Plot-029.tif,-0.0393,0.0160,255.8820,542.0255
30,R-002_Plot-030.tif,-0.0433,0.0137,267.8615,538.6181
31,R-003_Plot-031.tif,0.0024,0.0365,513.7441,673.9016
32,R-003_Plot-032.tif,-0.0393,0.0147,288.0358,578.7115
33,R-003_Plot-033.tif,-0.0496,0.0128,214.5051,516.7805
34,R-003_Plot-034.tif,-0.0409,0.0184,280.5024,615.0272
35,R-003_Plot-035.tif,-0.0506,0.0125,196.8625,539.5414
36,R-003_Plot-036.tif,-0.0262,0.0246,410.3664,683.1603
37,R-003_Plot-037.tif,-0.0335,0.0245,327.9063,592.0484
38,R-003_Plot-038.tif,-0.0431,0.0160,287.1721,588.8324
39,R-003_Plot-039.tif,-0.0171,0.0324,509.7095,772.6942
40,R-003_Plot-040.tif,-0.0465,0.0131,302.5458,663.8369
41,R-003_Plot-041.tif,0.0037,0.0401,536.5546,705.3103
42,R-003_Plot-042.tif,0.0015,0.0285,511.5217,656.9759
43,R-003_Plot-043.tif,-0.0057,0.0151,498.5806,644.4137
44,R-003_Plot-044.tif,-0.0210,0.0087,353.0766,561.0914
45,R-003_Plot-045.tif,-0.0234,0.0105,352.9353,580.7181
46,R-004_Plot-046.tif,-0.0387,0.0098,269.0589,598.3158
47,R-004_Plot-047.tif,0.0124,0.0405,618.8879,769.6796
48,R-004_Plot-048.tif,-0.0342,0.0126,325.4106,631.0867
49,R-004_Plot-049.tif,0.0081,0.0384,600.1851,776.2767
50,R-004_Plot-050.tif,-0.0162,0.0291,440.9826,699.6051
51,R-004_Plot-051.tif,-0.0369,0.0179,329.2660,683.6339
52,R-004_Plot-052.tif,-0.0473,0.0112,255.3571,617.9988
53,R-004_Plot-053.tif,-0.0422,0.0181,293.8739,636.9883
54,R-004_Plot-054.tif,-0.0388,0.0209,359.0276,737.7381
55,R-004_Plot-055.tif,-0.0420,0.0183,311.1638,664.4392
56,R-004_Plot-056.tif,-0.0473,0.0209,252.0371,605.9579
57,R-004_Plot-057.tif,-0.0442,0.0146,287.3355,630.2581
58,R-004_Plot-058.tif,-0.0223,0.0254,412.6857,681.8467
59,R-004_Plot-059.tif,-0.0463,0.0139,228.3686,609.0057
60,R-004_Plot-060.tif,-0.0121,0.0350,459.2436,714.3426
