 ,File Name,NGRDI,NGRDIveg,TGI,TGIveg
1,R-001_Plot-001.tif,-0.0632,0.0045,202.2495,652.2581
2,R-001_Plot-002.tif,-0.0604,0.0022,234.9251,667.0430
3,R-001_Plot-003.tif,-0.0441,0.0071,385.4703,738.2758
4,R-001_Plot-004.tif,-0.0589,0.0074,267.9050,539.3103
5,R-001_Plot-005.tif,-0.0473,0.0069,336.5243,644.5488
6,R-001_Plot-006.tif,-0.0570,0.0071,239.9417,609.0633
7,R-001_Plot-007.tif,-0.0496,0.0080,306.7243,662.9376
8,R-001_Plot-008.tif,-0.0618,0.0039,222.6447,549.3056
9,R-001_Plot-009.tif,-0.0658,0.0025,154.8236,518.8158
10,R-001_Plot-010.tif,-0.0535,0.0053,330.1458,781.9450
11,R-001_Plot-011.tif,-0.0510,0.0044,281.7125,683.9035
12,R-001_Plot-012.tif,-0.0534,0.0029,200.2869,619.9662
13,R-001_Plot-013.tif,-0.0580,0.0071,155.8118,563.6340
14,R-001_Plot-014.tif,-0.0596,0.0025,194.6527,727.4603
15,R-001_Plot-015.tif,-0.0561,0.0081,215.6475,671.5038
16,R-002_Plot-016.tif,-0.0410,0.0056,285.3019,629.8359
17,R-002_Plot-017.tif,-0.0331,0.0064,393.7272,696.9583
18,R-002_Plot-018.tif,-0.0388,0.0027,336.9920,618.7603
19,R-002_Plot-019.tif,-0.0405,0.0045,378.5187,738.7617
20,R-002_Plot-020.tif,-0.0553,0.0038,291.2466,640.1923
21,R-002_Plot-021.tif,-0.0632,0.0063,198.3285,586.1429
22,R-002_Plot-022.tif,-0.0657,0.0094,135.4632,740.1493
23,R-002_Plot-023.tif,-0.0474,0.0092,333.3651,684.4459
24,R-002_Plot-024.tif,-0.0518,0.0056,305.0781,641.2607
25,R-002_Plot-025.tif,-0.0557,0.0052,247.7635,645.5319
26,R-002_Plot-026.tif,-0.0434,0.0052,309.5160,582.0097
27,R-002_Plot-027.tif,-0.0415,0.0065,323.1577,610.6208
28,R-002_Plot-028.tif,-0.0409,0.0060,298.2141,610.1402
29,R-002_Plot-029.tif,-0.0479,0.0071,210.5354,608.1867
30,R-002_Plot-030.tif,-0.0540,0.0028,154.8032,525.2799
31,R-003_Plot-031.tif,-0.0336,0.0080,356.5276,620.2255
32,R-003_Plot-032.tif,-0.0459,0.0048,245.2177,574.5885
33,R-003_Plot-033.tif,-0.0452,0.0036,184.7388,441.1671
34,R-003_Plot-034.tif,-0.0407,0.0105,250.7801,632.0406
35,R-003_Plot-035.tif,-0.0407,0.0051,289.0200,602.5452
36,R-003_Plot-036.tif,-0.0470,0.0047,238.1602,500.2285
37,R-003_Plot-037.tif,-0.0552,0.0069,215.4179,551.5199
38,R-003_Plot-038.tif,-0.0571,0.0033,208.4400,630.2301
39,R-003_Plot-039.tif,-0.0486,0.0062,347.1367,704.1544
40,R-003_Plot-040.tif,-0.0539,0.0032,198.3423,537.1875
41,R-003_Plot-041.tif,-0.0339,0.0098,354.1423,617.2286
42,R-003_Plot-042.tif,-0.0307,0.0065,389.5762,633.5915
43,R-003_Plot-043.tif,-0.0355,0.0047,354.4013,719.1296
44,R-003_Plot-044.tif,-0.0396,0.0027,281.7878,639.6092
45,R-003_Plot-045.tif,-0.0380,0.0027,275.7695,497.6210
46,R-004_Plot-046.tif,-0.0377,0.0024,335.0245,669.9385
47,R-004_Plot-047.tif,-0.0202,0.0081,539.0789,736.3283
48,R-004_Plot-048.tif,-0.0425,0.0010,290.8692,664.1905
49,R-004_Plot-049.tif,-0.0251,0.0111,441.2875,672.0497
50,R-004_Plot-050.tif,-0.0458,0.0057,263.3539,641.8430
51,R-004_Plot-051.tif,-0.0546,0.0060,217.1070,582.1429
52,R-004_Plot-052.tif,-0.0581,0.0025,215.9384,650.2778
53,R-004_Plot-053.tif,-0.0583,0.0021,160.0611,441.6818
54,R-004_Plot-054.tif,-0.0545,0.0036,253.6799,658.9189
55,R-004_Plot-055.tif,-0.0546,0.0055,172.7772,533.8750
56,R-004_Plot-056.tif,-0.0500,0.0150,175.8207,550.3516
57,R-004_Plot-057.tif,-0.0473,0.0039,214.3263,692.7512
58,R-004_Plot-058.tif,-0.0412,0.0048,226.4485,546.7185
59,R-004_Plot-059.tif,-0.0448,0.0029,250.7897,754.3910
60,R-004_Plot-060.tif,-0.0309,0.0075,277.7917,531.0753
