"","dens","Intensity","Hue","Saturation","Lightness","a.","b.","u.","v.","GA","GGA","CSI","NGRDI","NGRDIveg","TGI","TGIveg"
"dens",1,-0.400819411701227,0.0428720253602331,0.364071961392456,-0.279360316670642,-0.130657601097853,0.0374279586478225,-0.0775779506518503,-0.0108881334248211,0.51738545759111,0.359318386997397,-0.347124326297509,0.190544982146175,0.178973693170497,0.286494010740605,0.26335672721286
"Intensity",-0.400819411701227,1,-0.00400111141983885,0.264573492636844,0.967864735408684,-0.0950263962211726,0.151041956098916,-0.0909141428174493,0.48563489858294,-0.185884253816827,-0.173553030159526,0.187520991457428,-0.14337515109957,-0.135593220338983,0.296637954987497,0.318255070853015
"Hue",0.0428720253602331,-0.00400111141983885,1,0.250458460683523,0.0345665976931673,-0.787718810780773,-0.839010836343429,-0.875187552097805,-0.610058349541539,0.569279219342958,0.832448804122519,-0.843051649177987,0.901985301355473,0.902695193109197,0.251014170602945,0.239622117254793
"Saturation",0.364071961392456,0.264573492636844,0.250458460683523,1,0.418856023815759,-0.51486524034454,0.0527368713531537,-0.398610725201445,0.314531814392887,0.318309052922305,0.301175359253779,-0.298598178653617,0.405951735962155,0.398555154209503,0.742428452347875,0.740483467629897
"Lightness",-0.279360316670642,0.967864735408684,0.0345665976931673,0.418856023815759,1,-0.23193520172417,0.202370201767956,-0.195173458357562,0.568181502917914,-0.0710272671200709,-0.059826328592089,0.0786586119541279,-0.0291624986219065,-0.021673590193465,0.482098448534126,0.501826972940998
"a.",-0.130657601097853,-0.0950263962211726,-0.787718810780773,-0.51486524034454,-0.23193520172417,1,0.353209224784662,0.974381772714643,0.0804112253403723,-0.60966586254841,-0.83253216292663,0.835958064721431,-0.918240042323157,-0.91864406779661,-0.731203111975549,-0.724590163934426
"b.",0.0374279586478225,0.151041956098916,-0.839010836343429,0.0527368713531537,0.202370201767956,0.353209224784662,1,0.500639066407335,0.891080855793276,-0.351074525164744,-0.56897941059504,0.586875887372401,-0.605982300451652,-0.608446790775215,0.260127813281467,0.271686579605446
"u.",-0.0775779506518503,-0.0909141428174493,-0.875187552097805,-0.398610725201445,-0.195173458357562,0.974381772714643,0.500639066407335,1,0.231897749374826,-0.586607648211413,-0.862263469726293,0.868560735243328,-0.942163686721748,-0.943539872186719,-0.611114198388441,-0.604223395387608
"v.",-0.0108881334248211,0.48563489858294,-0.610058349541539,0.314531814392887,0.568181502917914,0.0804112253403723,0.891080855793276,0.231897749374826,1,-0.216591453609401,-0.394064853301698,0.416184772762881,-0.399866627805022,-0.400722422895249,0.515643234231731,0.5304806890803
"GA",0.51738545759111,-0.185884253816827,0.569279219342958,0.318309052922305,-0.0710272671200709,-0.60966586254841,-0.351074525164744,-0.586607648211413,-0.216591453609401,1,0.762972730948462,-0.704529321469841,0.629589786018469,0.623322778398187,0.394103545163941,0.373075788784243
"GGA",0.359318386997397,-0.173553030159526,0.832448804122519,0.301175359253779,-0.059826328592089,-0.83253216292663,-0.56897941059504,-0.862263469726293,-0.394064853301698,0.762972730948462,1,-0.989512981234845,0.909234894567933,0.90872210988427,0.450776626365353,0.437328072635412
"CSI",-0.347124326297509,0.187520991457428,-0.843051649177987,-0.298598178653617,0.0786586119541279,0.835958064721431,0.586875887372401,0.868560735243328,0.416184772762881,-0.704529321469841,-0.989512981234845,1,-0.922317882862505,-0.922277251265327,-0.438550427284728,-0.425837611219449
"NGRDI",0.190544982146175,-0.14337515109957,0.901985301355473,0.405951735962155,-0.0291624986219065,-0.918240042323157,-0.605982300451652,-0.942163686721748,-0.399866627805022,0.629589786018469,0.909234894567933,-0.922317882862505,1,0.999541533043572,0.499312299468851,0.488197946670435
"NGRDIveg",0.178973693170497,-0.135593220338983,0.902695193109197,0.398555154209503,-0.021673590193465,-0.91864406779661,-0.608446790775215,-0.943539872186719,-0.400722422895249,0.623322778398187,0.90872210988427,-0.922277251265327,0.999541533043572,1,0.496360100027786,0.486023895526535
"TGI",0.286494010740605,0.296637954987497,0.251014170602945,0.742428452347875,0.482098448534126,-0.731203111975549,0.260127813281467,-0.611114198388441,0.515643234231731,0.394103545163941,0.450776626365353,-0.438550427284728,0.499312299468851,0.496360100027786,1,0.998721867185329
"TGIveg",0.26335672721286,0.318255070853015,0.239622117254793,0.740483467629897,0.501826972940998,-0.724590163934426,0.271686579605446,-0.604223395387608,0.5304806890803,0.373075788784243,0.437328072635412,-0.425837611219449,0.488197946670435,0.486023895526535,0.998721867185329,1
