"","dens","Intensity","Hue","Saturation","Lightness","a.","b.","u.","v.","GA","GGA","CSI","NGRDI","NGRDIveg","TGI","TGIveg"
"dens",1,-0.700923589222858,0.787348148282376,0.0415110086821305,-0.668948990891749,-0.666898172270292,-0.279008419011041,-0.718616806038193,-0.354544844645737,0.860843048899918,0.842469323745533,-0.498812612524617,0.640393935362379,0.774164282607076,0.769654931467042,0.644441397081599
"Intensity",-0.700923589222858,1,-0.422117254792998,-0.368880244512365,0.995373650744166,0.259016393442623,0.375215337593776,0.412170047235343,0.660294526257294,-0.630564045568213,-0.726312864684635,0.72720200055571,-0.202150717217804,-0.830573005742333,-0.408502361767158,-0.236621283689914
"Hue",0.787348148282376,-0.422117254792998,1,-0.141650458460684,-0.368635296441472,-0.947151986662962,-0.199277577104751,-0.905140316754654,-0.113142539594332,0.894303973325924,0.790886357321478,-0.245512642400667,0.912304102775938,0.523008951155156,0.96449013614893,0.696360100027786
"Saturation",0.0415110086821305,-0.368880244512365,-0.141650458460684,1,-0.37672098810232,0.395609891636566,0.588330091692137,0.411114198388441,0.225006946373993,-0.196943595443179,-0.124756876910253,-0.00405668241178105,-0.468795154664134,0.231617852817503,0.0308974715198666,0.184106696304529
"Lightness",-0.668948990891749,0.995373650744166,-0.368635296441472,-0.37672098810232,1,0.206421317348586,0.390836216156309,0.369246585845385,0.687506078228035,-0.591089067701774,-0.692646466397303,0.722544075425043,-0.150941299193291,-0.805366054023962,-0.355214715437384,-0.191083510486772
"a.",-0.666898172270292,0.259016393442623,-0.947151986662962,0.395609891636566,0.206421317348586,1,0.344762434009447,0.961822728535705,0.151319811058627,-0.863573214781884,-0.739483189774938,0.177438177271464,-0.989552074441299,-0.371227701954292,-0.853570436232287,-0.554931925534871
"b.",-0.279008419011041,0.375215337593776,-0.199277577104751,0.588330091692137,0.390836216156309,0.344762434009447,1,0.537482634065018,0.894581828285635,-0.483967768824674,-0.519866629619339,0.546874131703251,-0.3798488390883,-0.281109322027818,0.0156710197277021,0.322367324256738
"u.",-0.718616806038193,0.412170047235343,-0.905140316754654,0.411114198388441,0.369246585845385,0.961822728535705,0.537482634065018,1,0.383828841344818,-0.922867463184218,-0.833120311197555,0.336871353153654,-0.953845727826195,-0.462263105173265,-0.778549597110309,-0.427618782995277
"v.",-0.354544844645737,0.660294526257294,-0.113142539594332,0.225006946373993,0.687506078228035,0.151319811058627,0.894581828285635,0.383828841344818,1,-0.459294248402334,-0.561155876632398,0.710363989997222,-0.155329554535742,-0.479964433576954,0.042845234787441,0.303417616004446
"GA",0.860843048899918,-0.630564045568213,0.894303973325924,-0.196943595443179,-0.591089067701774,-0.863573214781884,-0.483967768824674,-0.922867463184218,-0.459294248402334,1,0.963656571269797,-0.533314809669353,0.834528177347397,0.704385042977572,0.805168102250625,0.502472909141428
"GGA",0.842469323745533,-0.726312864684635,0.790886357321478,-0.124756876910253,-0.692646466397303,-0.739483189774938,-0.519866629619339,-0.833120311197555,-0.561155876632398,0.963656571269797,1,-0.714587385384829,0.705318440569007,0.816261884662427,0.705307029730481,0.389886079466519
"CSI",-0.498812612524617,0.72720200055571,-0.245512642400667,-0.00405668241178105,0.722544075425043,0.177438177271464,0.546874131703251,0.336871353153654,0.710363989997222,-0.533314809669353,-0.714587385384829,1,-0.161609425613574,-0.848329911315264,-0.178994165045846,0.0796888024451237
"NGRDI",0.640393935362379,-0.202150717217804,0.912304102775938,-0.468795154664134,-0.150941299193291,-0.989552074441299,-0.3798488390883,-0.953845727826195,-0.155329554535742,0.834528177347397,0.705318440569007,-0.161609425613574,1,0.333773344223855,0.807546961344856,0.518089363921094
"NGRDIveg",0.774164282607076,-0.830573005742333,0.523008951155156,0.231617852817503,-0.805366054023962,-0.371227701954292,-0.281109322027818,-0.462263105173265,-0.479964433576954,0.704385042977572,0.816261884662427,-0.848329911315264,0.333773344223855,1,0.518951817800464,0.3718946279852
"TGI",0.769654931467042,-0.408502361767158,0.96449013614893,0.0308974715198666,-0.355214715437384,-0.853570436232287,0.0156710197277021,-0.778549597110309,0.042845234787441,0.805168102250625,0.705307029730481,-0.178994165045846,0.807546961344856,0.518951817800464,1,0.805223673242568
"TGIveg",0.644441397081599,-0.236621283689914,0.696360100027786,0.184106696304529,-0.191083510486772,-0.554931925534871,0.322367324256738,-0.427618782995277,0.303417616004446,0.502472909141428,0.389886079466519,0.0796888024451237,0.518089363921094,0.3718946279852,0.805223673242568,1
