"","dens","Intensity","Hue","Saturation","Lightness","a.","b.","u.","v.","GA","GGA","CSI","NGRDI","NGRDIveg","TGI","TGIveg"
"dens",1,-0.828178648625455,0.595444796669904,0.183737251543856,-0.835335591372963,-0.464106687232999,-0.310992310946453,-0.504256679237027,-0.540323621206747,0.787348148282376,0.68747057624391,-0.355537873185584,0.394036225903101,0.507197196899153,0.578432088193621,0.184417759882907
"Intensity",-0.828178648625455,1,-0.646235065295916,-0.196554598499583,0.997929951887802,0.506529591553209,0.375937760489025,0.568657960544596,0.630897471519867,-0.769491525423729,-0.701337381753519,0.41379161018784,-0.416944537711774,-0.503078616238322,-0.620227841066963,-0.136148930258405
"Hue",0.595444796669904,-0.646235065295916,1,-0.21183662128369,-0.623848622575106,-0.944484579049736,-0.451736593498194,-0.89547096415671,-0.477743817727146,0.860183384273409,0.573431264327553,-0.158716895833693,0.883516729162516,0.297905488464255,0.951931091969992,0.342539594331759
"Saturation",0.183737251543856,-0.196554598499583,-0.21183662128369,1,-0.193528668102424,0.500194498471798,0.798444012225618,0.565212559044179,0.542928591275354,-0.223006390664073,-0.156747417867706,0.140062470996399,-0.620956986620793,0.0867281071203207,0.0421783828841345,0.314087246457349
"Lightness",-0.835335591372963,0.997929951887802,-0.623848622575106,-0.193528668102424,1,0.48767001491251,0.385695827987041,0.554467275230992,0.645410467004033,-0.762944747847286,-0.705878190375732,0.423082622777563,-0.400625217437274,-0.512870450989008,-0.593562011199421,-0.128982064225621
"a.",-0.464106687232999,0.506529591553209,-0.944484579049736,0.500194498471798,0.48767001491251,1,0.649902750764101,0.973437065851626,0.590441789385941,-0.831564323423173,-0.566501496614411,0.184776987072558,-0.984828277612841,-0.237112421069338,-0.823395387607669,-0.206501806057238
"b.",-0.310992310946453,0.375937760489025,-0.451736593498194,0.798444012225618,0.385695827987041,0.649902750764101,1,0.772325646012781,0.929591553209225,-0.598388441233676,-0.566782054011705,0.430510463124722,-0.72043459042007,-0.215624976580874,-0.185106974159489,0.320978049458183
"u.",-0.504256679237027,0.568657960544596,-0.89547096415671,0.565212559044179,0.554467275230992,0.973437065851626,0.772325646012781,1,0.728591275354265,-0.85390386218394,-0.629430520827274,0.275524452258489,-0.973352230023707,-0.26490989130021,-0.73475965545985,-0.101361489302584
"v.",-0.540323621206747,0.630897471519867,-0.477743817727146,0.542928591275354,0.645410467004033,0.590441789385941,0.929591553209225,0.728591275354265,1,-0.697138093914976,-0.703609896671594,0.526756074578487,-0.618567301166397,-0.377461848265011,-0.249347040844679,0.266351764378994
"GA",0.787348148282376,-0.769491525423729,0.860183384273409,-0.223006390664073,-0.762944747847286,-0.831564323423173,-0.598388441233676,-0.85390386218394,-0.697138093914976,1,0.825147361179004,-0.453653170629635,0.791958431810947,0.564650012799703,0.760544595721034,0.140872464573493
"GGA",0.68747057624391,-0.701337381753519,0.573431264327553,-0.156747417867706,-0.705878190375732,-0.566501496614411,-0.566782054011705,-0.629430520827274,-0.703609896671594,0.825147361179004,1,-0.814077334321773,0.546780641831925,0.719799511931563,0.468362519041253,-0.163536906882201
"CSI",-0.355537873185584,0.41379161018784,-0.158716895833693,0.140062470996399,0.423082622777563,0.184776987072558,0.430510463124722,0.275524452258489,0.526756074578487,-0.453653170629635,-0.814077334321773,1,-0.197172799451035,-0.64271842284543,-0.0665948940808035,0.428799305357693
"NGRDI",0.394036225903101,-0.416944537711774,0.883516729162516,-0.620956986620793,-0.400625217437274,-0.984828277612841,-0.72043459042007,-0.973352230023707,-0.618567301166397,0.791958431810947,0.546780641831925,-0.197172799451035,1,0.204517354036565,0.731188174964853,0.132683116799315
"NGRDIveg",0.507197196899153,-0.503078616238322,0.297905488464255,0.0867281071203207,-0.512870450989008,-0.237112421069338,-0.215624976580874,-0.26490989130021,-0.377461848265011,0.564650012799703,0.719799511931563,-0.64271842284543,0.204517354036565,1,0.269385284007381,0.0884237528044039
"TGI",0.578432088193621,-0.620227841066963,0.951931091969992,0.0421783828841345,-0.593562011199421,-0.823395387607669,-0.185106974159489,-0.73475965545985,-0.249347040844679,0.760544595721034,0.468362519041253,-0.0665948940808035,0.731188174964853,0.269385284007381,1,0.472575715476521
"TGIveg",0.184417759882907,-0.136148930258405,0.342539594331759,0.314087246457349,-0.128982064225621,-0.206501806057238,0.320978049458183,-0.101361489302584,0.266351764378994,0.140872464573493,-0.163536906882201,0.428799305357693,0.132683116799315,0.0884237528044039,0.472575715476521,1
