"","dens","Intensity","Hue","Saturation","Lightness","a.","b.","u.","v.","GA","GGA","CSI","NGRDI","NGRDIveg","TGI","TGIveg"
"dens",1,-0.970404891487181,0.964280316435719,0.5675439547688,-0.969737855565354,-0.954072691349949,-0.330727052778941,-0.93910150789082,-0.926171849448845,0.974753321952851,0.960877774740462,-0.945226082942282,0.962919299757616,0.944558697210324,0.924810832770742,0.771696456484196
"Intensity",-0.970404891487181,1,-0.964767991108641,-0.617171436510142,0.998874671875667,0.940761322589608,0.257571547652126,0.915809947207558,0.94331758821895,-0.965044485005971,-0.960544595721034,0.945651569880522,-0.965768268963601,-0.948109865468901,-0.907529869408169,-0.761100305640456
"Hue",0.964280316435719,-0.964767991108641,1,0.528646846346207,-0.959863293553226,-0.989052514587386,-0.352097804945818,-0.976215615448736,-0.919255348707975,0.987421360069269,0.981883856626841,-0.958488469019172,0.992386774103918,0.94649828431313,0.946318421783829,0.782217282578494
"Saturation",0.5675439547688,-0.617171436510142,0.528646846346207,1,-0.603731644009972,-0.52292303417616,0.246179494303973,-0.447679911086413,-0.421061405946096,0.516338042505358,0.521478188385663,-0.522756321200334,0.545540427896638,0.593728726491398,0.602167268685746,0.696360100027786
"Lightness",-0.969737855565354,0.998874671875667,-0.959863293553226,-0.603731644009972,1,0.935022715048766,0.261048361352802,0.910765640066222,0.948109865468901,-0.962970468343062,-0.956473415949709,0.941274538497875,-0.961780519410953,-0.942676929061657,-0.898901068453913,-0.747245724519523
"a.",-0.954072691349949,0.940761322589608,-0.989052514587386,-0.52292303417616,0.935022715048766,1,0.36776882467352,0.990775215337594,0.889747151986663,-0.981799309369286,-0.975882189497083,0.953542650736316,-0.987885523756599,-0.939746314988093,-0.969158099472076,-0.813892747985552
"b.",-0.330727052778941,0.257571547652126,-0.352097804945818,0.246179494303973,0.261048361352802,0.36776882467352,1,0.445290358432898,0.375548763545429,-0.351851311629621,-0.351764378994165,0.346985273687135,-0.33803834398444,-0.297725725587576,-0.324590163934426,-0.141594887468741
"u.",-0.93910150789082,0.915809947207558,-0.976215615448736,-0.447679911086413,0.910765640066222,0.990775215337594,0.445290358432898,1,0.885245901639344,-0.968940955788137,-0.962489580439011,0.940427896637955,-0.972325646012781,-0.919851623478928,-0.960100027785496,-0.792108919144207
"v.",-0.926171849448845,0.94331758821895,-0.919255348707975,-0.421061405946096,0.948109865468901,0.889747151986663,0.375548763545429,0.885245901639344,1,-0.928139340312024,-0.933203667685468,0.92998055015282,-0.928924701305919,-0.90643104247484,-0.807835509863851,-0.61661572659072
"GA",0.974753321952851,-0.965044485005971,0.987421360069269,0.516338042505358,-0.962970468343062,-0.981799309369286,-0.351851311629621,-0.968940955788137,-0.928139340312024,1,0.987477023937585,-0.964766165664387,0.985139141468286,0.951921036974173,0.939773088790206,0.77094457618577
"GGA",0.960877774740462,-0.960544595721034,0.981883856626841,0.521478188385663,-0.956473415949709,-0.975882189497083,-0.351764378994165,-0.962489580439011,-0.933203667685468,0.987477023937585,1,-0.990330647402056,0.983662128368992,0.973867378079231,0.930313976104474,0.780216726868575
"CSI",-0.945226082942282,0.945651569880522,-0.958488469019172,-0.522756321200334,0.941274538497875,0.953542650736316,0.346985273687135,0.940427896637955,0.92998055015282,-0.964766165664387,-0.990330647402056,1,-0.963545429285913,-0.983286792075888,-0.90930814115032,-0.786329535982217
"NGRDI",0.962919299757616,-0.965768268963601,0.992386774103918,0.545540427896638,-0.961780519410953,-0.987885523756599,-0.33803834398444,-0.972325646012781,-0.928924701305919,0.985139141468286,0.983662128368992,-0.963545429285913,1,0.951666458364394,0.942706307307586,0.778938594053904
"NGRDIveg",0.944558697210324,-0.948109865468901,0.94649828431313,0.593728726491398,-0.942676929061657,-0.939746314988093,-0.297725725587576,-0.919851623478928,-0.90643104247484,0.951921036974173,0.973867378079231,-0.983286792075888,0.951666458364394,1,0.913627585911814,0.833076314005292
"TGI",0.924810832770742,-0.907529869408169,0.946318421783829,0.602167268685746,-0.898901068453913,-0.969158099472076,-0.324590163934426,-0.960100027785496,-0.807835509863851,0.939773088790206,0.930313976104474,-0.90930814115032,0.942706307307586,0.913627585911814,1,0.885468185607113
"TGIveg",0.771696456484196,-0.761100305640456,0.782217282578494,0.696360100027786,-0.747245724519523,-0.813892747985552,-0.141594887468741,-0.792108919144207,-0.61661572659072,0.77094457618577,0.780216726868575,-0.786329535982217,0.778938594053904,0.833076314005292,0.885468185607113,1
