"","dens","Intensity","Hue","Saturation","Lightness","a.","b.","u.","v.","GA","GGA","CSI","NGRDI","NGRDIveg","TGI","TGIveg"
"dens",1,-0.94930913297659,0.961558283079514,0.58319564656698,-0.946600250590461,-0.954753199689,-0.242264334442994,-0.962238791418565,-0.569585479785954,0.96496082477477,0.95951675806236,-0.93910150789082,0.959189829767976,0.945592611236522,0.942504049586077,0.837025257033122
"Intensity",-0.94930913297659,1,-0.940705751597666,-0.678299527646569,0.998930243639659,0.927813281467074,0.256102474357507,0.938594053903862,0.652959155320923,-0.950597388163379,-0.956098916365657,0.958266185051403,-0.937134442080465,-0.967017700226039,-0.926868574604057,-0.857627118644068
"Hue",0.961558283079514,-0.940705751597666,1,0.604167824395666,-0.934578140936829,-0.993331480966935,-0.181136164732189,-0.993331480966935,-0.495415393164768,0.991664351208669,0.986774103917755,-0.963989997221451,0.994095500172348,0.9622662483917,0.982717421505974,0.890080577938316
"Saturation",0.58319564656698,-0.678299527646569,0.604167824395666,1,-0.675724864261714,-0.626618505140317,0.408646966515771,-0.597943873298138,-0.0744095582106141,0.627285357043623,0.614837454848569,-0.601833842734093,0.610705900390979,0.657617605633287,0.694804112253404,0.787607668796888
"Lightness",-0.946600250590461,0.998930243639659,-0.934578140936829,-0.675724864261714,1,0.920601842292821,0.268276417794326,0.932271912731158,0.663693577357428,-0.945108990213329,-0.950721738376529,0.955723197135816,-0.930701047542304,-0.963974603091215,-0.918795759963078,-0.849747843202917
"a.",-0.954753199689,0.927813281467074,-0.993331480966935,-0.626618505140317,0.920601842292821,1,0.126703621901946,0.993609335926646,0.458405112531259,-0.991330925257016,-0.981994998610725,0.954265073631565,-0.995262507216182,-0.955764261671026,-0.989608224506808,-0.900194498471798
"b.",-0.242264334442994,0.256102474357507,-0.181136164732189,0.408646966515771,0.268276417794326,0.126703621901946,1,0.196890759823944,0.8330207422413,-0.178774364762526,-0.215396157233308,0.258075271979226,-0.175748145266609,-0.195645831326105,-0.0326484113453478,0.135206101792734
"u.",-0.962238791418565,0.938594053903862,-0.993331480966935,-0.597943873298138,0.932271912731158,0.993609335926646,0.196890759823944,1,0.511642122811892,-0.993998332870242,-0.98866351764379,0.96321200333426,-0.995540366036142,-0.96065464484555,-0.977938316198944,-0.876910252848013
"v.",-0.569585479785954,0.652959155320923,-0.495415393164768,-0.0744095582106141,0.663693577357428,0.458405112531259,0.8330207422413,0.511642122811892,1,-0.514420672409003,-0.547818838566268,0.594665184773548,-0.499173370058871,-0.561866125977551,-0.395276465684913,-0.271575437621562
"GA",0.96496082477477,-0.950597388163379,0.991664351208669,0.627285357043623,-0.945108990213329,-0.991330925257016,-0.178774364762526,-0.993998332870242,-0.514420672409003,1,0.994887468741317,-0.971380939149764,0.993039636656499,0.968768235112374,0.979272020005557,0.883856626840789
"GGA",0.95951675806236,-0.956098916365657,0.986774103917755,0.614837454848569,-0.950721738376529,-0.981994998610725,-0.215396157233308,-0.98866351764379,-0.547818838566268,0.994887468741317,1,-0.986440677966102,0.988454966127152,0.980494040224017,0.968380105584885,0.879633231453182
"CSI",-0.93910150789082,0.958266185051403,-0.963989997221451,-0.601833842734093,0.955723197135816,0.954265073631565,0.258075271979226,0.96321200333426,0.594665184773548,-0.971380939149764,-0.986440677966102,1,-0.962725239398818,-0.990913890737917,-0.939927757710475,-0.87479855515421
"NGRDI",0.959189829767976,-0.937134442080465,0.994095500172348,0.610705900390979,-0.930701047542304,-0.995262507216182,-0.175748145266609,-0.995540366036142,-0.499173370058871,0.993039636656499,0.988454966127152,-0.962725239398818,1,0.962474123771288,0.980730490932253,0.886063990971742
"NGRDIveg",0.945592611236522,-0.967017700226039,0.9622662483917,0.657617605633287,-0.963974603091215,-0.955764261671026,-0.195645831326105,-0.96065464484555,-0.561866125977551,0.968768235112374,0.980494040224017,-0.990913890737917,0.962474123771288,1,0.952263191898356,0.906026841884675
"TGI",0.942504049586077,-0.926868574604057,0.982717421505974,0.694804112253404,-0.918795759963078,-0.989608224506808,-0.0326484113453478,-0.977938316198944,-0.395276465684913,0.979272020005557,0.968380105584885,-0.939927757710475,0.980730490932253,0.952263191898356,1,0.93803834398444
"TGIveg",0.837025257033122,-0.857627118644068,0.890080577938316,0.787607668796888,-0.849747843202917,-0.900194498471798,0.135206101792734,-0.876910252848013,-0.271575437621562,0.883856626840789,0.879633231453182,-0.87479855515421,0.886063990971742,0.906026841884675,0.93803834398444,1
