"","OOB","X140","X280","X35","X560","X70","date","alt","PC","mtry"
"1",0.416666666666667,0.3,0.3,0.6,0.125,0.7,"2022-02-14","15m",0,4
"2",0.6875,0.8,0.5,0.8,0.5,0.8,"2022-02-14","15m",3,1
"3",0.520833333333333,0.777777777777778,0.5,0.666666666666667,0.1,0.6,"2022-02-14","30m",0,4
"4",0.625,0.777777777777778,0.5,0.888888888888889,0,1,"2022-02-14","30m",3,1
"5",0.291666666666667,0.111111111111111,0.2,0.555555555555556,0,0.6,"2022-02-14","15-30m",0,5
"6",0.625,0.777777777777778,0.5,0.777777777777778,0.1,1,"2022-02-14","15-30m",4,2
"7",0.4375,0.5,0.444444444444444,0.5,0.166666666666667,0.666666666666667,"2022-01-19","30m",0,4
"8",0.583333333333333,0.375,0.777777777777778,0.8,0.25,0.777777777777778,"2022-01-19","30m",4,2
"9",0.583333333333333,0.6,0.6,0.888888888888889,0.166666666666667,0.857142857142857,"2022-01-19","15m",0,4
"10",0.541666666666667,0.5,0.6,0.666666666666667,0.25,0.857142857142857,"2022-01-19","15m",4,2
"11",0.541666666666667,0.6,0.6,0.888888888888889,0.166666666666667,0.571428571428571,"2022-01-19","15-30m",0,5
"12",0.541666666666667,0.6,0.4,1,0.25,0.571428571428571,"2022-01-19","15-30m",6,2
"13",0.4375,0.444444444444444,0.0833333333333333,0.777777777777778,0.111111111111111,0.888888888888889,"2022-02-03","15m",0,4
"14",0.479166666666667,0.555555555555556,0.25,0.666666666666667,0.222222222222222,0.777777777777778,"2022-02-03","15m",3,1
"15",0.5625,0.454545454545455,0.75,0.7,0.25,0.636363636363636,"2022-02-03","30m",0,4
"16",0.666666666666667,0.636363636363636,0.875,0.7,0.375,0.727272727272727,"2022-02-03","30m",4,2
"17",0.395833333333333,0.363636363636364,0.375,0.6,0,0.545454545454545,"2022-02-03","15-30m",0,5
"18",0.583333333333333,0.636363636363636,0.5,0.8,0.25,0.636363636363636,"2022-02-03","15-30m",6,2
"19",0.3125,0.444444444444444,0.25,0.2,0.25,0.444444444444444,"2022-03-09","15m",0,4
"20",0.395833333333333,0.333333333333333,0.5,0.3,0.25,0.555555555555556,"2022-03-09","15m",2,1
"21",0.208333333333333,0,0.333333333333333,0.2,0.333333333333333,0.2,"2022-03-09","30m",0,4
"22",0.270833333333333,0,0.222222222222222,0.4,0.333333333333333,0.4,"2022-03-09","30m",2,1
"23",0.25,0.2,0.333333333333333,0.2,0.222222222222222,0.3,"2022-03-09","15-30m",0,5
"24",0.333333333333333,0.2,0.444444444444444,0.2,0.333333333333333,0.5,"2022-03-09","15-30m",3,1
