"","Genotype","MeanDecreaseAccuracy","MeanDecreaseGini","date","alt","PC","mtry"
"841","b.",-0.00445122768184688,1.83737628729478,"2022-05-26","50m",0,4
"842","u.",-0.00245109859352893,1.80709120702724,"2022-05-26","50m",0,4
"843","v.",-0.00431037943652495,1.69305834977641,"2022-05-26","50m",0,4
"844","GA",0.0107706384095781,3.03950756180422,"2022-05-26","50m",0,4
"845","GGA",0.00212930358513176,2.12638887726724,"2022-05-26","50m",0,4
"846","CSI",0.000139553456519401,1.80897962452484,"2022-05-26","50m",0,4
"847","NGRDI",0.00230284422835506,2.14174130530006,"2022-05-26","50m",0,4
"848","NGRDIveg",0.00222331690153671,2.14400402680328,"2022-05-26","50m",0,4
"849","TGI",-0.00245721530017969,1.762003928934,"2022-05-26","50m",0,4
"850","TGIveg",-0.00329265780658969,1.72654658101047,"2022-05-26","50m",0,4
"851","PC1",0.00871274257592067,11.0563590711361,"2022-05-26","50m",3,1
"852","PC2",-0.00583831305575416,10.4051656982302,"2022-05-26","50m",3,1
"853","PC3",0.0287435019512652,11.1340752306351,"2022-05-26","50m",3,1
"854","Genotype",-0.00195278588714347,0.237640529281702,"2022-05-26","30m",0,4
"855","Intensity",0.00942803290019238,3.09989978031021,"2022-05-26","30m",0,4
"856","Hue",0.00271398462390722,1.61879689318773,"2022-05-26","30m",0,4
"857","Saturation",0.00869997486002131,3.50954156525142,"2022-05-26","30m",0,4
"858","Lightness",0.00199752457724594,2.47256637979862,"2022-05-26","30m",0,4
"859","a.",-0.00382544539825499,1.68619081463685,"2022-05-26","30m",0,4
"860","b.",-0.00127662027514969,1.96505857335853,"2022-05-26","30m",0,4
"861","u.",-0.00090898326475726,1.71214265955267,"2022-05-26","30m",0,4
"862","v.",-0.00377600494706532,1.68496628714339,"2022-05-26","30m",0,4
"863","GA",0.0118868153518309,3.25346498032072,"2022-05-26","30m",0,4
"864","GGA",0.00497300251004584,1.97495883180063,"2022-05-26","30m",0,4
"865","CSI",0.0010114349273018,1.81486979349502,"2022-05-26","30m",0,4
"866","NGRDI",-0.000718723312291423,1.44946674826253,"2022-05-26","30m",0,4
"867","NGRDIveg",-0.000125342474862599,1.66762558593442,"2022-05-26","30m",0,4
"868","TGI",-0.00295438798817282,2.34052610698449,"2022-05-26","30m",0,4
"869","TGIveg",-0.00306368462548803,2.2047987563954,"2022-05-26","30m",0,4
"870","PC1",-0.0163543721694617,10.2275690248443,"2022-05-26","30m",3,1
"871","PC2",-0.0253601534616878,10.1707162644336,"2022-05-26","30m",3,1
"872","PC3",0.0420750093026656,12.2685623297711,"2022-05-26","30m",3,1
"873","Genotype",-0.000252778378312434,0.0692143245463123,"2022-05-26","15-30-50m",0,6
"874","Intensity_15m",-0.00150822459102645,0.793020744815419,"2022-05-26","15-30-50m",0,6
"875","Hue_15m",0.00165778787603865,0.540141119477932,"2022-05-26","15-30-50m",0,6
"876","Saturation_15m",0.000445323948497323,0.629650391896529,"2022-05-26","15-30-50m",0,6
"877","Lightness_15m",-0.000706322069743123,0.652925513453409,"2022-05-26","15-30-50m",0,6
"878","a._15m",-0.000382885423829696,0.565480364963847,"2022-05-26","15-30-50m",0,6
"879","b._15m",-0.000270881291910704,0.55646481889673,"2022-05-26","15-30-50m",0,6
"880","u._15m",0.00238890812575797,0.669584748355913,"2022-05-26","15-30-50m",0,6
"881","v._15m",0.000141256769546243,0.854230291661573,"2022-05-26","15-30-50m",0,6
"882","GA_15m",0.00195738521110812,0.798253532105161,"2022-05-26","15-30-50m",0,6
"883","GGA_15m",0.00190705619028374,0.645859300223973,"2022-05-26","15-30-50m",0,6
"884","CSI_15m",0.00198630591201024,0.669838662619297,"2022-05-26","15-30-50m",0,6
"885","NGRDI_15m",0.000370829444033779,0.422621049407752,"2022-05-26","15-30-50m",0,6
"886","NGRDIveg_15m",-0.000278046961638293,0.424752257012842,"2022-05-26","15-30-50m",0,6
"887","TGI_15m",-0.00131309881037435,0.665400378682308,"2022-05-26","15-30-50m",0,6
"888","TGIveg_15m",-0.000659768607725264,0.570870147826987,"2022-05-26","15-30-50m",0,6
"889","Intensity_50m",0.016323875340346,1.97127163425617,"2022-05-26","15-30-50m",0,6
"890","Hue_50m",-0.000422351095756669,0.497479018232682,"2022-05-26","15-30-50m",0,6
"891","Saturation_50m",0.00158722260539598,0.88943426174435,"2022-05-26","15-30-50m",0,6
"892","Lightness_50m",0.00715029458157941,1.21330660328337,"2022-05-26","15-30-50m",0,6
"893","a._50m",-0.00108876669855772,0.502823908983528,"2022-05-26","15-30-50m",0,6
"894","b._50m",-0.00109833542704286,0.534850739719265,"2022-05-26","15-30-50m",0,6
"895","u._50m",-0.00138803654549785,0.460452881909435,"2022-05-26","15-30-50m",0,6
"896","v._50m",0.000624932196286686,0.836966889370413,"2022-05-26","15-30-50m",0,6
"897","GA_50m",0.00792911546657679,1.53382228745727,"2022-05-26","15-30-50m",0,6
"898","GGA_50m",0.00126387792633923,0.621541503415284,"2022-05-26","15-30-50m",0,6
"899","CSI_50m",0.000733634670283277,0.558457838477344,"2022-05-26","15-30-50m",0,6
"900","NGRDI_50m",-9.57760127729167e-05,0.456728440189824,"2022-05-26","15-30-50m",0,6
"901","NGRDIveg_50m",-0.00036915770761746,0.425075909754567,"2022-05-26","15-30-50m",0,6
"902","TGI_50m",-8.71003360244846e-05,0.637952906784401,"2022-05-26","15-30-50m",0,6
"903","TGIveg_50m",-0.000905693439687248,0.577741500869621,"2022-05-26","15-30-50m",0,6
"904","Intensity_30m",0.000405661380243423,0.889001433609055,"2022-05-26","15-30-50m",0,6
"905","Hue_30m",0.000546669037876469,0.558811032097393,"2022-05-26","15-30-50m",0,6
"906","Saturation_30m",0.00345260686423999,1.14225050554502,"2022-05-26","15-30-50m",0,6
"907","Lightness_30m",0.000665652141975672,0.89719718218994,"2022-05-26","15-30-50m",0,6
"908","a._30m",-0.000376331978135384,0.69092916914008,"2022-05-26","15-30-50m",0,6
"909","b._30m",-0.000136606055623084,0.525078445991489,"2022-05-26","15-30-50m",0,6
"910","u._30m",-0.000684863188926657,0.789705423407261,"2022-05-26","15-30-50m",0,6
"911","v._30m",-0.00154216601767685,0.549273732274398,"2022-05-26","15-30-50m",0,6
"912","GA_30m",0.00471018144737959,1.30016175229561,"2022-05-26","15-30-50m",0,6
"913","GGA_30m",0.00344873317772698,0.707676139011698,"2022-05-26","15-30-50m",0,6
"914","CSI_30m",0.000870991279961868,0.621355177289336,"2022-05-26","15-30-50m",0,6
"915","NGRDI_30m",-0.000296280267719896,0.485649551948931,"2022-05-26","15-30-50m",0,6
"916","NGRDIveg_30m",0.000120105339277166,0.589186963418661,"2022-05-26","15-30-50m",0,6
"917","TGI_30m",-0.000411734070023544,0.862535578022718,"2022-05-26","15-30-50m",0,6
"918","TGIveg_30m",0.000530322446731116,0.813688229079213,"2022-05-26","15-30-50m",0,6
"919","PC1",-0.00609326922389616,6.41292698586856,"2022-05-26","15-30-50m",5,2
"920","PC2",-0.0164871988374543,5.58066549010888,"2022-05-26","15-30-50m",5,2
"921","PC3",0.032032321409241,8.79049335622023,"2022-05-26","15-30-50m",5,2
"922","PC4",-0.0105999071551084,5.8655865144839,"2022-05-26","15-30-50m",5,2
"923","PC5",-0.00494708760537708,6.04018479617511,"2022-05-26","15-30-50m",5,2
"924","Genotype",-0.000978599174303509,0.104865000077322,"2022-03-22","50m",0,4
"925","Intensity",0.103056957200007,4.39305778261651,"2022-03-22","50m",0,4
"926","Hue",0.0875799503394782,3.29115976913435,"2022-03-22","50m",0,4
"927","Saturation",0.00338578268223005,0.357187246605284,"2022-03-22","50m",0,4
"928","Lightness",0.10014447041091,4.12389469647817,"2022-03-22","50m",0,4
"929","a.",0.055289132016934,2.06004739133061,"2022-03-22","50m",0,4
"930","b.",-0.00271997869347714,0.292157890610292,"2022-03-22","50m",0,4
"931","u.",0.0547093538023724,2.00397892188248,"2022-03-22","50m",0,4
"932","v.",0.0258646555774807,1.48837394267287,"2022-03-22","50m",0,4
"933","GA",0.0739317883784601,3.29274676155863,"2022-03-22","50m",0,4
"934","GGA",0.0561684952053452,2.13853479826008,"2022-03-22","50m",0,4
"935","CSI",0.0490859379397693,1.76150036823618,"2022-03-22","50m",0,4
"936","NGRDI",0.0643463620873451,2.5568673553428,"2022-03-22","50m",0,4
"937","NGRDIveg",0.0504267503360073,2.03048358046768,"2022-03-22","50m",0,4
"938","TGI",0.0625703604900432,2.48033530188703,"2022-03-22","50m",0,4
"939","TGIveg",0.00271337960972636,0.271533002363513,"2022-03-22","50m",0,4
"940","PC1",0.433184044280453,21.9089100039998,"2022-03-22","50m",2,1
"941","PC2",0.0762595303277733,10.7220138055239,"2022-03-22","50m",2,1
"942","Genotype",0.000237274709294833,0.160719227532717,"2022-04-19","50m",0,4
"943","Intensity",0.116383267654259,6.54322059152366,"2022-04-19","50m",0,4
"944","Hue",0.02126757244991,1.99942427144521,"2022-04-19","50m",0,4
"945","Saturation",0.00689834460774864,1.0144321491466,"2022-04-19","50m",0,4
"946","Lightness",0.0707201850780798,4.25138619206929,"2022-04-19","50m",0,4
"947","a.",0.00683737579499964,1.20971369351522,"2022-04-19","50m",0,4
"948","b.",0.0126942714999139,1.89461823523123,"2022-04-19","50m",0,4
"949","u.",0.00830203390005248,1.22285858736333,"2022-04-19","50m",0,4
"950","v.",0.0436469211490266,2.76666805323878,"2022-04-19","50m",0,4
"951","GA",0.0422729042826799,2.33122729178197,"2022-04-19","50m",0,4
"952","GGA",0.0315189809115894,2.24637853548612,"2022-04-19","50m",0,4
"953","CSI",0.0257730628590537,1.88766660022355,"2022-04-19","50m",0,4
"954","NGRDI",0.0219854941841785,1.77677700314678,"2022-04-19","50m",0,4
"955","NGRDIveg",0.0187484727123583,1.60647305167128,"2022-04-19","50m",0,4
"956","TGI",0.00114825410485627,0.864360445284313,"2022-04-19","50m",0,4
"957","TGIveg",0.00160368104805411,0.796457023720797,"2022-04-19","50m",0,4
"958","PC1",0.168031300959962,13.4744594861825,"2022-04-19","50m",3,1
"959","PC2",0.0571158631367288,9.42212116444011,"2022-04-19","50m",3,1
"960","PC3",0.062494435971964,9.68036220652077,"2022-04-19","50m",3,1
"961","Genotype",-0.00122774290982495,0.0726153362976892,"2022-04-05","50m",0,4
"962","Intensity",0.0730236377013079,3.56508154539675,"2022-04-05","50m",0,4
"963","Hue",0.0569588208609417,2.61927317219296,"2022-04-05","50m",0,4
"964","Saturation",0.00110332021092083,0.741088277161613,"2022-04-05","50m",0,4
"965","Lightness",0.0661026739376895,3.43755477223672,"2022-04-05","50m",0,4
"966","a.",0.037319420254668,2.11664770304965,"2022-04-05","50m",0,4
"967","b.",0.0113798728172413,1.05394171827483,"2022-04-05","50m",0,4
"968","u.",0.0361006480078231,2.00997906876148,"2022-04-05","50m",0,4
"969","v.",0.0231809694124246,1.35249370916406,"2022-04-05","50m",0,4
"970","GA",0.0664144618496399,2.9719131268439,"2022-04-05","50m",0,4
"971","GGA",0.0653554623859114,3.00637291920848,"2022-04-05","50m",0,4
"972","CSI",0.0530867019298213,2.80280632791299,"2022-04-05","50m",0,4
"973","NGRDI",0.0731435838679724,3.0424604087351,"2022-04-05","50m",0,4
"974","NGRDIveg",0.0599192487251312,2.64314972356806,"2022-04-05","50m",0,4
"975","TGI",0.00587789174190102,0.722082025280928,"2022-04-05","50m",0,4
"976","TGIveg",0.00074256671003575,0.527597308771959,"2022-04-05","50m",0,4
"977","PC1",0.330133664879639,16.9651318601694,"2022-04-05","50m",4,2
"978","PC2",0.00806830001439909,3.73533586126221,"2022-04-05","50m",4,2
"979","PC3",0.0904647974213607,7.03621649850836,"2022-04-05","50m",4,2
"980","PC4",0.0195252280751211,4.94369673244085,"2022-04-05","50m",4,2
"981","Genotype",-0.000875281234073803,0.214024414144253,"2022-05-03","50m",0,4
"982","Intensity",0.048423474172027,3.85736563181294,"2022-05-03","50m",0,4
"983","Hue",0.0124050453227543,1.73526329177791,"2022-05-03","50m",0,4
"984","Saturation",0.00143687240863711,1.30957057444489,"2022-05-03","50m",0,4
"985","Lightness",0.0608629133731765,4.0833870196292,"2022-05-03","50m",0,4
"986","a.",0.00520385146243505,1.51113732390417,"2022-05-03","50m",0,4
"987","b.",0.0464759141649545,3.11358135370594,"2022-05-03","50m",0,4
"988","u.",0.0163644244412279,1.97869141909134,"2022-05-03","50m",0,4
"989","v.",0.0420335407325733,3.25559769092558,"2022-05-03","50m",0,4
"990","GA",0.00840241490707435,1.01954252359223,"2022-05-03","50m",0,4
"991","GGA",0.0114289496666045,1.71467389535615,"2022-05-03","50m",0,4
"992","CSI",0.0204070479348654,2.1901164143078,"2022-05-03","50m",0,4
"993","NGRDI",0.0198296527732674,2.30369891303872,"2022-05-03","50m",0,4
"994","NGRDIveg",0.0137344623702751,1.78618194535704,"2022-05-03","50m",0,4
"995","TGI",0.0021030657895596,1.2183846497408,"2022-05-03","50m",0,4
"996","TGIveg",-0.000203973208593952,1.15246865345675,"2022-05-03","50m",0,4
"997","PC1",0.097551323703741,11.6782937624469,"2022-05-03","50m",3,1
"998","PC2",0.0770202961474444,10.8229887774195,"2022-05-03","50m",3,1
"999","PC3",0.0459870190066288,9.95413650775351,"2022-05-03","50m",3,1
"1000","Genotype",-0.00183355359466814,0.218094848053451,"2022-02-14","15m",0,4
"1001","Intensity",0.0083746976277936,1.73897927746052,"2022-02-14","15m",0,4
"1002","Hue",0.00843091502752494,1.24968463399027,"2022-02-14","15m",0,4
"1003","Saturation",-0.00315347082054512,0.640503210591071,"2022-02-14","15m",0,4
"1004","Lightness",0.00324722247566675,1.53201363871911,"2022-02-14","15m",0,4
"1005","a.",-0.00017734310409233,0.786951874102863,"2022-02-14","15m",0,4
"1006","b.",-9.33613393830113e-05,0.977655291578438,"2022-02-14","15m",0,4
"1007","u.",0.00428010716321861,1.09902229872641,"2022-02-14","15m",0,4
"1008","v.",0.0103279754670854,1.9051759438344,"2022-02-14","15m",0,4
"1009","GA",0.0427449861215498,3.4335467914403,"2022-02-14","15m",0,4
"1010","GGA",0.0919901309285827,5.67854232991477,"2022-02-14","15m",0,4
"1011","CSI",0.0779539174946139,4.70043643856638,"2022-02-14","15m",0,4
"1012","NGRDI",0.00369285004898782,0.965214332196746,"2022-02-14","15m",0,4
"1013","NGRDIveg",0.0938647695287164,5.24462107003165,"2022-02-14","15m",0,4
"1014","TGI",-0.00116587125808488,0.796634406427011,"2022-02-14","15m",0,4
"1015","TGIveg",0.00668849734029301,1.61625694769989,"2022-02-14","15m",0,4
"1016","PC1",0.13730982717403,14.8480992888738,"2022-02-14","15m",3,1
"1017","PC2",-0.0228435239665736,9.06261365434269,"2022-02-14","15m",3,1
"1018","PC3",-0.0349603399086295,8.65981086630778,"2022-02-14","15m",3,1
"1019","Genotype",-0.00344524473290727,0.405621947371613,"2022-02-14","30m",0,4
"1020","Intensity",0.0198936695150396,2.82106648660227,"2022-02-14","30m",0,4
"1021","Hue",0.00785282052313011,1.50713817771073,"2022-02-14","30m",0,4
"1022","Saturation",-0.00168901349626279,1.14539180422907,"2022-02-14","30m",0,4
"1023","Lightness",0.0170414833151474,2.68669596602154,"2022-02-14","30m",0,4
"1024","a.",0.000411993887904172,1.02719411089386,"2022-02-14","30m",0,4
"1025","b.",-0.00405801482543271,1.09386301654335,"2022-02-14","30m",0,4
"1026","u.",0.000140332966826776,0.979303785466364,"2022-02-14","30m",0,4
"1027","v.",-0.00408366468155167,1.07398280055516,"2022-02-14","30m",0,4
"1028","GA",0.0269508681557522,2.52602531972918,"2022-02-14","30m",0,4
"1029","GGA",0.0171845107494919,2.24882616503092,"2022-02-14","30m",0,4
"1030","CSI",0.010637796353674,2.07203026398348,"2022-02-14","30m",0,4
"1031","NGRDI",-5.69755322077302e-06,1.02134170791088,"2022-02-14","30m",0,4
"1032","NGRDIveg",0.0671806570707899,5.21686007380321,"2022-02-14","30m",0,4
"1033","TGI",0.0618265784134354,5.08523060974448,"2022-02-14","30m",0,4
"1034","TGIveg",0.00221772657511047,1.81171347868957,"2022-02-14","30m",0,4
"1035","PC1",0.0584202643294546,11.5371841341213,"2022-02-14","30m",3,1
"1036","PC2",0.0728167259786995,12.0227228685991,"2022-02-14","30m",3,1
"1037","PC3",-0.0377886385306712,9.16267394966169,"2022-02-14","30m",3,1
"1038","Genotype",-0.0012447944564895,0.0894097035712825,"2022-02-14","15-30m",0,5
"1039","Intensity_15m",0.00503767948254016,0.788487763556242,"2022-02-14","15-30m",0,5
"1040","Hue_15m",0.017013332497396,1.26110454643468,"2022-02-14","15-30m",0,5
"1041","Saturation_15m",-0.00116356618785411,0.361862181521935,"2022-02-14","15-30m",0,5
"1042","Lightness_15m",0.00302992457490909,0.667102231043051,"2022-02-14","15-30m",0,5
"1043","a._15m",0.00485086029467608,0.635954169180109,"2022-02-14","15-30m",0,5
"1044","b._15m",0.000178763066998361,0.399642914693254,"2022-02-14","15-30m",0,5
"1045","u._15m",0.00413517237922036,0.65183401724711,"2022-02-14","15-30m",0,5
"1046","v._15m",8.49191245630873e-05,0.481659799515256,"2022-02-14","15-30m",0,5
"1047","GA_15m",0.032126496606249,2.20088776972791,"2022-02-14","15-30m",0,5
"1048","GGA_15m",0.047339620575503,2.7491366657866,"2022-02-14","15-30m",0,5
"1049","CSI_15m",0.0613256330597508,2.96527952387478,"2022-02-14","15-30m",0,5
"1050","NGRDI_15m",0.00780184313794222,0.79040530907558,"2022-02-14","15-30m",0,5
"1051","NGRDIveg_15m",0.0589748276353851,3.15809307260501,"2022-02-14","15-30m",0,5
"1052","TGI_15m",0.00576250032733005,0.74759195141203,"2022-02-14","15-30m",0,5
"1053","TGIveg_15m",0.00107038354834021,0.816404740035353,"2022-02-14","15-30m",0,5
"1054","Intensity_30m",0.0215801027421152,1.68760276721503,"2022-02-14","15-30m",0,5
"1055","Hue_30m",0.00716847592208273,0.767573813595659,"2022-02-14","15-30m",0,5
"1056","Saturation_30m",0.000274724750653543,0.333386454654436,"2022-02-14","15-30m",0,5
"1057","Lightness_30m",0.0159552481917808,1.47076741466115,"2022-02-14","15-30m",0,5
"1058","a._30m",0.00305095101750674,0.53930767485147,"2022-02-14","15-30m",0,5
"1059","b._30m",-0.00126272210933202,0.273697594877831,"2022-02-14","15-30m",0,5
"1060","u._30m",0.00133584721779768,0.429527842733082,"2022-02-14","15-30m",0,5
"1061","v._30m",-0.00126804330000924,0.36065166840025,"2022-02-14","15-30m",0,5
"1062","GA_30m",0.00475316111047535,0.645131816714995,"2022-02-14","15-30m",0,5
"1063","GGA_30m",0.00661524087281827,0.760240518668177,"2022-02-14","15-30m",0,5
"1064","CSI_30m",0.000967212684975843,0.595056190041633,"2022-02-14","15-30m",0,5
"1065","NGRDI_30m",0.00185593100913534,0.468929911333378,"2022-02-14","15-30m",0,5
"1066","NGRDIveg_30m",0.0247366707020191,1.85867344581253,"2022-02-14","15-30m",0,5
"1067","TGI_30m",0.0661220044326159,3.287207925487,"2022-02-14","15-30m",0,5
"1068","TGIveg_30m",0.00011987514979001,0.476283839768469,"2022-02-14","15-30m",0,5
"1069","PC1",0.172535204160229,15.9826310005708,"2022-02-14","15-30m",4,2
"1070","PC2",0.018006379050348,6.98866905259686,"2022-02-14","15-30m",4,2
"1071","PC3",-0.0187021006364226,5.07349730363102,"2022-02-14","15-30m",4,2
"1072","PC4",-0.0211976111642057,4.68797407177264,"2022-02-14","15-30m",4,2
"1073","Genotype",-0.00357643604675338,0.495543103814568,"2022-01-19","30m",0,4
"1074","Intensity",0.0418840885542048,3.61987221952951,"2022-01-19","30m",0,4
"1075","Hue",0.0184901436893001,2.02936424269781,"2022-01-19","30m",0,4
"1076","Saturation",-0.000712047687434684,1.28315823802221,"2022-01-19","30m",0,4
"1077","Lightness",0.0332249491659013,3.18751189481004,"2022-01-19","30m",0,4
"1078","a.",0.00632342829427194,1.46081360277097,"2022-01-19","30m",0,4
"1079","b.",0.00195105602258079,1.54653591252173,"2022-01-19","30m",0,4
"1080","u.",0.00761293824080975,1.71691949163981,"2022-01-19","30m",0,4
"1081","v.",0.00314820274668571,1.60049354931197,"2022-01-19","30m",0,4
"1082","GA",0.0354559222451097,3.36096997738302,"2022-01-19","30m",0,4
"1083","GGA",0.0375316860616165,3.2491596717614,"2022-01-19","30m",0,4
"1084","CSI",-0.00250332182265619,1.6085437059663,"2022-01-19","30m",0,4
"1085","NGRDI",0.00574366890935002,1.65235076266117,"2022-01-19","30m",0,4
"1086","NGRDIveg",0.0146137507452988,2.05192845367464,"2022-01-19","30m",0,4
"1087","TGI",0.0174118259844731,2.42451398237363,"2022-01-19","30m",0,4
"1088","TGIveg",-0.00217434626862645,1.43109261963265,"2022-01-19","30m",0,4
"1089","PC1",0.0565393335969606,8.58190110011041,"2022-01-19","30m",4,2
"1090","PC2",0.0630549388751943,10.0409976391723,"2022-01-19","30m",4,2
"1091","PC3",0.0282085510730726,8.05660229272415,"2022-01-19","30m",4,2
"1092","PC4",0.00329020298672775,6.04770849180242,"2022-01-19","30m",4,2
"1093","Genotype",-0.00383194534052119,0.568054865025922,"2022-01-19","15m",0,4
"1094","Intensity",0.0125609151185932,2.50714884418522,"2022-01-19","15m",0,4
"1095","Hue",0.00499206397489679,1.34583945316592,"2022-01-19","15m",0,4
"1096","Saturation",0.00785239098448853,1.89965662845319,"2022-01-19","15m",0,4
"1097","Lightness",0.0122149097024407,2.40771877431294,"2022-01-19","15m",0,4
"1098","a.",0.00287316172905182,1.27246689849493,"2022-01-19","15m",0,4
"1099","b.",-0.00196707686362485,1.24573648186106,"2022-01-19","15m",0,4
"1100","u.",0.00210393700296951,1.21289394600114,"2022-01-19","15m",0,4
"1101","v.",0.00223694579929874,1.78893143199936,"2022-01-19","15m",0,4
"1102","GA",0.00992282625613123,1.90323544799751,"2022-01-19","15m",0,4
"1103","GGA",0.0391384343881094,3.70978927106479,"2022-01-19","15m",0,4
"1104","CSI",0.0229587820220716,3.00408439301981,"2022-01-19","15m",0,4
"1105","NGRDI",0.00556495148642207,1.44644281120781,"2022-01-19","15m",0,4
"1106","NGRDIveg",0.049815216914149,4.8204754971751,"2022-01-19","15m",0,4
"1107","TGI",0.0016200225084513,1.71285091448976,"2022-01-19","15m",0,4
"1108","TGIveg",0.000908049649009401,1.88244577011696,"2022-01-19","15m",0,4
"1109","PC1",0.0249588450051841,7.48317065630993,"2022-01-19","15m",4,2
"1110","PC2",0.0149395710887877,7.14115040724224,"2022-01-19","15m",4,2
"1111","PC3",0.110835494149813,12.1944765947457,"2022-01-19","15m",4,2
"1112","PC4",0.0011645134521033,5.91233567503539,"2022-01-19","15m",4,2
"1113","Genotype",-0.00204430558261827,0.259542723308396,"2022-01-19","15-30m",0,5
"1114","Intensity_30m",0.0134948746291549,1.84030312423861,"2022-01-19","15-30m",0,5
"1115","Hue_30m",0.00377207668234758,0.853132976020696,"2022-01-19","15-30m",0,5
"1116","Saturation_30m",0.0049411825343559,1.12772850325303,"2022-01-19","15-30m",0,5
"1117","Lightness_30m",0.010069969023065,1.5389409388482,"2022-01-19","15-30m",0,5
"1118","a._30m",0.00141656963091947,0.601665692803677,"2022-01-19","15-30m",0,5
"1119","b._30m",-0.000251636721551582,0.659926458615496,"2022-01-19","15-30m",0,5
"1120","u._30m",0.000971891169545969,0.649394014376842,"2022-01-19","15-30m",0,5
"1121","v._30m",-0.000113862308142494,0.723577225399262,"2022-01-19","15-30m",0,5
"1122","GA_30m",0.0141812933188243,1.61362020262059,"2022-01-19","15-30m",0,5
"1123","GGA_30m",0.0121558871280079,1.57729506706539,"2022-01-19","15-30m",0,5
"1124","CSI_30m",-0.00273372078987404,0.606480422029058,"2022-01-19","15-30m",0,5
"1125","NGRDI_30m",-3.40989565989566e-05,0.542098243750438,"2022-01-19","15-30m",0,5
"1126","NGRDIveg_30m",0.00302520428058354,0.838804334765687,"2022-01-19","15-30m",0,5
"1127","TGI_30m",0.0115743723132733,1.30954264172269,"2022-01-19","15-30m",0,5
"1128","TGIveg_30m",0.00740136980924133,1.22784071850168,"2022-01-19","15-30m",0,5
"1129","Intensity_15m",0.0064121272887759,1.3255910284682,"2022-01-19","15-30m",0,5
"1130","Hue_15m",0.00311274932154189,0.699647820646112,"2022-01-19","15-30m",0,5
"1131","Saturation_15m",0.00051075358508021,0.884444475696019,"2022-01-19","15-30m",0,5
"1132","Lightness_15m",0.00538373304370208,1.24667442111955,"2022-01-19","15-30m",0,5
"1133","a._15m",0.0019787816732631,0.6993438706312,"2022-01-19","15-30m",0,5
"1134","b._15m",0.000317512685972438,0.859219999935831,"2022-01-19","15-30m",0,5
"1135","u._15m",0.000969617865794336,0.620600865147477,"2022-01-19","15-30m",0,5
"1136","v._15m",0.00202642897006674,1.16404213598186,"2022-01-19","15-30m",0,5
"1137","GA_15m",0.00732418369899794,1.04079043876499,"2022-01-19","15-30m",0,5
"1138","GGA_15m",0.0136202809265039,1.59798363101076,"2022-01-19","15-30m",0,5
"1139","CSI_15m",0.0119051002385987,1.42763257161303,"2022-01-19","15-30m",0,5
"1140","NGRDI_15m",0.00245246715788511,0.726069561154174,"2022-01-19","15-30m",0,5
"1141","NGRDIveg_15m",0.0265662870316819,2.52531337402161,"2022-01-19","15-30m",0,5
"1142","TGI_15m",0.00061531745172612,0.769129204943324,"2022-01-19","15-30m",0,5
"1143","TGIveg_15m",0.00490448084079662,1.17563283735566,"2022-01-19","15-30m",0,5
"1144","PC1",0.0178560482628827,5.74339518009639,"2022-01-19","15-30m",5,2
"1145","PC2",0.106716856921887,10.8018236023066,"2022-01-19","15-30m",5,2
"1146","PC3",0.00132918095836052,5.15890095150045,"2022-01-19","15-30m",5,2
"1147","PC4",0.00568367810637934,5.47799230921996,"2022-01-19","15-30m",5,2
"1148","PC5",0.0197336849777331,5.54661176640017,"2022-01-19","15-30m",5,2
"1149","Genotype",-0.00252437939683296,0.267616081303544,"2022-02-03","15m",0,4
"1150","Intensity",0.0116485755438233,1.93181011657954,"2022-02-03","15m",0,4
"1151","Hue",0.0206527809454048,2.01076345222683,"2022-02-03","15m",0,4
"1152","Saturation",0.000275429281461722,1.00626929943459,"2022-02-03","15m",0,4
"1153","Lightness",0.00502816292324806,1.37090833484839,"2022-02-03","15m",0,4
"1154","a.",0.00839651601236742,1.22074079656578,"2022-02-03","15m",0,4
"1155","b.",0.00234050127289291,1.01600834671367,"2022-02-03","15m",0,4
"1156","u.",0.0184953258815489,2.01309362579611,"2022-02-03","15m",0,4
"1157","v.",0.000269967536763203,1.00539490225688,"2022-02-03","15m",0,4
"1158","GA",0.0705803654419793,4.53262360537466,"2022-02-03","15m",0,4
"1159","GGA",0.0749969104765276,4.55481658171581,"2022-02-03","15m",0,4
"1160","CSI",0.0205982787714522,1.88037074488823,"2022-02-03","15m",0,4
"1161","NGRDI",0.0100390623428859,1.04385593903304,"2022-02-03","15m",0,4
"1162","NGRDIveg",0.0791887188972018,4.35857078853578,"2022-02-03","15m",0,4
"1163","TGI",0.0212936096497243,1.9665924958376,"2022-02-03","15m",0,4
"1164","TGIveg",0.0139453821256144,2.13883155555618,"2022-02-03","15m",0,4
"1165","PC1",0.201487130859337,15.1659616906532,"2022-02-03","15m",3,1
"1166","PC2",-0.0124397441584903,7.86120533412879,"2022-02-03","15m",3,1
"1167","PC3",0.0330323435267864,9.28775678474208,"2022-02-03","15m",3,1
"1168","Genotype",-0.00318530029310214,0.31554470852983,"2022-02-03","30m",0,4
"1169","Intensity",0.0328375660307224,3.78300025123847,"2022-02-03","30m",0,4
"1170","Hue",0.00531236306117717,1.97439609715473,"2022-02-03","30m",0,4
"1171","Saturation",0.000703887408601031,1.66730701568216,"2022-02-03","30m",0,4
"1172","Lightness",0.0385214181767666,4.46419605124853,"2022-02-03","30m",0,4
