"","Genotype","MeanDecreaseAccuracy","MeanDecreaseGini","date","alt","PC","mtry"
"1","Genotype",-0.00127621986682796,0.277493275317593,"2022-02-14","15m",0,4
"2","Intensity",0.00488142660210671,1.33445602487693,"2022-02-14","15m",0,4
"3","Hue",0.0155931248349548,1.87708883547047,"2022-02-14","15m",0,4
"4","Saturation",-0.00328231027284735,1.15859857977471,"2022-02-14","15m",0,4
"5","Lightness",0.00067607527864965,1.10617735122923,"2022-02-14","15m",0,4
"6","a.",0.00441586906822705,1.34816130712499,"2022-02-14","15m",0,4
"7","b.",-0.00261011995817407,1.07985784284206,"2022-02-14","15m",0,4
"8","u.",0.00579477294422273,1.41284541069712,"2022-02-14","15m",0,4
"9","v.",-0.00403492796008377,0.8895633714017,"2022-02-14","15m",0,4
"10","GA",0.0424013954451273,4.026824990628,"2022-02-14","15m",0,4
"11","GGA",0.0961079454547712,6.53490050281492,"2022-02-14","15m",0,4
"12","CSI",0.0601904073264795,4.43312158687987,"2022-02-14","15m",0,4
"13","NGRDI",0.0139701508473803,1.92205315826287,"2022-02-14","15m",0,4
"14","NGRDIveg",0.103022933409675,6.73285438389429,"2022-02-14","15m",0,4
"15","TGI",0.0128678450146495,1.77826984221856,"2022-02-14","15m",0,4
"16","TGIveg",0.00367056055224146,1.62359186989991,"2022-02-14","15m",0,4
"17","PC1",0.15450068426716,17.7587521558788,"2022-02-14","15m",3,1
"18","PC2",-0.0284445563432695,9.89840432810183,"2022-02-14","15m",3,1
"19","PC3",-0.0354521975811988,9.87396851601958,"2022-02-14","15m",3,1
"20","Genotype",-0.00244763002365337,0.442977011866088,"2022-02-14","30m",0,4
"21","Intensity",0.023367529177423,3.1722683191859,"2022-02-14","30m",0,4
"22","Hue",0.00510737158860493,1.53794441931535,"2022-02-14","30m",0,4
"23","Saturation",0.00292670566275829,1.43803350390511,"2022-02-14","30m",0,4
"24","Lightness",0.0135565451516148,2.63782645909909,"2022-02-14","30m",0,4
"25","a.",0.0023431996664289,1.49606749012478,"2022-02-14","30m",0,4
"26","b.",0.00287171842915314,1.44548384855695,"2022-02-14","30m",0,4
"27","u.",0.00357763906510474,1.3222595660241,"2022-02-14","30m",0,4
"28","v.",0.000105325136380796,1.34672618321746,"2022-02-14","30m",0,4
"29","GA",0.015757965552866,2.11901416126941,"2022-02-14","30m",0,4
"30","GGA",0.0283455384109021,2.72371619705489,"2022-02-14","30m",0,4
"31","CSI",0.0238124851007865,2.92914614719208,"2022-02-14","30m",0,4
"32","NGRDI",0.00275805862554011,1.32518247011739,"2022-02-14","30m",0,4
"33","NGRDIveg",0.0863418629940228,6.68545124986483,"2022-02-14","30m",0,4
"34","TGI",0.0479383114901134,4.98033879071109,"2022-02-14","30m",0,4
"35","TGIveg",0.000995613898410708,1.98116418249539,"2022-02-14","30m",0,4
"36","PC1",0.0878355733265552,13.3229807169707,"2022-02-14","30m",3,1
"37","PC2",0.0798872053119176,13.631842509343,"2022-02-14","30m",3,1
"38","PC3",-0.0224115535550286,10.6256684403545,"2022-02-14","30m",3,1
"39","Genotype",-0.000630530144912296,0.117177761382227,"2022-02-14","15-30m",0,5
"40","Intensity_15m",0.00590078620966984,0.905307337208597,"2022-02-14","15-30m",0,5
"41","Hue_15m",0.0232159070377657,1.69222990926356,"2022-02-14","15-30m",0,5
"42","Saturation_15m",-0.000739038745605511,0.468926447015297,"2022-02-14","15-30m",0,5
"43","Lightness_15m",0.00401105260143454,0.77992769219875,"2022-02-14","15-30m",0,5
"44","a._15m",0.00488219283289211,0.661678186145999,"2022-02-14","15-30m",0,5
"45","b._15m",0.000310761827350197,0.541608666736792,"2022-02-14","15-30m",0,5
"46","u._15m",0.0119718193860999,1.14030784915242,"2022-02-14","15-30m",0,5
"47","v._15m",0.00254461124870702,0.756477732328725,"2022-02-14","15-30m",0,5
"48","GA_15m",0.0363479970023622,2.62411184871025,"2022-02-14","15-30m",0,5
"49","GGA_15m",0.0672966446944943,3.96086929884314,"2022-02-14","15-30m",0,5
"50","CSI_15m",0.0634241095995882,3.75168695127568,"2022-02-14","15-30m",0,5
"51","NGRDI_15m",0.0121620503965083,1.19164465035901,"2022-02-14","15-30m",0,5
"52","NGRDIveg_15m",0.0775914286819581,4.36487288628285,"2022-02-14","15-30m",0,5
"53","TGI_15m",0.0100499434903127,1.02103009878059,"2022-02-14","15-30m",0,5
"54","TGIveg_15m",-0.000467461318426119,0.595538642416567,"2022-02-14","15-30m",0,5
"55","Intensity_30m",0.0133604626837021,1.55014722038663,"2022-02-14","15-30m",0,5
"56","Hue_30m",0.00145831986349452,0.487689825911894,"2022-02-14","15-30m",0,5
"57","Saturation_30m",0.000356077170724162,0.399852644271953,"2022-02-14","15-30m",0,5
"58","Lightness_30m",0.00714091511331134,1.14324420924418,"2022-02-14","15-30m",0,5
"59","a._30m",0.000677135213763966,0.499780863269289,"2022-02-14","15-30m",0,5
"60","b._30m",0.00059971266981026,0.37121959617676,"2022-02-14","15-30m",0,5
"61","u._30m",0.00106604999515822,0.365228081992194,"2022-02-14","15-30m",0,5
"62","v._30m",-0.000929953448385269,0.329134177311026,"2022-02-14","15-30m",0,5
"63","GA_30m",0.00538147552926426,0.696859860593087,"2022-02-14","15-30m",0,5
"64","GGA_30m",0.00935105134616512,0.991074829323167,"2022-02-14","15-30m",0,5
"65","CSI_30m",0.00887808110440734,1.06837221342667,"2022-02-14","15-30m",0,5
"66","NGRDI_30m",0.000962965498217551,0.419805024866627,"2022-02-14","15-30m",0,5
"67","NGRDIveg_30m",0.0359823122221329,2.53510003354309,"2022-02-14","15-30m",0,5
"68","TGI_30m",0.0143541153205464,1.66018064421713,"2022-02-14","15-30m",0,5
"69","TGIveg_30m",-0.000994657362753607,0.47856481736586,"2022-02-14","15-30m",0,5
"70","PC1",0.194018048476529,18.1032390678752,"2022-02-14","15-30m",4,2
"71","PC2",0.0273972254174687,7.88350110346719,"2022-02-14","15-30m",4,2
"72","PC3",-0.00733327665307426,5.3692206384967,"2022-02-14","15-30m",4,2
"73","PC4",-0.019267516219501,6.22213919016052,"2022-02-14","15-30m",4,2
"74","Genotype",-0.00332741791628451,0.356699217822206,"2022-01-19","30m",0,4
"75","Intensity",0.0615466935668243,5.01107490034802,"2022-01-19","30m",0,4
"76","Hue",0.0123719945810012,2.08002729850542,"2022-01-19","30m",0,4
"77","Saturation",0.00287290900672142,1.7204562091319,"2022-01-19","30m",0,4
"78","Lightness",0.0489578425444527,4.45009665078026,"2022-01-19","30m",0,4
"79","a.",0.00356276724251654,1.39323646089879,"2022-01-19","30m",0,4
"80","b.",0.00808542306969889,2.08370690435814,"2022-01-19","30m",0,4
"81","u.",0.00503873009944991,1.46454702283849,"2022-01-19","30m",0,4
"82","v.",0.00603871668963843,1.94886212410015,"2022-01-19","30m",0,4
"83","GA",0.0440024697742844,3.75517177686469,"2022-01-19","30m",0,4
"84","GGA",0.0476117813409951,4.14124723542036,"2022-01-19","30m",0,4
"85","CSI",-0.000240283554109102,1.60592536171553,"2022-01-19","30m",0,4
"86","NGRDI",0.00232509928286816,1.41576696885173,"2022-01-19","30m",0,4
"87","NGRDIveg",0.00882599675720253,1.94997875253585,"2022-01-19","30m",0,4
"88","TGI",0.0208386442941156,2.47605860366333,"2022-01-19","30m",0,4
"89","TGIveg",-0.00222297704815338,1.55719451216507,"2022-01-19","30m",0,4
"90","PC1",0.0576342774924408,8.54410579681619,"2022-01-19","30m",4,2
"91","PC2",0.125027017107799,12.544214467426,"2022-01-19","30m",4,2
"92","PC3",0.0117228633358162,7.43913107712557,"2022-01-19","30m",4,2
"93","PC4",0.0343324853447507,8.88631532529912,"2022-01-19","30m",4,2
"94","Genotype",-0.00224249800165435,0.583249927486833,"2022-01-19","15m",0,4
"95","Intensity",0.012606224145908,2.8307662502933,"2022-01-19","15m",0,4
"96","Hue",0.00107230189057588,1.21534535045665,"2022-01-19","15m",0,4
"97","Saturation",0.00355425332894373,1.91043422792815,"2022-01-19","15m",0,4
"98","Lightness",0.0124368425142982,2.74711434684547,"2022-01-19","15m",0,4
"99","a.",0.00174582990733111,1.29982298644505,"2022-01-19","15m",0,4
"100","b.",-0.000670463147701672,1.64663394238776,"2022-01-19","15m",0,4
"101","u.",0.00126000326287135,1.2400478284398,"2022-01-19","15m",0,4
"102","v.",0.00595638632799226,2.031615458194,"2022-01-19","15m",0,4
"103","GA",0.0223262700475518,2.95979309848108,"2022-01-19","15m",0,4
"104","GGA",0.0447246296160083,4.31828812117404,"2022-01-19","15m",0,4
"105","CSI",0.0209754486411124,3.20670127732706,"2022-01-19","15m",0,4
"106","NGRDI",0.00210274634919977,1.32932746343912,"2022-01-19","15m",0,4
"107","NGRDIveg",0.0734597757005411,6.15057660139392,"2022-01-19","15m",0,4
"108","TGI",-9.56922557259078e-05,1.57362734826725,"2022-01-19","15m",0,4
"109","TGIveg",0.0108324390189436,2.27485577144048,"2022-01-19","15m",0,4
"110","PC1",0.0359059552731338,9.22430099443911,"2022-01-19","15m",4,2
"111","PC2",0.012828309366588,7.54342215698745,"2022-01-19","15m",4,2
"112","PC3",0.10347229699632,12.7215676622465,"2022-01-19","15m",4,2
"113","PC4",0.0133013472576914,7.83786751966052,"2022-01-19","15m",4,2
"114","Genotype",-0.00121743063725733,0.216297086235337,"2022-01-19","15-30m",0,5
"115","Intensity_30m",0.0222409535583023,2.67766906764426,"2022-01-19","15-30m",0,5
"116","Hue_30m",0.00531635744066286,1.15816398839272,"2022-01-19","15-30m",0,5
"117","Saturation_30m",0.00138266824869093,1.02170066333247,"2022-01-19","15-30m",0,5
"118","Lightness_30m",0.0164287739120859,2.31940345987603,"2022-01-19","15-30m",0,5
"119","a._30m",0.00253805570691255,0.826772950797187,"2022-01-19","15-30m",0,5
"120","b._30m",0.00278997806541284,1.13058176103612,"2022-01-19","15-30m",0,5
"121","u._30m",0.00189798396567612,0.867495542725455,"2022-01-19","15-30m",0,5
"122","v._30m",0.00147430544027098,0.833726292232261,"2022-01-19","15-30m",0,5
"123","GA_30m",0.0169501843784684,1.6560028852179,"2022-01-19","15-30m",0,5
"124","GGA_30m",0.0137244163817293,1.67590829223398,"2022-01-19","15-30m",0,5
"125","CSI_30m",-0.00165383311447082,0.716804542452729,"2022-01-19","15-30m",0,5
"126","NGRDI_30m",0.00128246633843565,0.871136072908331,"2022-01-19","15-30m",0,5
"127","NGRDIveg_30m",0.00726971607843557,1.22964836585021,"2022-01-19","15-30m",0,5
"128","TGI_30m",0.00706019079494413,1.21254652058318,"2022-01-19","15-30m",0,5
"129","TGIveg_30m",0.00182511597221821,1.01810733551371,"2022-01-19","15-30m",0,5
"130","Intensity_15m",0.00113275205130939,1.17142604652735,"2022-01-19","15-30m",0,5
"131","Hue_15m",0.000111553012093125,0.689247325068124,"2022-01-19","15-30m",0,5
"132","Saturation_15m",-0.000658607397373719,0.774654845391169,"2022-01-19","15-30m",0,5
"133","Lightness_15m",0.00147772599082466,1.16611961733306,"2022-01-19","15-30m",0,5
"134","a._15m",-0.00010011540154406,0.606368146749258,"2022-01-19","15-30m",0,5
"135","b._15m",-0.0012470613347407,0.761106669277695,"2022-01-19","15-30m",0,5
"136","u._15m",0.000275640342808804,0.634089502832747,"2022-01-19","15-30m",0,5
"137","v._15m",0.000448283892152178,0.996891750539909,"2022-01-19","15-30m",0,5
"138","GA_15m",0.0056382857539777,1.25513463606328,"2022-01-19","15-30m",0,5
"139","GGA_15m",0.0262139655445885,2.40441648100524,"2022-01-19","15-30m",0,5
"140","CSI_15m",0.0124991048726181,1.64466772087187,"2022-01-19","15-30m",0,5
"141","NGRDI_15m",0.000820000144976993,0.637316499786098,"2022-01-19","15-30m",0,5
"142","NGRDIveg_15m",0.0403156197093093,3.34901204024348,"2022-01-19","15-30m",0,5
"143","TGI_15m",0.00117007954146331,0.824083503032179,"2022-01-19","15-30m",0,5
"144","TGIveg_15m",0.000413828162683997,0.985258721580013,"2022-01-19","15-30m",0,5
"145","PC1",0.0172496046484887,6.22785526247239,"2022-01-19","15-30m",6,2
"146","PC2",0.108620761937528,10.8941926119786,"2022-01-19","15-30m",6,2
"147","PC3",0.00998988324195812,5.24235418486319,"2022-01-19","15-30m",6,2
"148","PC4",-0.00440717783688769,4.52596310099405,"2022-01-19","15-30m",6,2
"149","PC5",0.0126629466448958,5.6166310730929,"2022-01-19","15-30m",6,2
"150","PC6",-0.00293479559827857,4.82887043326522,"2022-01-19","15-30m",6,2
"151","Genotype",-0.00306487749294722,0.290663092539037,"2022-02-03","15m",0,4
"152","Intensity",0.00914301293351511,2.26830448326355,"2022-02-03","15m",0,4
"153","Hue",0.0243699372967187,2.84428000050009,"2022-02-03","15m",0,4
"154","Saturation",-0.000572926650793458,1.25975751265454,"2022-02-03","15m",0,4
"155","Lightness",0.00391997010310848,1.74293330784192,"2022-02-03","15m",0,4
"156","a.",0.00174778470863576,1.4033256878666,"2022-02-03","15m",0,4
"157","b.",0.0040620345438576,1.62059615275563,"2022-02-03","15m",0,4
"158","u.",0.00669658218790975,1.96464260073452,"2022-02-03","15m",0,4
"159","v.",0.00252518016563386,1.36127878619111,"2022-02-03","15m",0,4
"160","GA",0.0540546388501273,4.72577211861218,"2022-02-03","15m",0,4
"161","GGA",0.052162928443896,4.43394022286437,"2022-02-03","15m",0,4
"162","CSI",0.0160414469240322,2.3262632569526,"2022-02-03","15m",0,4
"163","NGRDI",0.00205110169690766,1.01954916937078,"2022-02-03","15m",0,4
"164","NGRDIveg",0.0678676928553643,4.78024907083695,"2022-02-03","15m",0,4
"165","TGI",0.0444059284889221,3.36159078175692,"2022-02-03","15m",0,4
"166","TGIveg",0.00630688731375264,2.05541208859247,"2022-02-03","15m",0,4
"167","PC1",0.16910857295676,17.0776381953829,"2022-02-03","15m",3,1
"168","PC2",-0.0122082117000796,9.83624814736843,"2022-02-03","15m",3,1
"169","PC3",0.0150355065821991,10.5264386572492,"2022-02-03","15m",3,1
"170","Genotype",-0.00239333280414415,0.446992615924496,"2022-02-03","30m",0,4
"171","Intensity",0.0516864087998796,5.09118959116301,"2022-02-03","30m",0,4
"172","Hue",0.00200005866338683,1.67566985192815,"2022-02-03","30m",0,4
"173","Saturation",0.00129003996037614,1.80422749804318,"2022-02-03","30m",0,4
"174","Lightness",0.055031373996556,5.27327334595041,"2022-02-03","30m",0,4
"175","a.",-0.000696504014262461,1.32023816683511,"2022-02-03","30m",0,4
"176","b.",0.00213597224864993,1.95754438495277,"2022-02-03","30m",0,4
"177","u.",-0.00228030609393747,1.30417895313457,"2022-02-03","30m",0,4
"178","v.",0.0030307870216411,2.34547396074615,"2022-02-03","30m",0,4
"179","GA",0.0322790146891892,3.95249801144508,"2022-02-03","30m",0,4
"180","GGA",0.0283472411954494,3.38858084675521,"2022-02-03","30m",0,4
"181","CSI",0.00967155596433901,2.34376084694047,"2022-02-03","30m",0,4
"182","NGRDI",-0.00114552148024722,1.2601182972714,"2022-02-03","30m",0,4
"183","NGRDIveg",0.00182985545343366,1.96558838461764,"2022-02-03","30m",0,4
"184","TGI",0.00201040048221472,1.82224966093125,"2022-02-03","30m",0,4
"185","TGIveg",-0.00418164906876375,1.44296558336101,"2022-02-03","30m",0,4
"186","PC1",0.0633612284042218,12.5052651432269,"2022-02-03","30m",4,2
"187","PC2",0.00148405972081642,7.7319774070292,"2022-02-03","30m",4,2
"188","PC3",0.0163464513850668,8.90779677281637,"2022-02-03","30m",4,2
"189","PC4",-0.00100790320602806,8.28098567692774,"2022-02-03","30m",4,2
"190","Genotype",-0.00131514425744908,0.136157769369112,"2022-02-03","15-30m",0,5
"191","Intensity_15m",0.00424986203581943,1.11892893707377,"2022-02-03","15-30m",0,5
"192","Hue_15m",0.0158038559972656,1.62593747559033,"2022-02-03","15-30m",0,5
"193","Saturation_15m",0.00110413094843267,0.702326202548114,"2022-02-03","15-30m",0,5
"194","Lightness_15m",0.00299876872831779,0.970990243487847,"2022-02-03","15-30m",0,5
"195","a._15m",0.00445473783038577,0.954990367978186,"2022-02-03","15-30m",0,5
"196","b._15m",-9.38501256599271e-06,0.632536297422397,"2022-02-03","15-30m",0,5
"197","u._15m",0.0136814972940542,1.71280762858794,"2022-02-03","15-30m",0,5
"198","v._15m",-0.00158232885918018,0.619540893206533,"2022-02-03","15-30m",0,5
"199","GA_15m",0.0360521436537097,2.82441265245786,"2022-02-03","15-30m",0,5
"200","GGA_15m",0.0413016373819543,3.2083210975268,"2022-02-03","15-30m",0,5
"201","CSI_15m",0.0281977356377714,1.977345539514,"2022-02-03","15-30m",0,5
"202","NGRDI_15m",0.0026859383488141,0.718493932797879,"2022-02-03","15-30m",0,5
"203","NGRDIveg_15m",0.028779692223968,2.2080420836019,"2022-02-03","15-30m",0,5
"204","TGI_15m",0.0235228862936395,1.89654188526541,"2022-02-03","15-30m",0,5
"205","TGIveg_15m",0.00362415679789916,1.2214741239218,"2022-02-03","15-30m",0,5
"206","Intensity_30m",0.0141143342852016,1.9457934905221,"2022-02-03","15-30m",0,5
"207","Hue_30m",0.000222119600410757,0.548953273763489,"2022-02-03","15-30m",0,5
"208","Saturation_30m",-0.000287606354781008,0.568384976006699,"2022-02-03","15-30m",0,5
"209","Lightness_30m",0.0169237925925997,2.14102515663692,"2022-02-03","15-30m",0,5
"210","a._30m",-0.0010327158768877,0.485140763147534,"2022-02-03","15-30m",0,5
"211","b._30m",-0.000303249448088592,0.669963530885595,"2022-02-03","15-30m",0,5
"212","u._30m",-0.00116150533208435,0.460067946775706,"2022-02-03","15-30m",0,5
"213","v._30m",0.00414775549614531,1.03188807219759,"2022-02-03","15-30m",0,5
"214","GA_30m",0.0149966057021156,1.69953476718314,"2022-02-03","15-30m",0,5
"215","GGA_30m",0.0159444817394135,1.56634547894191,"2022-02-03","15-30m",0,5
"216","CSI_30m",0.0101152574530807,1.28731612884774,"2022-02-03","15-30m",0,5
"217","NGRDI_30m",-0.00080277526953237,0.4926696325678,"2022-02-03","15-30m",0,5
"218","NGRDIveg_30m",0.00723756702959625,1.03917817693079,"2022-02-03","15-30m",0,5
"219","TGI_30m",-0.00138357502181341,0.497630241284923,"2022-02-03","15-30m",0,5
"220","TGIveg_30m",-0.00267052651021523,0.46640290062485,"2022-02-03","15-30m",0,5
"221","PC1",0.117313145045371,11.5474455272033,"2022-02-03","15-30m",6,2
"222","PC2",0.0039796081565568,4.70176849876255,"2022-02-03","15-30m",6,2
"223","PC3",-0.00351646571126036,4.78527486217125,"2022-02-03","15-30m",6,2
"224","PC4",-0.002467552297331,4.07826312410239,"2022-02-03","15-30m",6,2
"225","PC5",0.0346560217208498,7.42981761583419,"2022-02-03","15-30m",6,2
"226","PC6",0.00785896525298339,4.86198870525944,"2022-02-03","15-30m",6,2
"227","Genotype",-0.00087397558294146,0.119551712771233,"2022-03-09","15m",0,4
"228","Intensity",0.035528866503406,2.42703833227356,"2022-03-09","15m",0,4
"229","Hue",0.0583354229491439,3.14509823254271,"2022-03-09","15m",0,4
"230","Saturation",0.000828943791592264,0.592712069577519,"2022-03-09","15m",0,4
"231","Lightness",0.0267494531200543,2.02408305272092,"2022-03-09","15m",0,4
"232","a.",0.0462909645283675,2.91129350152224,"2022-03-09","15m",0,4
"233","b.",-0.000417143107016373,0.449105014969849,"2022-03-09","15m",0,4
"234","u.",0.0625716333373333,3.50017745104502,"2022-03-09","15m",0,4
"235","v.",-0.000840160580083383,0.373762397252393,"2022-03-09","15m",0,4
"236","GA",0.0261041916659566,1.76819749465747,"2022-03-09","15m",0,4
"237","GGA",0.0733285876782168,4.24017535879638,"2022-03-09","15m",0,4
"238","CSI",0.0403651951113754,2.86095180639716,"2022-03-09","15m",0,4
"239","NGRDI",0.073580466320663,4.57746837388794,"2022-03-09","15m",0,4
"240","NGRDIveg",0.0549361891939966,3.85411327368917,"2022-03-09","15m",0,4
"241","TGI",0.0202425386254314,1.57007469163848,"2022-03-09","15m",0,4
"242","TGIveg",0.048294599933696,2.98396390292461,"2022-03-09","15m",0,4
"243","PC1",0.297873936573566,25.9174392209661,"2022-03-09","15m",2,1
"244","PC2",-0.0467348798822887,11.4848941123666,"2022-03-09","15m",2,1
"245","Genotype",-0.000435122139126783,0.138182966211635,"2022-03-09","30m",0,4
"246","Intensity",0.033937514835227,2.16488678413617,"2022-03-09","30m",0,4
"247","Hue",0.0778345596363374,3.95522363647944,"2022-03-09","30m",0,4
"248","Saturation",0.00946585278529224,0.730948672519238,"2022-03-09","30m",0,4
"249","Lightness",0.0334817479766537,2.00444022311631,"2022-03-09","30m",0,4
"250","a.",0.0724807976478139,3.48675219812627,"2022-03-09","30m",0,4
"251","b.",0.00262829389250913,0.535351179429138,"2022-03-09","30m",0,4
"252","u.",0.0767950848456594,3.56561474530452,"2022-03-09","30m",0,4
"253","v.",0.00193491897276532,0.480930090000933,"2022-03-09","30m",0,4
"254","GA",0.0894558805897892,4.16786377583477,"2022-03-09","30m",0,4
"255","GGA",0.0722938664477115,3.26942285960868,"2022-03-09","30m",0,4
"256","CSI",0.0681238977584464,2.95010082589692,"2022-03-09","30m",0,4
"257","NGRDI",0.077348433313938,3.72114015587015,"2022-03-09","30m",0,4
"258","NGRDIveg",0.0685109398545026,3.47658293149856,"2022-03-09","30m",0,4
"259","TGI",0.0387544774904133,2.22223149809554,"2022-03-09","30m",0,4
"260","TGIveg",0.0063150399415499,0.706435791205104,"2022-03-09","30m",0,4
"261","PC1",0.388127980746971,25.5979692591899,"2022-03-09","30m",2,1
"262","PC2",0.0149704215920183,11.9904140741432,"2022-03-09","30m",2,1
"263","Genotype",-0.000504905032188314,0.0249105557514381,"2022-03-09","15-30m",0,5
"264","Intensity_15m",0.00983103866340508,0.760718231057212,"2022-03-09","15-30m",0,5
"265","Hue_15m",0.0338454474955132,1.74923062563414,"2022-03-09","15-30m",0,5
"266","Saturation_15m",-3.46996991656434e-05,0.193154024238359,"2022-03-09","15-30m",0,5
"267","Lightness_15m",0.00657723806203817,0.574996746550718,"2022-03-09","15-30m",0,5
"268","a._15m",0.0218105653410917,1.37592944563471,"2022-03-09","15-30m",0,5
"269","b._15m",-0.000485386921300234,0.131699690186872,"2022-03-09","15-30m",0,5
"270","u._15m",0.0382257911777206,1.97042690763041,"2022-03-09","15-30m",0,5
"271","v._15m",-0.000356518303677746,0.0962881751762466,"2022-03-09","15-30m",0,5
"272","GA_15m",0.0146870086222762,1.01198005047105,"2022-03-09","15-30m",0,5
"273","GGA_15m",0.0417433112188661,2.28741448968362,"2022-03-09","15-30m",0,5
"274","CSI_15m",0.01713126866844,1.09824100663067,"2022-03-09","15-30m",0,5
"275","NGRDI_15m",0.0447357849536161,2.38121476686278,"2022-03-09","15-30m",0,5
"276","NGRDIveg_15m",0.0295611120398725,1.89104880306432,"2022-03-09","15-30m",0,5
"277","TGI_15m",0.00880693465502357,0.777716175457142,"2022-03-09","15-30m",0,5
"278","TGIveg_15m",0.0109057409493111,0.875010431803735,"2022-03-09","15-30m",0,5
"279","Intensity_30m",0.0220497566959447,1.40437329527152,"2022-03-09","15-30m",0,5
"280","Hue_30m",0.0372248738276203,1.90308429549129,"2022-03-09","15-30m",0,5
"281","Saturation_30m",0.000646525201403045,0.267111337980805,"2022-03-09","15-30m",0,5
"282","Lightness_30m",0.0217390446761179,1.39842830488155,"2022-03-09","15-30m",0,5
"283","a._30m",0.038138760595158,2.01463368394246,"2022-03-09","15-30m",0,5
"284","b._30m",0.000182040902031816,0.221344517735561,"2022-03-09","15-30m",0,5
"285","u._30m",0.036150405128277,1.86546641605276,"2022-03-09","15-30m",0,5
"286","v._30m",0.00225188176688479,0.420286952870635,"2022-03-09","15-30m",0,5
"287","GA_30m",0.0416804012394407,2.17556982419738,"2022-03-09","15-30m",0,5
"288","GGA_30m",0.0370421786275002,1.87392006354381,"2022-03-09","15-30m",0,5
"289","CSI_30m",0.032994006748251,1.52541694905384,"2022-03-09","15-30m",0,5
"290","NGRDI_30m",0.0386595069403908,2.00959684913102,"2022-03-09","15-30m",0,5
"291","NGRDIveg_30m",0.0383383649684025,1.96423116598277,"2022-03-09","15-30m",0,5
"292","TGI_30m",0.0150403687673883,1.00785257798306,"2022-03-09","15-30m",0,5
"293","TGIveg_30m",0.00272746192770153,0.337820306714801,"2022-03-09","15-30m",0,5
"294","PC1",0.27818353512236,19.7165768672348,"2022-03-09","15-30m",3,1
"295","PC2",0.0294790187652196,9.74505386887211,"2022-03-09","15-30m",3,1
"296","PC3",-0.0284752588666326,8.11243593056009,"2022-03-09","15-30m",3,1
"297","Genotype",0.0057019635590625,1.28056513119873,"2022-06-02","50m",0,4
"298","Intensity",-2.44198224861842e-05,2.26892035904653,"2022-06-02","50m",0,4
"299","Hue",-0.00033656536076209,1.58127984728259,"2022-06-02","50m",0,4
"300","Saturation",0.0250338852807057,5.07637713467566,"2022-06-02","50m",0,4
"301","Lightness",-0.000449849805337422,2.31293053827807,"2022-06-02","50m",0,4
"302","a.",0.000294804415234487,1.66849924286886,"2022-06-02","50m",0,4
"303","b.",-0.000196979096082272,2.35466288499453,"2022-06-02","50m",0,4
"304","u.",0.000866976309215978,1.78101715578101,"2022-06-02","50m",0,4
"305","v.",-0.00123927075220587,2.31115008930848,"2022-06-02","50m",0,4
"306","GA",0.00147582456265859,2.24151965579348,"2022-06-02","50m",0,4
"307","GGA",0.00209413212320501,2.22100731352148,"2022-06-02","50m",0,4
"308","CSI",0.00804512294917064,2.69974543885035,"2022-06-02","50m",0,4
"309","NGRDI",0.00198472891666895,1.76501760123531,"2022-06-02","50m",0,4
"310","NGRDIveg",0.00282586410818508,2.43058569467532,"2022-06-02","50m",0,4
"311","TGI",0.00318476975573744,2.6263131763928,"2022-06-02","50m",0,4
"312","TGIveg",0.000165137468647027,2.87990873609687,"2022-06-02","50m",0,4
"313","PC1",0.00867012825087896,17.9481499140248,"2022-06-02","50m",2,1
"314","PC2",0.0294495227171463,19.5595917526406,"2022-06-02","50m",2,1
"315","Genotype",-0.000837019091159958,0.499663512537475,"2022-05-26","15m",0,4
"316","Intensity",9.39177058788713e-05,2.92149252536969,"2022-05-26","15m",0,4
"317","Hue",0.00336833164868364,2.28483815838147,"2022-05-26","15m",0,4
"318","Saturation",9.88125049671011e-05,2.6700605949805,"2022-05-26","15m",0,4
"319","Lightness",-0.000607874821623241,2.51502255421711,"2022-05-26","15m",0,4
"320","a.",-0.000891290278192217,2.03155641981772,"2022-05-26","15m",0,4
"321","b.",-0.00169479573818293,2.18190840831708,"2022-05-26","15m",0,4
"322","u.",0.000992632471542755,2.05364301263676,"2022-05-26","15m",0,4
"323","v.",-0.00365614729779725,2.03024689142411,"2022-05-26","15m",0,4
"324","GA",0.0251936982009258,4.61479262644356,"2022-05-26","15m",0,4
"325","GGA",0.00912810318252217,3.04408395430361,"2022-05-26","15m",0,4
"326","CSI",0.00400414609485279,2.64830712565908,"2022-05-26","15m",0,4
"327","NGRDI",-0.00101783421230211,1.78684557593681,"2022-05-26","15m",0,4
"328","NGRDIveg",-0.00190811121742707,1.77018017793463,"2022-05-26","15m",0,4
"329","TGI",-0.00465190724571341,2.29747634473513,"2022-05-26","15m",0,4
"330","TGIveg",-0.00714864094648119,1.96959045063866,"2022-05-26","15m",0,4
"331","PC1",-0.0192463117864996,12.048113697392,"2022-05-26","15m",3,1
"332","PC2",-0.0327104077889926,11.9107844210114,"2022-05-26","15m",3,1
"333","PC3",0.00848590175472664,13.3766852149318,"2022-05-26","15m",3,1
"334","Genotype",-0.000941824704662232,0.313009572549519,"2022-05-26","50m",0,4
"335","Intensity",0.0453348944969274,5.24326770868131,"2022-05-26","50m",0,4
"336","Hue",-0.00524608234950166,1.49395316009887,"2022-05-26","50m",0,4
"337","Saturation",-0.00140374934834687,2.59555590074477,"2022-05-26","50m",0,4
