"","cp","Accuracy_train","Kappa_train","AccuracySD_train","KappaSD_train","Accuracy_test","AccuracyPValue_test","Kappa_test","PC","date","alt","k","repetitions","CV","split"
"406",0.001,0.789333333,0.731751778,0.132626917,0.164467392,0.666666667,0.018758432,0.596638655,4,"05/04/2022","50m",10,10,"cv1010","8020split"
"407",0.001,0.328871337,0.15825134,0.126033218,0.157170646,0.111111111,0.995799048,-0.105566219,0,"26/05/2022","15-30-50m",10,10,"cv1010","8020split"
"408",0.001,0.266207418,0.080484192,0.09882348,0.125775978,0.277777778,0.562939325,0.09214355,3,"26/05/2022","15-30-50m",10,10,"cv1010","8020split"
"409",0.001,0.3695,0.216818681,0.196804651,0.232744403,0.25,0.609324992,0.068965517,0,"26/05/2022","50m",10,10,"cv1010","8020split"
"410",0.001,0.195333333,0.001382784,0.137275069,0.170504981,0.25,0.609324992,0.060869565,3,"26/05/2022","50m",10,10,"cv1010","8020split"
"411",0.001,0.177166667,-0.029882961,0.160555556,0.189189812,0.166666667,0.84161824,-0.034482759,0,"26/05/2022","15m",10,10,"cv1010","8020split"
"412",0.001,0.396166667,0.241168972,0.168172574,0.201926684,0.166666667,0.84161824,-0.081081081,3,"26/05/2022","15m",10,10,"cv1010","8020split"
"413",0.001,0.214333333,0.021765826,0.145836724,0.181754799,0.083333333,0.992292653,-0.128205128,0,"26/05/2022","30m",10,10,"cv1010","8020split"
"414",0.001,0.341857143,0.153048876,0.207707865,0.259061065,0,1,-0.133858268,3,"26/05/2022","30m",10,10,"cv1010","8020split"
"415",0.001,0.448603535,0.308709707,0.158109249,0.197687891,0.541666667,0.008934271,0.426086957,0,"14/02/2022","15-30m",10,10,"cv1010","8020split"
"416",0.001,0.394425325,0.243267751,0.136689984,0.170746539,0.583333333,0.002719681,0.464285714,4,"14/02/2022","15-30m",10,10,"cv1010","8020split"
"417",0.001,0.579,0.467278098,0.107664212,0.128413946,0.416666667,0.368479286,0.305785124,0,"14/02/2022","15m",10,10,"cv1010","8020split"
"418",0.001,0.487666667,0.348669094,0.152230332,0.189312217,0.25,0.818877354,0.044247788,3,"14/02/2022","15m",10,10,"cv1010","8020split"
"419",0.001,0.578,0.468589744,0.221828945,0.279164699,0.583333333,0.014252782,0.469026549,0,"14/02/2022","30m",10,10,"cv1010","8020split"
"420",0.001,0.2965,0.122948718,0.165641544,0.201923087,0.333333333,0.351221383,0.172413793,3,"14/02/2022","30m",10,10,"cv1010","8020split"
"421",0.001,0.377683375,0.223190938,0.083382781,0.102898202,0.5,0.00719965,0.357142857,0,"03/02/2022","15-30m",5,10,"cv510","8020split"
"422",0.001,0.323118138,0.153399491,0.081482924,0.102733888,0.5,0.00719965,0.379310345,3,"03/02/2022","15-30m",5,10,"cv510","8020split"
"423",0.001,0.410636364,0.263848754,0.135273445,0.181605484,0.5,0.177722456,0.333333333,0,"03/02/2022","30m",5,10,"cv510","8020split"
"424",0.001,0.274590909,0.097181347,0.122357151,0.152461463,0.416666667,0.368479286,0.256637168,4,"03/02/2022","30m",5,10,"cv510","8020split"
"425",0.001,0.514141414,0.37580079,0.15313051,0.188237707,0.583333333,0.189264302,0.495798319,0,"03/02/2022","15m",5,10,"cv510","8020split"
"426",0.001,0.439646465,0.288165014,0.127100416,0.157584861,0.416666667,0.608374247,0.294117647,3,"03/02/2022","15m",5,10,"cv510","8020split"
"427",0.001,0.380227273,0.212198146,0.126244147,0.15081785,0.333333333,0.606925322,0.172413793,0,"03/05/2022","50m",5,10,"cv510","8020split"
"428",0.001,0.347257576,0.179020493,0.098064901,0.106160889,0.25,0.818877354,0.169230769,3,"03/05/2022","50m",5,10,"cv510","8020split"
"429",0.001,0.329211951,0.155955184,0.1027584,0.127054711,0.333333333,0.732385658,0.146666667,0,"19/01/2022","15-30m",5,10,"cv510","8020split"
"430",0.001,0.328655118,0.156071046,0.098969057,0.123790617,0.291666667,0.854674206,0.076923077,4,"19/01/2022","15-30m",5,10,"cv510","8020split"
"431",0.001,0.306005051,0.126976656,0.129007742,0.16355266,0.333333333,0.606925322,0.157894737,0,"19/01/2022","30m",5,10,"cv510","8020split"
"432",0.001,0.253467532,0.066243908,0.106609926,0.132356657,0.5,0.177722456,0.373913043,4,"19/01/2022","30m",5,10,"cv510","8020split"
"433",0.001,0.389893939,0.239357362,0.103731513,0.126761247,0.25,0.818877354,0.044247788,0,"19/01/2022","15m",5,10,"cv510","8020split"
"434",0.001,0.398328283,0.24852386,0.110710588,0.140079148,0.5,0.177722456,0.351351351,4,"19/01/2022","15m",5,10,"cv510","8020split"
"435",0.001,0.665804511,0.581048384,0.072051356,0.090055187,0.666666667,2.02e-05,0.578947368,0,"09/03/2022","15-30m",5,10,"cv510","8020split"
"436",0.001,0.679333186,0.598416823,0.08979359,0.111938935,0.666666667,2.02e-05,0.58974359,3,"09/03/2022","15-30m",5,10,"cv510","8020split"
"437",0.001,0.525818182,0.399983784,0.080456414,0.099366937,0.416666667,0.368479286,0.305785124,0,"09/03/2022","15m",5,10,"cv510","8020split"
"438",0.001,0.589348485,0.481509931,0.069335876,0.082575804,0.416666667,0.368479286,0.305785124,2,"09/03/2022","15m",5,10,"cv510","8020split"
"439",0.001,0.475575758,0.335489709,0.091569031,0.112974622,0.75,0.000391662,0.686956522,0,"09/03/2022","30m",5,10,"cv510","8020split"
"440",0.001,0.546606061,0.426704439,0.060514949,0.077133922,0.666666667,0.00278151,0.575221239,2,"09/03/2022","30m",5,10,"cv510","8020split"
"441",0.001,0.218292929,0.032930683,0.107188811,0.128796808,0,1,-0.170731707,0,"02/06/2022","50m",5,10,"cv510","8020split"
"442",0.001,0.173424242,-0.032416334,0.090757099,0.111601637,0.083333333,0.992292653,-0.147826087,2,"02/06/2022","50m",5,10,"cv510","8020split"
"443",0.001,0.744020202,0.67134404,0.0813917,0.104526817,0.5,0.612792969,0.409836066,0,"22/03/2022","50m",5,10,"cv510","8020split"
"444",0.001,0.728919192,0.655647223,0.071029158,0.091533956,0.333333333,0.927001953,0.225806452,2,"22/03/2022","50m",5,10,"cv510","8020split"
"445",0.001,0.583833333,0.476775687,0.168853464,0.21114782,0.5,0.054402232,0.379310345,0,"19/04/2022","50m",5,10,"cv510","8020split"
"446",0.001,0.408944444,0.263464945,0.119405929,0.149673935,0.333333333,0.351221383,0.150442478,3,"19/04/2022","50m",5,10,"cv510","8020split"
"447",0.001,0.524979076,0.400878709,0.080927002,0.097972269,0.833333333,3.76e-05,0.781818182,0,"05/04/2022","50m",5,10,"cv510","8020split"
"448",0.001,0.565452381,0.447894458,0.064188192,0.077701691,0.75,0.000391662,0.675675676,4,"05/04/2022","50m",5,10,"cv510","8020split"
"449",0.001,0.25673545,0.067611451,0.07149724,0.090702687,0.194444444,0.978497126,0.011363636,0,"26/05/2022","15-30-50m",5,10,"cv510","8020split"
"450",0.001,0.259095238,0.069616653,0.074546181,0.094676432,0.333333333,0.562372037,0.194029851,3,"26/05/2022","15-30-50m",5,10,"cv510","8020split"
"451",0.001,0.352166667,0.190710427,0.111557056,0.136575888,0.416666667,0.157643676,0.263157895,0,"26/05/2022","50m",5,10,"cv510","8020split"
"452",0.001,0.208222222,0.015912978,0.082990527,0.100590238,0.166666667,0.84161824,-0.043478261,3,"26/05/2022","50m",5,10,"cv510","8020split"
"453",0.001,0.293232323,0.114058035,0.122936101,0.146418782,0.25,0.609324992,0.068965517,0,"26/05/2022","15m",5,10,"cv510","8020split"
"454",0.001,0.349313131,0.181240854,0.141805319,0.176933399,0.25,0.609324992,0.027027027,3,"26/05/2022","15m",5,10,"cv510","8020split"
"455",0.001,0.213777778,0.00307937,0.111575545,0.137987961,0.083333333,0.998447608,-0.064516129,0,"26/05/2022","30m",5,10,"cv510","8020split"
"456",0.001,0.301333333,0.114145185,0.117125715,0.145113399,0.333333333,0.808403993,0.102803738,3,"26/05/2022","30m",5,10,"cv510","8020split"
"457",0.001,0.472898767,0.335201632,0.095091248,0.116796099,0.333333333,0.925842635,0.076923077,0,"14/02/2022","15-30m",5,10,"cv510","8020split"
"458",0.001,0.442248513,0.293931394,0.105482102,0.133517887,0.333333333,0.925842635,0.111111111,3,"14/02/2022","15-30m",5,10,"cv510","8020split"
"459",0.001,0.55510101,0.440034927,0.150053634,0.185209035,0.666666667,0.00278151,0.58974359,0,"14/02/2022","15m",5,10,"cv510","8020split"
"460",0.001,0.392156566,0.242966142,0.135517988,0.163438077,0.666666667,0.00278151,0.593220339,3,"14/02/2022","15m",5,10,"cv510","8020split"
"461",0.001,0.452646465,0.306272115,0.096400411,0.120469164,0.416666667,0.608374247,0.317073171,0,"14/02/2022","30m",5,10,"cv510","8020split"
"462",0.001,0.347454545,0.174811208,0.111191944,0.137846637,0.25,0.932866946,0.149606299,3,"14/02/2022","30m",5,10,"cv510","8020split"
"463",0.001,0.327952479,0.159324273,0.094908802,0.118868453,0.333333333,0.233795831,0.193277311,0,"03/02/2022","15-30m",5,10,"cv510","8020split"
"464",0.001,0.319251167,0.147838403,0.083795553,0.103050661,0.541666667,0.002094047,0.432258065,4,"03/02/2022","15-30m",5,10,"cv510","8020split"
"465",0.001,0.419772727,0.274247386,0.132455588,0.166379171,0.583333333,0.06644764,0.454545455,0,"03/02/2022","30m",5,10,"cv510","8020split"
"466",0.001,0.402020202,0.254259824,0.104926746,0.127301695,0.25,0.818877354,0.1,4,"03/02/2022","30m",5,10,"cv510","8020split"
"467",0.001,0.433177489,0.284351246,0.092877032,0.10688858,0.583333333,0.06644764,0.47826087,0,"03/02/2022","15m",5,10,"cv510","8020split"
"468",0.001,0.499717172,0.360776035,0.113688319,0.138589252,0.333333333,0.606925322,0.179487179,3,"03/02/2022","15m",5,10,"cv510","8020split"
"469",0.001,0.438121212,0.284919114,0.123977056,0.154846644,0.25,0.932866946,0.12195122,0,"03/05/2022","50m",5,10,"cv510","8020split"
"470",0.001,0.292848485,0.108639067,0.122057425,0.151475887,0.166666667,0.985141386,0.05511811,3,"03/05/2022","50m",5,10,"cv510","8020split"
"471",0.001,0.339888201,0.169357315,0.098497141,0.124942142,0.208333333,0.99117341,-0.002197802,0,"19/01/2022","15-30m",5,10,"cv510","8020split"
"472",0.001,0.298359993,0.112717024,0.109631921,0.137648902,0.291666667,0.92904876,0.144654088,4,"19/01/2022","15-30m",5,10,"cv510","8020split"
"473",0.001,0.488277778,0.360129578,0.137623819,0.169361638,0.166666667,0.84161824,-0.043478261,0,"19/01/2022","30m",5,10,"cv510","8020split"
"474",0.001,0.324611111,0.152772876,0.105265759,0.127953356,0.166666667,0.84161824,0,4,"19/01/2022","30m",5,10,"cv510","8020split"
"475",0.001,0.400944444,0.24891299,0.147829695,0.182488974,0.583333333,0.014252782,0.487179487,0,"19/01/2022","15m",5,10,"cv510","8020split"
"476",0.001,0.422222222,0.272299451,0.09986133,0.122792791,0.5,0.054402232,0.379310345,4,"19/01/2022","15m",5,10,"cv510","8020split"
"477",0.001,0.653145136,0.564361069,0.094998729,0.118398048,0.666666667,0.000859483,0.578021978,0,"09/03/2022","15-30m",5,10,"cv510","8020split"
"478",0.001,0.643210526,0.551946043,0.089268882,0.111691717,0.708333333,0.000192837,0.63238512,3,"09/03/2022","15-30m",5,10,"cv510","8020split"
"479",0.001,0.54369697,0.422300853,0.067534876,0.083763552,0.416666667,0.368479286,0.305785124,0,"09/03/2022","15m",5,10,"cv510","8020split"
"480",0.001,0.589808081,0.481545709,0.068241416,0.0826317,0.416666667,0.368479286,0.305785124,2,"09/03/2022","15m",5,10,"cv510","8020split"
"481",0.001,0.565439394,0.454037155,0.062658734,0.074543038,0.416666667,0.368479286,0.243243243,0,"09/03/2022","30m",5,10,"cv510","8020split"
"482",0.001,0.580555556,0.472228632,0.040991465,0.050734906,0.5,0.177722456,0.345454545,2,"09/03/2022","30m",5,10,"cv510","8020split"
"483",0.001,0.325777778,0.155895869,0.080174523,0.099897848,0.166666667,0.84161824,-0.025641026,0,"02/06/2022","50m",5,10,"cv510","8020split"
"484",0.001,0.189833333,-0.015415805,0.080260053,0.09934564,0.333333333,0.351221383,0.172413793,2,"02/06/2022","50m",5,10,"cv510","8020split"
"485",0.001,0.779590909,0.721854824,0.090236433,0.111093162,0.666666667,0.018758432,0.593220339,0,"22/03/2022","50m",5,10,"cv510","8020split"
"486",0.001,0.764363636,0.702016386,0.085175103,0.105579059,0.666666667,0.018758432,0.593220339,3,"22/03/2022","50m",5,10,"cv510","8020split"
"487",0.001,0.648449495,0.557798984,0.136043893,0.173209515,0.666666667,0.018758432,0.567567568,0,"19/04/2022","50m",5,10,"cv510","8020split"
"488",0.001,0.412777778,0.262890581,0.118986976,0.143002754,0.25,0.818877354,0.076923077,3,"19/04/2022","50m",5,10,"cv510","8020split"
"489",0.001,0.690641414,0.607188824,0.119837082,0.153974392,0.666666667,0.018758432,0.606557377,0,"05/04/2022","50m",5,10,"cv510","8020split"
"490",0.001,0.739944444,0.66911995,0.086516206,0.111373439,0.666666667,0.018758432,0.606557377,4,"05/04/2022","50m",5,10,"cv510","8020split"
"491",0.001,0.253590915,0.067769808,0.085637856,0.106651254,0.277777778,0.411681527,0.0859375,0,"26/05/2022","15-30-50m",5,10,"cv510","8020split"
"492",0.001,0.24716398,0.059180911,0.076880676,0.095714987,0.361111111,0.092207144,0.20537428,3,"26/05/2022","15-30-50m",5,10,"cv510","8020split"
"493",0.001,0.394666667,0.242047224,0.140011157,0.172526613,0.333333333,0.351221383,0.172413793,0,"26/05/2022","50m",5,10,"cv510","8020split"
"494",0.001,0.284166667,0.100418146,0.106379186,0.130823079,0,1,-0.210084034,3,"26/05/2022","50m",5,10,"cv510","8020split"
"495",0.001,0.290888889,0.106161562,0.127690298,0.157563779,0.333333333,0.606925322,0.2,0,"26/05/2022","15m",5,10,"cv510","8020split"
"496",0.001,0.294444444,0.115306079,0.103801514,0.127785292,0.166666667,0.946048574,0,3,"26/05/2022","15m",5,10,"cv510","8020split"
"497",0.001,0.180272006,-0.021210938,0.096340797,0.117989541,0.25,0.609324992,0.044247788,0,"26/05/2022","30m",5,10,"cv510","8020split"
"498",0.001,0.228406205,0.035350059,0.115276291,0.146869844,0.25,0.609324992,0.018181818,3,"26/05/2022","30m",5,10,"cv510","8020split"
"499",0.001,0.497947368,0.371211957,0.124944773,0.156379613,0.5,0.067658779,0.357142857,0,"14/02/2022","15-30m",5,10,"cv510","8020split"
"500",0.001,0.41,0.259294396,0.090314805,0.113847914,0.5,0.067658779,0.345454545,4,"14/02/2022","15-30m",5,10,"cv510","8020split"
"501",0.001,0.601525253,0.496064969,0.149914672,0.189326829,0.416666667,0.368479286,0.31147541,0,"14/02/2022","15m",5,10,"cv510","8020split"
"502",0.001,0.509606061,0.38403481,0.128881458,0.162755747,0.5,0.177722456,0.384615385,3,"14/02/2022","15m",5,10,"cv510","8020split"
"503",0.001,0.542419192,0.425200801,0.147986627,0.179676096,0.583333333,0.06644764,0.459459459,0,"14/02/2022","30m",5,10,"cv510","8020split"
"504",0.001,0.278106061,0.094169588,0.103749261,0.120544141,0.416666667,0.368479286,0.3,3,"14/02/2022","30m",5,10,"cv510","8020split"
"505",0.001,0.318625043,0.148515369,0.101759703,0.1269692,0.458333333,0.021338242,0.31277533,0,"03/02/2022","15-30m",5,10,"cv510","8020split"
"506",0.001,0.282090815,0.104324586,0.084169106,0.107177442,0.166666667,0.884981629,-0.045751634,4,"03/02/2022","15-30m",5,10,"cv510","8020split"
"507",0.001,0.469555556,0.338398704,0.087684873,0.107814717,0.5,0.054402232,0.373913043,0,"03/02/2022","30m",5,10,"cv510","8020split"
"508",0.001,0.385222222,0.23103892,0.140307315,0.169388912,0.25,0.609324992,0.076923077,4,"03/02/2022","30m",5,10,"cv510","8020split"
"509",0.001,0.493722222,0.363200451,0.12664241,0.158921247,0.75,0.000391662,0.689655172,0,"03/02/2022","15m",5,10,"cv510","8020split"
"510",0.001,0.418111111,0.26961693,0.130436985,0.163656683,0.416666667,0.157643676,0.269565217,3,"03/02/2022","15m",5,10,"cv510","8020split"
"511",0.001,0.463555556,0.328674491,0.118910821,0.146823698,0.25,0.818877354,0.035714286,0,"03/05/2022","50m",5,10,"cv510","8020split"
"512",0.001,0.427555556,0.286368673,0.13367756,0.166026637,0.416666667,0.368479286,0.25,3,"03/05/2022","50m",5,10,"cv510","8020split"
"513",0.001,0.277685046,0.098145468,0.09185017,0.112588077,0.333333333,0.399806108,0.135135135,0,"19/01/2022","15-30m",5,10,"cv510","8020split"
"514",0.001,0.278379282,0.097134755,0.096929797,0.119821398,0.416666667,0.13187863,0.289640592,4,"19/01/2022","15-30m",5,10,"cv510","8020split"
"515",0.001,0.314045455,0.136373503,0.135878929,0.169599744,0.333333333,0.606925322,0.2,0,"19/01/2022","30m",5,10,"cv510","8020split"
"516",0.001,0.326717893,0.152447633,0.11169891,0.131504891,0.416666667,0.368479286,0.317073171,4,"19/01/2022","30m",5,10,"cv510","8020split"
"517",0.001,0.420116162,0.262411722,0.124272458,0.158788199,0.5,0.177722456,0.384615385,0,"19/01/2022","15m",5,10,"cv510","8020split"
"518",0.001,0.400429293,0.243973989,0.117088244,0.140488234,0.333333333,0.606925322,0.179487179,4,"19/01/2022","15m",5,10,"cv510","8020split"
"519",0.001,0.685409357,0.60632649,0.110319275,0.138162418,0.625,0.000111652,0.523178808,0,"09/03/2022","15-30m",5,10,"cv510","8020split"
"520",0.001,0.647842105,0.558966902,0.074518998,0.09362092,0.791666667,4e-08,0.736263736,3,"09/03/2022","15-30m",5,10,"cv510","8020split"
"521",0.001,0.528444444,0.406086211,0.080442214,0.102321238,0.583333333,0.014252782,0.491525424,0,"09/03/2022","15m",5,10,"cv510","8020split"
"522",0.001,0.546,0.434070579,0.070686534,0.086372489,0.583333333,0.014252782,0.473684211,2,"09/03/2022","15m",5,10,"cv510","8020split"
"523",0.001,0.545,0.426555611,0.099357028,0.120557184,0.5,0.054402232,0.4,0,"09/03/2022","30m",5,10,"cv510","8020split"
"524",0.001,0.622333333,0.523390476,0.040069384,0.045547623,0.5,0.054402232,0.4,2,"09/03/2022","30m",5,10,"cv510","8020split"
"525",0.001,0.263333333,0.080659074,0.109565497,0.133604323,0.25,0.609324992,0.068965517,0,"02/06/2022","50m",5,10,"cv510","8020split"
"526",0.001,0.313666667,0.142483847,0.127511109,0.156612046,0.166666667,0.84161824,-0.043478261,2,"02/06/2022","50m",5,10,"cv510","8020split"
"527",0.001,0.535444444,0.409036984,0.127722744,0.153667559,0.583333333,0.189264302,0.417475728,0,"22/03/2022","50m",5,10,"cv510","8020split"
"528",0.001,0.576883838,0.460467511,0.108277058,0.128332915,0.583333333,0.189264302,0.417475728,2,"22/03/2022","50m",5,10,"cv510","8020split"
"529",0.001,0.689358586,0.602805382,0.160989908,0.202547308,0.583333333,0.189264302,0.516129032,0,"19/04/2022","50m",5,10,"cv510","8020split"
"530",0.001,0.504580808,0.363298273,0.117889034,0.14192477,0.25,0.932866946,0.162790698,3,"19/04/2022","50m",5,10,"cv510","8020split"
"531",0.001,0.680747475,0.59986858,0.107564065,0.13168274,0.75,0.020559498,0.632653061,0,"05/04/2022","50m",5,10,"cv510","8020split"
"532",0.001,0.743111111,0.677092789,0.10809799,0.131243841,0.75,0.020559498,0.625,4,"05/04/2022","50m",5,10,"cv510","8020split"
"533",0.001,0.260446451,0.07081562,0.069827964,0.088745504,0.277777778,0.810334741,0.11026616,0,"26/05/2022","15-30-50m",5,10,"cv510","8020split"
"534",0.001,0.23824886,0.045688512,0.070942319,0.091213482,0.222222222,0.948638453,0.00099108,3,"26/05/2022","15-30-50m",5,10,"cv510","8020split"
"535",0.001,0.339949495,0.163680012,0.131097813,0.155033279,0.166666667,0.946048574,0.032258065,0,"26/05/2022","50m",5,10,"cv510","8020split"
"536",0.001,0.227212121,0.018866855,0.113329593,0.153953095,0,1,-0.170731707,3,"26/05/2022","50m",5,10,"cv510","8020split"
"537",0.001,0.326060606,0.143254382,0.143266582,0.172948824,0.083333333,0.998447608,-0.039370079,0,"26/05/2022","15m",5,10,"cv510","8020split"
"538",0.001,0.238479798,0.032036798,0.116591479,0.143833121,0.166666667,0.985141386,0.04,3,"26/05/2022","15m",5,10,"cv510","8020split"
"539",0.001,0.142436508,-0.074286027,0.09684819,0.118263408,0.166666667,0.946048574,0,0,"26/05/2022","30m",5,10,"cv510","8020split"
"540",0.001,0.273616883,0.076356121,0.111117634,0.129593297,0.25,0.818877354,0.136,3,"26/05/2022","30m",5,10,"cv510","8020split"
"541",0.001,0.441430635,0.299661264,0.099060926,0.124720344,0.583333333,0.002719681,0.496855346,0,"14/02/2022","15-30m",5,10,"cv510","8020split"
"542",0.001,0.456995872,0.319670971,0.094094821,0.118050662,0.541666667,0.008934271,0.394495413,3,"14/02/2022","15-30m",5,10,"cv510","8020split"
"543",0.001,0.618020202,0.514648656,0.089631035,0.110628638,0.5,0.379768823,0.404958678,0,"14/02/2022","15m",5,10,"cv510","8020split"
"544",0.001,0.519151515,0.387613809,0.1060336,0.13200038,0.25,0.932866946,0.107438017,3,"14/02/2022","15m",5,10,"cv510","8020split"
"545",0.001,0.488247475,0.357437215,0.079980482,0.101590944,0.5,0.177722456,0.345454545,0,"14/02/2022","30m",5,10,"cv510","8020split"
"546",0.001,0.307843434,0.126935829,0.121555041,0.151121291,0.166666667,0.946048574,0.008264463,3,"14/02/2022","30m",5,10,"cv510","8020split"
"547",0.001,0.382797828,0.225447606,0.102700281,0.128459608,0.208333333,0.975651668,0.031847134,0,"03/02/2022","15-30m",5,10,"cv510","8020split"
"548",0.001,0.365710109,0.205350681,0.106725823,0.130009658,0.375,0.57646776,0.183673469,3,"03/02/2022","15-30m",5,10,"cv510","8020split"
"549",0.001,0.45160101,0.308779483,0.10344638,0.133329326,0.5,0.177722456,0.379310345,0,"03/02/2022","30m",5,10,"cv510","8020split"
"550",0.001,0.359873737,0.202337186,0.107810681,0.13145141,0.5,0.177722456,0.333333333,4,"03/02/2022","30m",5,10,"cv510","8020split"
"551",0.001,0.549505051,0.437852336,0.113048399,0.139788238,0.416666667,0.157643676,0.236363636,0,"03/02/2022","15m",5,10,"cv510","8020split"
"552",0.001,0.476041126,0.342754661,0.102593785,0.12511267,0.333333333,0.351221383,0.157894737,3,"03/02/2022","15m",5,10,"cv510","8020split"
"553",0.001,0.418060606,0.265547616,0.095926801,0.119275345,0.333333333,0.606925322,0.135135135,0,"03/05/2022","50m",5,10,"cv510","8020split"
"554",0.001,0.300287879,0.114602298,0.124047462,0.150445045,0.583333333,0.06644764,0.459459459,3,"03/05/2022","50m",5,10,"cv510","8020split"
"555",0.001,0.314573099,0.142187859,0.088673892,0.110733855,0.291666667,0.392587662,0.131914894,0,"19/01/2022","15-30m",5,10,"cv510","8020split"
"556",0.001,0.427046784,0.283158588,0.101285029,0.126190784,0.208333333,0.753351559,0.025641026,4,"19/01/2022","15-30m",5,10,"cv510","8020split"
"557",0.001,0.368,0.209161363,0.105072988,0.12503486,0.333333333,0.606925322,0.165217391,0,"19/01/2022","30m",5,10,"cv510","8020split"
"558",0.001,0.333065657,0.159959299,0.099153802,0.122047382,0.083333333,0.992292653,-0.073170732,4,"19/01/2022","30m",5,10,"cv510","8020split"
"559",0.001,0.394128427,0.237605283,0.135318665,0.165531797,0.416666667,0.157643676,0.305785124,0,"19/01/2022","15m",5,10,"cv510","8020split"
"560",0.001,0.417090188,0.261195522,0.115598321,0.141371308,0.333333333,0.351221383,0.2,4,"19/01/2022","15m",5,10,"cv510","8020split"
"561",0.001,0.670403361,0.587551246,0.099349259,0.12437816,0.583333333,0.000523093,0.457013575,0,"09/03/2022","15-30m",5,10,"cv510","8020split"
"562",0.001,0.73952204,0.673400567,0.079903971,0.100010992,0.5,0.00719965,0.365638767,3,"09/03/2022","15-30m",5,10,"cv510","8020split"
"563",0.001,0.500959596,0.377673124,0.082867994,0.099934241,0.5,0.054402232,0.373913043,0,"09/03/2022","15m",5,10,"cv510","8020split"
"564",0.001,0.536832612,0.42349238,0.071673978,0.084887071,0.5,0.054402232,0.373913043,2,"09/03/2022","15m",5,10,"cv510","8020split"
"565",0.001,0.543787879,0.422284012,0.088085059,0.110263095,0.583333333,0.189264302,0.473684211,0,"09/03/2022","30m",5,10,"cv510","8020split"
"566",0.001,0.583828283,0.473796815,0.070969727,0.085040247,0.583333333,0.189264302,0.473684211,2,"09/03/2022","30m",5,10,"cv510","8020split"
"567",0.001,0.287207071,0.103743235,0.09733563,0.121880272,0.083333333,0.998447608,-0.047619048,0,"02/06/2022","50m",5,10,"cv510","8020split"
"568",0.001,0.194161616,-0.023889399,0.095278311,0.115461872,0.083333333,0.998447608,-0.073170732,2,"02/06/2022","50m",5,10,"cv510","8020split"
"569",0.001,0.722277778,0.652860844,0.096048011,0.118623811,0.75,0.003855555,0.681415929,0,"22/03/2022","50m",5,10,"cv510","8020split"
"570",0.001,0.760565657,0.699458183,0.081032375,0.099669042,0.75,0.003855555,0.681415929,2,"22/03/2022","50m",5,10,"cv510","8020split"
"571",0.001,0.726752525,0.653265504,0.108471046,0.136229299,0.583333333,0.06644764,0.495798319,0,"19/04/2022","50m",5,10,"cv510","8020split"
"572",0.001,0.503651515,0.370924084,0.090194851,0.11120722,0.25,0.818877354,0.149606299,3,"19/04/2022","50m",5,10,"cv510","8020split"
"573",0.001,0.6315,0.530780801,0.100429944,0.124047526,0.333333333,0.808403993,0.244094488,0,"05/04/2022","50m",5,10,"cv510","8020split"
"574",0.001,0.646469697,0.549624564,0.098619483,0.120908285,0.333333333,0.808403993,0.244094488,4,"05/04/2022","50m",5,10,"cv510","8020split"
"575",0.001,0.250405765,0.062487779,0.078747228,0.097920966,0.222222222,0.564888654,0.028901734,0,"26/05/2022","15-30-50m",5,10,"cv510","8020split"
"576",0.001,0.290476205,0.111533772,0.074609544,0.092983361,0.138888889,0.926812521,-0.062857143,3,"26/05/2022","15-30-50m",5,10,"cv510","8020split"
"577",0.001,0.298964646,0.115850755,0.112254456,0.135886312,0.25,0.609324992,0.060869565,0,"26/05/2022","50m",5,10,"cv510","8020split"
"578",0.001,0.203008658,0.007645624,0.088560839,0.108537819,0.083333333,0.968323648,-0.157894737,3,"26/05/2022","50m",5,10,"cv510","8020split"
"579",0.001,0.250247475,0.058729067,0.116560853,0.137404798,0.166666667,0.946048574,-0.008403361,0,"26/05/2022","15m",5,10,"cv510","8020split"
"580",0.001,0.227746032,0.026320128,0.091293916,0.108906389,0.166666667,0.946048574,0.047619048,3,"26/05/2022","15m",5,10,"cv510","8020split"
"581",0.001,0.236792929,0.04230586,0.104285614,0.133975217,0.166666667,0.946048574,0,0,"26/05/2022","30m",5,10,"cv510","8020split"
"582",0.001,0.179313131,-0.033795929,0.111179502,0.134739662,0.25,0.818877354,0.052631579,3,"26/05/2022","30m",5,10,"cv510","8020split"
"583",0.001,0.515791292,0.392867569,0.105862272,0.133704905,0.333333333,0.399806108,0.177730193,0,"14/02/2022","15-30m",5,10,"cv510","8020split"
"584",0.001,0.392509607,0.237064979,0.098234431,0.123006934,0.666666667,0.000157148,0.578947368,3,"14/02/2022","15-30m",5,10,"cv510","8020split"
"585",0.001,0.525444444,0.403732767,0.137770469,0.174916323,0.75,0.000391662,0.684210526,0,"14/02/2022","15m",5,10,"cv510","8020split"
"586",0.001,0.448090909,0.306581287,0.169360835,0.210492143,0.583333333,0.014252782,0.5,3,"14/02/2022","15m",5,10,"cv510","8020split"
"587",0.001,0.447666667,0.311365464,0.099965058,0.11608301,0.583333333,0.06644764,0.469026549,0,"14/02/2022","30m",5,10,"cv510","8020split"
"588",0.001,0.3339329,0.158364005,0.113749765,0.141160217,0.416666667,0.368479286,0.243243243,3,"14/02/2022","30m",5,10,"cv510","8020split"
