"","Accuracy_train","Kappa_train","AccuracySD_train","KappaSD_train","Accuracy_test","AccuracyPValue_test","Kappa_test","PC","date","alt","k","repetitions"
"1",0.377683375104428,0.223190938127479,0.0833827809330109,0.102898202256982,0.5,0.00719965000785551,0.357142857142857,0,"2022-02-03","15-30m",5,10
"2",0.323118138483464,0.153399490894472,0.0814829236950476,0.102733887936677,0.5,0.00719965000785551,0.379310344827586,3,"2022-02-03","15-30m",5,10
"3",0.410636363636364,0.263848753727052,0.135273445077224,0.18160548375531,0.5,0.177722456490937,0.333333333333333,0,"2022-02-03","30m",5,10
"4",0.274590909090909,0.0971813465048393,0.122357151112918,0.152461463096504,0.416666666666667,0.368479285565096,0.256637168141593,4,"2022-02-03","30m",5,10
"5",0.514141414141414,0.375800789501258,0.153130509837553,0.188237706789448,0.583333333333333,0.189264302375606,0.495798319327731,0,"2022-02-03","15m",5,10
"6",0.439646464646465,0.288165013593805,0.127100415728373,0.157584860627024,0.416666666666667,0.608374246704568,0.294117647058824,3,"2022-02-03","15m",5,10
"7",0.380227272727273,0.21219814589882,0.126244146761483,0.15081785006895,0.333333333333333,0.606925321907793,0.172413793103448,0,"2022-05-03","50m",5,10
"8",0.347257575757576,0.179020493458518,0.0980649014258964,0.106160889218688,0.25,0.818877354212415,0.169230769230769,3,"2022-05-03","50m",5,10
"9",0.329211951447246,0.155955183945042,0.102758399654423,0.127054711350132,0.333333333333333,0.732385658362546,0.146666666666667,0,"2022-01-19","15-30m",5,10
"10",0.328655118187626,0.156071045619955,0.0989690570607897,0.123790616904781,0.291666666666667,0.854674206107872,0.0769230769230769,4,"2022-01-19","15-30m",5,10
"11",0.306005050505051,0.126976656126966,0.129007741661638,0.163552660082779,0.333333333333333,0.606925321907793,0.157894736842105,0,"2022-01-19","30m",5,10
"12",0.253467532467532,0.0662439081081704,0.106609925720224,0.13235665718174,0.5,0.177722456490937,0.373913043478261,4,"2022-01-19","30m",5,10
"13",0.389893939393939,0.239357361666796,0.103731512570229,0.126761246897117,0.25,0.818877354212415,0.0442477876106195,0,"2022-01-19","15m",5,10
"14",0.398328282828283,0.248523860044021,0.110710587520523,0.140079148398987,0.5,0.177722456490937,0.351351351351351,4,"2022-01-19","15m",5,10
"15",0.665804511278196,0.581048383618404,0.0720513559723538,0.0900551869720992,0.666666666666667,2.02210569923978e-05,0.578947368421053,0,"2022-03-09","15-30m",5,10
"16",0.679333185905941,0.59841682292054,0.0897935895448307,0.1119389354875,0.666666666666667,2.02210569923978e-05,0.58974358974359,3,"2022-03-09","15-30m",5,10
"17",0.525818181818182,0.399983783527589,0.080456414372695,0.0993669371724128,0.416666666666667,0.368479285565096,0.305785123966942,0,"2022-03-09","15m",5,10
"18",0.589348484848485,0.481509931493616,0.0693358756652789,0.0825758038119044,0.416666666666667,0.368479285565096,0.305785123966942,2,"2022-03-09","15m",5,10
"19",0.475575757575758,0.335489708903413,0.0915690309164767,0.112974622031337,0.75,0.000391662120819092,0.68695652173913,0,"2022-03-09","30m",5,10
"20",0.546606060606061,0.426704439143561,0.0605149490362857,0.0771339222193773,0.666666666666667,0.00278151035308838,0.575221238938053,2,"2022-03-09","30m",5,10
"21",0.218292929292929,0.0329306829886298,0.107188811499398,0.128796808180587,0,1,-0.170731707317073,0,"2022-06-02","50m",5,10
"22",0.173424242424242,-0.0324163335650162,0.0907570988282282,0.111601636669889,0.0833333333333333,0.992292653370741,-0.147826086956522,2,"2022-06-02","50m",5,10
"23",0.744020202020202,0.671344040413848,0.0813917004417488,0.104526817248678,0.5,0.61279296875,0.409836065573771,0,"2022-03-22","50m",5,10
"24",0.728919191919192,0.655647222925343,0.07102915788932,0.0915339555516961,0.333333333333333,0.927001953125,0.225806451612903,2,"2022-03-22","50m",5,10
"25",0.583833333333333,0.476775686813187,0.168853463658488,0.211147820304991,0.5,0.0544022321701049,0.379310344827586,0,"2022-04-19","50m",5,10
"26",0.408944444444444,0.263464945317502,0.119405929032578,0.149673935359971,0.333333333333333,0.351221382617951,0.150442477876106,3,"2022-04-19","50m",5,10
"27",0.524979076479076,0.400878708916029,0.0809270015116193,0.0979722692645718,0.833333333333333,3.76105308532715e-05,0.781818181818182,0,"2022-04-05","50m",5,10
"28",0.565452380952381,0.447894458227565,0.064188191530764,0.0777016911234399,0.75,0.000391662120819092,0.675675675675676,4,"2022-04-05","50m",5,10
"29",0.25673544973545,0.0676114511445892,0.0714972401923594,0.0907026867954259,0.194444444444444,0.978497125809362,0.0113636363636364,0,"2022-05-26","15-30-50m",5,10
"30",0.259095238095238,0.0696166527439453,0.0745461813756571,0.0946764321166867,0.333333333333333,0.56237203669114,0.194029850746269,3,"2022-05-26","15-30-50m",5,10
"31",0.352166666666667,0.190710427449343,0.111557055780356,0.136575887955257,0.416666666666667,0.157643675804138,0.263157894736842,0,"2022-05-26","50m",5,10
"32",0.208222222222222,0.0159129779351465,0.0829905269510806,0.100590238440866,0.166666666666667,0.841618239879608,-0.0434782608695652,3,"2022-05-26","50m",5,10
"33",0.293232323232323,0.114058034680346,0.122936101220979,0.146418782048294,0.25,0.609324991703033,0.0689655172413793,0,"2022-05-26","15m",5,10
"34",0.349313131313131,0.181240854073176,0.141805318583068,0.176933398787345,0.25,0.609324991703033,0.027027027027027,3,"2022-05-26","15m",5,10
"35",0.213777777777778,0.00307936987667283,0.111575545441915,0.137987961184376,0.0833333333333333,0.998447607529623,-0.0645161290322581,0,"2022-05-26","30m",5,10
"36",0.301333333333333,0.114145184944103,0.117125715136083,0.145113398856023,0.333333333333333,0.808403992861572,0.102803738317757,3,"2022-05-26","30m",5,10
"37",0.472898766524154,0.335201631513628,0.0950912476072346,0.11679609943122,0.333333333333333,0.925842634880631,0.0769230769230769,0,"2022-02-14","15-30m",5,10
"38",0.442248513440464,0.293931394447532,0.105482101819,0.133517887174759,0.333333333333333,0.925842634880631,0.111111111111111,3,"2022-02-14","15-30m",5,10
"39",0.55510101010101,0.440034927000278,0.1500536344583,0.18520903516447,0.666666666666667,0.00278151035308838,0.58974358974359,0,"2022-02-14","15m",5,10
"40",0.392156565656566,0.242966141733159,0.135517988476354,0.163438076731113,0.666666666666667,0.00278151035308838,0.593220338983051,3,"2022-02-14","15m",5,10
"41",0.452646464646465,0.306272115314205,0.0964004109736903,0.120469163918534,0.416666666666667,0.608374246704568,0.317073170731707,0,"2022-02-14","30m",5,10
"42",0.347454545454545,0.174811208063133,0.111191944135826,0.137846636608672,0.25,0.93286694602593,0.149606299212598,3,"2022-02-14","30m",5,10
