"","Accuracy_train","Kappa_train","AccuracySD_train","KappaSD_train","Accuracy_test","AccuracyPValue_test","Kappa_test","PC","date","alt","k","repetitions"
"1",0.371825814536341,0.214738037495271,0.0906454361015585,0.112489859027428,0.5,0.00719965000785551,0.357142857142857,0,"2022-02-03","15-30m",5,20
"2",0.314804732419283,0.143120638464718,0.0826106562212991,0.102233795983576,0.5,0.00719965000785551,0.379310344827586,3,"2022-02-03","15-30m",5,20
"3",0.44856746031746,0.305612594515731,0.117661287082928,0.147203888191703,0.5,0.177722456490937,0.368421052631579,0,"2022-02-03","30m",5,20
"4",0.332698773448773,0.16204003934663,0.125510633039362,0.156494324585139,0.333333333333333,0.606925321907793,0.0943396226415094,4,"2022-02-03","30m",5,20
"5",0.51139898989899,0.38098609879733,0.115338223857573,0.14078995926991,0.75,0.00385555499105263,0.672727272727273,0,"2022-02-03","15m",5,20
"6",0.470833333333333,0.337750257652966,0.106386393467883,0.128041028951614,0.416666666666667,0.368479285565096,0.328,3,"2022-02-03","15m",5,20
"7",0.35543253968254,0.18390778976068,0.100278854246023,0.126442943698169,0.5,0.0544022321701049,0.333333333333333,0,"2022-05-03","50m",5,20
"8",0.322172077922078,0.149579112673006,0.118126178213119,0.141691946484007,0.333333333333333,0.351221382617951,0.157894736842105,3,"2022-05-03","50m",5,20
"9",0.281201238390093,0.0971506907888856,0.0997284295413475,0.125268786272992,0.166666666666667,0.88498162948046,0.024390243902439,0,"2022-01-19","15-30m",5,20
"10",0.29236913361836,0.110405731390838,0.0943574887264896,0.118309595587297,0.125,0.960198812657051,-0.0700636942675159,4,"2022-01-19","15-30m",5,20
"11",0.438403318903319,0.284116008460859,0.133739430156912,0.169431112656146,0.333333333333333,0.606925321907793,0.0769230769230769,0,"2022-01-19","30m",5,20
"12",0.347554112554113,0.171132450875949,0.106872398263059,0.140560245214585,0.416666666666667,0.368479285565096,0.263157894736842,4,"2022-01-19","30m",5,20
"13",0.343924242424242,0.182009512293853,0.107055989978113,0.136080479462345,0.5,0.0544022321701049,0.36283185840708,0,"2022-01-19","15m",5,20
"14",0.325691558441558,0.153612915888049,0.116426031957929,0.146152723266726,0.5,0.0544022321701049,0.379310344827586,4,"2022-01-19","15m",5,20
"15",0.695544301931299,0.617899005768148,0.101801453634915,0.128025129869868,0.583333333333333,0.00271968063867357,0.45823927765237,0,"2022-03-09","15-30m",5,20
"16",0.669351516045015,0.585910361296302,0.0861375372247072,0.107585260765082,0.625,0.000709077953963994,0.514606741573034,3,"2022-03-09","15-30m",5,20
"17",0.586414141414141,0.478082552667017,0.085683342347047,0.103199941009247,0.333333333333333,0.808403992861572,0.186440677966102,0,"2022-03-09","15m",5,20
"18",0.586472222222222,0.477404620803698,0.0648252017543867,0.0770141900371537,0.5,0.379768822525134,0.379310344827586,3,"2022-03-09","15m",5,20
"19",0.537070707070707,0.414068488525124,0.075227920946351,0.0908334868740749,0.333333333333333,0.606925321907793,0.244094488188976,0,"2022-03-09","30m",5,20
"20",0.592694444444444,0.48069864514727,0.0788535274200877,0.0908329360418518,0.5,0.177722456490937,0.384615384615385,2,"2022-03-09","30m",5,20
"21",0.243739898989899,0.0721641473867485,0.103980730684323,0.126885825575375,0.333333333333333,0.606925321907793,0.0943396226415094,0,"2022-06-02","50m",5,20
"22",0.234603535353535,0.0390379669969841,0.115953267629893,0.141720746067287,0.166666666666667,0.946048573595187,0.024390243902439,2,"2022-06-02","50m",5,20
"23",0.819287878787879,0.768002679290417,0.0804195970938341,0.103393970642846,0.5,0.379768822525134,0.419354838709677,0,"2022-03-22","50m",5,20
"24",0.638883838383838,0.535192502761306,0.0810891161612405,0.0993040968459482,0.583333333333333,0.189264302375606,0.516129032258065,2,"2022-03-22","50m",5,20
"25",0.678383838383838,0.586303963249645,0.143992131312683,0.183506004028383,0.5,0.379768822525134,0.384615384615385,0,"2022-04-19","50m",5,20
"26",0.520916666666667,0.383075716525248,0.113005846681407,0.137001143496581,0.25,0.93286694602593,0.162790697674419,3,"2022-04-19","50m",5,20
"27",0.53299494949495,0.407807345106014,0.0915442800230685,0.113945484182864,0.5,0.177722456490937,0.368421052631579,0,"2022-04-05","50m",5,20
"28",0.589477272727273,0.480592460713875,0.0648459536563705,0.0792629594037601,0.75,0.00385555499105263,0.678571428571429,3,"2022-04-05","50m",5,20
"29",0.261208529759698,0.0722250163092761,0.0775342981946223,0.0956110965695772,0.222222222222222,0.822946169203109,0.0508474576271186,0,"2022-05-26","15-30-50m",5,20
"30",0.257888412168724,0.0702500813568201,0.0712537420005097,0.0894872289532389,0.333333333333333,0.28213957358198,0.161165048543689,3,"2022-05-26","15-30-50m",5,20
"31",0.249133838383838,0.0554172695701753,0.120489885971474,0.147537128237502,0.416666666666667,0.608374246704568,0.282051282051282,0,"2022-05-26","50m",5,20
"32",0.193909090909091,-0.0112667411291675,0.0941036049406964,0.115279477207823,0.416666666666667,0.608374246704568,0.192307692307692,3,"2022-05-26","50m",5,20
"33",0.18626443001443,-0.0231758350408934,0.106144177133806,0.130802615370624,0.166666666666667,0.841618239879608,0.0163934426229508,0,"2022-05-26","15m",5,20
