"","Accuracy_train","Kappa_train","AccuracySD_train","KappaSD_train","Accuracy_test","AccuracyPValue_test","Kappa_test","PC","date","alt","k","repetitions"
"1",0.331694444444444,0.163858790258116,0.129694481365871,0.159698426297662,0.5,0.00719965000785551,0.357142857142857,0,"2022-02-03","15-30m",10,10
"2",0.323628787878788,0.15118978212408,0.115713004189702,0.146783037019064,0.5,0.00719965000785551,0.379310344827586,3,"2022-02-03","15-30m",10,10
"3",0.494166666666667,0.360790903540904,0.147545861157747,0.17642370061563,0.5,0.177722456490937,0.368421052631579,0,"2022-02-03","30m",10,10
"4",0.354119047619048,0.182158965631983,0.162421668339771,0.216516443183754,0.333333333333333,0.606925321907793,0.0943396226415094,4,"2022-02-03","30m",10,10
"5",0.473833333333333,0.33961142843847,0.156226098059598,0.18770322581713,0.75,0.00385555499105263,0.672727272727273,0,"2022-02-03","15m",10,10
"6",0.4355,0.298363395225464,0.175868136884622,0.214418190265853,0.416666666666667,0.368479285565096,0.328,3,"2022-02-03","15m",10,10
"7",0.325833333333333,0.150315734074355,0.153291148493674,0.186571797296276,0.5,0.0544022321701049,0.333333333333333,0,"2022-05-03","50m",10,10
"8",0.295,0.111192014532091,0.160657669111126,0.205970212460508,0.333333333333333,0.351221382617951,0.157894736842105,3,"2022-05-03","50m",10,10
"9",0.267012626262626,0.0773550436564767,0.138721089678989,0.180701288838922,0.166666666666667,0.88498162948046,0.024390243902439,0,"2022-01-19","15-30m",10,10
"10",0.279577561327561,0.086770876084842,0.123652504809663,0.152650311178987,0.125,0.960198812657051,-0.0700636942675159,4,"2022-01-19","15-30m",10,10
"11",0.47,0.323153816273759,0.186737600759992,0.2364599538335,0.333333333333333,0.606925321907793,0.0769230769230769,0,"2022-01-19","30m",10,10
"12",0.321666666666667,0.134308797527277,0.180075118382251,0.227025428405644,0.416666666666667,0.368479285565096,0.263157894736842,4,"2022-01-19","30m",10,10
"13",0.3495,0.182493452907246,0.15085716555587,0.191483147874829,0.5,0.0544022321701049,0.36283185840708,0,"2022-01-19","15m",10,10
"14",0.394166666666667,0.239564860426929,0.198908003708735,0.250040345280595,0.5,0.0544022321701049,0.379310344827586,4,"2022-01-19","15m",10,10
"15",0.703012265512265,0.626570870748862,0.126774209409414,0.158501038370437,0.583333333333333,0.00271968063867357,0.45823927765237,0,"2022-03-09","15-30m",10,10
"16",0.64945670995671,0.56034120049943,0.13008230892516,0.162386001046737,0.625,0.000709077953963994,0.514606741573034,3,"2022-03-09","15-30m",10,10
"17",0.587642857142857,0.477716390334811,0.12193313716102,0.145272477264218,0.333333333333333,0.808403992861572,0.186440677966102,0,"2022-03-09","15m",10,10
"18",0.589214285714286,0.478462409641175,0.111389290507288,0.135046323560413,0.5,0.379768822525134,0.379310344827586,3,"2022-03-09","15m",10,10
"19",0.5455,0.42111517292477,0.113035233822457,0.136365727061025,0.333333333333333,0.606925321907793,0.244094488188976,0,"2022-03-09","30m",10,10
"20",0.585166666666667,0.464688536953243,0.111032674334727,0.134735831131049,0.5,0.177722456490937,0.384615384615385,2,"2022-03-09","30m",10,10
"21",0.244,0.0770940725940726,0.152173183872886,0.176479054802148,0.333333333333333,0.606925321907793,0.0943396226415094,0,"2022-06-02","50m",10,10
