"","contrast","estimate","SE","df","t.ratio","p.value"
"860","(03/02/2022_30m_var_cv520_8020split) - (14/02/2022_15-30m_var_cv510_8020split)",0.0413526470000015,0.070760951398117,507,0.584399251040905,1
"861","(03/02/2022_30m_var_cv520_8020split) - (14/02/2022_15-30m_var_cv520_8020split)",0.0373786430000003,0.0707609513981167,507,0.528238276358098,1
"862","(03/02/2022_30m_var_cv520_8020split) - (14/02/2022_15-30m_var_trainonly_nosplit)",0.0433234429000006,0.0524777260704164,507,0.825558692117638,1
"863","(03/02/2022_30m_var_cv520_8020split) - (14/02/2022_15m_PC_cv1010_8020split)",0.023588383333336,0.0577760748797551,507,0.408272513881026,1
"864","(03/02/2022_30m_var_cv520_8020split) - (14/02/2022_15m_PC_cv510_8020split)",0.0427462117500005,0.0559414439546314,507,0.764124211464182,1
"865","(03/02/2022_30m_var_cv520_8020split) - (14/02/2022_15m_PC_cv520_8020split)",0.0519797980000013,0.0707609513981169,507,0.734583085345353,1
"866","(03/02/2022_30m_var_cv520_8020split) - (14/02/2022_15m_PC_trainonly_nosplit)",-0.0273810611999995,0.0524777260704164,507,-0.521765389820028,1
"867","(03/02/2022_30m_var_cv520_8020split) - (14/02/2022_15m_var_cv1010_8020split)",-0.0158608228999993,0.0524777260704164,507,-0.302239141968856,1
"868","(03/02/2022_30m_var_cv520_8020split) - (14/02/2022_15m_var_cv510_8020split)",-0.0551843438888887,0.0527420991595827,507,-1.04630541385765,1
"869","(03/02/2022_30m_var_cv520_8020split) - (14/02/2022_15m_var_cv520_8020split)",-0.00464257688888812,0.0527420991595827,507,-0.0880241204439169,1
"870","(03/02/2022_30m_var_cv520_8020split) - (14/02/2022_15m_var_trainonly_nosplit)",-0.0921806639999991,0.0524777260704164,507,-1.75656742207747,1
"871","(03/02/2022_30m_var_cv520_8020split) - (14/02/2022_30m_var_cv1010_8020split)",-0.0133520924999989,0.0540445693381603,507,-0.24705706167171,1
"872","(03/02/2022_30m_var_cv520_8020split) - (14/02/2022_30m_var_cv510_8020split)",0.0219537033333337,0.0577760748797554,507,0.379979141522234,1
"873","(03/02/2022_30m_var_cv520_8020split) - (14/02/2022_30m_var_cv520_8020split)",0.0317487370000005,0.0559414439546313,507,0.567535171701124,1
"874","(03/02/2022_30m_var_cv520_8020split) - (14/02/2022_30m_var_trainonly_nosplit)",-0.0218485211999995,0.0524777260704164,507,-0.416338946750139,1
"875","(03/02/2022_30m_var_cv520_8020split) - (19/01/2022_15m_PC_cv1010_8020split)",-0.00280844199999957,0.0612807815067252,507,-0.0458290826413721,1
"876","(03/02/2022_30m_var_cv520_8020split) - (19/01/2022_15m_PC_cv520_8020split)",0.0349689750000006,0.0707609513981167,507,0.49418463586304,1
"877","(03/02/2022_30m_var_cv520_8020split) - (19/01/2022_30m_var_cv1010_8020split)",0.0488106059999998,0.0707609513981166,507,0.6897957847596,1
"878","(03/02/2022_30m_var_cv520_8020split) - (19/01/2022_30m_var_cv520_8020split)",0.041168109000001,0.0707609513981167,507,0.581791343765012,1
"879","(03/02/2022_30m_var_cv520_8020split) - (19/04/2022_50m_PC_cv1010_8020split)",-0.0333560609999996,0.0707609513981165,507,-0.471390793099024,1
"880","(03/02/2022_30m_var_cv520_8020split) - (19/04/2022_50m_PC_cv510_8020split)",0.0524469693333339,0.0577760748797554,507,0.90776276239754,1
"881","(03/02/2022_30m_var_cv520_8020split) - (19/04/2022_50m_PC_cv520_8020split)",0.0347954540000009,0.0612807815067252,507,0.56780369219316,1
"882","(03/02/2022_30m_var_cv520_8020split) - (19/04/2022_50m_PC_trainonly_nosplit)",0.0565248910000006,0.0707609513981168,507,0.798814740095551,1
"883","(03/02/2022_30m_var_cv520_8020split) - (19/04/2022_50m_var_cv1010_8020split)",-0.0532870131999991,0.0524777260704165,507,-1.01542153576732,1
"884","(03/02/2022_30m_var_cv520_8020split) - (19/04/2022_50m_var_cv510_8020split)",-0.0658843437999996,0.0524777260704164,507,-1.2554725353685,1
"885","(03/02/2022_30m_var_cv520_8020split) - (19/04/2022_50m_var_cv520_8020split)",-0.0436094519999994,0.0524777260704164,507,-0.831008796788998,1
"886","(03/02/2022_30m_var_cv520_8020split) - (19/04/2022_50m_var_trainonly_nosplit)",-0.121343759199999,0.0524777260704164,507,-2.31229072382397,1
"887","(03/02/2022_30m_var_cv520_8020split) - (22/03/2022_50m_PC_cv1010_8020split)",-0.104794156299998,0.0524777260704164,507,-1.99692639424547,1
"888","(03/02/2022_30m_var_cv520_8020split) - (22/03/2022_50m_PC_cv510_8020split)",-0.0914317463999994,0.0524777260704164,507,-1.74229627017972,1
"889","(03/02/2022_30m_var_cv520_8020split) - (22/03/2022_50m_PC_cv520_8020split)",-0.1005729802,0.0524777260704164,507,-1.91648891312568,1
"890","(03/02/2022_30m_var_cv520_8020split) - (22/03/2022_50m_PC_trainonly_nosplit)",-0.2877814579,0.0524777260704164,507,-5.48387819841592,0.000213023252327966
"891","(03/02/2022_30m_var_cv520_8020split) - (22/03/2022_50m_var_cv1010_8020split)",-0.1054822514,0.0524777260704164,507,-2.01003853060363,1
"892","(03/02/2022_30m_var_cv520_8020split) - (22/03/2022_50m_var_cv510_8020split)",-0.0841722224999992,0.0524777260704164,507,-1.60396093357883,1
"893","(03/02/2022_30m_var_cv520_8020split) - (22/03/2022_50m_var_cv520_8020split)",-0.121297350199999,0.0524777260704164,507,-2.31140636766994,1
"894","(03/02/2022_30m_var_cv520_8020split) - (22/03/2022_50m_var_trainonly_nosplit)",-0.309254870499999,0.0524777260704164,507,-5.89306918682091,2.24157313060725e-05
"895","(05/04/2022_50m_PC_cv1010_8020split) - (05/04/2022_50m_PC_cv510_8020split)",-0.00140091382221998,0.0229897480306824,507,-0.0609364583009043,1
"896","(05/04/2022_50m_PC_cv1010_8020split) - (05/04/2022_50m_PC_cv520_8020split)",-0.0018582249999964,0.0223765775818527,507,-0.083043306922119,1
"897","(05/04/2022_50m_PC_cv1010_8020split) - (05/04/2022_50m_PC_trainonly_nosplit)",-0.0312535713999956,0.0223765775818526,507,-1.39670918332668,1
"898","(05/04/2022_50m_PC_cv1010_8020split) - (05/04/2022_50m_var_cv1010_8020split)",0.0169666666999997,0.0223765775818528,507,0.758233319547468,1
"899","(05/04/2022_50m_PC_cv1010_8020split) - (05/04/2022_50m_var_cv510_8020split)",0.0377546897333353,0.0229897480306825,507,1.64224025782916,1
"900","(05/04/2022_50m_PC_cv1010_8020split) - (05/04/2022_50m_var_cv520_8020split)",0.0224634560000039,0.0223765775818526,507,1.00388256058521,1
"901","(05/04/2022_50m_PC_cv1010_8020split) - (05/04/2022_50m_var_trainonly_nosplit)",-0.091043253899997,0.0223765775818527,507,-4.06868537277268,0.177618115594572
"902","(05/04/2022_50m_PC_cv1010_8020split) - (09/03/2022_15-30m_PC_cv1010_8020split)",0.0325493867000065,0.0223765775818525,507,1.45461863329825,1
"903","(05/04/2022_50m_PC_cv1010_8020split) - (09/03/2022_15-30m_PC_cv510_8020split)",-0.00197386599999792,0.0223765775818527,507,-0.0882112553976402,1
"904","(05/04/2022_50m_PC_cv1010_8020split) - (09/03/2022_15-30m_PC_cv520_8020split)",0.0365362010000049,0.0223765775818526,507,1.63278771592112,1
"905","(05/04/2022_50m_PC_cv1010_8020split) - (09/03/2022_15-30m_PC_trainonly_nosplit)",0.0409828506000031,0.0223765775818527,507,1.83150664797105,1
"906","(05/04/2022_50m_PC_cv1010_8020split) - (09/03/2022_15-30m_var_cv1010_8020split)",0.0478696247000033,0.0223765775818526,507,2.13927373499805,1
"907","(05/04/2022_50m_PC_cv1010_8020split) - (09/03/2022_15-30m_var_cv510_8020split)",0.0226217472000028,0.0223765775818527,507,1.01095652886386,1
"908","(05/04/2022_50m_PC_cv1010_8020split) - (09/03/2022_15-30m_var_cv520_8020split)",0.0380884195000036,0.0223765775818526,507,1.70215571888408,1
"909","(05/04/2022_50m_PC_cv1010_8020split) - (09/03/2022_15-30m_var_trainonly_nosplit)",0.0336055279000029,0.0223765775818527,507,1.50181714683915,1
"910","(05/04/2022_50m_PC_cv1010_8020split) - (09/03/2022_15m_PC_cv1010_8020split)",0.127394179844448,0.0229897480306826,507,5.5413473725082,0.000156533272430156
"911","(05/04/2022_50m_PC_cv1010_8020split) - (09/03/2022_15m_PC_cv510_8020split)",0.124526623300003,0.0223765775818526,507,5.56504330675637,0.000137750267021998
"912","(05/04/2022_50m_PC_cv1010_8020split) - (09/03/2022_15m_PC_cv520_8020split)",0.142123296400004,0.0229897480306823,507,6.18202932064869,4.2202247626856e-06
"913","(05/04/2022_50m_PC_cv1010_8020split) - (09/03/2022_15m_PC_trainonly_nosplit)",-0.0588527779999965,0.0223765775818527,507,-2.63010631472643,1
"914","(05/04/2022_50m_PC_cv1010_8020split) - (09/03/2022_15m_var_cv1010_8020split)",0.133183333300004,0.0223765775818526,507,5.9519080973319,1.60393466219352e-05
"915","(05/04/2022_50m_PC_cv1010_8020split) - (09/03/2022_15m_var_cv510_8020split)",0.135573432844447,0.0229897480306823,507,5.89712565198671,2.19063055032603e-05
"916","(05/04/2022_50m_PC_cv1010_8020split) - (09/03/2022_15m_var_cv520_8020split)",0.139420021700003,0.0223765775818526,507,6.23062312321937,3.16666344243926e-06
"917","(05/04/2022_50m_PC_cv1010_8020split) - (09/03/2022_15m_var_trainonly_nosplit)",-0.0335023810999971,0.0223765775818527,507,-1.49720755899541,1
"918","(05/04/2022_50m_PC_cv1010_8020split) - (09/03/2022_30m_PC_cv1010_8020split)",0.0968015872888922,0.0229897480306822,507,4.21064150680122,0.0976305187299477
"919","(05/04/2022_50m_PC_cv1010_8020split) - (09/03/2022_30m_PC_cv510_8020split)",0.120852886100003,0.0223765775818526,507,5.40086551028316,0.000330885919946502
"920","(05/04/2022_50m_PC_cv1010_8020split) - (09/03/2022_30m_PC_cv520_8020split)",0.103261022955558,0.0229897480306824,507,4.49161177485482,0.0283868120623441
"921","(05/04/2022_50m_PC_cv1010_8020split) - (09/03/2022_30m_PC_trainonly_nosplit)",-0.0863876982999967,0.0223765775818527,507,-3.86063051795985,0.413810180439659
"922","(05/04/2022_50m_PC_cv1010_8020split) - (09/03/2022_30m_var_cv1010_8020split)",0.132251322844448,0.0229897480306823,507,5.75262167588546,4.92870887240221e-05
"923","(05/04/2022_50m_PC_cv1010_8020split) - (09/03/2022_30m_var_cv510_8020split)",0.145981641622225,0.0229897480306823,507,6.34985826845066,1.5530630858699e-06
"924","(05/04/2022_50m_PC_cv1010_8020split) - (09/03/2022_30m_var_cv520_8020split)",0.134698973844448,0.0229897480306824,507,5.85908874097606,2.7162132056763e-05
"925","(05/04/2022_50m_PC_cv1010_8020split) - (09/03/2022_30m_var_trainonly_nosplit)",-0.0358373016999961,0.0223765775818526,507,-1.60155419518041,1
"926","(05/04/2022_50m_PC_cv1010_8020split) - (14/02/2022_15-30m_PC_cv1010_8020split)",0.192186688400004,0.0387573692712754,507,4.95871345278434,0.00314143578786154
"927","(05/04/2022_50m_PC_cv1010_8020split) - (14/02/2022_15-30m_var_cv1010_8020split)",0.157904581400004,0.0387573692712754,507,4.07418213281656,0.173605430468863
"928","(05/04/2022_50m_PC_cv1010_8020split) - (14/02/2022_15-30m_var_cv510_8020split)",0.179637279400004,0.0524777260704166,507,3.42311477366531,1
"929","(05/04/2022_50m_PC_cv1010_8020split) - (14/02/2022_15-30m_var_cv520_8020split)",0.175663275400003,0.0524777260704162,507,3.34738733085143,1
"930","(05/04/2022_50m_PC_cv1010_8020split) - (14/02/2022_15-30m_var_trainonly_nosplit)",0.181608075300003,0.0223765775818527,507,8.11598979494018,1.19002000511004e-11
"931","(05/04/2022_50m_PC_cv1010_8020split) - (14/02/2022_15m_PC_cv1010_8020split)",0.161873015733339,0.0329374303682915,507,4.91456115195836,0.00389839800637768
"932","(05/04/2022_50m_PC_cv1010_8020split) - (14/02/2022_15m_PC_cv510_8020split)",0.181030844150003,0.0296014297371626,507,6.11561150111379,6.23066992156402e-06
"933","(05/04/2022_50m_PC_cv1010_8020split) - (14/02/2022_15m_PC_cv520_8020split)",0.190264430400004,0.0524777260704165,507,3.62562261452983,1
"934","(05/04/2022_50m_PC_cv1010_8020split) - (14/02/2022_15m_PC_trainonly_nosplit)",0.110903571200003,0.0223765775818527,507,4.95623474118517,0.00317987764004294
"935","(05/04/2022_50m_PC_cv1010_8020split) - (14/02/2022_15m_var_cv1010_8020split)",0.122423809500003,0.0223765775818526,507,5.47106942749319,0.000228084123198949
"936","(05/04/2022_50m_PC_cv1010_8020split) - (14/02/2022_15m_var_cv510_8020split)",0.0831002885111141,0.0229897480306824,507,3.614667216022,1
"937","(05/04/2022_50m_PC_cv1010_8020split) - (14/02/2022_15m_var_cv520_8020split)",0.133642055511115,0.0229897480306824,507,5.81311527785143,3.51707884744532e-05
"938","(05/04/2022_50m_PC_cv1010_8020split) - (14/02/2022_15m_var_trainonly_nosplit)",0.0461039684000036,0.0223765775818526,507,2.06036728500402,1
"939","(05/04/2022_50m_PC_cv1010_8020split) - (14/02/2022_30m_var_cv1010_8020split)",0.124932539900004,0.0258382461808504,507,4.83517878982807,0.00572377123546897
"940","(05/04/2022_50m_PC_cv1010_8020split) - (14/02/2022_30m_var_cv510_8020split)",0.160238335733336,0.0329374303682923,507,4.8649312937172,0.00495946141487297
"941","(05/04/2022_50m_PC_cv1010_8020split) - (14/02/2022_30m_var_cv520_8020split)",0.170033369400003,0.0296014297371625,507,5.74409313704663,5.16764442793661e-05
"942","(05/04/2022_50m_PC_cv1010_8020split) - (14/02/2022_30m_var_trainonly_nosplit)",0.116436111200003,0.0223765775818527,507,5.20348166622373,0.000921817254263823
"943","(05/04/2022_50m_PC_cv1010_8020split) - (19/01/2022_15m_PC_cv1010_8020split)",0.135476190400003,0.0387573692712754,507,3.49549499739679,1
"944","(05/04/2022_50m_PC_cv1010_8020split) - (19/01/2022_15m_PC_cv520_8020split)",0.173253607400003,0.0524777260704163,507,3.30146941137515,1
"945","(05/04/2022_50m_PC_cv1010_8020split) - (19/01/2022_30m_var_cv1010_8020split)",0.187095238400003,0.0524777260704161,507,3.56523143073983,1
"946","(05/04/2022_50m_PC_cv1010_8020split) - (19/01/2022_30m_var_cv520_8020split)",0.179452741400004,0.0524777260704162,507,3.41959827221188,1
"947","(05/04/2022_50m_PC_cv1010_8020split) - (19/04/2022_50m_PC_cv1010_8020split)",0.104928571400003,0.0524777260704159,507,1.99948776856694,1
"948","(05/04/2022_50m_PC_cv1010_8020split) - (19/04/2022_50m_PC_cv510_8020split)",0.190731601733337,0.0329374303682924,507,5.79072500801236,3.98631600082105e-05
"949","(05/04/2022_50m_PC_cv1010_8020split) - (19/04/2022_50m_PC_cv520_8020split)",0.173080086400004,0.0387573692712754,507,4.46573360509997,0.0318967427198436
"950","(05/04/2022_50m_PC_cv1010_8020split) - (19/04/2022_50m_PC_trainonly_nosplit)",0.194809523400003,0.0524777260704163,507,3.71223256012659,0.739374220058266
"951","(05/04/2022_50m_PC_cv1010_8020split) - (19/04/2022_50m_var_cv1010_8020split)",0.0849976192000036,0.0223765775818527,507,3.79850845774271,0.52884407135646
"952","(05/04/2022_50m_PC_cv1010_8020split) - (19/04/2022_50m_var_cv510_8020split)",0.0724002886000032,0.0223765775818526,507,3.23553896189736,1
"953","(05/04/2022_50m_PC_cv1010_8020split) - (19/04/2022_50m_var_cv520_8020split)",0.0946751804000034,0.0223765775818526,507,4.2309946663508,0.0894760848095194
"954","(05/04/2022_50m_PC_cv1010_8020split) - (19/04/2022_50m_var_trainonly_nosplit)",0.0169408732000033,0.0223765775818527,507,0.757080618697576,1
"955","(05/04/2022_50m_PC_cv1010_8020split) - (22/03/2022_50m_PC_cv1010_8020split)",0.0334904761000046,0.0223765775818526,507,1.49667552946816,1
"956","(05/04/2022_50m_PC_cv1010_8020split) - (22/03/2022_50m_PC_cv510_8020split)",0.0468528860000034,0.0223765775818526,507,2.09383610289006,1
"957","(05/04/2022_50m_PC_cv1010_8020split) - (22/03/2022_50m_PC_cv520_8020split)",0.0377116522000032,0.0223765775818527,507,1.68531814403054,1
"958","(05/04/2022_50m_PC_cv1010_8020split) - (22/03/2022_50m_PC_trainonly_nosplit)",-0.149496825499997,0.0223765775818527,507,-6.68095131854472,2.02913543614656e-07
"959","(05/04/2022_50m_PC_cv1010_8020split) - (22/03/2022_50m_var_cv1010_8020split)",0.032802381000003,0.0223765775818527,507,1.46592484395851,1
"960","(05/04/2022_50m_PC_cv1010_8020split) - (22/03/2022_50m_var_cv510_8020split)",0.0541124099000036,0.0223765775818526,507,2.4182612243567,1
"961","(05/04/2022_50m_PC_cv1010_8020split) - (22/03/2022_50m_var_cv520_8020split)",0.0169872822000034,0.0223765775818527,507,0.759154617718664,1
"962","(05/04/2022_50m_PC_cv1010_8020split) - (22/03/2022_50m_var_trainonly_nosplit)",-0.170970238099997,0.0223765775818527,507,-7.64058924894096,3.52515661698447e-10
"963","(05/04/2022_50m_PC_cv510_8020split) - (05/04/2022_50m_PC_cv520_8020split)",-0.00045731117777642,0.0229897480306822,507,-0.019891961284921,1
"964","(05/04/2022_50m_PC_cv510_8020split) - (05/04/2022_50m_PC_trainonly_nosplit)",-0.0298526575777756,0.0229897480306822,507,-1.29852043345295,1
"965","(05/04/2022_50m_PC_cv510_8020split) - (05/04/2022_50m_var_cv1010_8020split)",0.0183675805222197,0.0229897480306824,507,0.798946578175025,1
"966","(05/04/2022_50m_PC_cv510_8020split) - (05/04/2022_50m_var_cv510_8020split)",0.0391556035555553,0.0235869837993724,507,1.66005131849869,1
"967","(05/04/2022_50m_PC_cv510_8020split) - (05/04/2022_50m_var_cv520_8020split)",0.0238643698222238,0.0229897480306822,507,1.03804399206004,1
"968","(05/04/2022_50m_PC_cv510_8020split) - (05/04/2022_50m_var_trainonly_nosplit)",-0.089642340077777,0.0229897480306822,507,-3.8992310815299,0.354714454428831
"969","(05/04/2022_50m_PC_cv510_8020split) - (09/03/2022_15-30m_PC_cv1010_8020split)",0.0339503005222265,0.0229897480306821,507,1.47675826968249,1
"970","(05/04/2022_50m_PC_cv510_8020split) - (09/03/2022_15-30m_PC_cv510_8020split)",-0.000572952177777947,0.0229897480306823,507,-0.024922072961099,1
"971","(05/04/2022_50m_PC_cv510_8020split) - (09/03/2022_15-30m_PC_cv520_8020split)",0.0379371148222249,0.0229897480306822,507,1.65017532039037,1
"972","(05/04/2022_50m_PC_cv510_8020split) - (09/03/2022_15-30m_PC_trainonly_nosplit)",0.0423837644222231,0.0229897480306822,507,1.84359412576673,1
"973","(05/04/2022_50m_PC_cv510_8020split) - (09/03/2022_15-30m_var_cv1010_8020split)",0.0492705385222233,0.0229897480306821,507,2.1431526111755,1
"974","(05/04/2022_50m_PC_cv510_8020split) - (09/03/2022_15-30m_var_cv510_8020split)",0.0240226610222228,0.0229897480306823,507,1.04492928718322,1
"975","(05/04/2022_50m_PC_cv510_8020split) - (09/03/2022_15-30m_var_cv520_8020split)",0.0394893333222236,0.0229897480306822,507,1.71769317652029,1
"976","(05/04/2022_50m_PC_cv510_8020split) - (09/03/2022_15-30m_var_trainonly_nosplit)",0.0350064417222229,0.0229897480306822,507,1.52269792933368,1
"977","(05/04/2022_50m_PC_cv510_8020split) - (09/03/2022_15m_PC_cv1010_8020split)",0.128795093666668,0.0235869837993725,507,5.46043083601452,0.000241375195177694
"978","(05/04/2022_50m_PC_cv510_8020split) - (09/03/2022_15m_PC_cv510_8020split)",0.125927537122223,0.0229897480306822,507,5.47755186155847,0.000220337013307694
"979","(05/04/2022_50m_PC_cv510_8020split) - (09/03/2022_15m_PC_cv520_8020split)",0.143524210222224,0.0235869837993722,507,6.08489035491021,7.45233963998199e-06
"980","(05/04/2022_50m_PC_cv510_8020split) - (09/03/2022_15m_PC_trainonly_nosplit)",-0.0574518641777765,0.0229897480306822,507,-2.49902104629859,1
"981","(05/04/2022_50m_PC_cv510_8020split) - (09/03/2022_15m_var_cv1010_8020split)",0.134584247122224,0.0229897480306821,507,5.85409839823419,2.79370234981803e-05
"982","(05/04/2022_50m_PC_cv510_8020split) - (09/03/2022_15m_var_cv510_8020split)",0.136974346666667,0.0235869837993722,507,5.80720060825722,3.63552051666214e-05
"983","(05/04/2022_50m_PC_cv510_8020split) - (09/03/2022_15m_var_cv520_8020split)",0.140820935522223,0.0229897480306822,507,6.12537968377397,5.88496291145131e-06
"984","(05/04/2022_50m_PC_cv510_8020split) - (09/03/2022_15m_var_trainonly_nosplit)",-0.0321014672777771,0.0229897480306822,507,-1.39633836938684,1
"985","(05/04/2022_50m_PC_cv510_8020split) - (09/03/2022_30m_PC_cv1010_8020split)",0.0982025011111122,0.0235869837993721,507,4.16341919536682,0.119364786574593
"986","(05/04/2022_50m_PC_cv510_8020split) - (09/03/2022_30m_PC_cv510_8020split)",0.122253799922223,0.0229897480306822,507,5.31775292878647,0.00051135711730771
"987","(05/04/2022_50m_PC_cv510_8020split) - (09/03/2022_30m_PC_cv520_8020split)",0.104661936777778,0.0235869837993723,507,4.43727513733925,0.0362359347342348
"988","(05/04/2022_50m_PC_cv510_8020split) - (09/03/2022_30m_PC_trainonly_nosplit)",-0.0849867844777767,0.0229897480306822,507,-3.69672535620456,0.784739844295827
"989","(05/04/2022_50m_PC_cv510_8020split) - (09/03/2022_30m_var_cv1010_8020split)",0.133652236666668,0.0235869837993722,507,5.66635555455061,7.93469563417117e-05
"990","(05/04/2022_50m_PC_cv510_8020split) - (09/03/2022_30m_var_cv510_8020split)",0.147382555444445,0.0235869837993722,507,6.24846977884337,2.84834690872854e-06
"991","(05/04/2022_50m_PC_cv510_8020split) - (09/03/2022_30m_var_cv520_8020split)",0.136099887666668,0.0235869837993723,507,5.77012681334397,4.47152174014496e-05
"992","(05/04/2022_50m_PC_cv510_8020split) - (09/03/2022_30m_var_trainonly_nosplit)",-0.0344363878777761,0.0229897480306822,507,-1.49790192705971,1
"993","(05/04/2022_50m_PC_cv510_8020split) - (14/02/2022_15-30m_PC_cv1010_8020split)",0.193587602222224,0.0391145875993547,507,4.94924308560056,0.00329077302306644
"994","(05/04/2022_50m_PC_cv510_8020split) - (14/02/2022_15-30m_var_cv1010_8020split)",0.159305495222224,0.0391145875993547,507,4.07278984643704,0.174613586417977
"995","(05/04/2022_50m_PC_cv510_8020split) - (14/02/2022_15-30m_var_cv510_8020split)",0.181038193222224,0.0527420991595829,507,3.43251778194215,1
"996","(05/04/2022_50m_PC_cv510_8020split) - (14/02/2022_15-30m_var_cv520_8020split)",0.177064189222223,0.0527420991595825,507,3.35716992769813,1
"997","(05/04/2022_50m_PC_cv510_8020split) - (14/02/2022_15-30m_var_trainonly_nosplit)",0.183008989122223,0.0229897480306822,507,7.96046084880873,3.66719916443201e-11
"998","(05/04/2022_50m_PC_cv510_8020split) - (14/02/2022_15m_PC_cv1010_8020split)",0.163273929555559,0.0333570323845462,507,4.894737867365,0.00429291261740807
"999","(05/04/2022_50m_PC_cv510_8020split) - (14/02/2022_15m_PC_cv510_8020split)",0.182431757972223,0.0300676226649491,507,6.06738218066341,8.25019771919893e-06
"1000","(05/04/2022_50m_PC_cv510_8020split) - (14/02/2022_15m_PC_cv520_8020split)",0.191665344222224,0.0527420991595828,507,3.63401053951794,0.99630005252537
"1001","(05/04/2022_50m_PC_cv510_8020split) - (14/02/2022_15m_PC_trainonly_nosplit)",0.112304485022223,0.0229897480306822,507,4.88498111733722,0.00450096521439158
"1002","(05/04/2022_50m_PC_cv510_8020split) - (14/02/2022_15m_var_cv1010_8020split)",0.123824723322223,0.0229897480306822,507,5.38608440409901,0.000357665893186301
"1003","(05/04/2022_50m_PC_cv510_8020split) - (14/02/2022_15m_var_cv510_8020split)",0.0845012023333341,0.0235869837993723,507,3.58253531066498,1
"1004","(05/04/2022_50m_PC_cv510_8020split) - (14/02/2022_15m_var_cv520_8020split)",0.135042969333335,0.0235869837993723,507,5.72531742430452,5.73410827215728e-05
"1005","(05/04/2022_50m_PC_cv510_8020split) - (14/02/2022_15m_var_trainonly_nosplit)",0.0475048822222236,0.0229897480306822,507,2.06635071244902,1
"1006","(05/04/2022_50m_PC_cv510_8020split) - (14/02/2022_30m_var_cv1010_8020split)",0.126333453722224,0.0263710495797915,507,4.79061151282484,0.00708474649162621
"1007","(05/04/2022_50m_PC_cv510_8020split) - (14/02/2022_30m_var_cv510_8020split)",0.161639249555556,0.0333570323845466,507,4.84573230892204,0.00544050334509538
"1008","(05/04/2022_50m_PC_cv510_8020split) - (14/02/2022_30m_var_cv520_8020split)",0.171434283222223,0.030067622664949,507,5.70162414011105,6.53576252669455e-05
"1009","(05/04/2022_50m_PC_cv510_8020split) - (14/02/2022_30m_var_trainonly_nosplit)",0.117837025022223,0.0229897480306822,507,5.12563360263703,0.0013687638637712
"1010","(05/04/2022_50m_PC_cv510_8020split) - (19/01/2022_15m_PC_cv1010_8020split)",0.136877104222223,0.0391145875993547,507,3.49938763573929,1
"1011","(05/04/2022_50m_PC_cv510_8020split) - (19/01/2022_15m_PC_cv520_8020split)",0.174654521222223,0.0527420991595825,507,3.31148217468115,1
"1012","(05/04/2022_50m_PC_cv510_8020split) - (19/01/2022_30m_var_cv1010_8020split)",0.188496152222222,0.0527420991595824,507,3.57392207033489,1
"1013","(05/04/2022_50m_PC_cv510_8020split) - (19/01/2022_30m_var_cv520_8020split)",0.180853655222224,0.0527420991595824,507,3.42901890717343,1
"1014","(05/04/2022_50m_PC_cv510_8020split) - (19/04/2022_50m_PC_cv1010_8020split)",0.106329485222223,0.0527420991595822,507,2.01602679674355,1
"1015","(05/04/2022_50m_PC_cv510_8020split) - (19/04/2022_50m_PC_cv510_8020split)",0.192132515555557,0.0333570323845467,507,5.75988035568073,4.73385662564411e-05
"1016","(05/04/2022_50m_PC_cv510_8020split) - (19/04/2022_50m_PC_cv520_8020split)",0.174481000222224,0.0391145875993546,507,4.46076543128637,0.0326165610448431
"1017","(05/04/2022_50m_PC_cv510_8020split) - (19/04/2022_50m_PC_trainonly_nosplit)",0.196210437222223,0.0527420991595825,507,3.7201863473152,0.717075002879815
"1018","(05/04/2022_50m_PC_cv510_8020split) - (19/04/2022_50m_var_cv1010_8020split)",0.0863985330222236,0.0229897480306823,507,3.75813309945439,0.619134148882046
"1019","(05/04/2022_50m_PC_cv510_8020split) - (19/04/2022_50m_var_cv510_8020split)",0.0738012024222232,0.0229897480306822,507,3.21017882943858,1
"1020","(05/04/2022_50m_PC_cv510_8020split) - (19/04/2022_50m_var_cv520_8020split)",0.0960760942222234,0.0229897480306822,507,4.17908426373355,0.111689218729976
"1021","(05/04/2022_50m_PC_cv510_8020split) - (19/04/2022_50m_var_trainonly_nosplit)",0.0183417870222233,0.0229897480306822,507,0.797824621554976,1
"1022","(05/04/2022_50m_PC_cv510_8020split) - (22/03/2022_50m_PC_cv1010_8020split)",0.0348913899222245,0.0229897480306821,507,1.51769344647268,1
"1023","(05/04/2022_50m_PC_cv510_8020split) - (22/03/2022_50m_PC_cv510_8020split)",0.0482537998222233,0.0229897480306822,507,2.09892686765525,1
"1024","(05/04/2022_50m_PC_cv510_8020split) - (22/03/2022_50m_PC_cv520_8020split)",0.0391125660222232,0.0229897480306822,507,1.70130468459347,1
"1025","(05/04/2022_50m_PC_cv510_8020split) - (22/03/2022_50m_PC_trainonly_nosplit)",-0.148095911677777,0.0229897480306822,507,-6.44182404609774,8.89825124797224e-07
"1026","(05/04/2022_50m_PC_cv510_8020split) - (22/03/2022_50m_var_cv1010_8020split)",0.0342032948222229,0.0229897480306823,507,1.48776292704796,1
"1027","(05/04/2022_50m_PC_cv510_8020split) - (22/03/2022_50m_var_cv510_8020split)",0.0555133237222236,0.0229897480306822,507,2.41469909318429,1
