mtry,date,alt,PC,OOB,X35,X70,X140,X280,X560,Accuracy_test,AccuracyPValue_test,Kappa_test
4,26/05/2022,15-30-50m,0,0.76,0.44,0.916666667,0.68,0.833333333,0.952380952,0.309090909,0.318497447,0.139917695
4,26/05/2022,15-30-50m,0,0.746031746,0.565217391,0.785714286,0.75,0.833333333,0.777777778,0.277777778,0.309157826,0.098458904
4,19/01/2022,15-30m,0,0.607142857,0.736842105,0.526315789,0.6,0.666666667,0.461538462,0.388888889,0.181664317,0.244274809
4,19/01/2022,15-30m,0,0.630952381,1,0.5625,0.857142857,0.647058824,0.238095238,0.333333333,0.282139574,0.15625
4,19/01/2022,15-30m,0,0.666666667,0.857142857,0.8125,0.65,0.666666667,0.375,0.25,0.704577294,0.077798861
4,19/01/2022,15-30m,0,0.666666667,1,0.4,1,0.619047619,0.466666667,0.388888889,0.181664317,0.270046083
4,19/01/2022,15-30m,0,0.642857143,0.846153846,0.705882353,0.6,0.882352941,0.235294118,0.388888889,0.181664317,0.247148289
4,19/01/2022,15-30m,0,0.630952381,0.882352941,0.666666667,0.526315789,0.857142857,0.315789474,0.361111111,0.174996811,0.20537428
4,19/01/2022,15-30m,0,0.654761905,1,0.789473684,0.428571429,0.647058824,0.416666667,0.333333333,0.562372037,0.157894737
4,19/01/2022,15-30m,0,0.666666667,0.666666667,0.882352941,0.733333333,0.5,0.533333333,0.416666667,0.020913036,0.257367387
4,19/01/2022,15-30m,0,0.714285714,0.882352941,0.933333333,0.8,0.65,0.352941176,0.527777778,0.000323437,0.404089581
4,19/01/2022,15-30m,0,0.69047619,0.928571429,0.631578947,0.722222222,0.823529412,0.375,0.333333333,0.282139574,0.182592242
4,03/02/2022,15-30m,0,0.571428571,0.857142857,0.722222222,0.578947368,0.571428571,0.210526316,0.416666667,0.050848036,0.288805268
4,03/02/2022,15-30m,0,0.619047619,0.8,0.789473684,0.764705882,0.529411765,0.1875,0.472222222,0.003183958,0.354716981
4,03/02/2022,15-30m,0,0.571428571,0.555555556,1,0.473684211,0.705882353,0.235294118,0.416666667,0.104636434,0.280685062
4,03/02/2022,15-30m,0,0.619047619,0.823529412,0.777777778,0.933333333,0.4375,0.166666667,0.444444444,0.008579765,0.306358382
4,03/02/2022,15-30m,0,0.583333333,0.611111111,0.8125,0.928571429,0.4,0.25,0.388888889,0.09891911,0.229571984
4,03/02/2022,15-30m,0,0.619047619,0.722222222,0.9,1,0.35,0.2,0.333333333,0.694114022,0.20733945
4,03/02/2022,15-30m,0,0.571428571,0.785714286,0.823529412,0.75,0.529411765,0.1,0.333333333,0.282139574,0.161165049
4,03/02/2022,15-30m,0,0.678571429,0.928571429,0.789473684,0.777777778,0.5,0.384615385,0.555555556,0.001582539,0.446153846
4,03/02/2022,15-30m,0,0.55952381,0.588235294,0.928571429,0.45,0.647058824,0.25,0.472222222,0.010042141,0.342307692
4,03/02/2022,15-30m,0,0.619047619,0.777777778,0.833333333,0.647058824,0.692307692,0.166666667,0.388888889,0.181664317,0.247863248
4,14/02/2022,15-30m,0,0.392857143,0.5,0.846153846,0.333333333,0.352941176,0.1,0.444444444,0.054927774,0.304347826
4,14/02/2022,15-30m,0,0.464285714,0.5,0.526315789,0.375,0.5625,0.307692308,0.583333333,0.000506583,0.474196689
4,14/02/2022,15-30m,0,0.5,0.4375,0.866666667,0.368421053,0.625,0.277777778,0.444444444,0.008579765,0.300291545
4,14/02/2022,15-30m,0,0.416666667,0.6,0.75,0.25,0.388888889,0.133333333,0.555555556,8.83E-05,0.441319108
4,14/02/2022,15-30m,0,0.44047619,0.444444444,0.705882353,0.277777778,0.692307692,0.166666667,0.472222222,0.026221022,0.337209302
4,14/02/2022,15-30m,0,0.428571429,0.75,0.588235294,0.3,0.5,0.157894737,0.5,0.02834921,0.371483996
4,14/02/2022,15-30m,0,0.488095238,0.6,0.647058824,0.470588235,0.647058824,0.111111111,0.555555556,8.83E-05,0.446153846
4,14/02/2022,15-30m,0,0.511904762,0.421052632,0.6,0.6875,0.5625,0.333333333,0.5,0.001067956,0.383444339
4,14/02/2022,15-30m,0,0.535714286,0.631578947,0.684210526,0.642857143,0.4375,0.25,0.611111111,2.98E-05,0.519083969
4,14/02/2022,15-30m,0,0.55952381,0.875,0.666666667,0.5,0.368421053,0.333333333,0.694444444,1.03E-05,0.615906887
4,09/03/2022,15-30m,0,0.285714286,0.277777778,0.444444444,0.166666667,0.3125,0.214285714,0.722222222,3.92E-08,0.650485437
4,09/03/2022,15-30m,0,0.321428571,0.368421053,0.733333333,0.230769231,0.157894737,0.166666667,0.722222222,3.23E-07,0.647404505
4,09/03/2022,15-30m,0,0.261904762,0.333333333,0.352941176,0.176470588,0.210526316,0.25,0.666666667,1.67E-07,0.584215592
4,09/03/2022,15-30m,0,0.30952381,0.277777778,0.666666667,0.176470588,0.210526316,0.266666667,0.75,4.39E-10,0.68756027
4,09/03/2022,15-30m,0,0.273809524,0.222222222,0.5,0.25,0.333333333,0.105263158,0.694444444,2.62E-08,0.617391304
4,09/03/2022,15-30m,0,0.345238095,0.5,0.555555556,0.333333333,0.25,0.1,0.777777778,5.96E-08,0.715976331
4,09/03/2022,15-30m,0,0.30952381,0.571428571,0.421052632,0.111111111,0.235294118,0.25,0.777777778,6.63E-10,0.723608445
4,09/03/2022,15-30m,0,0.202380952,0.210526316,0.3125,0.105263158,0.235294118,0.153846154,0.666666667,8.69E-06,0.578125
4,09/03/2022,15-30m,0,0.333333333,0.263157895,0.625,0.235294118,0.3125,0.25,0.861111111,6.32E-16,0.825750242
4,09/03/2022,15-30m,0,0.273809524,0.333333333,0.466666667,0.1875,0.222222222,0.2,0.694444444,2.62E-08,0.608695652
4,19/01/2022,15m,0,0.523809524,0.555555556,1,0.4,0.5,0.285714286,0.388888889,0.391489654,0.208
4,19/01/2022,15m,0,0.571428571,0.545454545,0.75,0.75,0.555555556,0.166666667,0.388888889,0.391489654,0.247148289
4,19/01/2022,15m,0,0.642857143,1,0.7,0.555555556,0.666666667,0.285714286,0.555555556,0.01200716,0.448275862
4,19/01/2022,15m,0,0.666666667,0.6,0.75,0.888888889,0.875,0.142857143,0.388888889,0.210733886,0.23255814
4,19/01/2022,15m,0,0.547619048,0.857142857,0.416666667,0.714285714,0.5,0.333333333,0.444444444,0.223260162,0.312977099
4,19/01/2022,15m,0,0.571428571,0.625,1,0.444444444,0.75,0.2,0.277777778,0.588592566,0.103448276
4,19/01/2022,15m,0,0.714285714,0.7,0.833333333,0.857142857,0.9,0.333333333,0.5,0.107602386,0.381679389
4,19/01/2022,15m,0,0.5,0.875,0.625,0.5,0.5,0.1,0.333333333,0.193147777,0.162790698
4,19/01/2022,15m,0,0.5,0.8,0.555555556,0.444444444,0.6,0.222222222,0.333333333,0.762512238,0.169230769
4,19/01/2022,15m,0,0.571428571,0.625,0.454545455,1,0.666666667,0.25,0.333333333,0.587757394,0.175572519
4,03/02/2022,15m,0,0.404761905,0.625,1,0.333333333,0.125,0.1,0.5,0.037600683,0.381679389
4,03/02/2022,15m,0,0.380952381,0.555555556,0.857142857,0.181818182,0.428571429,0,0.5,0.037600683,0.359683794
4,03/02/2022,15m,0,0.476190476,0.555555556,0.833333333,0.666666667,0.375,0.1,0.722222222,0.000852596,0.644268775
4,03/02/2022,15m,0,0.452380952,1,0.875,0.428571429,0.1,0.1,0.333333333,0.382487831,0.149606299
4,03/02/2022,15m,0,0.404761905,0.5,1,0.4,0.2,0.125,0.555555556,0.043348066,0.450381679
4,03/02/2022,15m,0,0.452380952,0.6,0.75,0.428571429,0.375,0.111111111,0.5,0.037600683,0.386363636
4,03/02/2022,15m,0,0.595238095,1,0.888888889,0.5,0.444444444,0.142857143,0.722222222,0.000113749,0.652509653
4,03/02/2022,15m,0,0.285714286,0.444444444,0.428571429,0.444444444,0.125,0,0.444444444,0.097489527,0.307692308
4,03/02/2022,15m,0,0.5,0.555555556,0.625,0.75,0.625,0,0.722222222,8.73E-06,0.6484375
4,03/02/2022,15m,0,0.357142857,0.571428571,0.75,0.25,0.2,0.111111111,0.444444444,0.097489527,0.296875
4,14/02/2022,15m,0,0.428571429,0.777777778,0.6,0.125,0.222222222,0.333333333,0.722222222,0.000852596,0.642857143
4,14/02/2022,15m,0,0.357142857,0.833333333,0.4,0.333333333,0.285714286,0.1,0.611111111,0.014433622,0.520912548
4,14/02/2022,15m,0,0.261904762,0.571428571,0.571428571,0.083333333,0.142857143,0.111111111,0.388888889,0.210733886,0.238461538
4,14/02/2022,15m,0,0.285714286,1,0.333333333,0,0.111111111,0.1,0.555555556,0.01200716,0.433070866
4,14/02/2022,15m,0,0.30952381,0.25,1,0.285714286,0.3,0.083333333,0.5,0.231971116,0.330578512
4,14/02/2022,15m,0,0.404761905,0.666666667,0.555555556,0.25,0.428571429,0.111111111,0.722222222,0.000113749,0.649805447
4,14/02/2022,15m,0,0.19047619,0.333333333,0.25,0.111111111,0.25,0.090909091,0.444444444,0.223260162,0.291338583
4,14/02/2022,15m,0,0.19047619,0.5,0.428571429,0,0.181818182,0,0.388888889,0.391489654,0.23255814
4,14/02/2022,15m,0,0.285714286,0.75,0.666666667,0.125,0.1,0,0.5,0.107602386,0.362204724
4,14/02/2022,15m,0,0.285714286,1,0.272727273,0.1,0.142857143,0.125,0.5,0.107602386,0.402214022
4,09/03/2022,15m,0,0.261904762,0.285714286,0.444444444,0.222222222,0.285714286,0.1,0.666666667,0.000669739,0.586206897
4,09/03/2022,15m,0,0.404761905,0.5,0.363636364,0.666666667,0.428571429,0.2,0.944444444,9.55E-08,0.924686192
4,09/03/2022,15m,0,0.166666667,0.125,0.222222222,0,0.181818182,0.333333333,0.611111111,0.014433622,0.505882353
4,09/03/2022,15m,0,0.261904762,0.333333333,0.5,0.25,0.1,0.142857143,0.777777778,1.51E-05,0.724137931
4,09/03/2022,15m,0,0.357142857,0.375,0.833333333,0.25,0.272727273,0.222222222,0.833333333,1.85E-05,0.785714286
4,09/03/2022,15m,0,0.357142857,0.333333333,0.428571429,0.272727273,0.5,0.285714286,0.833333333,1.50E-06,0.787401575
4,09/03/2022,15m,0,0.333333333,0.25,0.444444444,0.375,0.333333333,0.25,0.833333333,6.45E-08,0.791505792
4,09/03/2022,15m,0,0.333333333,0.25,0.444444444,0.2,0.428571429,0.375,0.888888889,1.05E-07,0.858267717
4,09/03/2022,15m,0,0.380952381,0.444444444,0.5,0.25,0.285714286,0.375,0.777777778,1.51E-05,0.722007722
4,09/03/2022,15m,0,0.261904762,0.25,0.25,0.25,0.428571429,0.181818182,0.666666667,0.000669739,0.581395349
4,26/05/2022,15m,0,0.880952381,0.875,0.777777778,0.875,0.888888889,1,0.333333333,0.193147777,0.162790698
4,26/05/2022,15m,0,0.761904762,0.833333333,0.75,0.6,0.7,1,0.111111111,0.993233605,-0.082706767
4,26/05/2022,15m,0,0.761904762,0.888888889,0.875,0.625,0.75,0.666666667,0.166666667,0.797849766,-0.038461538
4,26/05/2022,15m,0,0.80952381,0.5,0.8,0.857142857,1,0.857142857,0.222222222,0.779975533,0.052631579
4,26/05/2022,15m,0,0.857142857,0.666666667,1,0.875,0.8,1,0.277777778,0.768927616,0.120300752
4,26/05/2022,15m,0,0.785714286,0.833333333,1,0.454545455,1,0.777777778,0.277777778,0.768927616,0.11026616
4,26/05/2022,15m,0,0.785714286,0.7,1,0.555555556,1,0.714285714,0.111111111,0.977355167,-0.078651685
4,26/05/2022,15m,0,0.738095238,0.75,0.6,0.666666667,0.888888889,0.833333333,0.111111111,0.993233605,-0.058823529
4,26/05/2022,15m,0,0.738095238,0.777777778,0.777777778,0.4,1,0.833333333,0.222222222,0.898334917,0.080291971
4,26/05/2022,15m,0,0.738095238,0.666666667,0.888888889,0.5,1,0.714285714,0.277777778,0.588592566,0.116981132
4,19/01/2022,30m,0,0.642857143,0.625,0.777777778,0.875,0.625,0.333333333,0.555555556,0.002146917,0.444015444
4,19/01/2022,30m,0,0.547619048,0.454545455,0.714285714,0.875,0.714285714,0.111111111,0.444444444,0.097489527,0.310344828
4,19/01/2022,30m,0,0.642857143,0.7,0.75,0.75,0.6,0.333333333,0.555555556,0.043348066,0.441860465
4,19/01/2022,30m,0,0.642857143,0.5,1,0.9,0.666666667,0.125,0.5,0.037600683,0.379310345
4,19/01/2022,30m,0,0.523809524,0.75,0.4,0.5,0.714285714,0.333333333,0.5,0.037600683,0.388679245
4,19/01/2022,30m,0,0.619047619,0.857142857,1,0.333333333,0.625,0.2,0.5,0.231971116,0.4
4,19/01/2022,30m,0,0.666666667,0.5,0.9,0.875,1,0.125,0.388888889,0.391489654,0.220472441
4,19/01/2022,30m,0,0.428571429,0.454545455,1,0.571428571,0.333333333,0.181818182,0.277777778,0.954646737,0.082352941
4,19/01/2022,30m,0,0.5,0.25,1,0.6,0.454545455,0.375,0.444444444,0.398260124,0.335793358
4,19/01/2022,30m,0,0.523809524,0.7,0.833333333,0.375,0.714285714,0.181818182,0.444444444,0.223260162,0.282868526
4,03/02/2022,30m,0,0.714285714,1,1,0.6,0.833333333,0.125,0.388888889,0.391489654,0.211155378
4,03/02/2022,30m,0,0.642857143,0.75,1,0.777777778,0.333333333,0.285714286,0.333333333,0.382487831,0.172413793
4,03/02/2022,30m,0,0.666666667,0.857142857,0.888888889,0.666666667,0.857142857,0.2,0.388888889,0.210733886,0.244274809
4,03/02/2022,30m,0,0.642857143,0.75,1,0.875,0.5,0.111111111,0.388888889,0.083585048,0.235521236
4,03/02/2022,30m,0,0.571428571,0.636363636,0.777777778,0.857142857,0.444444444,0,0.277777778,0.768927616,0.089494163
4,03/02/2022,30m,0,0.523809524,0.714285714,0.7,0.555555556,0.428571429,0.222222222,0.388888889,0.210733886,0.272058824
4,03/02/2022,30m,0,0.619047619,0.777777778,0.7,0.666666667,0.625,0.166666667,0.444444444,0.223260162,0.296875
4,03/02/2022,30m,0,0.547619048,0.5,1,0.6,0.5,0.25,0.444444444,0.223260162,0.328358209
4,03/02/2022,30m,0,0.571428571,0.571428571,0.8,0.625,0.714285714,0.2,0.444444444,0.097489527,0.320754717
4,03/02/2022,30m,0,0.523809524,0.666666667,0.5,0.454545455,0.875,0.222222222,0.333333333,0.587757394,0.187969925
4,14/02/2022,30m,0,0.476190476,0.571428571,0.75,0.75,0.5,0,0.5,0.037600683,0.354581673
4,14/02/2022,30m,0,0.357142857,0.571428571,0.4,0.571428571,0.5,0,0.5,0.107602386,0.322175732
4,14/02/2022,30m,0,0.333333333,0.666666667,0.625,0.333333333,0.1,0,0.444444444,0.223260162,0.307692308
4,14/02/2022,30m,0,0.595238095,1,0.7,0.5,0.625,0.142857143,0.611111111,0.003147863,0.501976285
4,14/02/2022,30m,0,0.5,0.666666667,0.625,0.666666667,0.454545455,0.125,0.555555556,0.043348066,0.446153846
4,14/02/2022,30m,0,0.571428571,0.555555556,0.888888889,0.777777778,0.5,0,0.666666667,0.000669739,0.579766537
4,14/02/2022,30m,0,0.380952381,0.571428571,0.625,0.555555556,0.181818182,0,0.5,0.037600683,0.346774194
4,14/02/2022,30m,0,0.547619048,0.454545455,0.714285714,1,0.4,0.166666667,0.611111111,0.014433622,0.5
4,14/02/2022,30m,0,0.5,0.625,0.75,0.857142857,0.444444444,0,0.611111111,0.003147863,0.511627907
4,14/02/2022,30m,0,0.452380952,0.75,0.7,0.428571429,0.25,0.111111111,0.5,0.037600683,0.390977444
4,09/03/2022,30m,0,0.19047619,0.5,0.2,0,0.3,0.111111111,0.722222222,0.01624167,0.645669291
4,09/03/2022,30m,0,0.214285714,0.375,0.333333333,0,0.285714286,0.111111111,0.777777778,1.51E-05,0.71875
4,09/03/2022,30m,0,0.19047619,0.1,0.125,0.25,0.375,0.125,0.722222222,8.73E-06,0.651162791
4,09/03/2022,30m,0,0.285714286,0.428571429,0.2,0.285714286,0.272727273,0.285714286,0.888888889,1.05E-07,0.853061224
4,09/03/2022,30m,0,0.357142857,0.3,0.333333333,0.5,0.375,0.333333333,0.944444444,9.55E-08,0.928571429
4,09/03/2022,30m,0,0.285714286,0.285714286,0.333333333,0.25,0.272727273,0.272727273,0.833333333,0.000849896,0.755656109
4,09/03/2022,30m,0,0.261904762,0.2,0.375,0.166666667,0.3,0.25,0.888888889,1.68E-06,0.853658537
4,09/03/2022,30m,0,0.214285714,0.25,0.25,0.111111111,0.375,0.111111111,0.833333333,6.45E-08,0.790697674
4,09/03/2022,30m,0,0.142857143,0,0.333333333,0,0.285714286,0.222222222,0.611111111,0.014433622,0.526315789
4,09/03/2022,30m,0,0.238095238,0.375,0.375,0,0.333333333,0.142857143,0.833333333,1.50E-06,0.787401575
4,26/05/2022,30m,0,0.928571429,0.818181818,1,1,1,0.875,0.277777778,0.588592566,0.096525097
4,26/05/2022,30m,0,0.857142857,1,0.875,0.7,0.75,1,0.111111111,0.933354633,-0.11627907
4,26/05/2022,30m,0,0.857142857,0.875,1,0.888888889,0.75,0.777777778,0.166666667,0.797849766,-0.042471042
4,26/05/2022,30m,0,0.80952381,0.888888889,1,0.875,0.75,0.636363636,0.111111111,0.993233605,-0.078651685
4,26/05/2022,30m,0,0.857142857,0.888888889,0.875,0.666666667,0.9,1,0.277777778,0.768927616,0.139705882
4,26/05/2022,30m,0,0.833333333,0.777777778,0.888888889,0.777777778,1,0.777777778,0.166666667,0.967352145,-0.011235955
4,26/05/2022,30m,0,0.785714286,0.666666667,0.75,0.75,1,0.8,0.166666667,0.912667724,-0.058823529
4,26/05/2022,30m,0,0.761904762,0.625,0.75,0.6,0.875,1,0.055555556,0.989150754,-0.133333333
4,26/05/2022,30m,0,0.833333333,0.875,0.9,1,0.545454545,1,0.111111111,0.998240087,-0.010526316
4,26/05/2022,30m,0,0.833333333,0.875,0.833333333,0.666666667,1,0.833333333,0.111111111,0.993233605,-0.066666667
4,22/03/2022,50m,0,0.119047619,0.142857143,0,0.111111111,0.125,0.2,0.944444444,4.63E-09,0.9296875
4,22/03/2022,50m,0,0.19047619,0.333333333,0.111111111,0.125,0.222222222,0.2,0.944444444,9.55E-08,0.928286853
4,22/03/2022,50m,0,0.095238095,0.125,0.142857143,0.125,0.125,0,0.833333333,1.50E-06,0.791505792
4,22/03/2022,50m,0,0.095238095,0.1,0.142857143,0,0.142857143,0.111111111,0.722222222,0.000113749,0.645669291
4,22/03/2022,50m,0,0.166666667,0.222222222,0,0.090909091,0.375,0.125,0.944444444,9.55E-08,0.926829268
4,22/03/2022,50m,0,0.142857143,0.142857143,0.142857143,0.111111111,0.090909091,0.25,0.833333333,1.50E-06,0.787401575
4,22/03/2022,50m,0,0.095238095,0.125,0,0.090909091,0.166666667,0.166666667,0.833333333,1.85E-05,0.769230769
4,22/03/2022,50m,0,0.095238095,0,0,0.1,0.142857143,0.222222222,0.777777778,1.51E-05,0.71875
4,22/03/2022,50m,0,0.095238095,0.090909091,0,0.166666667,0.125,0.111111111,0.888888889,1.68E-06,0.85483871
4,22/03/2022,50m,0,0.119047619,0.090909091,0,0.166666667,0.166666667,0.285714286,0.888888889,1.68E-06,0.840707965
4,05/04/2022,50m,0,0.19047619,0,0,0,0.714285714,0.375,0.611111111,0.003147863,0.519083969
4,05/04/2022,50m,0,0.261904762,0,0,0.4,0.625,0.363636364,0.888888889,1.68E-05,0.846153846
4,05/04/2022,50m,0,0.19047619,0,0,0,0.666666667,0.444444444,0.777777778,0.000144899,0.71875
4,05/04/2022,50m,0,0.238095238,0,0,0.111111111,0.444444444,0.625,0.777777778,1.51E-05,0.71875
4,05/04/2022,50m,0,0.261904762,0,0,0.111111111,0.5,0.833333333,0.833333333,1.85E-05,0.79389313
4,05/04/2022,50m,0,0.261904762,0,0,0,0.6,0.555555556,0.833333333,1.50E-06,0.786561265
4,05/04/2022,50m,0,0.166666667,0,0,0.111111111,0.428571429,0.375,0.666666667,0.000669739,0.583011583
4,05/04/2022,50m,0,0.214285714,0,0,0,0.444444444,0.625,0.833333333,1.50E-06,0.789883268
4,05/04/2022,50m,0,0.166666667,0,0,0.166666667,0.3,0.3,0.944444444,9.55E-08,0.927419355
4,05/04/2022,50m,0,0.19047619,0,0,0,0.375,0.625,0.722222222,0.000113749,0.645669291
4,19/04/2022,50m,0,0.238095238,0,0.1,0.142857143,0.5,0.571428571,0.722222222,0.000113749,0.64
4,19/04/2022,50m,0,0.357142857,0,0.125,0.142857143,0.777777778,0.666666667,0.944444444,4.63E-09,0.9296875
4,19/04/2022,50m,0,0.214285714,0,0,0.25,0.333333333,0.5,0.722222222,8.73E-06,0.651162791
4,19/04/2022,50m,0,0.523809524,0.1,0.333333333,0.714285714,0.777777778,0.7,0.722222222,0.000852596,0.642857143
4,19/04/2022,50m,0,0.30952381,0.111111111,0.166666667,0.1,0.444444444,0.75,0.611111111,0.014433622,0.519083969
4,19/04/2022,50m,0,0.357142857,0,0.285714286,0.142857143,0.363636364,1,0.666666667,0.000669739,0.586206897
4,19/04/2022,50m,0,0.404761905,0.125,0.333333333,0.428571429,1,0.272727273,0.777777778,1.51E-05,0.71875
4,19/04/2022,50m,0,0.380952381,0.111111111,0.111111111,0.285714286,0.5,1,0.611111111,0.003147863,0.528089888
4,19/04/2022,50m,0,0.380952381,0,0.5,0.222222222,0.875,0.444444444,0.722222222,0.000852596,0.647058824
4,19/04/2022,50m,0,0.238095238,0,0.222222222,0,0.571428571,0.571428571,0.555555556,0.01200716,0.435294118
4,03/05/2022,50m,0,0.619047619,0.333333333,0.777777778,0.75,0.555555556,0.714285714,0.444444444,0.097489527,0.305019305
4,03/05/2022,50m,0,0.571428571,0.5,0.2,0.571428571,0.888888889,0.75,0.444444444,0.097489527,0.302325581
4,03/05/2022,50m,0,0.642857143,0.25,1,0.625,0.636363636,0.75,0.5,0.037600683,0.376923077
4,03/05/2022,50m,0,0.595238095,0.142857143,0.75,0.625,0.714285714,0.666666667,0.333333333,0.382487831,0.20295203
4,03/05/2022,50m,0,0.571428571,0.25,0.625,0.7,1,0.4,0.222222222,0.898334917,0.066666667
4,03/05/2022,50m,0,0.357142857,0.125,0.444444444,0.333333333,0.571428571,0.333333333,0.277777778,0.588592566,0.123595506
4,03/05/2022,50m,0,0.428571429,0.111111111,0.571428571,0.5,0.571428571,0.444444444,0.277777778,0.588592566,0.096525097
4,03/05/2022,50m,0,0.619047619,0.142857143,0.571428571,0.857142857,0.583333333,0.888888889,0.333333333,0.382487831,0.162790698
4,03/05/2022,50m,0,0.666666667,0.444444444,0.666666667,0.444444444,0.875,1,0.444444444,0.097489527,0.318181818
4,03/05/2022,50m,0,0.523809524,0.25,0.636363636,0.75,0.5,0.555555556,0.222222222,0.98650164,0.086956522
4,26/05/2022,50m,0,0.714285714,0.333333333,0.5,0.833333333,1,0.9,0.111111111,0.993233605,-0.014084507
4,26/05/2022,50m,0,0.69047619,0.333333333,0.714285714,0.666666667,1,0.818181818,0.222222222,0.898334917,0.059701493
4,26/05/2022,50m,0,0.714285714,0.222222222,0.857142857,0.6,1,1,0.111111111,0.977355167,-0.099236641
4,26/05/2022,50m,0,0.904761905,0.857142857,0.9,0.818181818,1,1,0.444444444,0.223260162,0.325842697
4,26/05/2022,50m,0,0.761904762,0.333333333,0.857142857,0.777777778,0.875,1,0.277777778,0.588592566,0.089494163
4,26/05/2022,50m,0,0.785714286,0.5,0.625,1,0.9,0.9,0.388888889,0.391489654,0.208
4,26/05/2022,50m,0,0.619047619,0.333333333,0.5,0.8,0.555555556,1,0.166666667,0.967352145,0.007352941
4,26/05/2022,50m,0,0.666666667,0.111111111,0.75,0.727272727,0.9,1,0.166666667,0.99711994,0.059233449
4,26/05/2022,50m,0,0.714285714,0.5,0.7,0.6,1,0.8,0.222222222,0.898334917,0.1
4,26/05/2022,50m,0,0.857142857,1,0.636363636,0.888888889,0.9,1,0.111111111,0.999608605,-0.017667845
4,02/06/2022,50m,0,0.738095238,0.875,0.555555556,0.625,0.857142857,0.8,0.111111111,0.977355167,-0.095057034
4,02/06/2022,50m,0,0.880952381,0.7,1,1,1,0.714285714,0.388888889,0.391489654,0.282608696
4,02/06/2022,50m,0,0.785714286,0.375,0.666666667,0.8,1,1,0.055555556,0.999323361,-0.133333333
4,02/06/2022,50m,0,0.738095238,0.555555556,0.75,0.545454545,1,1,0.111111111,0.993233605,-0.074626866
4,02/06/2022,50m,0,0.785714286,0.8,0.888888889,0.833333333,0.75,0.666666667,0.055555556,0.999323361,-0.15037594
4,02/06/2022,50m,0,0.928571429,0.777777778,1,0.9,1,1,0.333333333,0.762512238,0.214545455
4,02/06/2022,50m,0,0.785714286,0.5,1,1,0.6,1,0.166666667,0.912667724,0.025270758
4,02/06/2022,50m,0,0.80952381,0.555555556,1,0.777777778,0.75,1,0.166666667,0.797849766,-0.030534351
4,02/06/2022,50m,0,0.833333333,0.75,0.777777778,1,0.857142857,0.8,0.222222222,0.779975533,0.034482759
4,02/06/2022,50m,0,0.857142857,0.625,1,0.888888889,0.8,1,0.166666667,0.912667724,-0.042471042
