"","Component","eigenvalue","percentage.of.variance","cumulative.percentage.of.variance","Date","Altitude"
"360","comp 15",3.9219963487859e-06,2.61466423252393e-05,100,"2022-03-22","50m"
"361","comp 1",10.3465248697284,68.9768324648563,68.9768324648563,"2022-04-19","50m"
"362","comp 2",2.79755010593214,18.6503340395476,87.6271665044038,"2022-04-19","50m"
"363","comp 3",1.03592239984272,6.90614933228479,94.5333158366886,"2022-04-19","50m"
"364","comp 4",0.632181379008027,4.21454252672018,98.7478583634088,"2022-04-19","50m"
"365","comp 5",0.103725420075526,0.691502800503508,99.4393611639123,"2022-04-19","50m"
"366","comp 6",0.0470115989608593,0.313410659739062,99.7527718236514,"2022-04-19","50m"
"367","comp 7",0.0252653273237082,0.168435515491388,99.9212073391427,"2022-04-19","50m"
"368","comp 8",0.00462572485659647,0.0308381657106431,99.9520455048534,"2022-04-19","50m"
"369","comp 9",0.00437803991885834,0.029186932792389,99.9812324376458,"2022-04-19","50m"
"370","comp 10",0.00213287773937113,0.0142191849291408,99.9954516225749,"2022-04-19","50m"
"371","comp 11",0.000355639765652536,0.0023709317710169,99.9978225543459,"2022-04-19","50m"
"372","comp 12",0.000213001824922223,0.00142001216614815,99.9992425665121,"2022-04-19","50m"
"373","comp 13",8.40694327103666e-05,0.000560462884735777,99.9998030293968,"2022-04-19","50m"
"374","comp 14",2.12114552773652e-05,0.000141409701849101,99.9999444390987,"2022-04-19","50m"
"375","comp 15",8.33413520011294e-06,5.55609013340862e-05,100,"2022-04-19","50m"
"376","comp 1",9.84193472035309,65.6128981356873,65.6128981356873,"2022-04-05","50m"
"377","comp 2",2.34496261476103,15.6330840984069,81.2459822340942,"2022-04-05","50m"
"378","comp 3",1.40817511024051,9.38783406827005,90.6338163023642,"2022-04-05","50m"
"379","comp 4",0.847491082714193,5.64994055142796,96.2837568537922,"2022-04-05","50m"
"380","comp 5",0.282120058350668,1.88080038900446,98.1645572427966,"2022-04-05","50m"
"381","comp 6",0.157283736337808,1.04855824225205,99.2131154850487,"2022-04-05","50m"
"382","comp 7",0.0500899366814998,0.333932911209999,99.5470483962587,"2022-04-05","50m"
"383","comp 8",0.0282438683494178,0.188292455662785,99.7353408519214,"2022-04-05","50m"
"384","comp 9",0.017257800220953,0.11505200147302,99.8503928533945,"2022-04-05","50m"
"385","comp 10",0.0112356384648307,0.0749042564322046,99.9252971098267,"2022-04-05","50m"
"386","comp 11",0.00573484435376442,0.0382322956917628,99.9635294055184,"2022-04-05","50m"
"387","comp 12",0.00307857252288079,0.0205238168192052,99.9840532223376,"2022-04-05","50m"
"388","comp 13",0.00215411646702267,0.0143607764468178,99.9984139987845,"2022-04-05","50m"
"389","comp 14",0.00017707682071581,0.0011805121381054,99.9995945109226,"2022-04-05","50m"
"390","comp 15",6.08233616140734e-05,0.000405489077427156,100,"2022-04-05","50m"
"391","comp 1",8.75113758405293,58.3409172270196,58.3409172270196,"2022-05-03","50m"
"392","comp 2",4.53913542642004,30.2609028428003,88.6018200698199,"2022-05-03","50m"
"393","comp 3",0.895306466294881,5.96870977529921,94.5705298451191,"2022-05-03","50m"
"394","comp 4",0.504331797940818,3.36221198627212,97.9327418313912,"2022-05-03","50m"
"395","comp 5",0.213619065124302,1.42412710082868,99.3568689322199,"2022-05-03","50m"
"396","comp 6",0.0595267787610042,0.396845191740028,99.7537141239599,"2022-05-03","50m"
"397","comp 7",0.0253256701595762,0.168837801063841,99.9225519250238,"2022-05-03","50m"
"398","comp 8",0.00717919789030097,0.0478613192686732,99.9704132442924,"2022-05-03","50m"
"399","comp 9",0.00287699162637855,0.019179944175857,99.9895931884683,"2022-05-03","50m"
"400","comp 10",0.000756969093688239,0.00504646062458826,99.9946396490929,"2022-05-03","50m"
"401","comp 11",0.000356242835504282,0.00237495223669521,99.9970146013296,"2022-05-03","50m"
"402","comp 12",0.000237781776689793,0.00158521184459862,99.9985998131742,"2022-05-03","50m"
"403","comp 13",0.000110773701698393,0.000738491344655957,99.9993383045188,"2022-05-03","50m"
"404","comp 14",6.31146159293509e-05,0.000420764106195673,99.999759068625,"2022-05-03","50m"
"405","comp 15",3.61397062451088e-05,0.000240931374967392,100,"2022-05-03","50m"
