"","dens","Intensity","Hue","Saturation","Lightness","a.","b.","u.","v.","GA","GGA","CSI","NGRDI","NGRDIveg","TGI","TGIveg"
"dens",NA,4.44089209850063e-16,0.0726746121740778,0.0186801650311015,3.33066907387547e-15,0.868826351967463,2.13045471915141e-05,0.694728417924739,2.87571300106038e-10,1.64798931951982e-05,2.23584935410415e-06,1.78591816335505e-06,0.000225333452203547,0.000341904956629335,0.273731864245034,0.088463230160523
"Intensity",4.44089209850063e-16,NA,0.0136702453799966,0.0213645262969226,0,0.800665284765379,2.87685431032969e-10,0.395035904102602,0,1.40624227595865e-07,5.20626917133171e-08,5.61867312676156e-08,8.06205197254606e-05,0.000225722651984839,0.0483852785699115,0.0047321244150702
"Hue",0.0726746121740778,0.0136702453799966,NA,5.77299279491683e-08,0.0344165462482182,6.80344669490296e-13,1.52993715563099e-06,2.13651318858865e-12,0.0182601133804741,2.69206879011108e-12,4.20330437123084e-13,7.75379760398209e-13,0,0,0.000121687594690778,0.00206772999873861
"Saturation",0.0186801650311015,0.0213645262969226,5.77299279491683e-08,NA,0.0945928139065775,1.01996796741943e-06,0.148474996104725,5.67115945058205e-05,0.365462810156981,6.88544599114493e-09,6.6821881361534e-09,1.41409053355801e-08,1.04094510788855e-12,1.36175515308423e-10,7.09617421223996e-05,0.000393780320937509
"Lightness",3.33066907387547e-15,0,0.0344165462482182,0.0945928139065775,NA,0.394071119402837,6.19482243280345e-12,0.168817503305646,0,3.00429550170733e-06,1.70867541937625e-06,1.5981547223376e-06,0.00104346367125907,0.00206345082923676,0.00726374574252198,0.00036973002204399
"a.",0.868826351967463,0.800665284765379,6.80344669490296e-13,1.01996796741943e-06,0.394071119402837,NA,1,0,0.114712058955011,4.16854690765689e-06,3.83579281137969e-06,5.49965240548289e-06,6.45039577307216e-13,3.25828253266991e-12,0,0
"b.",2.13045471915141e-05,2.87685431032969e-10,1.52993715563099e-06,0.148474996104725,6.19482243280345e-12,1,NA,0.982517648886101,0,1.80639665894322e-05,7.01566481975391e-06,5.35603652718208e-06,0.000179309583543841,0.000286128217698245,0.00499393397998116,0.000255541166070072
"u.",0.694728417924739,0.395035904102602,2.13651318858865e-12,5.67115945058205e-05,0.168817503305646,0,0.982517648886101,NA,0.0617857534715598,7.36453630914014e-05,5.97347536852588e-05,7.73737719588219e-05,3.18838733193161e-10,7.28560323182137e-10,0,0
"v.",2.87571300106038e-10,0,0.0182601133804741,0.365462810156981,0,0.114712058955011,0,0.0617857534715598,NA,0.000120569449222785,6.25138770313782e-05,4.63677630380133e-05,0.00940617872802241,0.0129554548054778,6.74872248098701e-05,7.49534475374958e-07
"GA",1.64798931951982e-05,1.40624227595865e-07,2.69206879011108e-12,6.88544599114493e-09,3.00429550170733e-06,4.16854690765689e-06,1.80639665894322e-05,7.36453630914014e-05,0.000120569449222785,NA,0,0,8.21565038222616e-15,1.00010666415074e-10,0.00903925075728962,0.0750228518999427
"GGA",2.23584935410415e-06,5.20626917133171e-08,4.20330437123084e-13,6.6821881361534e-09,1.70867541937625e-06,3.83579281137969e-06,7.01566481975391e-06,5.97347536852588e-05,6.25138770313782e-05,0,NA,0,4.44089209850063e-16,6.69686528453894e-12,0.0122769446784385,0.0960997359001312
"CSI",1.78591816335505e-06,5.61867312676156e-08,7.75379760398209e-13,1.41409053355801e-08,1.5981547223376e-06,5.49965240548289e-06,5.35603652718208e-06,7.73737719588219e-05,4.63677630380133e-05,0,0,NA,1.77635683940025e-15,6.66666721826914e-12,0.0156765159087433,0.1105418160391
"NGRDI",0.000225333452203547,8.06205197254606e-05,0,1.04094510788855e-12,0.00104346367125907,6.45039577307216e-13,0.000179309583543841,3.18838733193161e-10,0.00940617872802241,8.21565038222616e-15,4.44089209850063e-16,1.77635683940025e-15,NA,0,1.7297211498235e-05,0.000448051549085893
"NGRDIveg",0.000341904956629335,0.000225722651984839,0,1.36175515308423e-10,0.00206345082923676,3.25828253266991e-12,0.000286128217698245,7.28560323182137e-10,0.0129554548054778,1.00010666415074e-10,6.69686528453894e-12,6.66666721826914e-12,0,NA,2.96046028762653e-05,0.000460828231926946
"TGI",0.273731864245034,0.0483852785699115,0.000121687594690778,7.09617421223996e-05,0.00726374574252198,0,0.00499393397998116,0,6.74872248098701e-05,0.00903925075728962,0.0122769446784385,0.0156765159087433,1.7297211498235e-05,2.96046028762653e-05,NA,0
"TGIveg",0.088463230160523,0.0047321244150702,0.00206772999873861,0.000393780320937509,0.00036973002204399,0,0.000255541166070072,0,7.49534475374958e-07,0.0750228518999427,0.0960997359001312,0.1105418160391,0.000448051549085893,0.000460828231926946,0,NA
