"","dens","Intensity","Hue","Saturation","Lightness","a.","b.","u.","v.","GA","GGA","CSI","NGRDI","NGRDIveg","TGI","TGIveg"
"dens",NA,0.00150546578935051,0.744992533647082,0.00424156174731793,0.0306464114425993,0.319710341177978,0.776474349438125,0.555751029130883,0.934195546989848,2.30539901429072e-05,0.00480912591097304,0.00658155441506536,0.144756406471127,0.171237671589006,0.0264706896173692,0.0420440463515972
"Intensity",0.00150546578935051,NA,0.975795397751392,0.04106965905439,0,0.470156738068181,0.249330099459231,0.489668177308719,8.3828273296449e-05,0.155028754113044,0.184791430536811,0.15136168067743,0.274448644661641,0.301610188609559,0.0213645262969226,0.0132069510344772
"Hue",0.744992533647082,0.975795397751392,NA,0.0535922448165258,0.793169087138775,8.21565038222616e-14,0,0,2.28508693078666e-07,2.07020387543722e-06,2.22044604925031e-16,0,0,0,0.0530464321195623,0.0651793765830369
"Saturation",0.00424156174731793,0.04106965905439,0.0535922448165258,NA,0.000866049879457265,2.56630668848956e-05,0.689021322548681,0.00160758066856737,0.0143822743308613,0.0131905376727999,0.0193665325290739,0.0204808931351939,0.00129029658220814,0.00161022808054501,1.12594378265385e-11,1.3591794356671e-11
"Lightness",0.0306464114425993,0,0.793169087138775,0.000866049879457265,NA,0.0745581977219838,0.120980638144709,0.135066441525917,2.18786645977964e-06,0.589691429279111,0.649777373757797,0.550242493496465,0.82494692359605,0.869439426452237,9.60461635406418e-05,4.40971899067222e-05
"a.",0.319710341177978,0.470156738068181,8.21565038222616e-14,2.56630668848956e-05,0.0745581977219838,NA,0.00563615218914348,0,0.541364831454864,2.33754422929167e-07,0,0,0,0,3.26301208275481e-11,5.9597882184903e-11
"b.",0.776474349438125,0.249330099459231,0,0.689021322548681,0.120980638144709,0.00563615218914348,NA,4.62763022714974e-05,0,0.00595326575472832,2.10173859516161e-06,8.29917168765348e-07,2.88817777915895e-07,2.50779046861993e-07,0.0447224419423446,0.0357393539499793
"u.",0.555751029130883,0.489668177308719,0,0.00160758066856737,0.135066441525917,0,4.62763022714974e-05,NA,0.0746063895304778,8.41903462278637e-07,0,0,0,0,2.14940971243749e-07,3.19213060873125e-07
"v.",0.934195546989848,8.3828273296449e-05,2.28508693078666e-07,0.0143822743308613,2.18786645977964e-06,0.541364831454864,0,0.0746063895304778,NA,0.0964699389120685,0.00183750767452739,0.00094178006976442,0.00154878014685811,0.00150982475949779,2.4829845050256e-05,1.30243770370964e-05
"GA",2.30539901429072e-05,0.155028754113044,2.07020387543722e-06,0.0131905376727999,0.589691429279111,2.33754422929167e-07,0.00595326575472832,8.41903462278637e-07,0.0964699389120685,NA,1.3837819778928e-12,3.34838379245639e-10,7.09504071050304e-08,1.04170899462019e-07,0.00183543258059782,0.00332647345984172
"GGA",0.00480912591097304,0.184791430536811,2.22044604925031e-16,0.0193665325290739,0.649777373757797,0,2.10173859516161e-06,0,0.00183750767452739,1.3837819778928e-12,NA,0,0,0,0.000301053827880038,0.000475846284529791
"CSI",0.00658155441506536,0.15136168067743,0,0.0204808931351939,0.550242493496465,0,8.29917168765348e-07,0,0.00094178006976442,3.34838379245639e-10,0,NA,0,0,0.000456806244003571,0.000693380383861797
"NGRDI",0.144756406471127,0.274448644661641,0,0.00129029658220814,0.82494692359605,0,2.88817777915895e-07,0,0.00154878014685811,7.09504071050304e-08,0,0,NA,0,4.88273987637733e-05,7.58855860936158e-05
"NGRDIveg",0.171237671589006,0.301610188609559,0,0.00161022808054501,0.869439426452237,0,2.50779046861993e-07,0,0.00150982475949779,1.04170899462019e-07,0,0,0,NA,5.49762974442203e-05,8.25755220854596e-05
"TGI",0.0264706896173692,0.0213645262969226,0.0530464321195623,1.12594378265385e-11,9.60461635406418e-05,3.26301208275481e-11,0.0447224419423446,2.14940971243749e-07,2.4829845050256e-05,0.00183543258059782,0.000301053827880038,0.000456806244003571,4.88273987637733e-05,5.49762974442203e-05,NA,0
"TGIveg",0.0420440463515972,0.0132069510344772,0.0651793765830369,1.3591794356671e-11,4.40971899067222e-05,5.9597882184903e-11,0.0357393539499793,3.19213060873125e-07,1.30243770370964e-05,0.00332647345984172,0.000475846284529791,0.000693380383861797,7.58855860936158e-05,8.25755220854596e-05,0,NA
