"","dens","Intensity","Hue","Saturation","Lightness","a.","b.","u.","v.","GA","GGA","CSI","NGRDI","NGRDIveg","TGI","TGIveg"
"dens",NA,2.87103674168065e-13,1.4210854715202e-14,0.422501388670089,5.18007858829606e-12,5.74651437545981e-13,0.000222666900766777,9.32587340685131e-14,1.53869818340091e-05,0,0,0,4.39648317751562e-14,0,6.17284001691587e-14,1.54246970751615e-09
"Intensity",2.87103674168065e-13,NA,5.17016740531062e-09,0.37639121963715,0,6.80925620333284e-07,7.12010506065397e-06,1.41506468764874e-08,2.0996537841711e-12,1.62136970516258e-12,3.97459842815806e-14,4.59632332194815e-14,1.39007755972642e-07,8.46434033974219e-13,1.34223587799909e-08,0.000442332818946678
"Hue",1.4210854715202e-14,5.17016740531062e-09,NA,0.00382471122166339,4.43419956308588e-08,0,2.30323138472599e-06,0,0.000143325633759073,0,0,1.21341825476406e-10,0,6.15543616078185e-10,0,8.09589282280143e-08
"Saturation",0.422501388670089,0.37639121963715,0.00382471122166339,NA,0.286750201727596,0.000116463500786645,1.3524185327185e-08,2.43650379927463e-05,0.0162424577632223,0.00460918921515074,0.021441146881207,0.396692770109349,6.06352787273501e-05,0.83339285561506,0.063653066482988,0.162309807091643
"Lightness",5.18007858829606e-12,0,4.43419956308588e-08,0.286750201727596,NA,3.87249229372166e-06,8.63759758340521e-06,9.98838924903822e-08,8.54871728961371e-13,3.0569102804634e-11,1.0760281554667e-12,5.09814412907872e-13,8.45196193921538e-07,8.00359778452275e-12,1.14074804269393e-07,0.00123492794503188
"a.",5.74651437545981e-13,6.80925620333284e-07,0,0.000116463500786645,3.87249229372166e-06,NA,4.93396866918516e-07,0,0.000268863091271498,0,0,2.15419859728172e-09,0,1.90157767310239e-08,0,7.03816430691617e-07
"b.",0.000222666900766777,7.12010506065397e-06,2.30323138472599e-06,1.3524185327185e-08,8.63759758340521e-06,4.93396866918516e-07,NA,3.19830828487966e-10,0,1.0683824491764e-08,4.64517122544805e-08,1.62041379039302e-05,2.86318864173296e-08,0.00540617633410134,0.000727545190626788,0.338136459146443
"u.",9.32587340685131e-14,1.41506468764874e-08,0,2.43650379927463e-05,9.98838924903822e-08,0,3.19830828487966e-10,NA,1.20806216230562e-06,0,0,9.7571728474577e-11,0,9.34061050728019e-09,0,4.87316390787029e-05
"v.",1.53869818340091e-05,2.0996537841711e-12,0.000143325633759073,0.0162424577632223,8.54871728961371e-13,0.000268863091271498,0,1.20806216230562e-06,NA,2.3596911757906e-07,6.72499593790121e-08,1.17428223145311e-07,3.57673616258047e-05,0.000135165328138509,0.00544564645581191,0.552069972618502
"GA",0,1.62136970516258e-12,0,0.00460918921515074,3.0569102804634e-11,0,1.0683824491764e-08,0,2.3596911757906e-07,NA,0,1.99840144432528e-15,0,2.29594121492482e-13,0,1.72433185063881e-06
"GGA",0,3.97459842815806e-14,0,0.021441146881207,1.0760281554667e-12,0,4.64517122544805e-08,0,6.72499593790121e-08,0,NA,0,0,0,0,9.47676257023744e-07
"CSI",0,4.59632332194815e-14,1.21341825476406e-10,0.396692770109349,5.09814412907872e-13,2.15419859728172e-09,1.62041379039302e-05,9.7571728474577e-11,1.17428223145311e-07,1.99840144432528e-15,0,NA,1.47105883030463e-10,0,2.92508706145611e-09,8.67362655299075e-06
"NGRDI",4.39648317751562e-14,1.39007755972642e-07,0,6.06352787273501e-05,8.45196193921538e-07,0,2.86318864173296e-08,0,3.57673616258047e-05,0,0,1.47105883030463e-10,NA,3.47063400241154e-09,0,2.39277603975019e-06
"NGRDIveg",0,8.46434033974219e-13,6.15543616078185e-10,0.83339285561506,8.00359778452275e-12,1.90157767310239e-08,0.00540617633410134,9.34061050728019e-09,0.000135165328138509,2.29594121492482e-13,0,0,3.47063400241154e-09,NA,8.02246713504928e-10,6.74126976463185e-10
"TGI",6.17284001691587e-14,1.34223587799909e-08,0,0.063653066482988,1.14074804269393e-07,0,0.000727545190626788,0,0.00544564645581191,0,0,2.92508706145611e-09,0,8.02246713504928e-10,NA,3.43476358466432e-11
"TGIveg",1.54246970751615e-09,0.000442332818946678,8.09589282280143e-08,0.162309807091643,0.00123492794503188,7.03816430691617e-07,0.338136459146443,4.87316390787029e-05,0.552069972618502,1.72433185063881e-06,9.47676257023744e-07,8.67362655299075e-06,2.39277603975019e-06,6.74126976463185e-10,3.43476358466432e-11,NA
