"","dens","Intensity","Hue","Saturation","Lightness","a.","b.","u.","v.","GA","GGA","CSI","NGRDI","NGRDIveg","TGI","TGIveg"
"dens",NA,0.0404198436781589,0.901429567060826,0.0044776309505985,0.0864633154176233,0.725521392394627,0.913700611914784,0.828381933831775,0.752826431488114,0.0142038671051488,0.121467754047857,0.147707906356209,0.337821818610398,0.419491023115458,0.307159775739721,0.367551375393067
"Intensity",0.0404198436781589,NA,0.67631377591973,0.472507177914797,0,0.0655655108882629,0.0220363483215,0.132830422155096,1.92432736412229e-09,0.753140494512129,0.337276807771951,0.242349956126992,0.271086001692944,0.302403999424188,7.20915417140588e-07,1.7922570516582e-07
"Hue",0.901429567060826,0.67631377591973,NA,6.19682083424777e-12,0.520519670404073,2.22044604925031e-16,0,0,1.08350390215506e-07,1.39466216353412e-11,0,0,0,0,0.623412450318911,0.364560904529139
"Saturation",0.0044776309505985,0.472507177914797,6.19682083424777e-12,NA,0.83983567029401,3.5624141705437e-05,1.05515596260375e-11,1.3203069748613e-09,1.28323919352802e-05,5.39318421139967e-05,6.40710871024908e-08,1.19407471022015e-07,1.51628874789367e-07,1.04184080029768e-07,0.0138629641218859,0.00557999240680274
"Lightness",0.0864633154176233,0,0.520519670404073,0.83983567029401,NA,0.0558107911837005,0.00648288462527669,0.164118498199407,3.14690495883951e-11,0.800165524061226,0.285577295939638,0.192392338249985,0.242502943600981,0.269988610947648,7.06150249385473e-09,1.03763531100753e-09
"a.",0.725521392394627,0.0655655108882629,2.22044604925031e-16,3.5624141705437e-05,0.0558107911837005,NA,0.000132237657370471,0,0.237714739002306,5.2913229353635e-13,0,2.22044604925031e-16,0,0,0.000512061869890834,0.00243146487563584
"b.",0.913700611914784,0.0220363483215,0,1.05515596260375e-11,0.00648288462527669,0.000132237657370471,NA,1.01980286659753e-07,0,2.36476440467204e-05,1.75415237890775e-13,1.73194791841524e-14,1.77635683940025e-13,8.12683254025615e-14,0.000110281038667281,2.10267861391333e-05
"u.",0.828381933831775,0.132830422155096,0,1.3203069748613e-09,0.164118498199407,0,1.01980286659753e-07,NA,0.0164250456786679,9.13935593871429e-13,0,0,0,0,0.0630256501113453,0.146899791329827
"v.",0.752826431488114,1.92432736412229e-09,1.08350390215506e-07,1.28323919352802e-05,3.14690495883951e-11,0.237714739002306,0,0.0164250456786679,NA,0.0145729323578723,1.4996044068738e-06,3.11258759655431e-07,2.05966335187213e-06,1.88959933300481e-06,1.83756787563993e-10,4.2570391656227e-12
"GA",0.0142038671051488,0.753140494512129,1.39466216353412e-11,5.39318421139967e-05,0.800165524061226,5.2913229353635e-13,2.36476440467204e-05,9.13935593871429e-13,0.0145729323578723,NA,0,1.73194791841524e-13,2.09721129351692e-12,1.19240173290791e-11,0.246252992982526,0.482362044963526
"GGA",0.121467754047857,0.337276807771951,0,6.40710871024908e-08,0.285577295939638,0,1.75415237890775e-13,0,1.4996044068738e-06,0,NA,0,0,0,0.947921150314533,0.611501976644268
"CSI",0.147707906356209,0.242349956126992,0,1.19407471022015e-07,0.192392338249985,2.22044604925031e-16,1.73194791841524e-14,0,3.11258759655431e-07,1.73194791841524e-13,0,NA,0,0,0.817986709028247,0.509867960839422
"NGRDI",0.337821818610398,0.271086001692944,0,1.51628874789367e-07,0.242502943600981,0,1.77635683940025e-13,0,2.05966335187213e-06,2.09721129351692e-12,0,0,NA,0,0.815693815100168,0.859500210709111
"NGRDIveg",0.419491023115458,0.302403999424188,0,1.04184080029768e-07,0.269988610947648,0,8.12683254025615e-14,0,1.88959933300481e-06,1.19240173290791e-11,0,0,0,NA,0.817165146863157,0.861982492768955
"TGI",0.307159775739721,7.20915417140588e-07,0.623412450318911,0.0138629641218859,7.06150249385473e-09,0.000512061869890834,0.000110281038667281,0.0630256501113453,1.83756787563993e-10,0.246252992982526,0.947921150314533,0.817986709028247,0.815693815100168,0.817165146863157,NA,0
"TGIveg",0.367551375393067,1.7922570516582e-07,0.364560904529139,0.00557999240680274,1.03763531100753e-09,0.00243146487563584,2.10267861391333e-05,0.146899791329827,4.2570391656227e-12,0.482362044963526,0.611501976644268,0.509867960839422,0.859500210709111,0.861982492768955,0,NA
