"","dens","Intensity","Hue","Saturation","Lightness","a.","b.","u.","v.","GA","GGA","CSI","NGRDI","NGRDIveg","TGI","TGIveg"
"dens",NA,0.021966949172983,0.909607893844718,0.118926828862881,0.0739662337056195,0.744992533647082,0.86476504643624,0.938300065136429,0.698552022187563,0.000201979477862491,0.212446521356149,0.446970073861049,0.222257850095445,0.317174457975271,0.146229472019378,0.290130327771149
"Intensity",0.021966949172983,NA,0.16322121493609,0.860824940165039,0,0.707144036751596,0.0296944883289756,0.662775670652226,1.13562046877291e-07,0.00492910367825461,0.0631507335111032,0.0926393597052484,0.0373803043927148,0.0497109420141202,0.00058841010317523,0.000203138324779806
"Hue",0.909607893844718,0.16322121493609,NA,0,0.082728046742599,9.76996261670138e-15,0,0,3.75369957339444e-10,1.18838272555877e-11,0,0,0,0,0.110177362383449,0.0412020511976006
"Saturation",0.118926828862881,0.860824940165039,0,NA,0.652230310761936,1.07518253655847e-06,0,5.24913446042774e-13,3.30671467985155e-09,5.22314242048516e-05,1.27897692436818e-13,2.22044604925031e-15,6.81623646414664e-11,2.00208738476704e-11,0.000700793723017679,0.000193996718421019
"Lightness",0.0739662337056195,0,0.082728046742599,0.652230310761936,NA,0.589288153339392,0.00458164949553042,0.596601914285238,4.54791315718239e-10,0.00780567391432463,0.0423386871333085,0.0580044741183714,0.0337608001550405,0.0417768782752557,8.26055995828412e-06,2.12923230180628e-06
"a.",0.744992533647082,0.707144036751596,9.76996261670138e-15,1.07518253655847e-06,0.589288153339392,NA,2.78607038830536e-05,0,0.0465487422948199,1.01034736132988e-11,0,0,0,0,0.0106731193313423,0.0372581543841044
"b.",0.86476504643624,0.0296944883289756,0,0,0.00458164949553042,2.78607038830536e-05,NA,1.45608414214848e-10,0,1.52993715563099e-06,1.11022302462516e-15,0,2.92166291160356e-12,1.048494624456e-12,3.86353472214829e-06,3.28389814452379e-07
"u.",0.938300065136429,0.662775670652226,0,5.24913446042774e-13,0.596601914285238,0,1.45608414214848e-10,NA,0.000127390426183815,2.25819363208757e-13,0,0,0,0,0.639040234629809,0.973779027672381
"v.",0.698552022187563,1.13562046877291e-07,3.75369957339444e-10,3.30671467985155e-09,4.54791315718239e-10,0.0465487422948199,0,0.000127390426183815,NA,5.19988162661633e-05,1.43114942119382e-08,6.15445983065399e-09,6.21994080685084e-07,4.74073557743537e-07,2.69593236623678e-11,3.07309733216243e-13
"GA",0.000201979477862491,0.00492910367825461,1.18838272555877e-11,5.22314242048516e-05,0.00780567391432463,1.01034736132988e-11,1.52993715563099e-06,2.25819363208757e-13,5.19988162661633e-05,NA,0,2.22044604925031e-16,0,4.44089209850063e-16,0.719422265277859,0.817003853319198
"GGA",0.212446521356149,0.0631507335111032,0,1.27897692436818e-13,0.0423386871333085,0,1.11022302462516e-15,0,1.43114942119382e-08,0,NA,0,0,0,0.367723502343607,0.170109592783846
"CSI",0.446970073861049,0.0926393597052484,0,2.22044604925031e-15,0.0580044741183714,0,0,0,6.15445983065399e-09,2.22044604925031e-16,0,NA,0,0,0.268669797934079,0.12293730154111
"NGRDI",0.222257850095445,0.0373803043927148,0,6.81623646414664e-11,0.0337608001550405,0,2.92166291160356e-12,0,6.21994080685084e-07,0,0,0,NA,0,0.91442298527316,0.545015729448833
"NGRDIveg",0.317174457975271,0.0497109420141202,0,2.00208738476704e-11,0.0417768782752557,0,1.048494624456e-12,0,4.74073557743537e-07,4.44089209850063e-16,0,0,0,NA,0.853874448983652,0.498773085690807
"TGI",0.146229472019378,0.00058841010317523,0.110177362383449,0.000700793723017679,8.26055995828412e-06,0.0106731193313423,3.86353472214829e-06,0.639040234629809,2.69593236623678e-11,0.719422265277859,0.367723502343607,0.268669797934079,0.91442298527316,0.853874448983652,NA,0
"TGIveg",0.290130327771149,0.000203138324779806,0.0412020511976006,0.000193996718421019,2.12923230180628e-06,0.0372581543841044,3.28389814452379e-07,0.973779027672381,3.07309733216243e-13,0.817003853319198,0.170109592783846,0.12293730154111,0.545015729448833,0.498773085690807,0,NA
