"","dens","Intensity","Hue","Saturation","Lightness","a.","b.","u.","v.","GA","GGA","CSI","NGRDI","NGRDIveg","TGI","TGIveg"
"dens",NA,0,0,0.000393052181784981,0,7.53752615878511e-12,0.117671679804748,5.96716898115801e-09,0,0,0,0,0,0,0.00232876813338256,0.868826351967463
"Intensity",0,NA,0,0.00184406936077242,0,2.61333177320466e-11,0.330025088567907,1.00806428626754e-06,0,0,0,0,0,0,0.0408497855048178,0.28918228028094
"Hue",0,0,NA,0.00392900039883237,0,2.37276864822888e-12,0.555187609503174,9.99755833674953e-11,0,0,0,0,0,0,0.00162619476512038,0.766959302706417
"Saturation",0.000393052181784981,0.00184406936077242,0.00392900039883237,NA,0.00426226426126997,0.0178184506647838,1.47405376971221e-06,0.111935095630031,0.112427157257158,0.00184890242169944,0.00193517606479521,0.00120817806951834,0.000191674666717656,7.18948417244292e-05,0.00145569844325788,0.00123723031063783
"Lightness",0,0,0,0.00426226426126997,NA,9.50559631007764e-11,0.379601950950235,1.94281912246907e-06,0,0,0,0,0,0,0.0707119781964352,0.182163159422789
"a.",7.53752615878511e-12,2.61333177320466e-11,2.37276864822888e-12,0.0178184506647838,9.50559631007764e-11,NA,0.00587413779354362,6.21724893790088e-15,4.19222687675358e-08,0,3.5527136788005e-15,8.5043083686287e-14,0,2.22044604925031e-16,2.96128410681717e-09,0.00806201775559701
"b.",0.117671679804748,0.330025088567907,0.555187609503174,1.47405376971221e-06,0.379601950950235,0.00587413779354362,NA,0.512592975803807,0.786357021058705,0.0227082222500634,0.092545257042969,0.114809321525716,0.0779546619783316,0.0641586087903141,0.0306840601506566,0.0113077465256644
"u.",5.96716898115801e-09,1.00806428626754e-06,9.99755833674953e-11,0.111935095630031,1.94281912246907e-06,6.21724893790088e-15,0.512592975803807,NA,4.7223155863918e-05,1.06581410364015e-14,2.93987056920741e-13,1.31850086404484e-12,5.70055114224033e-12,1.45699008413658e-11,1.55431223447522e-15,2.23182695957558e-05
"v.",0,0,0,0.112427157257158,0,4.19222687675358e-08,0.786357021058705,4.7223155863918e-05,NA,5.99520433297585e-15,0,0,0,0,0.591483214089732,0.00815062030337765
"GA",0,0,0,0.00184890242169944,0,0,0.0227082222500634,1.06581410364015e-14,5.99520433297585e-15,NA,0,0,0,0,3.4702825797428e-06,0.127599798055375
"GGA",0,0,0,0.00193517606479521,0,3.5527136788005e-15,0.092545257042969,2.93987056920741e-13,0,0,NA,0,0,0,3.79634048663924e-05,0.244416529794655
"CSI",0,0,0,0.00120817806951834,0,8.5043083686287e-14,0.114809321525716,1.31850086404484e-12,0,0,0,NA,0,0,0.000100202175196795,0.289241531704812
"NGRDI",0,0,0,0.000191674666717656,0,0,0.0779546619783316,5.70055114224033e-12,0,0,0,0,NA,0,7.70650340491397e-05,0.341805246957474
"NGRDIveg",0,0,0,7.18948417244292e-05,0,2.22044604925031e-16,0.0641586087903141,1.45699008413658e-11,0,0,0,0,0,NA,6.79313591671615e-05,0.23925298578753
"TGI",0.00232876813338256,0.0408497855048178,0.00162619476512038,0.00145569844325788,0.0707119781964352,2.96128410681717e-09,0.0306840601506566,1.55431223447522e-15,0.591483214089732,3.4702825797428e-06,3.79634048663924e-05,0.000100202175196795,7.70650340491397e-05,6.79313591671615e-05,NA,0
"TGIveg",0.868826351967463,0.28918228028094,0.766959302706417,0.00123723031063783,0.182163159422789,0.00806201775559701,0.0113077465256644,2.23182695957558e-05,0.00815062030337765,0.127599798055375,0.244416529794655,0.289241531704812,0.341805246957474,0.23925298578753,0,NA
