"","dens","Intensity","Hue","Saturation","Lightness","a.","b.","u.","v.","GA","GGA","CSI","NGRDI","NGRDIveg","TGI","TGIveg"
"dens",NA,6.89490464722553e-09,0.00028313342266606,0.169588758820794,5.42006945991602e-08,0.00594296153380758,0.591028078641195,0.004896903515474,0.172898243783623,7.774887889056e-08,1.51720014107681e-06,0.5662284185573,0.0242935146650232,0.0465041389726775,3.56993593046973e-05,0.00781329963963939
"Intensity",6.89490464722553e-09,NA,0.277095188618251,9.59990417559453e-06,0,0.693068658919819,0.302611141351624,0.747702772850002,0.197680590307041,0.00399396345797998,0.00682465284447931,0.426467058045399,0.294236062502759,1.04183469340491e-06,0.0297618657887966,0.00271726759053914
"Hue",0.00028313342266606,0.277095188618251,NA,0.013600739433546,0.49179659790781,0,0.049762515536556,0,0.557175911890248,0,0,0.585942625066467,0,0.962669954010764,2.22044604925031e-15,0.0505936509085796
"Saturation",0.169588758820794,9.59990417559453e-06,0.013600739433546,NA,2.22848651587615e-05,5.50223330164634e-06,0,7.75499375826882e-09,4.03660096459646e-07,0.0377076613017975,0.108531833670408,0.0151449288518344,5.12231279614639e-09,4.73880592544162e-08,0.143312253251429,2.52386636034885e-08
"Lightness",5.42006945991602e-08,0,0.49179659790781,2.22848651587615e-05,NA,0.480776993908185,0.459522936296191,0.592355026963051,0.0928470084414519,0.0111230335912145,0.0163101263524696,0.448773390186093,0.195255256738807,1.87821554265e-06,0.108627808098849,0.0102368278219056
"a.",0.00594296153380758,0.693068658919819,0,5.50223330164634e-06,0.480776993908185,NA,0.000287240148747259,0,0.0868475885367537,0,6.92779167366098e-14,0.322246121020657,0,0.184680079646911,9.4122238891714e-09,0.698061720940914
"b.",0.591028078641195,0.302611141351624,0.049762515536556,0,0.459522936296191,0.000287240148747259,NA,1.24286594793688e-07,0,0.00468397706880563,0.0315212738391686,0.00471832372065206,2.09628947933638e-06,4.4145104280302e-05,0.0302712880096825,2.17732771368162e-07
"u.",0.004896903515474,0.747702772850002,0,7.75499375826882e-09,0.592355026963051,0,1.24286594793688e-07,NA,0.00101495932415663,0,2.3223645229109e-12,0.142484660163973,0,0.0468047500832749,5.07364650776942e-05,0.411545300674559
"v.",0.172898243783623,0.197680590307041,0.557175911890248,4.03660096459646e-07,0.0928470084414519,0.0868475885367537,0,0.00101495932415663,NA,0.0241884453337744,0.0819931655824473,0.0276999933365047,0.0107732653091468,0.0294086962053475,0.00186511564227576,2.91287619935687e-06
"GA",7.774887889056e-08,0.00399396345797998,0,0.0377076613017975,0.0111230335912145,0,0.00468397706880563,0,0.0241884453337744,NA,0,0.818969843445345,4.44089209850063e-16,0.433640575942398,2.51516141247521e-10,0.0753964636506743
"GGA",1.51720014107681e-06,0.00682465284447931,0,0.108531833670408,0.0163101263524696,6.92779167366098e-14,0.0315212738391686,2.3223645229109e-12,0.0819931655824473,0,NA,0.0314505794835214,1.16702203456498e-11,0.015251122199172,4.82817164026983e-09,0.244770982060132
"CSI",0.5662284185573,0.426467058045399,0.585942625066467,0.0151449288518344,0.448773390186093,0.322246121020657,0.00471832372065206,0.142484660163973,0.0276999933365047,0.818969843445345,0.0314505794835214,NA,0.229509682715724,1.51071111176293e-09,0.515599007877388,0.963363992660976
"NGRDI",0.0242935146650232,0.294236062502759,0,5.12231279614639e-09,0.195255256738807,0,2.09628947933638e-06,0,0.0107732653091468,4.44089209850063e-16,1.16702203456498e-11,0.229509682715724,NA,0.0461543021407125,1.30998756859846e-05,0.464795357139304
"NGRDIveg",0.0465041389726775,1.04183469340491e-06,0.962669954010764,4.73880592544162e-08,1.87821554265e-06,0.184680079646911,4.4145104280302e-05,0.0468047500832749,0.0294086962053475,0.433640575942398,0.015251122199172,1.51071111176293e-09,0.0461543021407125,NA,0.0298287522605156,0.000807679418757257
"TGI",3.56993593046973e-05,0.0297618657887966,2.22044604925031e-15,0.143312253251429,0.108627808098849,9.4122238891714e-09,0.0302712880096825,5.07364650776942e-05,0.00186511564227576,2.51516141247521e-10,4.82817164026983e-09,0.515599007877388,1.30998756859846e-05,0.0298287522605156,NA,4.43669807559388e-08
"TGIveg",0.00781329963963939,0.00271726759053914,0.0505936509085796,2.52386636034885e-08,0.0102368278219056,0.698061720940914,2.17732771368162e-07,0.411545300674559,2.91287619935687e-06,0.0753964636506743,0.244770982060132,0.963363992660976,0.464795357139304,0.000807679418757257,4.43669807559388e-08,NA
