"","dens","Intensity","Hue","Saturation","Lightness","a.","b.","u.","v.","GA","GGA","CSI","NGRDI","NGRDIveg","TGI","TGIveg"
"dens",NA,4.49799752999525e-10,8.59312621059871e-14,0.752826431488114,5.15502396325473e-09,5.96716898115801e-09,0.0308658963067869,1.01194164159324e-10,0.0054453768902456,0,0,4.98213808564074e-05,3.58523468690919e-08,4.03233002543857e-13,6.68354260824344e-13,2.75714167052854e-08
"Intensity",4.49799752999525e-10,NA,0.000781069342370433,0.00372847235135287,0,0.0456761749468244,0.00313666458516737,0.00106686328352223,9.48502432152054e-09,6.6786904451277e-08,5.10280706578214e-11,4.70772310023904e-11,0.121392979914262,2.22044604925031e-16,0.00119400743449871,0.0687211121074487
"Hue",8.59312621059871e-14,0.000781069342370433,NA,0.280323246259253,0.00375321753838254,0,0.126889896472855,0,0.389386234327417,0,5.57331958361829e-14,0.0586538488152353,0,1.80928686250859e-05,0,6.49478471004272e-10
"Saturation",0.752826431488114,0.00372847235135287,0.280323246259253,NA,0.00300891744468856,0.00175625717030115,7.67672062806923e-07,0.00110215320126406,0.0839033741933715,0.131492518992051,0.342238493614037,0.975459325271202,0.000158150557157288,0.0749673314910437,0.814711615364312,0.159085303954947
"Lightness",5.15502396325473e-09,0,0.00375321753838254,0.00300891744468856,NA,0.11356007397832,0.00201823816542568,0.00369173320845162,1.29973898310709e-09,6.6142536914171e-07,8.71442473737716e-10,7.155787073998e-11,0.249649386742473,8.65973959207622e-15,0.00535185002034666,0.143603022088389
"a.",5.96716898115801e-09,0.0456761749468244,0,0.00175625717030115,0.11356007397832,NA,0.00698432970345042,0,0.248450176695008,0,1.49635859258979e-11,0.175001208630327,0,0.00349855202025107,0,4.19859984690518e-06
"b.",0.0308658963067869,0.00313666458516737,0.126889896472855,7.67672062806923e-07,0.00201823816542568,0.00698432970345042,NA,9.50329779358938e-06,0,8.93977604987661e-05,2.07273125223395e-05,6.15752174537576e-06,0.00275820699254337,0.0295747969982025,0.90540136992014,0.0120058469188358
"u.",1.01194164159324e-10,0.00106686328352223,0,0.00110215320126406,0.00369173320845162,0,9.50329779358938e-06,NA,0.00246614504894227,0,0,0.00849048215685899,0,0.00020054594460639,2.44027020812609e-13,0.000654638348384529
"v.",0.0054453768902456,9.48502432152054e-09,0.389386234327417,0.0839033741933715,1.29973898310709e-09,0.248450176695008,0,0.00246614504894227,NA,0.000223055479984691,3.10204744291553e-06,2.05740535719201e-10,0.235987211308645,0.000104189837369706,0.745146493311431,0.0184393736185062
"GA",0,6.6786904451277e-08,0,0.131492518992051,6.6142536914171e-07,0,8.93977604987661e-05,0,0.000223055479984691,NA,0,1.14741148191655e-05,0,3.38844952096906e-10,8.88178419700125e-15,4.29524329583764e-05
"GGA",0,5.10280706578214e-11,5.57331958361829e-14,0.342238493614037,8.71442473737716e-10,1.49635859258979e-11,2.07273125223395e-05,0,3.10204744291553e-06,0,NA,1.43536293961688e-10,3.13709280774788e-10,1.77635683940025e-15,3.14005710322363e-10,0.0020743668626142
"CSI",4.98213808564074e-05,4.70772310023904e-11,0.0586538488152353,0.975459325271202,7.155787073998e-11,0.175001208630327,6.15752174537576e-06,0.00849048215685899,2.05740535719201e-10,1.14741148191655e-05,1.43536293961688e-10,NA,0.217346005167045,0,0.171187897073913,0.545015729448833
"NGRDI",3.58523468690919e-08,0.121392979914262,0,0.000158150557157288,0.249649386742473,0,0.00275820699254337,0,0.235987211308645,0,3.13709280774788e-10,0.217346005167045,NA,0.00915491378482214,6.43929354282591e-15,2.23704627901888e-05
"NGRDIveg",4.03233002543857e-13,2.22044604925031e-16,1.80928686250859e-05,0.0749673314910437,8.65973959207622e-15,0.00349855202025107,0.0295747969982025,0.00020054594460639,0.000104189837369706,3.38844952096906e-10,1.77635683940025e-15,0,0.00915491378482214,NA,2.15585809468788e-05,0.00343556467395634
"TGI",6.68354260824344e-13,0.00119400743449871,0,0.814711615364312,0.00535185002034666,0,0.90540136992014,2.44027020812609e-13,0.745146493311431,8.88178419700125e-15,3.14005710322363e-10,0.171187897073913,6.43929354282591e-15,2.15585809468788e-05,NA,8.88178419700125e-15
"TGIveg",2.75714167052854e-08,0.0687211121074487,6.49478471004272e-10,0.159085303954947,0.143603022088389,4.19859984690518e-06,0.0120058469188358,0.000654638348384529,0.0184393736185062,4.29524329583764e-05,0.0020743668626142,0.545015729448833,2.23704627901888e-05,0.00343556467395634,8.88178419700125e-15,NA
