,cp,Accuracy_train,Kappa_train,AccuracySD_train,KappaSD_train,Accuracy_test,AccuracyPValue_test,Kappa_test,PC,date,alt,k,repetitions
45,0.001,0.381880952,0.221927045,0.145478552,0.180883761,0.166666667,0.985141386,0.047619048,0,03/02/2022,30m,10,10
46,0.001,0.284309524,0.107234358,0.158083856,0.197979059,0.583333333,0.189264302,0.405940594,4,03/02/2022,30m,10,10
47,0.001,0.483833333,0.351749585,0.156552631,0.197976613,0.583333333,0.06644764,0.47826087,0,03/02/2022,15m,10,10
48,0.001,0.290690476,0.115218699,0.14443021,0.174875734,0.416666667,0.368479286,0.282051282,3,03/02/2022,15m,10,10
49,0.001,0.423452381,0.263200636,0.153941242,0.186099327,0.333333333,0.808403993,0.186440678,0,03/05/2022,50m,10,10
50,0.001,0.438952381,0.28461225,0.240572614,0.305865698,0.333333333,0.808403993,0.186440678,3,03/05/2022,50m,10,10
51,0.001,0.284141414,0.099444773,0.124587594,0.157597522,0.416666667,0.13187863,0.282051282,0,19/01/2022,15-30m,10,10
52,0.001,0.371844877,0.213110268,0.14943062,0.184935835,0.416666667,0.13187863,0.269565217,4,19/01/2022,15-30m,10,10
53,0.001,0.329166667,0.154040049,0.206085517,0.253295792,0.333333333,0.351221383,0.193277311,0,19/01/2022,30m,10,10
54,0.001,0.391333333,0.230866094,0.17564184,0.220292629,0.416666667,0.157643676,0.25,4,19/01/2022,30m,10,10
55,0.001,0.335833333,0.167681529,0.16088237,0.19678605,0.416666667,0.157643676,0.305785124,0,19/01/2022,15m,10,10
56,0.001,0.5075,0.38442674,0.185567577,0.225439668,0.666666667,0.00278151,0.567567568,4,19/01/2022,15m,10,10
57,0.001,0.712106061,0.638160576,0.139276739,0.174151674,0.583333333,0.002719681,0.484978541,0,09/03/2022,15-30m,10,10
58,0.001,0.677333333,0.59463177,0.132629253,0.164903993,0.625,0.000709078,0.530434783,3,09/03/2022,15-30m,10,10
59,0.001,0.5585,0.448007326,0.071322878,0.089381047,0.5,0.054402232,0.373913043,0,09/03/2022,15m,10,10
60,0.001,0.474333333,0.341764604,0.129499165,0.162184521,0.5,0.054402232,0.351351351,2,09/03/2022,15m,10,10
61,0.001,0.611428571,0.505330279,0.121610696,0.145041316,0.25,0.932866946,0.129032258,0,09/03/2022,30m,10,10
62,0.001,0.634142857,0.530606973,0.132057829,0.161007372,0.333333333,0.808403993,0.232,2,09/03/2022,30m,10,10
63,0.001,0.175666667,-0.038501221,0.151765147,0.197648241,0.333333333,0.351221383,0.179487179,0,02/06/2022,50m,10,10
64,0.001,0.122166667,-0.092341109,0.126354724,0.161274074,0.25,0.609324992,0.107438017,2,02/06/2022,50m,10,10
65,0.001,0.753,0.690622711,0.085522754,0.10421123,0.75,0.000391662,0.692307692,0,22/03/2022,50m,10,10
66,0.001,0.746666667,0.681804029,0.093383825,0.116853901,0.75,0.000391662,0.692307692,3,22/03/2022,50m,10,10
67,0.001,0.6325,0.541362347,0.181005655,0.219835996,0.75,0.000391662,0.678571429,0,19/04/2022,50m,10,10
68,0.001,0.362666667,0.212073427,0.127637604,0.149597088,0.416666667,0.157643676,0.236363636,3,19/04/2022,50m,10,10
69,0.001,0.702809524,0.621418101,0.107254968,0.135525213,0.75,0.003855555,0.684210526,0,05/04/2022,50m,10,10
70,0.001,0.713833333,0.635088033,0.093685453,0.118683296,0.75,0.003855555,0.686956522,3,05/04/2022,50m,10,10
71,0.001,0.208114469,0.010953633,0.108539532,0.133995216,0.305555556,0.562514688,0.151743638,0,26/05/2022,15-30-50m,10,10
72,0.001,0.197836081,-0.001206698,0.083330123,0.103869607,0.361111111,0.288224629,0.20537428,3,26/05/2022,15-30-50m,10,10
73,0.001,0.357333333,0.194105668,0.204238478,0.249267074,0.083333333,0.968323648,-0.090909091,0,26/05/2022,50m,10,10
74,0.001,0.180666667,-0.01873654,0.126923362,0.16583323,0.166666667,0.84161824,0.032258065,3,26/05/2022,50m,10,10
75,0.001,0.239619048,0.043875358,0.139172672,0.164748658,0.25,0.818877354,0.169230769,0,26/05/2022,15m,10,10
76,0.001,0.165595238,-0.043236135,0.139630621,0.163064276,0.166666667,0.946048574,0.0625,3,26/05/2022,15m,10,10
77,0.001,0.210833333,-0.003042681,0.178476767,0.211406163,0.083333333,0.992292653,-0.056,0,26/05/2022,30m,10,10
78,0.001,0.209666667,0.015352904,0.161331789,0.197067711,0.166666667,0.946048574,0.024390244,3,26/05/2022,30m,10,10
79,0.001,0.454916667,0.320942407,0.156334158,0.19234272,0.583333333,0.000523093,0.471365639,0,14/02/2022,15-30m,10,10
80,0.001,0.454527778,0.317826621,0.128123559,0.161118676,0.375,0.121318284,0.213973799,3,14/02/2022,15-30m,10,10
81,0.001,0.575166667,0.463191251,0.193518647,0.244712194,0.666666667,0.00278151,0.575221239,0,14/02/2022,15m,10,10
82,0.001,0.5345,0.411345712,0.196479324,0.245052414,0.666666667,0.00278151,0.578947368,3,14/02/2022,15m,10,10
83,0.001,0.501833333,0.37745224,0.176794868,0.210287439,0.416666667,0.368479286,0.184466019,0,14/02/2022,30m,10,10
84,0.001,0.325333333,0.141769504,0.146249023,0.183800882,0.333333333,0.606925322,0.20661157,3,14/02/2022,30m,10,10
85,0.001,0.365583333,0.207040256,0.134821414,0.168173863,0.458333333,0.021338242,0.309734513,0,03/02/2022,15-30m,10,10
86,0.001,0.279416667,0.099919027,0.118579066,0.147644634,0.25,0.577844798,0.062906725,4,03/02/2022,15-30m,10,10
87,0.001,0.478785714,0.337611789,0.160433535,0.199382183,0.416666667,0.608374247,0.20754717,0,03/02/2022,30m,10,10
88,0.001,0.5045,0.359198856,0.172748544,0.218078173,0.166666667,0.985141386,0.083969466,4,03/02/2022,30m,10,10
89,0.001,0.504,0.382712675,0.185790392,0.229408237,0.416666667,0.608374247,0.151515152,0,03/02/2022,15m,10,10
90,0.001,0.611666667,0.513832358,0.204529242,0.253691025,0.333333333,0.808403993,0.179487179,3,03/02/2022,15m,10,10
91,0.001,0.465166667,0.325548986,0.182468038,0.220864945,0.416666667,0.368479286,0.3,0,03/05/2022,50m,10,10
92,0.001,0.407666667,0.250869465,0.165117718,0.203119476,0.25,0.818877354,0.107438017,3,03/05/2022,50m,10,10
93,0.001,0.270659091,0.089573934,0.140347328,0.175705171,0.333333333,0.399806108,0.1670282,0,19/01/2022,15-30m,10,10
94,0.001,0.233886364,0.04114313,0.104404351,0.131084873,0.291666667,0.576594913,0.130063966,4,19/01/2022,15-30m,10,10
95,0.001,0.486619048,0.350831079,0.173042275,0.207847325,0.166666667,0.946048574,0.016393443,0,19/01/2022,30m,10,10
96,0.001,0.449761905,0.296403333,0.20823797,0.263786084,0.166666667,0.946048574,0.024390244,4,19/01/2022,30m,10,10
97,0.001,0.297333333,0.119575183,0.149065928,0.173584067,0.25,0.932866946,0.114754098,0,19/01/2022,15m,10,10
98,0.001,0.29452381,0.094102938,0.193249857,0.240081814,0.25,0.932866946,0.15625,4,19/01/2022,15m,10,10
99,0.001,0.65729798,0.569714765,0.137054576,0.171282972,0.708333333,2.93E-05,0.628318584,0,09/03/2022,15-30m,10,10
100,0.001,0.703631313,0.629241639,0.110357454,0.136730969,0.541666667,0.008934271,0.410714286,3,09/03/2022,15-30m,10,10
101,0.001,0.565333333,0.454108059,0.112682823,0.133711071,0.5,0.177722456,0.357142857,0,09/03/2022,15m,10,10
102,0.001,0.515833333,0.397869963,0.150035069,0.187065577,0.666666667,0.018758432,0.578947368,2,09/03/2022,15m,10,10
103,0.001,0.508333333,0.372508015,0.146690004,0.183074026,0.416666667,0.368479286,0.269565217,0,09/03/2022,30m,10,10
104,0.001,0.5805,0.467350068,0.104259857,0.12789591,0.416666667,0.368479286,0.305785124,2,09/03/2022,30m,10,10
105,0.001,0.268,0.081205128,0.136795948,0.173477052,0.166666667,0.84161824,-0.025641026,0,02/06/2022,50m,10,10
106,0.001,0.2395,0.056249084,0.151806462,0.187462572,0.166666667,0.84161824,-0.081081081,2,02/06/2022,50m,10,10
107,0.001,0.616595238,0.503997337,0.121274249,0.150021901,0.416666667,0.608374247,0.256637168,0,22/03/2022,50m,10,10
108,0.001,0.650666667,0.551161264,0.126262869,0.152769264,0.583333333,0.189264302,0.454545455,2,22/03/2022,50m,10,10
109,0.001,0.535333333,0.407814839,0.114451799,0.144954936,0.583333333,0.387207031,0.423076923,0,19/04/2022,50m,10,10
110,0.001,0.414880952,0.251919074,0.160483596,0.20344912,0.416666667,0.806152344,0.333333333,3,19/04/2022,50m,10,10
111,0.001,0.727,0.65724359,0.119430467,0.148739089,0.833333333,0.000543804,0.785714286,0,05/04/2022,50m,10,10
112,0.001,0.752,0.687115385,0.076515002,0.096025102,0.75,0.003855555,0.684210526,3,05/04/2022,50m,10,10
113,0.001,0.206242216,0.009239811,0.088693599,0.111831438,0.305555556,0.157659511,0.130434783,0,26/05/2022,15-30-50m,10,10
114,0.001,0.280325549,0.100405645,0.100711845,0.126109787,0.222222222,0.564888654,0.019455253,3,26/05/2022,15-30-50m,10,10
115,0.001,0.261333333,0.085842384,0.171575521,0.20195145,0.416666667,0.368479286,0.25,0,26/05/2022,50m,10,10
116,0.001,0.227166667,0.033664194,0.157538854,0.199380389,0.416666667,0.368479286,0.214953271,3,26/05/2022,50m,10,10
117,0.001,0.266333333,0.065458514,0.139322153,0.179838002,0.25,0.932866946,0.068965517,0,26/05/2022,15m,10,10
118,0.001,0.271,0.064074244,0.176409189,0.227189089,0.083333333,0.998447608,0.007518797,3,26/05/2022,15m,10,10
119,0.001,0.187833333,-0.015056777,0.142150688,0.179096086,0.166666667,0.84161824,-0.016949153,0,26/05/2022,30m,10,10
120,0.001,0.263,0.079587912,0.179873693,0.222070235,0.166666667,0.84161824,-0.052631579,3,26/05/2022,30m,10,10
121,0.001,0.459310606,0.320942723,0.154303045,0.193507669,0.458333333,0.140060596,0.303571429,0,14/02/2022,15-30m,10,10
122,0.001,0.500832251,0.372810476,0.147128145,0.186839976,0.291666667,0.73681787,0.128205128,3,14/02/2022,15-30m,10,10
123,0.001,0.623,0.525856893,0.210575877,0.262004935,0.666666667,0.00278151,0.58974359,0,14/02/2022,15m,10,10
124,0.001,0.398666667,0.24172301,0.154336493,0.193253743,0.666666667,0.00278151,0.58974359,3,14/02/2022,15m,10,10
125,0.001,0.4215,0.267517624,0.150723936,0.186372428,0.416666667,0.368479286,0.328,0,14/02/2022,30m,10,10
126,0.001,0.352833333,0.181687783,0.180395111,0.219552123,0.166666667,0.946048574,0.04,3,14/02/2022,30m,10,10
127,0.001,0.358694444,0.19809724,0.137999766,0.171569325,0.291666667,0.576594913,0.124463519,0,03/02/2022,15-30m,10,10
128,0.001,0.401055556,0.250058524,0.128003132,0.160235752,0.291666667,0.576594913,0.122580645,3,03/02/2022,15-30m,10,10
129,0.001,0.378666667,0.22111759,0.162784414,0.206546925,0.166666667,0.985141386,0.047619048,0,03/02/2022,30m,10,10
130,0.001,0.311428571,0.128655709,0.166917972,0.214161797,0.416666667,0.608374247,0.222222222,4,03/02/2022,30m,10,10
131,0.001,0.433,0.287850858,0.20185698,0.249781691,0.583333333,0.014252782,0.495798319,0,03/02/2022,15m,10,10
132,0.001,0.431,0.289963621,0.172588727,0.207401076,0.583333333,0.014252782,0.469026549,3,03/02/2022,15m,10,10
133,0.001,0.384333333,0.231656372,0.198716702,0.244519923,0.5,0.177722456,0.351351351,0,03/05/2022,50m,10,10
134,0.001,0.372166667,0.219910297,0.165874464,0.193716953,0.416666667,0.368479286,0.222222222,3,03/05/2022,50m,10,10
135,0.001,0.288550505,0.100734334,0.12535247,0.156580982,0.208333333,0.940648786,0.029787234,0,19/01/2022,15-30m,10,10
136,0.001,0.258732323,0.070484628,0.114577608,0.143635386,0.208333333,0.940648786,0.069387755,4,19/01/2022,15-30m,10,10
137,0.001,0.421595238,0.27206957,0.246474316,0.306093032,0.416666667,0.368479286,0.243243243,0,19/01/2022,30m,10,10
138,0.001,0.2675,0.086220775,0.168331333,0.202808606,0.583333333,0.06644764,0.439252336,4,19/01/2022,30m,10,10
139,0.001,0.426166667,0.274734432,0.176895776,0.225466393,0.416666667,0.157643676,0.275862069,0,19/01/2022,15m,10,10
140,0.001,0.281166667,0.096941392,0.159204233,0.197797702,0.416666667,0.157643676,0.275862069,4,19/01/2022,15m,10,10
141,0.001,0.552560606,0.438287521,0.150139943,0.18815498,0.833333333,5.75E-08,0.785714286,0,09/03/2022,15-30m,10,10
142,0.001,0.602512626,0.500709105,0.129313251,0.160519573,0.916666667,2.42E-10,0.892857143,3,09/03/2022,15-30m,10,10
143,0.001,0.606666667,0.498492063,0.106915745,0.130289058,0.333333333,0.808403993,0.25,0,09/03/2022,15m,10,10
144,0.001,0.609166667,0.502337575,0.112450887,0.138032356,0.416666667,0.608374247,0.31147541,2,09/03/2022,15m,10,10
145,0.001,0.454166667,0.317811355,0.127840894,0.156042081,0.583333333,0.014252782,0.47826087,0,09/03/2022,30m,10,10
146,0.001,0.5255,0.403910256,0.102861827,0.128255284,0.583333333,0.014252782,0.487179487,2,09/03/2022,30m,10,10
147,0.001,0.236666667,0.03216188,0.180394256,0.211893857,0.083333333,0.992292653,-0.039370079,0,02/06/2022,50m,10,10
148,0.001,0.134,-0.10069035,0.11500549,0.14293267,0.083333333,0.992292653,-0.023255814,2,02/06/2022,50m,10,10
149,0.001,0.7225,0.652847985,0.123373253,0.153857831,0.75,0.000391662,0.689655172,0,22/03/2022,50m,10,10
150,0.001,0.768166667,0.708021978,0.071346478,0.094581905,0.75,0.000391662,0.692307692,2,22/03/2022,50m,10,10
151,0.001,0.66647619,0.581689105,0.183602116,0.222159201,0.75,0.020559498,0.663551402,0,19/04/2022,50m,10,10
152,0.001,0.468380952,0.333107528,0.194858522,0.237779741,0.25,0.932866946,-0.038461538,3,19/04/2022,50m,10,10
153,0.001,0.723833333,0.651965491,0.098480458,0.121491213,0.666666667,0.018758432,0.593220339,0,05/04/2022,50m,10,10
154,0.001,0.722833333,0.650301876,0.096854427,0.119228545,0.666666667,0.018758432,0.593220339,4,05/04/2022,50m,10,10
155,0.001,0.253128205,0.06602665,0.11187633,0.139881913,0.333333333,0.282139574,0.153770813,0,26/05/2022,15-30-50m,10,10
156,0.001,0.267532051,0.086068501,0.123968788,0.157855369,0.277777778,0.562939325,0.091262136,3,26/05/2022,15-30-50m,10,10
157,0.001,0.235285714,0.026394892,0.166075148,0.192822905,0.166666667,0.946048574,-0.052631579,0,26/05/2022,50m,10,10
158,0.001,0.253761905,0.053410901,0.163618865,0.196582654,0.083333333,0.992292653,-0.109243697,3,26/05/2022,50m,10,10
159,0.001,0.259833333,0.070798792,0.177099321,0.21611713,0,1,-0.285714286,0,26/05/2022,15m,10,10
160,0.001,0.360119048,0.18541725,0.175294243,0.212524,0.083333333,0.992292653,-0.1,3,26/05/2022,15m,10,10
161,0.001,0.108666667,-0.108547385,0.13896927,0.16723954,0,1,-0.161290323,0,26/05/2022,30m,10,10
162,0.001,0.281928571,0.078277284,0.15194521,0.193006344,0.25,0.932866946,0.035714286,3,26/05/2022,30m,10,10
163,0.001,0.461838384,0.326112902,0.130133112,0.161824516,0.5,0.067658779,0.392405063,0,14/02/2022,15-30m,10,10
164,0.001,0.44529798,0.303496352,0.138431902,0.172281773,0.458333333,0.140060596,0.326133909,3,14/02/2022,15-30m,10,10
165,0.001,0.568380952,0.44222825,0.17037148,0.211311979,0.25,0.932866946,0.181818182,0,14/02/2022,15m,10,10
166,0.001,0.405571429,0.235471988,0.178295031,0.223284491,0.166666667,0.985141386,0.090909091,3,14/02/2022,15m,10,10
167,0.001,0.4025,0.254550097,0.144820315,0.171853576,0.666666667,0.018758432,0.571428571,0,14/02/2022,30m,10,10
168,0.001,0.285666667,0.108628256,0.18223608,0.210271836,0.25,0.818877354,0.035714286,2,14/02/2022,30m,10,10
169,0.001,0.379507937,0.224890393,0.152759557,0.187606045,0.416666667,0.054664922,0.258278146,0,03/02/2022,15-30m,10,10
170,0.001,0.385861111,0.230600249,0.136478578,0.169709149,0.291666667,0.392587662,0.111111111,3,03/02/2022,15-30m,10,10
171,0.001,0.418,0.268873626,0.121362449,0.152792887,0.5,0.054402232,0.368421053,0,03/02/2022,30m,10,10
172,0.001,0.280833333,0.105600733,0.164282185,0.198348103,0.416666667,0.157643676,0.269565217,4,03/02/2022,30m,10,10
173,0.001,0.522833333,0.404130037,0.173296665,0.216647919,0.5,0.054402232,0.389830508,0,03/02/2022,15m,10,10
174,0.001,0.561,0.453772894,0.178458608,0.221328095,0.333333333,0.351221383,0.179487179,3,03/02/2022,15m,10,10
175,0.001,0.442833333,0.296570028,0.13876267,0.171058781,0.416666667,0.368479286,0.243243243,0,03/05/2022,50m,10,10
176,0.001,0.3945,0.242309184,0.192902326,0.234127178,0.416666667,0.368479286,0.256637168,3,03/05/2022,50m,10,10
177,0.001,0.362550505,0.197356053,0.128896153,0.159663829,0.208333333,0.871612155,0.05,0,19/01/2022,15-30m,10,10
178,0.001,0.322287157,0.152431075,0.14341335,0.17458251,0.375,0.245115903,0.208791209,4,19/01/2022,15-30m,10,10
179,0.001,0.359333333,0.192704705,0.159444884,0.1971862,0.25,0.932866946,0.149606299,0,19/01/2022,30m,10,10
180,0.001,0.27052381,0.074280164,0.176478445,0.219337183,0.25,0.932866946,0.052631579,4,19/01/2022,30m,10,10
181,0.001,0.437714286,0.291130614,0.181013356,0.224353288,0.5,0.177722456,0.409836066,0,19/01/2022,15m,10,10
182,0.001,0.612404762,0.510026202,0.178373723,0.220570864,0.333333333,0.606925322,0.150442478,4,19/01/2022,15m,10,10
183,0.001,0.697265152,0.617630081,0.131903405,0.166081022,0.625,0.003229781,0.52,0,09/03/2022,15-30m,10,10
184,0.001,0.667045815,0.57827564,0.133550124,0.169830589,0.708333333,0.000192837,0.628318584,3,09/03/2022,15-30m,10,10
185,0.001,0.510333333,0.379213611,0.104279367,0.129398634,0.5,0.177722456,0.368421053,0,09/03/2022,15m,10,10
186,0.001,0.535333333,0.418257694,0.116877635,0.139916165,0.5,0.177722456,0.368421053,3,09/03/2022,15m,10,10
187,0.001,0.555333333,0.432984758,0.133667091,0.160493135,0.5,0.177722456,0.357142857,0,09/03/2022,30m,10,10
188,0.001,0.620166667,0.515436426,0.103374462,0.118463175,0.5,0.177722456,0.409836066,2,09/03/2022,30m,10,10
189,0.001,0.247666667,0.062777949,0.136741377,0.164222389,0.333333333,0.351221383,0.111111111,0,02/06/2022,50m,10,10
190,0.001,0.181666667,-0.016548879,0.142989958,0.171685418,0.25,0.609324992,0.068965517,2,02/06/2022,50m,10,10
191,0.001,0.65697619,0.559077965,0.116550656,0.142160864,0.25,0.818877354,0.175572519,0,22/03/2022,50m,10,10
192,0.001,0.676809524,0.585228758,0.101795433,0.122344015,0.25,0.818877354,0.175572519,3,22/03/2022,50m,10,10
193,0.001,0.6025,0.502463703,0.20589482,0.253795565,0.75,0.000391662,0.684210526,0,19/04/2022,50m,10,10
194,0.001,0.3395,0.171582385,0.142166478,0.168244543,0.5,0.054402232,0.333333333,3,19/04/2022,50m,10,10
195,0.001,0.561,0.437482583,0.132451207,0.160459412,0.833333333,0.019287109,0.76,0,05/04/2022,50m,10,10
196,0.001,0.647666667,0.545567227,0.132954428,0.163386625,0.416666667,0.806152344,0.31147541,4,05/04/2022,50m,10,10
197,0.001,0.29259707,0.115088216,0.127149253,0.158983167,0.222222222,0.710294158,0.040913416,0,26/05/2022,15-30-50m,10,10
198,0.001,0.239886447,0.048058583,0.104700305,0.130905461,0.166666667,0.916533452,-0.024667932,3,26/05/2022,15-30-50m,10,10
199,0.001,0.390666667,0.221845396,0.179275885,0.223683921,0,1,-0.210084034,0,26/05/2022,50m,10,10
200,0.001,0.387,0.227684511,0.150207115,0.185951872,0.083333333,0.992292653,-0.128205128,3,26/05/2022,50m,10,10
201,0.001,0.229833333,0.020546602,0.149996165,0.176761715,0.166666667,0.985141386,0.083969466,0,26/05/2022,15m,10,10
202,0.001,0.285690476,0.103523102,0.158380023,0.193245103,0,1,-0.274336283,3,26/05/2022,15m,10,10
203,0.001,0.149166667,-0.057672625,0.142574827,0.174195362,0.166666667,0.946048574,-0.061946903,0,26/05/2022,30m,10,10
204,0.001,0.199833333,-0.0140004,0.136730604,0.18695592,0.166666667,0.946048574,-0.111111111,3,26/05/2022,30m,10,10
205,0.001,0.563770202,0.450474876,0.139114617,0.17624943,0.375,0.405533926,0.205298013,0,14/02/2022,15-30m,10,10
206,0.001,0.456808081,0.319400561,0.144140119,0.180319072,0.625,0.003229781,0.513513514,3,14/02/2022,15-30m,10,10
207,0.001,0.521,0.412470696,0.201921466,0.230949024,0.5,0.177722456,0.368421053,0,14/02/2022,15m,10,10
208,0.001,0.554166667,0.440897272,0.187058496,0.229689575,0.666666667,0.018758432,0.582608696,3,14/02/2022,15m,10,10
209,0.001,0.652333333,0.558240473,0.190206633,0.240990383,0.5,0.177722456,0.357142857,0,14/02/2022,30m,10,10
210,0.001,0.344,0.167687809,0.201920076,0.25856041,0.166666667,0.946048574,-0.132075472,3,14/02/2022,30m,10,10
211,0.001,0.363957071,0.203439419,0.148986033,0.185983089,0.25,0.577844798,0.054704595,0,03/02/2022,15-30m,10,10
212,0.001,0.356687951,0.194787194,0.12717804,0.158864078,0.458333333,0.021338242,0.333333333,3,03/02/2022,15-30m,10,10
213,0.001,0.498333333,0.365665944,0.166371793,0.201052801,0.416666667,0.157643676,0.282051282,0,03/02/2022,30m,10,10
214,0.001,0.332,0.150276385,0.171031728,0.221680004,0.333333333,0.351221383,0.157894737,3,03/02/2022,30m,10,10
215,0.001,0.394333333,0.242444002,0.144701015,0.177029236,0.666666667,0.00278151,0.571428571,0,03/02/2022,15m,10,10
216,0.001,0.432,0.290917835,0.164201978,0.202242094,0.5,0.054402232,0.357142857,3,03/02/2022,15m,10,10
217,0.001,0.4545,0.31478022,0.132972048,0.16623301,0.416666667,0.157643676,0.256637168,0,03/05/2022,50m,10,10
