,cp,Accuracy_train,Kappa_train,AccuracySD_train,KappaSD_train,Accuracy_test,AccuracyPValue_test,Kappa_test,PC,date,alt,k,repetitions
218,0.001,0.4425,0.30235348,0.201305713,0.249372229,0.333333333,0.351221383,0.142857143,3,03/05/2022,50m,10,10
219,0.001,0.352985931,0.191552612,0.142627062,0.175484162,0.208333333,0.871612155,-0.004405286,0,19/01/2022,15-30m,10,10
220,0.001,0.278388889,0.095466357,0.127835853,0.158174965,0.166666667,0.949356821,-0.061946903,4,19/01/2022,15-30m,10,10
221,0.001,0.378166667,0.21736769,0.197169861,0.243746301,0.416666667,0.368479286,0.288135593,0,19/01/2022,30m,10,10
222,0.001,0.273333333,0.102413856,0.170790727,0.196954803,0.333333333,0.606925322,0.127272727,4,19/01/2022,30m,10,10
223,0.001,0.480666667,0.338518228,0.179282145,0.225211145,0.333333333,0.606925322,0.172413793,0,19/01/2022,15m,10,10
224,0.001,0.324333333,0.160029919,0.147641769,0.187375408,0.25,0.818877354,0,4,19/01/2022,15m,10,10
225,0.001,0.577323232,0.470248673,0.134258883,0.166492637,0.666666667,2.02E-05,0.578021978,0,09/03/2022,15-30m,10,10
226,0.001,0.655207071,0.566442542,0.134134727,0.168526661,0.75,3.89E-07,0.684901532,3,09/03/2022,15-30m,10,10
227,0.001,0.704809524,0.621696399,0.183724737,0.231005602,0.25,0.995970465,0.12195122,0,09/03/2022,15m,10,10
228,0.001,0.728761905,0.651071033,0.172760737,0.219766415,0.25,0.995970465,0.12195122,2,09/03/2022,15m,10,10
229,0.001,0.545666667,0.425134921,0.180792308,0.228232028,0.5,0.379768823,0.327102804,0,09/03/2022,30m,10,10
230,0.001,0.540380952,0.419597311,0.161618356,0.19967931,0.666666667,0.072628882,0.538461538,2,09/03/2022,30m,10,10
231,0.001,0.254166667,0.062869963,0.145554688,0.174217557,0.25,0.818877354,0.107438017,0,02/06/2022,50m,10,10
232,0.001,0.146833333,-0.072854147,0.131397884,0.160409911,0.166666667,0.946048574,0.0625,2,02/06/2022,50m,10,10
233,0.001,0.571833333,0.447887635,0.132968672,0.168681987,0.416666667,0.806152344,0.34375,0,22/03/2022,50m,10,10
234,0.001,0.64847619,0.54829076,0.093849009,0.113759524,0.416666667,0.806152344,0.34375,3,22/03/2022,50m,10,10
235,0.001,0.533333333,0.417635531,0.225705031,0.274493197,0.833333333,0.000543804,0.785714286,0,19/04/2022,50m,10,10
236,0.001,0.5905,0.481047619,0.204731559,0.25622689,0.166666667,0.946048574,-0.008403361,3,19/04/2022,50m,10,10
237,0.001,0.5485,0.43317216,0.117591214,0.141791118,0.583333333,0.014252782,0.454545455,0,05/04/2022,50m,10,10
238,0.001,0.538166667,0.415995673,0.107237922,0.130662846,0.583333333,0.014252782,0.454545455,4,05/04/2022,50m,10,10
239,0.001,0.278406136,0.0949658,0.103854458,0.129494927,0.194444444,0.907845224,0.004766444,0,26/05/2022,15-30-50m,10,10
240,0.001,0.297507784,0.120208689,0.103479483,0.129543937,0.277777778,0.562939325,0.1094196,3,26/05/2022,15-30-50m,10,10
241,0.001,0.2695,0.091568948,0.191691259,0.237544607,0.25,0.818877354,-0.048543689,0,26/05/2022,50m,10,10
242,0.001,0.254833333,0.064433061,0.176896411,0.217092115,0.166666667,0.946048574,-0.071428571,3,26/05/2022,50m,10,10
243,0.001,0.151,-0.067275111,0.146389775,0.17881523,0.333333333,0.351221383,0.225806452,0,26/05/2022,15m,10,10
244,0.001,0.201,0.016378331,0.152932796,0.173531545,0.416666667,0.157643676,0.236363636,3,26/05/2022,15m,10,10
245,0.001,0.232,0.046634325,0.187841421,0.230730948,0.166666667,0.946048574,-0.052631579,0,26/05/2022,30m,10,10
246,0.001,0.226666667,0.007836427,0.148505461,0.215248468,0.25,0.818877354,0.1,3,26/05/2022,30m,10,10
247,0.001,0.433083333,0.293450861,0.125319555,0.154694521,0.25,0.743562119,0.101871102,0,14/02/2022,15-30m,10,10
248,0.001,0.505651515,0.380468155,0.152926822,0.188261965,0.416666667,0.13187863,0.259911894,3,14/02/2022,15-30m,10,10
249,0.001,0.5085,0.376666667,0.191375419,0.242878363,0.833333333,3.76E-05,0.787610619,0,14/02/2022,15m,10,10
250,0.001,0.427666667,0.277967033,0.195519682,0.244756637,0.583333333,0.014252782,0.473684211,3,14/02/2022,15m,10,10
251,0.001,0.547333333,0.422371468,0.230705744,0.289151472,0.583333333,0.06644764,0.487179487,0,14/02/2022,30m,10,10
252,0.001,0.307333333,0.107182887,0.139187961,0.185211842,0.166666667,0.946048574,0.047619048,3,14/02/2022,30m,10,10
253,0.001,0.363505051,0.201159698,0.150147607,0.187305077,0.375,0.121318284,0.205298013,0,03/02/2022,15-30m,10,10
254,0.001,0.31069697,0.13706939,0.138517705,0.172090573,0.333333333,0.233795831,0.179487179,4,03/02/2022,15-30m,10,10
255,0.001,0.526166667,0.392729057,0.152205171,0.187799604,0.166666667,0.985141386,0.076923077,0,03/02/2022,30m,10,10
256,0.001,0.2955,0.106073034,0.169964923,0.21220319,0.333333333,0.808403993,0.225806452,4,03/02/2022,30m,10,10
257,0.001,0.528,0.398464027,0.181694234,0.236410572,0.583333333,0.06644764,0.487179487,0,03/02/2022,15m,10,10
258,0.001,0.475833333,0.336327376,0.184901087,0.232227698,0.666666667,0.018758432,0.582608696,3,03/02/2022,15m,10,10
259,0.001,0.351833333,0.190041514,0.174140425,0.210319922,0.416666667,0.157643676,0.263157895,0,03/05/2022,50m,10,10
260,0.001,0.347166667,0.183849964,0.19710382,0.24232903,0.25,0.609324992,0.052631579,3,03/05/2022,50m,10,10
261,0.001,0.263714646,0.083720779,0.132638672,0.164712177,0.416666667,0.054664922,0.254988914,0,19/01/2022,15-30m,10,10
262,0.001,0.269389971,0.086360241,0.122131479,0.152223377,0.208333333,0.753351559,0.051975052,4,19/01/2022,15-30m,10,10
263,0.001,0.508333333,0.374838643,0.202890172,0.255545735,0.083333333,0.998447608,-0.073170732,0,19/01/2022,30m,10,10
264,0.001,0.398,0.248712331,0.16409258,0.202099198,0.083333333,0.998447608,-0.064516129,4,19/01/2022,30m,10,10
265,0.001,0.482333333,0.339799943,0.174380739,0.21888448,0.333333333,0.606925322,0.2,0,19/01/2022,15m,10,10
266,0.001,0.382333333,0.216035793,0.194463491,0.250442517,0.25,0.818877354,0.1,4,19/01/2022,15m,10,10
267,0.001,0.637479798,0.545629655,0.133524514,0.166814531,0.666666667,0.000157148,0.578947368,0,09/03/2022,15-30m,10,10
268,0.001,0.650199495,0.560892341,0.123719206,0.155048875,0.791666667,5.73E-07,0.731543624,3,09/03/2022,15-30m,10,10
269,0.001,0.531333333,0.398217554,0.127200717,0.155963467,0.333333333,0.606925322,0.135135135,0,09/03/2022,15m,10,10
270,0.001,0.590166667,0.471000682,0.125217992,0.152711395,0.5,0.177722456,0.351351351,2,09/03/2022,15m,10,10
271,0.001,0.560214286,0.428978688,0.173545694,0.214961936,0.333333333,0.808403993,0.238095238,0,09/03/2022,30m,10,10
272,0.001,0.498833333,0.349165882,0.12380189,0.147711773,0.666666667,0.072628882,0.559633028,2,09/03/2022,30m,10,10
273,0.001,0.258666667,0.067850458,0.14900493,0.184450198,0.333333333,0.606925322,0.119266055,0,02/06/2022,50m,10,10
274,0.001,0.300047619,0.110277665,0.18831171,0.239489967,0.083333333,0.992292653,-0.03125,2,02/06/2022,50m,10,10
275,0.001,0.627666667,0.526752361,0.100593636,0.11619022,0.5,0.177722456,0.404958678,0,22/03/2022,50m,10,10
276,0.001,0.620833333,0.520044775,0.096991067,0.113858971,0.5,0.177722456,0.404958678,2,22/03/2022,50m,10,10
277,0.001,0.574690476,0.453483536,0.16019728,0.188622216,0.5,0.177722456,0.389830508,0,19/04/2022,50m,10,10
278,0.001,0.314261905,0.149405027,0.137831055,0.177478341,0.416666667,0.368479286,0.282051282,3,19/04/2022,50m,10,10
279,0.001,0.633142857,0.525619154,0.106752632,0.12602904,0.416666667,0.608374247,0.328,0,05/04/2022,50m,10,10
280,0.001,0.645785714,0.537780343,0.084658842,0.100922669,0.416666667,0.608374247,0.328,4,05/04/2022,50m,10,10
281,0.001,0.285509615,0.102145625,0.099949138,0.12293335,0.194444444,0.907845224,-0.006750241,0,26/05/2022,15-30-50m,10,10
282,0.001,0.268057692,0.084395248,0.095577793,0.119103718,0.25,0.704577294,0.037623762,3,26/05/2022,15-30-50m,10,10
283,0.001,0.2865,0.109826938,0.157486126,0.190820443,0.5,0.177722456,0.327102804,0,26/05/2022,50m,10,10
284,0.001,0.2045,-0.007415374,0.148823576,0.191255213,0.166666667,0.946048574,0,3,26/05/2022,50m,10,10
285,0.001,0.260333333,0.069032412,0.125702962,0.151329805,0.25,0.609324992,0.084745763,0,26/05/2022,15m,10,10
286,0.001,0.4295,0.2771337,0.171526045,0.219404459,0.166666667,0.84161824,-0.034482759,3,26/05/2022,15m,10,10
287,0.001,0.188666667,-0.026578618,0.145872506,0.168658571,0.166666667,0.946048574,0.024390244,0,26/05/2022,30m,10,10
288,0.001,0.2135,0.014860665,0.145097494,0.194681027,0.166666667,0.946048574,0,3,26/05/2022,30m,10,10
289,0.001,0.511277778,0.389332333,0.146016237,0.180376507,0.583333333,0.000523093,0.466666667,0,14/02/2022,15-30m,10,10
290,0.001,0.476805556,0.346102798,0.137821587,0.172271534,0.541666667,0.002094047,0.417218543,3,14/02/2022,15-30m,10,10
291,0.001,0.6585,0.568806565,0.191272762,0.241320099,0.666666667,0.00278151,0.582608696,0,14/02/2022,15m,10,10
292,0.001,0.377166667,0.212310408,0.162016872,0.201948809,0.5,0.054402232,0.345454545,3,14/02/2022,15m,10,10
293,0.001,0.5845,0.466583134,0.168778789,0.217670324,0.5,0.054402232,0.389830508,0,14/02/2022,30m,10,10
294,0.001,0.327333333,0.155078755,0.149363032,0.190348315,0.333333333,0.351221383,0.157894737,3,14/02/2022,30m,10,10
295,0.001,0.326093434,0.156342149,0.126458877,0.157072093,0.416666667,0.13187863,0.286624204,0,03/02/2022,15-30m,10,10
296,0.001,0.39030303,0.234182956,0.128561653,0.161257194,0.333333333,0.399806108,0.179487179,3,03/02/2022,15-30m,10,10
297,0.001,0.434,0.289615385,0.14702283,0.178390469,0.5,0.054402232,0.368421053,0,03/02/2022,30m,10,10
298,0.001,0.4765,0.339679487,0.165519537,0.204261343,0.25,0.609324992,0.1,5,03/02/2022,30m,10,10
299,0.001,0.529047619,0.394391778,0.189989457,0.245001321,0.416666667,0.608374247,0.322580645,0,03/02/2022,15m,10,10
300,0.001,0.579380952,0.459336316,0.209201132,0.261956153,0.416666667,0.608374247,0.322580645,3,03/02/2022,15m,10,10
301,0.001,0.373285714,0.216122091,0.183814975,0.220179004,0.5,0.177722456,0.373913043,0,03/05/2022,50m,10,10
302,0.001,0.36952381,0.198843432,0.183483662,0.228246874,0.166666667,0.946048574,0.047619048,3,03/05/2022,50m,10,10
303,0.001,0.291128788,0.106921358,0.134918057,0.168538237,0.083333333,0.997230336,-0.060240964,0,19/01/2022,15-30m,10,10
304,0.001,0.341361111,0.173206396,0.128791881,0.160448541,0.166666667,0.949356821,-0.002087683,4,19/01/2022,15-30m,10,10
305,0.001,0.3955,0.238030655,0.197015541,0.235640033,0.333333333,0.606925322,0.2,0,19/01/2022,30m,10,10
306,0.001,0.3765,0.219205683,0.203987948,0.240216027,0.25,0.818877354,0.076923077,4,19/01/2022,30m,10,10
307,0.001,0.353,0.186325591,0.181717396,0.23896059,0.75,0.020559498,0.657142857,0,19/01/2022,15m,10,10
308,0.001,0.2915,0.113852509,0.149831462,0.191294258,0.75,0.020559498,0.647058824,4,19/01/2022,15m,10,10
309,0.001,0.663284271,0.576325322,0.122571022,0.155283539,0.791666667,5.73E-07,0.730337079,0,09/03/2022,15-30m,10,10
310,0.001,0.662809524,0.577456115,0.148013108,0.183014777,0.666666667,0.000157148,0.578947368,3,09/03/2022,15-30m,10,10
311,0.001,0.507166667,0.380834596,0.092029585,0.113994661,0.666666667,0.018758432,0.567567568,0,09/03/2022,15m,10,10
312,0.001,0.510666667,0.38582967,0.100126743,0.126614323,0.666666667,0.018758432,0.567567568,2,09/03/2022,15m,10,10
313,0.001,0.57547619,0.455164296,0.137503293,0.167861106,0.666666667,0.018758432,0.593220339,0,09/03/2022,30m,10,10
314,0.001,0.647119048,0.547121194,0.097640042,0.120170082,0.583333333,0.06644764,0.5,2,09/03/2022,30m,10,10
315,0.001,0.273166667,0.080555636,0.157150821,0.195310881,0,1,-0.252173913,0,02/06/2022,50m,10,10
316,0.001,0.173119048,-0.034385049,0.149081299,0.173306512,0.166666667,0.946048574,-0.016949153,2,02/06/2022,50m,10,10
317,0.001,0.696666667,0.608945926,0.112852262,0.13679306,0.25,0.932866946,0.181818182,0,22/03/2022,50m,10,10
318,0.001,0.665142857,0.567510628,0.123129408,0.149718317,0.25,0.932866946,0.181818182,2,22/03/2022,50m,10,10
319,0.001,0.515333333,0.384378848,0.161079412,0.204887572,0.416666667,0.368479286,0.263157895,0,19/04/2022,50m,10,10
320,0.001,0.418833333,0.267441636,0.15791243,0.197730426,0.583333333,0.06644764,0.433962264,3,19/04/2022,50m,10,10
321,0.001,0.7695,0.701421644,0.113807066,0.148325431,0.75,0.003855555,0.675675676,0,05/04/2022,50m,10,10
322,0.001,0.785166667,0.722848047,0.088695971,0.117586153,0.75,0.003855555,0.669724771,3,05/04/2022,50m,10,10
323,0.001,0.282410256,0.104940393,0.117117123,0.145714145,0.194444444,0.907845224,-0.016553067,0,26/05/2022,15-30-50m,10,10
324,0.001,0.23492674,0.043560857,0.112950855,0.14266837,0.333333333,0.282139574,0.154598826,3,26/05/2022,15-30-50m,10,10
325,0.001,0.2435,0.038621253,0.188545365,0.237188223,0.25,0.818877354,0.068965517,0,26/05/2022,50m,10,10
326,0.001,0.252333333,0.066130675,0.185803983,0.238255906,0.166666667,0.946048574,-0.081081081,3,26/05/2022,50m,10,10
327,0.001,0.324333333,0.16279304,0.125605604,0.14167521,0,1,-0.210084034,0,26/05/2022,15m,10,10
328,0.001,0.223666667,0.030928571,0.148622179,0.185024799,0.166666667,0.84161824,-0.008403361,3,26/05/2022,15m,10,10
329,0.001,0.1505,-0.064775998,0.159059649,0.199298471,0.416666667,0.368479286,0.243243243,0,26/05/2022,30m,10,10
330,0.001,0.247833333,0.047311664,0.147265669,0.185279818,0.083333333,0.992292653,-0.1,3,26/05/2022,30m,10,10
331,0.001,0.462012626,0.324689106,0.136770623,0.171635767,0.625,0.011328464,0.489361702,0,14/02/2022,15-30m,10,10
332,0.001,0.486742424,0.35678143,0.152079314,0.18793582,0.416666667,0.410155335,0.263157895,4,14/02/2022,15-30m,10,10
333,0.001,0.661166667,0.5721337,0.144017532,0.180018733,0.75,0.000391662,0.681415929,0,14/02/2022,15m,10,10
334,0.001,0.436833333,0.292307692,0.159356432,0.1992909,0.666666667,0.00278151,0.58974359,3,14/02/2022,15m,10,10
335,0.001,0.496333333,0.351932409,0.162844731,0.211550448,0.583333333,0.189264302,0.516129032,0,14/02/2022,30m,10,10
336,0.001,0.334166667,0.147161779,0.196123701,0.242429523,0.333333333,0.808403993,0.225806452,3,14/02/2022,30m,10,10
337,0.001,0.319050505,0.145528037,0.129872691,0.162984825,0.375,0.405533926,0.212253829,0,03/02/2022,15-30m,10,10
338,0.001,0.367813131,0.207351646,0.129703048,0.163451431,0.375,0.405533926,0.220779221,3,03/02/2022,15-30m,10,10
339,0.001,0.366452381,0.212882447,0.148965563,0.175089716,0.5,0.379768823,0.320754717,0,03/02/2022,30m,10,10
340,0.001,0.429761905,0.269723602,0.200291966,0.235456948,0.333333333,0.808403993,0.135135135,4,03/02/2022,30m,10,10
341,0.001,0.5995,0.495769231,0.192471302,0.241830401,0.5,0.054402232,0.389830508,0,03/02/2022,15m,10,10
342,0.001,0.566666667,0.455091575,0.193931502,0.243492805,0.5,0.054402232,0.389830508,3,03/02/2022,15m,10,10
343,0.001,0.361166667,0.188193129,0.180472864,0.233329448,0.416666667,0.157643676,0.256637168,0,03/05/2022,50m,10,10
344,0.001,0.417333333,0.268800196,0.193162005,0.236988737,0.25,0.609324992,0.084745763,3,03/05/2022,50m,10,10
345,0.001,0.285628788,0.104636349,0.135365452,0.167543194,0.333333333,0.399806108,0.194968553,0,19/01/2022,15-30m,10,10
346,0.001,0.335751082,0.164687386,0.146827163,0.186547075,0.458333333,0.06193796,0.317286652,4,19/01/2022,15-30m,10,10
347,0.001,0.429333333,0.283574501,0.177669159,0.215555202,0.25,0.818877354,0.060869565,0,19/01/2022,30m,10,10
348,0.001,0.308166667,0.123682292,0.182873543,0.226209893,0.333333333,0.606925322,0.232,4,19/01/2022,30m,10,10
349,0.001,0.405833333,0.243215125,0.16316825,0.20890825,0.416666667,0.157643676,0.3,0,19/01/2022,15m,10,10
350,0.001,0.452,0.299865805,0.143318847,0.179116857,0.416666667,0.157643676,0.317073171,4,19/01/2022,15m,10,10
351,0.001,0.673007576,0.590091126,0.151885184,0.189575535,0.666666667,0.000157148,0.586206897,0,09/03/2022,15-30m,10,10
352,0.001,0.655020202,0.5679695,0.129698948,0.16060012,0.75,4.54E-06,0.680709534,3,09/03/2022,15-30m,10,10
353,0.001,0.529,0.411474359,0.104490104,0.132054032,0.666666667,0.00278151,0.582608696,0,09/03/2022,15m,10,10
354,0.001,0.528833333,0.4071337,0.09912227,0.128197602,0.583333333,0.014252782,0.47826087,3,09/03/2022,15m,10,10
355,0.001,0.584666667,0.468354342,0.096361413,0.12076432,0.333333333,0.606925322,0.20661157,0,09/03/2022,30m,10,10
356,0.001,0.606833333,0.497664013,0.08989628,0.111851428,0.416666667,0.368479286,0.3,2,09/03/2022,30m,10,10
357,0.001,0.261761905,0.058970031,0.1681293,0.209488079,0.166666667,0.985141386,0.024390244,0,02/06/2022,50m,10,10
358,0.001,0.211761905,-0.009094225,0.15501305,0.199746624,0.166666667,0.985141386,0.0625,2,02/06/2022,50m,10,10
359,0.001,0.5795,0.469042238,0.119314705,0.143213927,0.666666667,0.018758432,0.578947368,0,22/03/2022,50m,10,10
360,0.001,0.5775,0.467659121,0.120589996,0.143385032,0.666666667,0.018758432,0.571428571,2,22/03/2022,50m,10,10
361,0.001,0.6205,0.521484211,0.15575123,0.194680963,0.666666667,0.018758432,0.6,0,19/04/2022,50m,10,10
362,0.001,0.388833333,0.2303811,0.149542043,0.183644236,0.333333333,0.606925322,0.172413793,3,19/04/2022,50m,10,10
363,0.001,0.809,0.759166667,0.076666667,0.099023714,0.75,0.000391662,0.692307692,0,05/04/2022,50m,10,10
364,0.001,0.777,0.719166667,0.109040813,0.137953924,0.75,0.000391662,0.692307692,4,05/04/2022,50m,10,10
365,0.001,0.252383026,0.061239725,0.101879925,0.1269084,0.333333333,0.562372037,0.158714703,0,26/05/2022,15-30-50m,10,10
366,0.001,0.284833333,0.103356621,0.102328606,0.127619355,0.194444444,0.978497126,-0.018536585,3,26/05/2022,15-30-50m,10,10
367,0.001,0.3685,0.214209291,0.146774046,0.182946836,0.25,0.609324992,0.044247788,0,26/05/2022,50m,10,10
368,0.001,0.215833333,0.004955519,0.165065966,0.205585014,0,1,-0.263157895,3,26/05/2022,50m,10,10
369,0.001,0.294,0.114970696,0.134600877,0.160483409,0.166666667,0.946048574,-0.081081081,0,26/05/2022,15m,10,10
370,0.001,0.2525,0.064414288,0.158386488,0.192206979,0.166666667,0.946048574,0.008264463,3,26/05/2022,15m,10,10
371,0.001,0.203714286,-0.01094531,0.150326351,0.188529614,0.166666667,0.946048574,-0.025641026,0,26/05/2022,30m,10,10
372,0.001,0.235285714,0.027009191,0.147784349,0.19059489,0,1,-0.051094891,3,26/05/2022,30m,10,10
373,0.001,0.468916667,0.334126398,0.154498621,0.194252595,0.583333333,0.000523093,0.479392625,0,14/02/2022,15-30m,10,10
374,0.001,0.430369048,0.285904298,0.148659172,0.185879141,0.458333333,0.021338242,0.317286652,3,14/02/2022,15-30m,10,10
375,0.001,0.518,0.402838828,0.124647201,0.146413241,0.666666667,0.00278151,0.578947368,0,14/02/2022,15m,10,10
376,0.001,0.475,0.339935897,0.131329642,0.16399411,0.416666667,0.157643676,0.269565217,3,14/02/2022,15m,10,10
377,0.001,0.432380952,0.282441943,0.149544075,0.188507412,0.666666667,0.072628882,0.555555556,0,14/02/2022,30m,10,10
378,0.001,0.364666667,0.197881352,0.159936154,0.191174624,0.166666667,0.985141386,0.0625,3,14/02/2022,30m,10,10
379,0.001,0.321737374,0.144603094,0.151533821,0.19175539,0.416666667,0.577315052,0.198090692,0,03/02/2022,15-30m,10,10
380,0.001,0.291994949,0.114996445,0.125695464,0.157719268,0.583333333,0.074629505,0.389312977,3,03/02/2022,15-30m,10,10
381,0.001,0.304333333,0.11599442,0.167884774,0.208078482,0.416666667,0.368479286,0.288135593,0,03/02/2022,30m,10,10
382,0.001,0.231333333,0.037551672,0.146206809,0.197921209,0.5,0.177722456,0.368421053,4,03/02/2022,30m,10,10
383,0.001,0.506666667,0.388036003,0.133375414,0.154751003,0.333333333,0.606925322,0.225806452,0,03/02/2022,15m,10,10
384,0.001,0.4675,0.335378309,0.157605095,0.188406099,0.5,0.177722456,0.345454545,3,03/02/2022,15m,10,10
385,0.001,0.413547619,0.255110843,0.156730074,0.188911494,0.333333333,0.808403993,0.157894737,0,03/05/2022,50m,10,10
386,0.001,0.346952381,0.185854562,0.170048854,0.209768535,0.416666667,0.608374247,0.256637168,3,03/05/2022,50m,10,10
387,0.001,0.290886364,0.111503285,0.131782946,0.166142084,0.291666667,0.73681787,0.101321586,0,19/01/2022,15-30m,10,10
388,0.001,0.289555556,0.109459257,0.130978878,0.162463494,0.416666667,0.25383488,0.264770241,4,19/01/2022,15-30m,10,10
389,0.001,0.384666667,0.228223443,0.192343338,0.236086112,0.416666667,0.157643676,0.282051282,0,19/01/2022,30m,10,10
390,0.001,0.26,0.074436813,0.149071198,0.185536087,0.416666667,0.157643676,0.288135593,4,19/01/2022,30m,10,10
391,0.001,0.395428571,0.226595553,0.16814594,0.206227366,0,1,-0.152,0,19/01/2022,15m,10,10
392,0.001,0.451285714,0.294123948,0.162196431,0.209028101,0,1,-0.152,4,19/01/2022,15m,10,10
393,0.001,0.602252525,0.498563591,0.12065348,0.151872526,0.833333333,5.51E-06,0.783295711,0,09/03/2022,15-30m,10,10
394,0.001,0.705575758,0.62891441,0.136362274,0.171501932,0.708333333,0.000950169,0.630769231,3,09/03/2022,15-30m,10,10
395,0.001,0.521666667,0.399355568,0.0957134,0.120250142,0.5,0.177722456,0.379310345,0,09/03/2022,15m,10,10
396,0.001,0.504333333,0.381649219,0.11897948,0.146559508,0.75,0.003855555,0.669724771,2,09/03/2022,15m,10,10
397,0.001,0.58197619,0.464896718,0.120988628,0.145531482,0.416666667,0.368479286,0.3,0,09/03/2022,30m,10,10
398,0.001,0.647833333,0.545846621,0.083136299,0.100278063,0.416666667,0.368479286,0.333333333,2,09/03/2022,30m,10,10
399,0.001,0.217690476,0.021375294,0.148437295,0.173800249,0.333333333,0.606925322,0.111111111,0,02/06/2022,50m,10,10
400,0.001,0.133952381,-0.078327598,0.14544892,0.178662614,0.25,0.818877354,0.1,2,02/06/2022,50m,10,10
401,0.001,0.581547619,0.461480525,0.131055482,0.159787714,0.5,0.612792969,0.409836066,0,22/03/2022,50m,10,10
402,0.001,0.629,0.520909556,0.110696702,0.137130172,0.416666667,0.806152344,0.305785124,2,22/03/2022,50m,10,10
403,0.001,0.653,0.564606227,0.135367066,0.167354342,0.666666667,0.00278151,0.582608696,0,19/04/2022,50m,10,10
404,0.001,0.417333333,0.268452381,0.151237321,0.189736638,0.5,0.054402232,0.384615385,3,19/04/2022,50m,10,10
405,0.001,0.777,0.719740789,0.163003171,0.195667954,0.666666667,0.018758432,0.596638655,0,05/04/2022,50m,10,10
406,0.001,0.789333333,0.731751778,0.132626917,0.164467392,0.666666667,0.018758432,0.596638655,4,05/04/2022,50m,10,10
407,0.001,0.328871337,0.15825134,0.126033218,0.157170646,0.111111111,0.995799048,-0.105566219,0,26/05/2022,15-30-50m,10,10
408,0.001,0.266207418,0.080484192,0.09882348,0.125775978,0.277777778,0.562939325,0.09214355,3,26/05/2022,15-30-50m,10,10
409,0.001,0.3695,0.216818681,0.196804651,0.232744403,0.25,0.609324992,0.068965517,0,26/05/2022,50m,10,10
410,0.001,0.195333333,0.001382784,0.137275069,0.170504981,0.25,0.609324992,0.060869565,3,26/05/2022,50m,10,10
411,0.001,0.177166667,-0.029882961,0.160555556,0.189189812,0.166666667,0.84161824,-0.034482759,0,26/05/2022,15m,10,10
412,0.001,0.396166667,0.241168972,0.168172574,0.201926684,0.166666667,0.84161824,-0.081081081,3,26/05/2022,15m,10,10
413,0.001,0.214333333,0.021765826,0.145836724,0.181754799,0.083333333,0.992292653,-0.128205128,0,26/05/2022,30m,10,10
414,0.001,0.341857143,0.153048876,0.207707865,0.259061065,0,1,-0.133858268,3,26/05/2022,30m,10,10
415,0.001,0.448603535,0.308709707,0.158109249,0.197687891,0.541666667,0.008934271,0.426086957,0,14/02/2022,15-30m,10,10
416,0.001,0.394425325,0.243267751,0.136689984,0.170746539,0.583333333,0.002719681,0.464285714,4,14/02/2022,15-30m,10,10
417,0.001,0.579,0.467278098,0.107664212,0.128413946,0.416666667,0.368479286,0.305785124,0,14/02/2022,15m,10,10
418,0.001,0.487666667,0.348669094,0.152230332,0.189312217,0.25,0.818877354,0.044247788,3,14/02/2022,15m,10,10
419,0.001,0.578,0.468589744,0.221828945,0.279164699,0.583333333,0.014252782,0.469026549,0,14/02/2022,30m,10,10
420,0.001,0.2965,0.122948718,0.165641544,0.201923087,0.333333333,0.351221383,0.172413793,3,14/02/2022,30m,10,10
