"","cp","Accuracy","Kappa","AccuracySD","KappaSD","date","alt","PC","k","repetitions"
"27",0.001,0.227880952380952,0.0359860272708859,0.139702438976767,0.169003037436743,"2022-05-26","15m",0,10,10
"28",0.001,0.150619047619048,-0.05372419625707,0.115892593574305,0.14578533813607,"2022-05-26","15m",3,10,10
"29",0.001,0.339809523809524,0.176150975836118,0.179471063963913,0.217433201565899,"2022-05-26","50m",0,10,10
"30",0.001,0.165845238095238,-0.0302158465533292,0.127530917710846,0.157498131523439,"2022-05-26","50m",3,10,10
"31",0.001,0.16652380952381,-0.03267411581291,0.134709247866905,0.16366515225247,"2022-05-26","30m",0,10,10
"32",0.001,0.244916666666667,0.0548670082703086,0.140215437057779,0.171291251830555,"2022-05-26","30m",3,10,10
"33",0.001,0.184702380952381,-0.0155928486449845,0.131423174766861,0.165380414781261,"2022-05-26","15-30-50m",0,10,10
"34",0.001,0.244916666666667,0.0548670082703086,0.140215437057779,0.171291251830555,"2022-05-26","15-30-50m",5,10,10
"35",0.001,0.875142857142857,0.841962829984961,0.0930286153725444,0.117483235352249,"2022-03-22","50m",0,10,10
"36",0.001,0.848861111111111,0.808872763626371,0.126855791016605,0.159712733344276,"2022-03-22","50m",2,10,10
"37",0.001,0.673630952380952,0.593142366309249,0.135416854970295,0.166070031311366,"2022-04-19","50m",0,10,10
"38",0.001,0.470547619047619,0.34246453922405,0.157590935284084,0.196471477380435,"2022-04-19","50m",3,10,10
"39",0.001,0.815857142857143,0.766823011016018,0.125084533591326,0.155284019636077,"2022-04-05","50m",0,10,10
"40",0.001,0.727123015873016,0.655629842566239,0.13063724251553,0.16207310308137,"2022-04-05","50m",4,10,10
"41",0.001,0.36552380952381,0.208991411578322,0.142720585686471,0.172473092152888,"2022-05-03","50m",0,10,10
"42",0.001,0.448988095238095,0.30675704837112,0.211030766142491,0.262785609484936,"2022-05-03","50m",3,10,10
"43",0.001,0.659285714285714,0.573300485007991,0.147623702389024,0.181241844671217,"2022-02-14","15m",0,10,10
"44",0.001,0.576242063492064,0.464908533837315,0.191755038472573,0.243128539230382,"2022-02-14","15m",3,10,10
"45",0.001,0.601404761904762,0.498660458458867,0.182280336814524,0.227803152747489,"2022-02-14","30m",0,10,10
"46",0.001,0.300857142857143,0.131326748687329,0.16846221355599,0.204468058094046,"2022-02-14","30m",3,10,10
"47",0.001,0.490404761904762,0.363766640122779,0.144434218197224,0.173811212539733,"2022-02-14","15-30m",0,10,10
"48",0.001,0.300857142857143,0.131326748687329,0.16846221355599,0.204468058094046,"2022-02-14","15-30m",4,10,10
"49",0.001,0.340984126984127,0.175076103931941,0.155769568891777,0.190892221991126,"2022-01-19","30m",0,10,10
"50",0.001,0.355130952380952,0.194950640168671,0.145273445949782,0.174616523208646,"2022-01-19","30m",4,10,10
"51",0.001,0.45647619047619,0.316495152225449,0.206077430762709,0.258594758150037,"2022-01-19","15m",0,10,10
"52",0.001,0.427988095238095,0.279289454268106,0.197385616913583,0.249023725820862,"2022-01-19","15m",4,10,10
"53",0.001,0.317047619047619,0.151838652857682,0.174874091277111,0.212968361695147,"2022-01-19","15-30m",0,10,10
"54",0.001,0.427988095238095,0.279289454268106,0.197385616913583,0.249023725820862,"2022-01-19","15-30m",6,10,10
"55",0.001,0.586293650793651,0.478434150673989,0.189420503737266,0.239085594977694,"2022-02-03","15m",0,10,10
"56",0.001,0.524130952380952,0.401849658889544,0.183733147168076,0.224247399719336,"2022-02-03","15m",3,10,10
"57",0.001,0.465984126984127,0.332433340927139,0.159272982362798,0.198824758280842,"2022-02-03","30m",0,10,10
"58",0.001,0.28925,0.116188503520702,0.1711186852788,0.209650327496532,"2022-02-03","30m",4,10,10
"59",0.001,0.379821428571429,0.228793943963145,0.173767214914872,0.21238365218704,"2022-02-03","15-30m",0,10,10
"60",0.001,0.28925,0.116188503520702,0.1711186852788,0.209650327496532,"2022-02-03","15-30m",6,10,10
"61",0.001,0.738892857142857,0.671117004637347,0.168939363934637,0.210674047614677,"2022-03-09","15m",0,10,10
"62",0.001,0.751583333333333,0.686081003663292,0.171943625198655,0.215993963142479,"2022-03-09","15m",2,10,10
"63",0.001,0.728321428571429,0.655758143250106,0.147775221794807,0.185561680212713,"2022-03-09","30m",0,10,10
"64",0.001,0.779952380952381,0.722330697574594,0.157820782505767,0.196805198669244,"2022-03-09","30m",2,10,10
"65",0.001,0.810154761904762,0.760320259566486,0.158171406075937,0.199017195602733,"2022-03-09","15-30m",0,10,10
"66",0.001,0.779952380952381,0.722330697574594,0.157820782505767,0.196805198669244,"2022-03-09","15-30m",3,10,10
"67",0.001,0.158837301587302,-0.0466043278832184,0.135284159455282,0.172419815601437,"2022-06-02","50m",0,10,10
"68",0.001,0.186992063492063,-0.0092023835330992,0.136025297226484,0.167324437521381,"2022-06-02","50m",2,10,10
"69",0.001,0.246059523809524,0.059487443139469,0.14642146438709,0.168520475196051,"2022-05-26","15m",0,10,10
"70",0.001,0.15972619047619,-0.0455959526294668,0.118827002770482,0.143139243592477,"2022-05-26","15m",3,10,10
"71",0.001,0.348571428571429,0.184272075687624,0.171660480595485,0.209753225015028,"2022-05-26","50m",0,10,10
"72",0.001,0.166107142857143,-0.044221003699821,0.141693741071938,0.174799128941037,"2022-05-26","50m",3,10,10
"73",0.001,0.171876984126984,-0.0268587872899907,0.136200599143512,0.172771198427933,"2022-05-26","30m",0,10,10
"74",0.001,0.234686507936508,0.049558501524458,0.144881387138335,0.179294644081771,"2022-05-26","30m",3,10,10
"75",0.001,0.212420634920635,0.0185290151912055,0.120644631232419,0.146292869164168,"2022-05-26","15-30-50m",0,10,10
"76",0.001,0.234686507936508,0.049558501524458,0.144881387138335,0.179294644081771,"2022-05-26","15-30-50m",5,10,10
"77",0.001,0.866011904761905,0.829928414908442,0.101198522018359,0.127889164598922,"2022-03-22","50m",0,10,10
"78",0.001,0.83797619047619,0.795632444426983,0.12867154235618,0.16105503888529,"2022-03-22","50m",2,10,10
"79",0.001,0.666690476190476,0.585696749400878,0.14372899938418,0.175748283586693,"2022-04-19","50m",0,10,10
"80",0.001,0.48552380952381,0.359203151732857,0.174262246774591,0.21090581424932,"2022-04-19","50m",3,10,10
"81",0.001,0.787444444444445,0.731304011347147,0.131875448585196,0.162898154963574,"2022-04-05","50m",0,10,10
"82",0.001,0.723813492063492,0.652290842124431,0.13692541774869,0.169286257869503,"2022-04-05","50m",4,10,10
"83",0.001,0.361119047619048,0.20778650158008,0.135858602654008,0.164863866512924,"2022-05-03","50m",0,10,10
"84",0.001,0.425559523809524,0.280934219488854,0.185726345407703,0.228570819842091,"2022-05-03","50m",3,10,10
"85",0.001,0.631476190476191,0.53931495487209,0.152318213996633,0.188195191866063,"2022-02-14","15m",0,10,10
"86",0.001,0.56715873015873,0.458028730787435,0.176485303811247,0.221403286336878,"2022-02-14","15m",3,10,10
"87",0.001,0.596781746031746,0.492471757574591,0.202635580158565,0.253012680436695,"2022-02-14","30m",0,10,10
"88",0.001,0.308285714285714,0.141929242844808,0.149848362392368,0.180901298176181,"2022-02-14","30m",3,10,10
"89",0.001,0.47984126984127,0.348462465113267,0.160782902708972,0.196088201213731,"2022-02-14","15-30m",0,10,10
"90",0.001,0.308285714285714,0.141929242844808,0.149848362392368,0.180901298176181,"2022-02-14","15-30m",4,10,10
"91",0.001,0.357821428571429,0.190613716243479,0.154826017633582,0.191499000484676,"2022-01-19","30m",0,10,10
"92",0.001,0.363190476190476,0.203965494241397,0.15952189627908,0.197374436785478,"2022-01-19","30m",4,10,10
"93",0.001,0.463928571428571,0.326309466528667,0.193653639713668,0.239538787251681,"2022-01-19","15m",0,10,10
"94",0.001,0.42902380952381,0.282845228430111,0.19745561227998,0.245394902755032,"2022-01-19","15m",4,10,10
"95",0.001,0.325357142857143,0.150224438078124,0.17351858891955,0.221129323529706,"2022-01-19","15-30m",0,10,10
"96",0.001,0.42902380952381,0.282845228430111,0.19745561227998,0.245394902755032,"2022-01-19","15-30m",6,10,10
"97",0.001,0.59977380952381,0.499938621390165,0.161658831180843,0.198140479499915,"2022-02-03","15m",0,10,10
"98",0.001,0.541952380952381,0.426644721066758,0.16246173965996,0.200696597833775,"2022-02-03","15m",3,10,10
"99",0.001,0.44875,0.30805094983565,0.176052002105061,0.216488625352179,"2022-02-03","30m",0,10,10
"100",0.001,0.299281746031746,0.126455665035211,0.149013426601369,0.18192835798633,"2022-02-03","30m",4,10,10
"101",0.001,0.392928571428571,0.236117845110815,0.153032463265094,0.188336862481655,"2022-02-03","15-30m",0,10,10
"102",0.001,0.299281746031746,0.126455665035211,0.149013426601369,0.18192835798633,"2022-02-03","15-30m",6,10,10
"103",0.001,0.747892857142857,0.680373532907209,0.181967140796353,0.230954023978782,"2022-03-09","15m",0,10,10
"104",0.001,0.746392857142857,0.680775370792468,0.141629672798464,0.17881253892528,"2022-03-09","15m",2,10,10
"105",0.001,0.72043253968254,0.647163125998439,0.16687374515586,0.20993734819787,"2022-03-09","30m",0,10,10
"106",0.001,0.788,0.73042616253915,0.153471484046389,0.193465225217257,"2022-03-09","30m",2,10,10
"107",0.001,0.811845238095238,0.76147334131598,0.158291997609637,0.200386102080098,"2022-03-09","15-30m",0,10,10
"108",0.001,0.788,0.73042616253915,0.153471484046389,0.193465225217257,"2022-03-09","15-30m",3,10,10
"109",0.001,0.14652380952381,-0.058681439839485,0.133177741966736,0.167162144562472,"2022-06-02","50m",0,10,10
"110",0.001,0.182400793650794,-0.0169096472889782,0.141006569926075,0.174224799429392,"2022-06-02","50m",2,10,10
"111",0.001,0.229238095238095,0.0313841827819101,0.136273700844844,0.159168042187486,"2022-05-26","15m",0,10,10
"112",0.001,0.153119047619048,-0.0512956995993623,0.113928637396487,0.139348544151841,"2022-05-26","15m",3,10,10
"113",0.001,0.332329365079365,0.169850162720789,0.191967205346359,0.231044990915012,"2022-05-26","50m",0,10,10
"114",0.001,0.164246031746032,-0.0449313316567228,0.126247430886641,0.149853789789322,"2022-05-26","50m",3,10,10
"115",0.001,0.165535714285714,-0.0332191371630174,0.139420583499273,0.171228886863173,"2022-05-26","30m",0,10,10
"116",0.001,0.222440476190476,0.0268256450529791,0.149059998437078,0.183608845141181,"2022-05-26","30m",3,10,10
"117",0.001,0.208285714285714,0.0110663257312904,0.143483367708266,0.18106244520214,"2022-05-26","15-30-50m",0,10,10
"118",0.001,0.222440476190476,0.0268256450529791,0.149059998437078,0.183608845141181,"2022-05-26","15-30-50m",5,10,10
"119",0.001,0.861611111111111,0.825148710032169,0.111384667202866,0.139277249563995,"2022-03-22","50m",0,10,10
"120",0.001,0.841873015873016,0.800085627993646,0.125705031276647,0.158013378331785,"2022-03-22","50m",2,10,10
"121",0.001,0.670809523809524,0.590452219291879,0.129798634320608,0.160821374466621,"2022-04-19","50m",0,10,10
"122",0.001,0.485988095238095,0.356948673358676,0.183911017964986,0.225882342612722,"2022-04-19","50m",3,10,10
"123",0.001,0.782916666666667,0.726588509875943,0.136556940996806,0.16880593917357,"2022-04-05","50m",0,10,10
"124",0.001,0.718416666666667,0.644904528291565,0.132155093380232,0.163348634116378,"2022-04-05","50m",4,10,10
"125",0.001,0.347404761904762,0.183520475960348,0.126531410261709,0.152568318765291,"2022-05-03","50m",0,10,10
"126",0.001,0.453436507936508,0.313662536267587,0.183894493901865,0.226490236296908,"2022-05-03","50m",3,10,10
"127",0.001,0.648440476190476,0.560592677553259,0.132321074933906,0.163531096697178,"2022-02-14","15m",0,10,10
"128",0.001,0.593718253968254,0.486603473881817,0.162367173136704,0.208251516541186,"2022-02-14","15m",3,10,10
"129",0.001,0.580698412698413,0.473762502902916,0.161676504208563,0.199273063665879,"2022-02-14","30m",0,10,10
"130",0.001,0.326234126984127,0.15929636612441,0.161575949630352,0.193941307885687,"2022-02-14","30m",3,10,10
"131",0.001,0.47375,0.34065038325408,0.178892558373834,0.220961364449763,"2022-02-14","15-30m",0,10,10
"132",0.001,0.326234126984127,0.15929636612441,0.161575949630352,0.193941307885687,"2022-02-14","15-30m",4,10,10
"133",0.001,0.316345238095238,0.148792883223383,0.171496103204088,0.210691282055073,"2022-01-19","30m",0,10,10
"134",0.001,0.336511904761905,0.171017997718613,0.14749030979307,0.180015989382622,"2022-01-19","30m",4,10,10
