"","mincriterion","Accuracy_train","Kappa_train","AccuracySD_train","KappaSD_train","Accuracy_test","AccuracyPValue_test","Kappa_test","PC","date","alt","k","repetitions","CV","split"
"556",0.05,0.281030664,0.099206333,0.13065757,0.161692641,0.291666667,0.392587662,0.14822547,4,"19/01/2022","15-30m",10,10,"cv1010","8020split"
"557",0.05,0.305,0.13109649,0.162670958,0.203418811,0.333333333,0.606925322,0.085714286,0,"19/01/2022","30m",10,10,"cv1010","8020split"
"558",0.05,0.2925,0.11541013,0.165048967,0.208099253,0.25,0.818877354,0.068965517,4,"19/01/2022","30m",10,10,"cv1010","8020split"
"559",0.05,0.325547619,0.142017889,0.184068463,0.22280462,0.166666667,0.946048574,0.016393443,0,"19/01/2022","15m",10,10,"cv1010","8020split"
"560",0.05,0.528547619,0.401024291,0.17218132,0.219689942,0.5,0.177722456,0.368421053,4,"19/01/2022","15m",10,10,"cv1010","8020split"
"561",0.05,0.621156566,0.523893251,0.116572115,0.146281222,0.875,6.14e-08,0.839285714,0,"09/03/2022","15-30m",10,10,"cv1010","8020split"
"562",0.05,0.657585859,0.569488869,0.132337192,0.166591067,0.791666667,5.48e-06,0.733333333,3,"09/03/2022","15-30m",10,10,"cv1010","8020split"
"563",0.05,0.573,0.461450238,0.156630127,0.193508251,0.666666667,0.00278151,0.571428571,0,"09/03/2022","15m",10,10,"cv1010","8020split"
"564",0.05,0.6465,0.554186354,0.146149513,0.184968154,0.666666667,0.00278151,0.578947368,2,"09/03/2022","15m",10,10,"cv1010","8020split"
"565",0.05,0.765833333,0.697844962,0.144878427,0.184544267,0.333333333,0.927001953,0.278195489,0,"09/03/2022","30m",10,10,"cv1010","8020split"
"566",0.05,0.772238095,0.707193077,0.155142803,0.198658319,0.166666667,0.996826172,0.117647059,2,"09/03/2022","30m",10,10,"cv1010","8020split"
"567",0.05,0.412333333,0.226417643,0.137762857,0.162775865,0.083333333,0.992292653,0.043478261,0,"02/06/2022","50m",10,10,"cv1010","8020split"
"568",0.05,0.348642857,0.140918265,0.158469936,0.201076929,0,1,-0.043478261,2,"02/06/2022","50m",10,10,"cv1010","8020split"
"569",0.05,0.772,0.710079365,0.118347204,0.15079979,0.583333333,0.06644764,0.504132231,0,"22/03/2022","50m",10,10,"cv1010","8020split"
"570",0.05,0.797166667,0.742676519,0.104957236,0.132568698,0.666666667,0.018758432,0.596638655,2,"22/03/2022","50m",10,10,"cv1010","8020split"
"571",0.05,0.6115,0.514935897,0.12850463,0.157267434,0.583333333,0.014252782,0.487179487,0,"19/04/2022","50m",10,10,"cv1010","8020split"
"572",0.05,0.626166667,0.529990842,0.172868695,0.214926658,0.333333333,0.351221383,0.172413793,3,"19/04/2022","50m",10,10,"cv1010","8020split"
"573",0.05,0.795238095,0.737536584,0.131186332,0.167265559,0.666666667,0.018758432,0.593220339,0,"05/04/2022","50m",10,10,"cv1010","8020split"
"574",0.05,0.794238095,0.736822609,0.124178595,0.158653546,0.666666667,0.018758432,0.593220339,4,"05/04/2022","50m",10,10,"cv1010","8020split"
"575",0.05,0.255401099,0.057536413,0.099625742,0.12402586,0.166666667,0.992431173,0.019963702,0,"26/05/2022","15-30-50m",10,10,"cv1010","8020split"
"576",0.05,0.222496822,0.014762015,0.094361129,0.115011924,0.111111111,0.999510568,0.021240442,3,"26/05/2022","15-30-50m",10,10,"cv1010","8020split"
"577",0.05,0.29252381,0.122991046,0.155849407,0.186436071,0.25,0.932866946,0.092436975,0,"26/05/2022","50m",10,10,"cv1010","8020split"
"578",0.05,0.235,0.048921064,0.161406904,0.191723594,0.166666667,0.985141386,-0.016949153,3,"26/05/2022","50m",10,10,"cv1010","8020split"
"579",0.05,0.277833333,0.094951804,0.158717061,0.19563303,0.25,0.818877354,0.035714286,0,"26/05/2022","15m",10,10,"cv1010","8020split"
"580",0.05,0.277666667,0.083581056,0.195347398,0.237116265,0,1,-0.190082645,3,"26/05/2022","15m",10,10,"cv1010","8020split"
"581",0.05,0.2,-0.01030766,0.100336135,0.115584934,0.083333333,0.992292653,0,0,"26/05/2022","30m",10,10,"cv1010","8020split"
"582",0.05,0.289666667,0.100667924,0.147496505,0.19004638,0.25,0.818877354,0.12195122,3,"26/05/2022","30m",10,10,"cv1010","8020split"
"583",0.05,0.557340909,0.438345702,0.147482318,0.185932517,0.5,0.067658779,0.407407407,0,"14/02/2022","15-30m",10,10,"cv1010","8020split"
"584",0.05,0.453565657,0.312628343,0.134100342,0.165289142,0.458333333,0.140060596,0.338983051,3,"14/02/2022","15-30m",10,10,"cv1010","8020split"
"585",0.05,0.602,0.498287482,0.18276281,0.225676818,0.666666667,0.018758432,0.567567568,0,"14/02/2022","15m",10,10,"cv1010","8020split"
"586",0.05,0.551880952,0.427831207,0.182991565,0.233089134,0.583333333,0.06644764,0.444444444,3,"14/02/2022","15m",10,10,"cv1010","8020split"
"587",0.05,0.455,0.308046045,0.169645104,0.218073194,0.5,0.054402232,0.404958678,0,"14/02/2022","30m",10,10,"cv1010","8020split"
"588",0.05,0.359833333,0.19505599,0.163575629,0.201111384,0.416666667,0.157643676,0.282051282,3,"14/02/2022","30m",10,10,"cv1010","8020split"
"589",0.05,0.394146465,0.240948395,0.157341401,0.198481,0.416666667,0.054664922,0.277419355,0,"03/02/2022","15-30m",10,10,"cv1010","8020split"
"590",0.05,0.370810606,0.214138934,0.139474164,0.17271061,0.375,0.121318284,0.207048458,4,"03/02/2022","15-30m",10,10,"cv1010","8020split"
"591",0.05,0.452,0.311336659,0.195793015,0.241252292,0.5,0.177722456,0.379310345,0,"03/02/2022","30m",10,10,"cv1010","8020split"
"592",0.05,0.4185,0.262950396,0.169767369,0.209690876,0.333333333,0.606925322,0.20661157,4,"03/02/2022","30m",10,10,"cv1010","8020split"
"593",0.05,0.431833333,0.280563675,0.197459951,0.250884481,0.583333333,0.014252782,0.459459459,0,"03/02/2022","15m",10,10,"cv1010","8020split"
"594",0.05,0.364666667,0.194538714,0.160828383,0.215277369,0.583333333,0.014252782,0.469026549,3,"03/02/2022","15m",10,10,"cv1010","8020split"
"595",0.05,0.417333333,0.263360358,0.186766448,0.233788428,0.5,0.177722456,0.379310345,0,"03/05/2022","50m",10,10,"cv1010","8020split"
"596",0.05,0.326166667,0.156200455,0.206817787,0.251973911,0.333333333,0.606925322,0.193277311,3,"03/05/2022","50m",10,10,"cv1010","8020split"
"597",0.05,0.393242424,0.231155812,0.112996362,0.14250619,0.125,0.995128938,-0.05,0,"19/01/2022","15-30m",10,10,"cv1010","8020split"
"598",0.05,0.321414141,0.144873685,0.11870182,0.148592336,0.333333333,0.576195352,0.188160677,4,"19/01/2022","15-30m",10,10,"cv1010","8020split"
"599",0.05,0.398785714,0.245686693,0.18332115,0.213584695,0.333333333,0.606925322,0.186440678,0,"19/01/2022","30m",10,10,"cv1010","8020split"
"600",0.05,0.386714286,0.229509983,0.173126108,0.197727145,0.166666667,0.946048574,-0.052631579,4,"19/01/2022","30m",10,10,"cv1010","8020split"
"601",0.05,0.308,0.124284588,0.151470162,0.180307452,0.333333333,0.606925322,0.219512195,0,"19/01/2022","15m",10,10,"cv1010","8020split"
"602",0.05,0.383,0.228830365,0.150158539,0.182735278,0.416666667,0.368479286,0.222222222,4,"19/01/2022","15m",10,10,"cv1010","8020split"
"603",0.05,0.650525253,0.562753975,0.12908428,0.160783215,0.666666667,0.000859483,0.582608696,0,"09/03/2022","15-30m",10,10,"cv1010","8020split"
"604",0.05,0.688641414,0.608103441,0.130690624,0.163352733,0.75,3.6e-05,0.686956522,3,"09/03/2022","15-30m",10,10,"cv1010","8020split"
"605",0.05,0.613166667,0.512867521,0.165641544,0.205635909,0.833333333,0.000543804,0.785714286,0,"09/03/2022","15m",10,10,"cv1010","8020split"
"606",0.05,0.551333333,0.433499342,0.16525802,0.199133876,0.5,0.177722456,0.327102804,2,"09/03/2022","15m",10,10,"cv1010","8020split"
"607",0.05,0.5735,0.458846154,0.120699769,0.157920505,0.75,0.003855555,0.678571429,0,"09/03/2022","30m",10,10,"cv1010","8020split"
"608",0.05,0.6585,0.567692308,0.145479875,0.185745144,0.666666667,0.018758432,0.578947368,2,"09/03/2022","30m",10,10,"cv1010","8020split"
"609",0.05,0.341333333,0.15560509,0.140475383,0.165123898,0.166666667,0.946048574,0.076923077,0,"02/06/2022","50m",10,10,"cv1010","8020split"
"610",0.05,0.1815,-0.027024055,0.142801358,0.168745581,0.166666667,0.946048574,0.032258065,2,"02/06/2022","50m",10,10,"cv1010","8020split"
"611",0.05,0.633833333,0.536727717,0.169611277,0.210063795,0.666666667,0.018758432,0.559633028,0,"22/03/2022","50m",10,10,"cv1010","8020split"
"612",0.05,0.777,0.719820639,0.140940006,0.17678162,0.583333333,0.06644764,0.469026549,3,"22/03/2022","50m",10,10,"cv1010","8020split"
"613",0.05,0.696047619,0.616575522,0.119856425,0.146278608,0.583333333,0.06644764,0.482758621,0,"19/04/2022","50m",10,10,"cv1010","8020split"
"614",0.05,0.446595238,0.302674927,0.178733534,0.225174109,0.333333333,0.606925322,0.213114754,3,"19/04/2022","50m",10,10,"cv1010","8020split"
"615",0.05,0.816666667,0.768769841,0.131040899,0.165404852,0.5,0.379768823,0.414634146,0,"05/04/2022","50m",10,10,"cv1010","8020split"
"616",0.05,0.799666667,0.747857143,0.147690412,0.185135721,0.5,0.379768823,0.409836066,4,"05/04/2022","50m",10,10,"cv1010","8020split"
"617",0.05,0.233024267,0.040530417,0.093114509,0.116221852,0.222222222,0.710294158,0.050847458,0,"26/05/2022","15-30-50m",10,10,"cv1010","8020split"
"618",0.05,0.247605311,0.05880253,0.074374874,0.091228006,0.277777778,0.411681527,0.136531365,3,"26/05/2022","15-30-50m",10,10,"cv1010","8020split"
"619",0.05,0.283166667,0.095526261,0.165322781,0.189300054,0.166666667,0.946048574,0.097744361,0,"26/05/2022","50m",10,10,"cv1010","8020split"
"620",0.05,0.184,-0.02588719,0.128988989,0.159216743,0.083333333,0.992292653,-0.081967213,3,"26/05/2022","50m",10,10,"cv1010","8020split"
"621",0.05,0.215,-0.011045788,0.089690201,0.106682737,0.083333333,0.992292653,0,0,"26/05/2022","15m",10,10,"cv1010","8020split"
"622",0.05,0.229166667,0.035721612,0.159357841,0.191528179,0.166666667,0.946048574,0,3,"26/05/2022","15m",10,10,"cv1010","8020split"
"623",0.05,0.191333333,-0.01854371,0.14133165,0.175304344,0.416666667,0.368479286,0.282051282,0,"26/05/2022","30m",10,10,"cv1010","8020split"
"624",0.05,0.283,0.091045322,0.144560559,0.176498987,0.25,0.818877354,0.107438017,3,"26/05/2022","30m",10,10,"cv1010","8020split"
"625",0.05,0.521737374,0.401438352,0.149592896,0.184758568,0.375,0.245115903,0.227467811,0,"14/02/2022","15-30m",10,10,"cv1010","8020split"
"626",0.05,0.50064899,0.375253249,0.156502114,0.194245333,0.5,0.025284561,0.317535545,3,"14/02/2022","15-30m",10,10,"cv1010","8020split"
"627",0.05,0.693,0.607834159,0.174193347,0.219426318,0.583333333,0.189264302,0.516129032,0,"14/02/2022","15m",10,10,"cv1010","8020split"
"628",0.05,0.549952381,0.429653276,0.194047798,0.241179117,0.5,0.379768823,0.419354839,3,"14/02/2022","15m",10,10,"cv1010","8020split"
"629",0.05,0.4845,0.34692936,0.171024755,0.223987227,0.416666667,0.368479286,0.236363636,0,"14/02/2022","30m",10,10,"cv1010","8020split"
"630",0.05,0.360404762,0.196777882,0.161402347,0.192472626,0.333333333,0.606925322,0.094339623,2,"14/02/2022","30m",10,10,"cv1010","8020split"
"631",0.05,0.350007576,0.192510818,0.142661471,0.176497877,0.541666667,0.028441128,0.404063205,0,"03/02/2022","15-30m",10,10,"cv1010","8020split"
"632",0.05,0.357891414,0.194634542,0.117602758,0.147354764,0.291666667,0.73681787,0.142857143,3,"03/02/2022","15-30m",10,10,"cv1010","8020split"
"633",0.05,0.499666667,0.368139452,0.188353072,0.238540191,0.25,0.818877354,0.068965517,0,"03/02/2022","30m",10,10,"cv1010","8020split"
"634",0.05,0.337333333,0.171074774,0.164602027,0.201182448,0.25,0.818877354,0.052631579,4,"03/02/2022","30m",10,10,"cv1010","8020split"
"635",0.05,0.605,0.49646614,0.192209377,0.250264695,0.583333333,0.06644764,0.464285714,0,"03/02/2022","15m",10,10,"cv1010","8020split"
"636",0.05,0.612666667,0.507350533,0.159705115,0.203020995,0.416666667,0.368479286,0.269565217,3,"03/02/2022","15m",10,10,"cv1010","8020split"
"637",0.05,0.510785714,0.375673863,0.155532898,0.193133945,0.25,0.980712891,0.142857143,0,"03/05/2022","50m",10,10,"cv1010","8020split"
"638",0.05,0.388119048,0.222992502,0.183731754,0.232044244,0.25,0.980712891,0.107438017,3,"03/05/2022","50m",10,10,"cv1010","8020split"
"639",0.05,0.294166667,0.117787063,0.127902077,0.1560266,0.375,0.245115903,0.225806452,0,"19/01/2022","15-30m",10,10,"cv1010","8020split"
"640",0.05,0.309527778,0.137807647,0.129956402,0.161527072,0.375,0.245115903,0.185520362,4,"19/01/2022","15-30m",10,10,"cv1010","8020split"
"641",0.05,0.3615,0.20710902,0.174121089,0.211614897,0.083333333,0.998447608,-0.137931034,0,"19/01/2022","30m",10,10,"cv1010","8020split"
"642",0.05,0.349333333,0.182945526,0.149332973,0.182934144,0.333333333,0.808403993,0.2,4,"19/01/2022","30m",10,10,"cv1010","8020split"
"643",0.05,0.364333333,0.180595123,0.151665279,0.184543974,0.25,0.932866946,0.169230769,0,"19/01/2022","15m",10,10,"cv1010","8020split"
"644",0.05,0.456333333,0.308825368,0.190527356,0.232486848,0.333333333,0.808403993,0.25,4,"19/01/2022","15m",10,10,"cv1010","8020split"
"645",0.05,0.650813131,0.563881574,0.13620515,0.16755093,0.583333333,0.000523093,0.473684211,0,"09/03/2022","15-30m",10,10,"cv1010","8020split"
"646",0.05,0.654270202,0.566751528,0.14802775,0.186077396,0.666666667,2.02e-05,0.585313175,3,"09/03/2022","15-30m",10,10,"cv1010","8020split"
"647",0.05,0.606166667,0.505365353,0.171947565,0.211490381,0.666666667,0.018758432,0.575221239,0,"09/03/2022","15m",10,10,"cv1010","8020split"
"648",0.05,0.6435,0.549701444,0.143193789,0.177446065,0.583333333,0.06644764,0.459459459,2,"09/03/2022","15m",10,10,"cv1010","8020split"
"649",0.05,0.642785714,0.548150504,0.174847807,0.216373422,0.583333333,0.06644764,0.454545455,0,"09/03/2022","30m",10,10,"cv1010","8020split"
"650",0.05,0.565642857,0.445857301,0.139815812,0.17848541,0.666666667,0.018758432,0.593220339,2,"09/03/2022","30m",10,10,"cv1010","8020split"
"651",0.05,0.335166667,0.153626706,0.151273958,0.174804123,0.25,0.818877354,0.142857143,0,"02/06/2022","50m",10,10,"cv1010","8020split"
"652",0.05,0.2235,0.022918353,0.153852419,0.194936557,0.25,0.818877354,0.107438017,2,"02/06/2022","50m",10,10,"cv1010","8020split"
"653",0.05,0.700166667,0.614316143,0.210212001,0.267023513,0.833333333,0.000543804,0.777777778,0,"22/03/2022","50m",10,10,"cv1010","8020split"
"654",0.05,0.808333333,0.747835596,0.173585352,0.225667324,0.916666667,4.7e-05,0.885714286,2,"22/03/2022","50m",10,10,"cv1010","8020split"
"655",0.05,0.662,0.564070507,0.163025547,0.214567761,0.666666667,0.018758432,0.575221239,0,"19/04/2022","50m",10,10,"cv1010","8020split"
"656",0.05,0.452833333,0.301545566,0.206638629,0.263677667,0.5,0.177722456,0.345454545,3,"19/04/2022","50m",10,10,"cv1010","8020split"
"657",0.05,0.705833333,0.629407792,0.127489244,0.158293839,0.833333333,0.000543804,0.777777778,0,"05/04/2022","50m",10,10,"cv1010","8020split"
"658",0.05,0.710333333,0.634257715,0.129745066,0.160306502,0.833333333,0.000543804,0.777777778,4,"05/04/2022","50m",10,10,"cv1010","8020split"
"659",0.05,0.220489011,0.018423201,0.103837368,0.129130155,0.277777778,0.562939325,0.0859375,0,"26/05/2022","15-30-50m",10,10,"cv1010","8020split"
"660",0.05,0.267615438,0.075039706,0.099338866,0.122113525,0.388888889,0.09891911,0.2303207,3,"26/05/2022","15-30-50m",10,10,"cv1010","8020split"
"661",0.05,0.345238095,0.139269567,0.181126027,0.216075063,0.25,0.932866946,0.142857143,0,"26/05/2022","50m",10,10,"cv1010","8020split"
"662",0.05,0.27747619,0.062174959,0.168887634,0.203845201,0.083333333,0.998447608,-0.023255814,3,"26/05/2022","50m",10,10,"cv1010","8020split"
"663",0.05,0.188666667,-0.038738822,0.111787838,0.143232849,0.083333333,0.999755859,-0.015384615,0,"26/05/2022","15m",10,10,"cv1010","8020split"
"664",0.05,0.232666667,0.019423073,0.142526505,0.172096956,0.166666667,0.996826172,0.0625,3,"26/05/2022","15m",10,10,"cv1010","8020split"
"665",0.05,0.1635,-0.044768074,0.128744586,0.165199908,0.333333333,0.808403993,0.04950495,0,"26/05/2022","30m",10,10,"cv1010","8020split"
"666",0.05,0.273166667,0.0775,0.154213092,0.188107072,0.25,0.932866946,0.1,3,"26/05/2022","30m",10,10,"cv1010","8020split"
"667",0.05,0.459987374,0.320674666,0.133883074,0.165978483,0.458333333,0.06193796,0.343157895,0,"14/02/2022","15-30m",10,10,"cv1010","8020split"
"668",0.05,0.464871212,0.327995184,0.130453507,0.165555884,0.541666667,0.008934271,0.415929204,3,"14/02/2022","15-30m",10,10,"cv1010","8020split"
"669",0.05,0.681333333,0.586349784,0.177687477,0.23764613,0.583333333,0.06644764,0.47826087,0,"14/02/2022","15m",10,10,"cv1010","8020split"
"670",0.05,0.575333333,0.456233618,0.152043322,0.195120975,0.75,0.003855555,0.669724771,3,"14/02/2022","15m",10,10,"cv1010","8020split"
"671",0.05,0.543,0.427188645,0.173062142,0.213773802,0.666666667,0.00278151,0.582608696,0,"14/02/2022","30m",10,10,"cv1010","8020split"
"672",0.05,0.371333333,0.209203297,0.143803551,0.180399826,0.416666667,0.157643676,0.3,3,"14/02/2022","30m",10,10,"cv1010","8020split"
"673",0.05,0.34275,0.178761701,0.130272513,0.159168072,0.333333333,0.233795831,0.181236674,0,"03/02/2022","15-30m",10,10,"cv1010","8020split"
"674",0.05,0.413722222,0.267024451,0.11334512,0.141766331,0.333333333,0.233795831,0.159737418,4,"03/02/2022","15-30m",10,10,"cv1010","8020split"
"675",0.05,0.4305,0.286071429,0.164975511,0.210057335,0.583333333,0.014252782,0.464285714,0,"03/02/2022","30m",10,10,"cv1010","8020split"
"676",0.05,0.3915,0.239395604,0.168483282,0.210477604,0.416666667,0.157643676,0.25,4,"03/02/2022","30m",10,10,"cv1010","8020split"
"677",0.05,0.505,0.362383794,0.161250375,0.215994498,0.666666667,0.018758432,0.578947368,0,"03/02/2022","15m",10,10,"cv1010","8020split"
"678",0.05,0.488261905,0.351479886,0.193138339,0.240930141,0.583333333,0.06644764,0.473684211,3,"03/02/2022","15m",10,10,"cv1010","8020split"
"679",0.05,0.411666667,0.260251253,0.172482696,0.219791733,0.583333333,0.014252782,0.464285714,0,"03/05/2022","50m",10,10,"cv1010","8020split"
"680",0.05,0.377666667,0.211467117,0.166451376,0.212522651,0.416666667,0.157643676,0.243243243,3,"03/05/2022","50m",10,10,"cv1010","8020split"
"681",0.05,0.261247475,0.074124151,0.12043617,0.15345701,0.375,0.245115903,0.23566879,0,"19/01/2022","15-30m",10,10,"cv1010","8020split"
"682",0.05,0.373611111,0.211463254,0.142766761,0.179221633,0.375,0.245115903,0.229122056,4,"19/01/2022","15-30m",10,10,"cv1010","8020split"
"683",0.05,0.44402381,0.297962732,0.182929659,0.223153755,0.333333333,0.808403993,0.2,0,"19/01/2022","30m",10,10,"cv1010","8020split"
"684",0.05,0.336833333,0.173217548,0.167276578,0.203348642,0.25,0.932866946,0.044247788,4,"19/01/2022","30m",10,10,"cv1010","8020split"
"685",0.05,0.332547619,0.152459166,0.174826387,0.218984595,0.333333333,0.606925322,0.165217391,0,"19/01/2022","15m",10,10,"cv1010","8020split"
"686",0.05,0.329952381,0.133166082,0.194902332,0.262335893,0.333333333,0.606925322,0.179487179,4,"19/01/2022","15m",10,10,"cv1010","8020split"
"687",0.05,0.687361111,0.608814957,0.154749482,0.192979362,0.708333333,3.08e-06,0.630769231,0,"09/03/2022","15-30m",10,10,"cv1010","8020split"
"688",0.05,0.675694444,0.593347824,0.134217383,0.168379352,0.666666667,2.02e-05,0.580786026,3,"09/03/2022","15-30m",10,10,"cv1010","8020split"
"689",0.05,0.677952381,0.586715187,0.218552628,0.273158428,0.583333333,0.189264302,0.512195122,0,"09/03/2022","15m",10,10,"cv1010","8020split"
"690",0.05,0.631357143,0.522849487,0.155275558,0.198077214,0.75,0.020559498,0.660377358,2,"09/03/2022","15m",10,10,"cv1010","8020split"
"691",0.05,0.670333333,0.5846337,0.165950989,0.21059211,0.583333333,0.014252782,0.487179487,0,"09/03/2022","30m",10,10,"cv1010","8020split"
"692",0.05,0.651333333,0.558012821,0.160030861,0.203513978,0.583333333,0.014252782,0.47826087,2,"09/03/2022","30m",10,10,"cv1010","8020split"
"693",0.05,0.280833333,0.088965414,0.143692194,0.167576827,0.333333333,0.808403993,0.119266055,0,"02/06/2022","50m",10,10,"cv1010","8020split"
"694",0.05,0.256333333,0.073000867,0.170852816,0.208950529,0.166666667,0.985141386,-0.176470588,2,"02/06/2022","50m",10,10,"cv1010","8020split"
"695",0.05,0.752,0.685030729,0.1642464,0.205661899,0.333333333,0.927001953,0.127272727,0,"22/03/2022","50m",10,10,"cv1010","8020split"
"696",0.05,0.820571429,0.77045294,0.14153449,0.182307994,0.5,0.612792969,0.357142857,3,"22/03/2022","50m",10,10,"cv1010","8020split"
"697",0.05,0.648833333,0.556684138,0.137462473,0.169141786,0.666666667,0.018758432,0.563636364,0,"19/04/2022","50m",10,10,"cv1010","8020split"
"698",0.05,0.497666667,0.367998596,0.156347551,0.18154933,0.5,0.177722456,0.362831858,3,"19/04/2022","50m",10,10,"cv1010","8020split"
"699",0.05,0.769309524,0.706605083,0.109615734,0.136317206,0.75,0.003855555,0.666666667,0,"05/04/2022","50m",10,10,"cv1010","8020split"
"700",0.05,0.771238095,0.709002474,0.10444587,0.132657039,0.75,0.003855555,0.666666667,4,"05/04/2022","50m",10,10,"cv1010","8020split"
"701",0.05,0.285813268,0.100841592,0.108772747,0.132435084,0.138888889,0.994118557,-0.002695418,0,"26/05/2022","15-30-50m",10,10,"cv1010","8020split"
"702",0.05,0.276807315,0.092048543,0.108827723,0.134867756,0.194444444,0.953611001,0.041322314,3,"26/05/2022","15-30-50m",10,10,"cv1010","8020split"
"703",0.05,0.321,0.148847327,0.204900951,0.247943165,0.333333333,0.351221383,0.172413793,0,"26/05/2022","50m",10,10,"cv1010","8020split"
"704",0.05,0.224,0.037732348,0.144974165,0.171489156,0.333333333,0.351221383,0.225806452,3,"26/05/2022","50m",10,10,"cv1010","8020split"
"705",0.05,0.217333333,-0.015897436,0.077049986,0.067634381,0.083333333,0.992292653,0,0,"26/05/2022","15m",10,10,"cv1010","8020split"
"706",0.05,0.279666667,0.087474089,0.150580247,0.192712586,0,1,-0.11627907,3,"26/05/2022","15m",10,10,"cv1010","8020split"
"707",0.05,0.217666667,0.014363114,0.141715084,0.168401853,0.25,0.818877354,0.12195122,0,"26/05/2022","30m",10,10,"cv1010","8020split"
"708",0.05,0.340833333,0.15885508,0.146744986,0.171548234,0.083333333,0.992292653,-0.015384615,3,"26/05/2022","30m",10,10,"cv1010","8020split"
"709",0.05,0.481487734,0.34956734,0.139384899,0.172778631,0.541666667,0.028441128,0.409395973,0,"14/02/2022","15-30m",10,10,"cv1010","8020split"
"710",0.05,0.465035354,0.327653498,0.143285084,0.177271761,0.458333333,0.140060596,0.305122494,3,"14/02/2022","15-30m",10,10,"cv1010","8020split"
"711",0.05,0.604166667,0.49736555,0.161404731,0.202884688,0.833333333,0.000543804,0.76,0,"14/02/2022","15m",10,10,"cv1010","8020split"
"712",0.05,0.600333333,0.483896373,0.148069887,0.189970776,0.5,0.177722456,0.357142857,3,"14/02/2022","15m",10,10,"cv1010","8020split"
"713",0.05,0.553,0.436721612,0.14334038,0.179692474,0.5,0.177722456,0.357142857,0,"14/02/2022","30m",10,10,"cv1010","8020split"
"714",0.05,0.437,0.295494505,0.18703157,0.234449609,0.416666667,0.368479286,0.275862069,3,"14/02/2022","30m",10,10,"cv1010","8020split"
"715",0.05,0.344481962,0.184665566,0.132880292,0.164060744,0.458333333,0.06193796,0.31277533,0,"03/02/2022","15-30m",10,10,"cv1010","8020split"
"716",0.05,0.406616162,0.254787332,0.16281849,0.206583911,0.458333333,0.06193796,0.315789474,3,"03/02/2022","15-30m",10,10,"cv1010","8020split"
"717",0.05,0.433166667,0.290347985,0.155492321,0.193439594,0.5,0.054402232,0.368421053,0,"03/02/2022","30m",10,10,"cv1010","8020split"
"718",0.05,0.312,0.135805861,0.154579913,0.19799693,0.583333333,0.014252782,0.47826087,4,"03/02/2022","30m",10,10,"cv1010","8020split"
"719",0.05,0.505,0.377638776,0.18093007,0.2175604,0.5,0.177722456,0.265306122,0,"03/02/2022","15m",10,10,"cv1010","8020split"
"720",0.05,0.513166667,0.390817637,0.173678997,0.202598297,0.5,0.177722456,0.345454545,3,"03/02/2022","15m",10,10,"cv1010","8020split"
"721",0.05,0.406833333,0.257363045,0.167742237,0.199794864,0.333333333,0.606925322,0.238095238,0,"03/05/2022","50m",10,10,"cv1010","8020split"
"722",0.05,0.341261905,0.169601691,0.195896324,0.240815106,0.333333333,0.606925322,0.225806452,3,"03/05/2022","50m",10,10,"cv1010","8020split"
"723",0.05,0.317229798,0.146495294,0.126632032,0.162173719,0.416666667,0.13187863,0.256637168,0,"19/01/2022","15-30m",10,10,"cv1010","8020split"
"724",0.05,0.317063131,0.145344792,0.140465778,0.174457165,0.333333333,0.399806108,0.150442478,4,"19/01/2022","15-30m",10,10,"cv1010","8020split"
"725",0.05,0.469166667,0.318170427,0.211408284,0.263923458,0.166666667,0.996826172,0.047619048,0,"19/01/2022","30m",10,10,"cv1010","8020split"
"726",0.05,0.29397619,0.109919483,0.142687271,0.173416819,0.166666667,0.996826172,0.090909091,4,"19/01/2022","30m",10,10,"cv1010","8020split"
"727",0.05,0.302166667,0.133917266,0.175628661,0.214184108,0.333333333,0.606925322,0.172413793,0,"19/01/2022","15m",10,10,"cv1010","8020split"
"728",0.05,0.420666667,0.2714743,0.162249894,0.195556929,0.166666667,0.946048574,0.032258065,4,"19/01/2022","15m",10,10,"cv1010","8020split"
"729",0.05,0.66495202,0.57956748,0.123471535,0.154832701,0.666666667,0.000157148,0.580786026,0,"09/03/2022","15-30m",10,10,"cv1010","8020split"
"730",0.05,0.596770202,0.494287493,0.121739551,0.152089258,0.416666667,0.13187863,0.291139241,3,"09/03/2022","15-30m",10,10,"cv1010","8020split"
"731",0.05,0.5625,0.447692308,0.158970012,0.198849953,0.75,0.000391662,0.689655172,0,"09/03/2022","15m",10,10,"cv1010","8020split"
"732",0.05,0.6665,0.579038462,0.13182001,0.165143195,0.833333333,3.76e-05,0.789473684,2,"09/03/2022","15m",10,10,"cv1010","8020split"
"733",0.05,0.564166667,0.443325696,0.150427281,0.19190806,0.583333333,0.06644764,0.459459459,0,"09/03/2022","30m",10,10,"cv1010","8020split"
"734",0.05,0.631714286,0.534134556,0.164726521,0.205526075,0.666666667,0.018758432,0.555555556,2,"09/03/2022","30m",10,10,"cv1010","8020split"
"735",0.05,0.345666667,0.154847998,0.146366773,0.171511036,0.166666667,0.946048574,0.016393443,0,"02/06/2022","50m",10,10,"cv1010","8020split"
"736",0.05,0.158333333,-0.058263738,0.140775071,0.190673133,0.333333333,0.606925322,0.094339623,2,"02/06/2022","50m",10,10,"cv1010","8020split"
