"","mincriterion","Accuracy_train","Kappa_train","AccuracySD_train","KappaSD_train","Accuracy_test","AccuracyPValue_test","Kappa_test","PC","date","alt","k","repetitions","CV","split"
"373",0.05,0.532097569,0.414378298,0.121720212,0.151164109,NA,NA,NA,0,"14/02/2022","15-30m",10,10,"cv1010","nosplit_trainonly"
"374",0.05,0.455379953,0.316909785,0.119973682,0.151278441,NA,NA,NA,3,"14/02/2022","15-30m",10,10,"cv1010","nosplit_trainonly"
"375",0.05,0.721214286,0.648951523,0.154268591,0.193217958,NA,NA,NA,0,"14/02/2022","15m",10,10,"cv1010","nosplit_trainonly"
"376",0.05,0.553,0.439551957,0.143373933,0.176825783,NA,NA,NA,3,"14/02/2022","15m",10,10,"cv1010","nosplit_trainonly"
"377",0.05,0.510150794,0.384800493,0.169338229,0.209603491,NA,NA,NA,0,"14/02/2022","30m",10,10,"cv1010","nosplit_trainonly"
"378",0.05,0.400416667,0.253633661,0.163109885,0.198716373,NA,NA,NA,3,"14/02/2022","30m",10,10,"cv1010","nosplit_trainonly"
"379",0.05,0.352524975,0.189722166,0.111481914,0.138464487,NA,NA,NA,0,"03/02/2022","15-30m",10,10,"cv1010","nosplit_trainonly"
"380",0.05,0.360413087,0.198318411,0.11518947,0.142884798,NA,NA,NA,3,"03/02/2022","15-30m",10,10,"cv1010","nosplit_trainonly"
"381",0.05,0.466952381,0.328384463,0.175108651,0.217676514,NA,NA,NA,0,"03/02/2022","30m",10,10,"cv1010","nosplit_trainonly"
"382",0.05,0.331666667,0.17150905,0.152838625,0.187215911,NA,NA,NA,4,"03/02/2022","30m",10,10,"cv1010","nosplit_trainonly"
"383",0.05,0.531563492,0.409302304,0.157711492,0.199520285,NA,NA,NA,0,"03/02/2022","15m",10,10,"cv1010","nosplit_trainonly"
"384",0.05,0.536027778,0.419692531,0.169048121,0.211496963,NA,NA,NA,3,"03/02/2022","15m",10,10,"cv1010","nosplit_trainonly"
"385",0.05,0.457583333,0.318537337,0.159743667,0.201678776,NA,NA,NA,0,"03/05/2022","50m",10,10,"cv1010","nosplit_trainonly"
"386",0.05,0.276642857,0.099615004,0.124879724,0.157128379,NA,NA,NA,3,"03/05/2022","50m",10,10,"cv1010","nosplit_trainonly"
"387",0.05,0.338770396,0.174498124,0.110737716,0.136337042,NA,NA,NA,0,"19/01/2022","15-30m",10,10,"cv1010","nosplit_trainonly"
"388",0.05,0.340788212,0.178495144,0.132807778,0.161945927,NA,NA,NA,4,"19/01/2022","15-30m",10,10,"cv1010","nosplit_trainonly"
"389",0.05,0.386702381,0.234758724,0.171891748,0.206582433,NA,NA,NA,0,"19/01/2022","30m",10,10,"cv1010","nosplit_trainonly"
"390",0.05,0.353170635,0.192736376,0.156264556,0.190236765,NA,NA,NA,4,"19/01/2022","30m",10,10,"cv1010","nosplit_trainonly"
"391",0.05,0.294801587,0.123589222,0.133953274,0.161862175,NA,NA,NA,0,"19/01/2022","15m",10,10,"cv1010","nosplit_trainonly"
"392",0.05,0.461869048,0.324318517,0.172144107,0.214559095,NA,NA,NA,4,"19/01/2022","15m",10,10,"cv1010","nosplit_trainonly"
"393",0.05,0.690295871,0.611258801,0.127010165,0.158417155,NA,NA,NA,0,"09/03/2022","15-30m",10,10,"cv1010","nosplit_trainonly"
"394",0.05,0.674026307,0.590447691,0.128128203,0.161271364,NA,NA,NA,3,"09/03/2022","15-30m",10,10,"cv1010","nosplit_trainonly"
"395",0.05,0.715190476,0.643410491,0.193614724,0.237658115,NA,NA,NA,0,"09/03/2022","15m",10,10,"cv1010","nosplit_trainonly"
"396",0.05,0.726940476,0.656143135,0.152256297,0.1892821,NA,NA,NA,2,"09/03/2022","15m",10,10,"cv1010","nosplit_trainonly"
"397",0.05,0.752035714,0.684857499,0.147499748,0.187470928,NA,NA,NA,0,"09/03/2022","30m",10,10,"cv1010","nosplit_trainonly"
"398",0.05,0.761702381,0.700676505,0.188275455,0.234803199,NA,NA,NA,2,"09/03/2022","30m",10,10,"cv1010","nosplit_trainonly"
"399",0.05,0.28527381,0.120252091,0.118847554,0.139827976,NA,NA,NA,0,"02/06/2022","50m",10,10,"cv1010","nosplit_trainonly"
"400",0.05,0.133511905,-0.073567933,0.1104228,0.137982837,NA,NA,NA,2,"02/06/2022","50m",10,10,"cv1010","nosplit_trainonly"
"401",0.05,0.768492063,0.708172532,0.182309127,0.228733469,NA,NA,NA,0,"22/03/2022","50m",10,10,"cv1010","nosplit_trainonly"
"402",0.05,0.845376984,0.803750662,0.128100482,0.161862281,NA,NA,NA,2,"22/03/2022","50m",10,10,"cv1010","nosplit_trainonly"
"403",0.05,0.666666667,0.583702325,0.129623654,0.158593129,NA,NA,NA,0,"19/04/2022","50m",10,10,"cv1010","nosplit_trainonly"
"404",0.05,0.505559524,0.381526496,0.162562507,0.204410585,NA,NA,NA,3,"19/04/2022","50m",10,10,"cv1010","nosplit_trainonly"
"405",0.05,0.701293651,0.62116355,0.102739314,0.128236001,NA,NA,NA,0,"05/04/2022","50m",10,10,"cv1010","nosplit_trainonly"
"406",0.05,0.701130952,0.623400582,0.143477127,0.178973429,NA,NA,NA,4,"05/04/2022","50m",10,10,"cv1010","nosplit_trainonly"
"407",0.05,0.239343567,0.05033786,0.079062958,0.097566926,NA,NA,NA,0,"26/05/2022","15-30-50m",10,10,"cv1010","nosplit_trainonly"
"408",0.05,0.301285346,0.125700525,0.099751899,0.124352717,NA,NA,NA,3,"26/05/2022","15-30-50m",10,10,"cv1010","nosplit_trainonly"
"409",0.05,0.329095238,0.163708574,0.164017924,0.202384809,NA,NA,NA,0,"26/05/2022","50m",10,10,"cv1010","nosplit_trainonly"
"410",0.05,0.190230159,-0.006008963,0.131363983,0.159904896,NA,NA,NA,3,"26/05/2022","50m",10,10,"cv1010","nosplit_trainonly"
"411",0.05,0.18827381,0.010005424,0.136856536,0.156378685,NA,NA,NA,0,"26/05/2022","15m",10,10,"cv1010","nosplit_trainonly"
"412",0.05,0.169261905,-0.030937419,0.131851865,0.160898707,NA,NA,NA,3,"26/05/2022","15m",10,10,"cv1010","nosplit_trainonly"
"413",0.05,0.251809524,0.068044591,0.139482085,0.169358042,NA,NA,NA,0,"26/05/2022","30m",10,10,"cv1010","nosplit_trainonly"
"414",0.05,0.257281746,0.088241343,0.120279466,0.156717892,NA,NA,NA,3,"26/05/2022","30m",10,10,"cv1010","nosplit_trainonly"
"415",0.05,0.526670663,0.406683705,0.124111262,0.153771833,NA,NA,NA,0,"14/02/2022","15-30m",10,10,"cv1010","nosplit_trainonly"
"416",0.05,0.44787679,0.309900819,0.130592633,0.161633206,NA,NA,NA,3,"14/02/2022","15-30m",10,10,"cv1010","nosplit_trainonly"
"417",0.05,0.691154762,0.610373367,0.172893311,0.21571098,NA,NA,NA,0,"14/02/2022","15m",10,10,"cv1010","nosplit_trainonly"
"418",0.05,0.558571429,0.449204241,0.148553941,0.183215562,NA,NA,NA,3,"14/02/2022","15m",10,10,"cv1010","nosplit_trainonly"
"419",0.05,0.497988095,0.369126172,0.17919288,0.220614686,NA,NA,NA,0,"14/02/2022","30m",10,10,"cv1010","nosplit_trainonly"
"420",0.05,0.414781746,0.26652451,0.149202228,0.183737002,NA,NA,NA,3,"14/02/2022","30m",10,10,"cv1010","nosplit_trainonly"
"421",0.05,0.316386364,0.13739614,0.122050219,0.155808479,0.5,0.146172159,0.376623377,0,"03/02/2022","15-30m",10,10,"cv1010","8020split"
"422",0.05,0.301174242,0.125542244,0.145242737,0.180334258,0.625,0.011328464,0.525274725,3,"03/02/2022","15-30m",10,10,"cv1010","8020split"
"423",0.05,0.451904762,0.318133194,0.185402607,0.220462212,0.333333333,0.808403993,0.142857143,0,"03/02/2022","30m",10,10,"cv1010","8020split"
"424",0.05,0.341666667,0.184241264,0.166321191,0.187502021,0.583333333,0.189264302,0.35483871,4,"03/02/2022","30m",10,10,"cv1010","8020split"
"425",0.05,0.4425,0.305059565,0.168464629,0.202588877,0.75,0.020559498,0.666666667,0,"03/02/2022","15m",10,10,"cv1010","8020split"
"426",0.05,0.390190476,0.226561776,0.141425114,0.176090778,0.583333333,0.189264302,0.411764706,3,"03/02/2022","15m",10,10,"cv1010","8020split"
"427",0.05,0.495,0.356506231,0.166860157,0.214100158,0.5,0.177722456,0.409836066,0,"03/05/2022","50m",10,10,"cv1010","8020split"
"428",0.05,0.388166667,0.226468736,0.208682132,0.261495848,0.5,0.177722456,0.389830508,3,"03/05/2022","50m",10,10,"cv1010","8020split"
"429",0.05,0.287959596,0.108524908,0.121944992,0.151969426,0.291666667,0.73681787,0.139240506,0,"19/01/2022","15-30m",10,10,"cv1010","8020split"
"430",0.05,0.292969697,0.112428144,0.146102129,0.18462229,0.375,0.405533926,0.232409382,4,"19/01/2022","15-30m",10,10,"cv1010","8020split"
"431",0.05,0.398,0.247176349,0.206465091,0.256227463,0.5,0.177722456,0.368421053,0,"19/01/2022","30m",10,10,"cv1010","8020split"
"432",0.05,0.348166667,0.183529995,0.167420769,0.203584564,0.25,0.818877354,0.084745763,4,"19/01/2022","30m",10,10,"cv1010","8020split"
"433",0.05,0.258857143,0.060353157,0.119474981,0.147003506,0.333333333,0.927001953,0.135135135,0,"19/01/2022","15m",10,10,"cv1010","8020split"
"434",0.05,0.386309524,0.210511988,0.212483031,0.280766834,0.666666667,0.193847656,0.515151515,4,"19/01/2022","15m",10,10,"cv1010","8020split"
"435",0.05,0.675426768,0.591302756,0.118492785,0.149449849,0.708333333,3.08e-06,0.627494457,0,"09/03/2022","15-30m",10,10,"cv1010","8020split"
"436",0.05,0.710065657,0.635331879,0.113835868,0.143235948,0.541666667,0.002094047,0.429805616,3,"09/03/2022","15-30m",10,10,"cv1010","8020split"
"437",0.05,0.616,0.504944571,0.158289822,0.200833916,0.583333333,0.06644764,0.454545455,0,"09/03/2022","15m",10,10,"cv1010","8020split"
"438",0.05,0.630166667,0.530941964,0.16564832,0.198659083,0.583333333,0.06644764,0.428571429,2,"09/03/2022","15m",10,10,"cv1010","8020split"
"439",0.05,0.686166667,0.600349422,0.152422544,0.190839382,0.75,0.003855555,0.657142857,0,"09/03/2022","30m",10,10,"cv1010","8020split"
"440",0.05,0.693,0.613012141,0.167375261,0.208894055,0.583333333,0.06644764,0.487179487,2,"09/03/2022","30m",10,10,"cv1010","8020split"
"441",0.05,0.306,0.119181492,0.17119308,0.204426947,0.166666667,0.946048574,0,0,"02/06/2022","50m",10,10,"cv1010","8020split"
"442",0.05,0.188833333,-0.030021727,0.149879394,0.185727336,0,1,-0.210084034,2,"02/06/2022","50m",10,10,"cv1010","8020split"
"443",0.05,0.660309524,0.564376602,0.183100667,0.225302054,0.833333333,0.004029535,0.76,0,"22/03/2022","50m",10,10,"cv1010","8020split"
"444",0.05,0.714571429,0.624942426,0.136231759,0.178674831,0.75,0.020559498,0.650485437,3,"22/03/2022","50m",10,10,"cv1010","8020split"
"445",0.05,0.6675,0.575403291,0.162996199,0.204895215,0.666666667,0.018758432,0.58974359,0,"19/04/2022","50m",10,10,"cv1010","8020split"
"446",0.05,0.427833333,0.27659438,0.18920139,0.230639324,0.416666667,0.368479286,0.256637168,3,"19/04/2022","50m",10,10,"cv1010","8020split"
"447",0.05,0.814166667,0.766668035,0.133824327,0.167628394,0.583333333,0.189264302,0.504132231,0,"05/04/2022","50m",10,10,"cv1010","8020split"
"448",0.05,0.796833333,0.743293651,0.131184173,0.164921244,0.5,0.379768823,0.404958678,4,"05/04/2022","50m",10,10,"cv1010","8020split"
"449",0.05,0.254412088,0.06659998,0.089082219,0.10791338,0.166666667,0.916533452,-0.03946102,0,"26/05/2022","15-30-50m",10,10,"cv1010","8020split"
"450",0.05,0.257735806,0.069991562,0.114108643,0.142298005,0.166666667,0.916533452,-0.020793951,3,"26/05/2022","15-30-50m",10,10,"cv1010","8020split"
"451",0.05,0.32,0.131367863,0.14185717,0.184985625,0.083333333,0.992292653,0,0,"26/05/2022","50m",10,10,"cv1010","8020split"
"452",0.05,0.302095238,0.115872102,0.14815852,0.186985883,0.166666667,0.946048574,-0.052631579,3,"26/05/2022","50m",10,10,"cv1010","8020split"
"453",0.05,0.182833333,-0.042093795,0.109929449,0.117980267,0.083333333,0.992292653,0,0,"26/05/2022","15m",10,10,"cv1010","8020split"
"454",0.05,0.24,0.055039156,0.13889899,0.165436051,0.25,0.818877354,0.068965517,3,"26/05/2022","15m",10,10,"cv1010","8020split"
"455",0.05,0.244333333,0.048481382,0.128166296,0.157836726,0.25,0.818877354,0.1,0,"26/05/2022","30m",10,10,"cv1010","8020split"
"456",0.05,0.277190476,0.072303048,0.171179934,0.20757967,0.083333333,0.992292653,-0.007633588,3,"26/05/2022","30m",10,10,"cv1010","8020split"
"457",0.05,0.501316017,0.372027461,0.148930425,0.188575125,0.583333333,0.000523093,0.475982533,0,"14/02/2022","15-30m",10,10,"cv1010","8020split"
"458",0.05,0.508925685,0.382875885,0.145820667,0.182385828,0.375,0.121318284,0.23566879,3,"14/02/2022","15-30m",10,10,"cv1010","8020split"
"459",0.05,0.684666667,0.603609121,0.145174534,0.178504681,0.583333333,0.06644764,0.504132231,0,"14/02/2022","15m",10,10,"cv1010","8020split"
"460",0.05,0.649714286,0.552680289,0.192429642,0.241687178,0.333333333,0.606925322,0.261538462,3,"14/02/2022","15m",10,10,"cv1010","8020split"
"461",0.05,0.571952381,0.452292681,0.179228574,0.228538972,0.333333333,0.606925322,0.135135135,0,"14/02/2022","30m",10,10,"cv1010","8020split"
"462",0.05,0.421119048,0.264014976,0.183305582,0.227246739,0.25,0.818877354,0.052631579,3,"14/02/2022","30m",10,10,"cv1010","8020split"
"463",0.05,0.35725,0.192969468,0.133379632,0.164220566,0.458333333,0.06193796,0.330472103,0,"03/02/2022","15-30m",10,10,"cv1010","8020split"
"464",0.05,0.348330808,0.18246655,0.124971951,0.153126007,0.375,0.245115903,0.240506329,3,"03/02/2022","15-30m",10,10,"cv1010","8020split"
"465",0.05,0.475,0.341675824,0.173277963,0.21532512,0.5,0.054402232,0.362831858,0,"03/02/2022","30m",10,10,"cv1010","8020split"
"466",0.05,0.33,0.170032967,0.16802477,0.204046503,0.25,0.609324992,0.018181818,4,"03/02/2022","30m",10,10,"cv1010","8020split"
"467",0.05,0.513666667,0.387994505,0.14746987,0.184903442,0.416666667,0.157643676,0.236363636,0,"03/02/2022","15m",10,10,"cv1010","8020split"
"468",0.05,0.494833333,0.36204357,0.188482852,0.235163625,0.25,0.609324992,0.060869565,3,"03/02/2022","15m",10,10,"cv1010","8020split"
"469",0.05,0.5095,0.370564153,0.175276315,0.21520867,0.333333333,0.808403993,0.20661157,0,"03/05/2022","50m",10,10,"cv1010","8020split"
"470",0.05,0.411833333,0.255822542,0.20119306,0.246181911,0.166666667,0.985141386,0.008264463,3,"03/05/2022","50m",10,10,"cv1010","8020split"
"471",0.05,0.316583333,0.143048919,0.122685871,0.152487309,0.458333333,0.021338242,0.337579618,0,"19/01/2022","15-30m",10,10,"cv1010","8020split"
"472",0.05,0.261583333,0.075272384,0.127989294,0.160085773,0.416666667,0.054664922,0.263157895,4,"19/01/2022","15-30m",10,10,"cv1010","8020split"
"473",0.05,0.434,0.278147878,0.219105927,0.273022397,0.25,0.932866946,0.187969925,0,"19/01/2022","30m",10,10,"cv1010","8020split"
"474",0.05,0.411,0.246446722,0.231440373,0.289301625,0.166666667,0.985141386,0.090909091,4,"19/01/2022","30m",10,10,"cv1010","8020split"
"475",0.05,0.345333333,0.175564944,0.144872714,0.177100035,0.333333333,0.606925322,0.20661157,0,"19/01/2022","15m",10,10,"cv1010","8020split"
"476",0.05,0.326833333,0.15917895,0.194002311,0.242184705,0.25,0.818877354,0.092436975,4,"19/01/2022","15m",10,10,"cv1010","8020split"
"477",0.05,0.61876912,0.520363402,0.140548272,0.177519977,0.875,4.41e-09,0.838202247,0,"09/03/2022","15-30m",10,10,"cv1010","8020split"
"478",0.05,0.651732323,0.561123376,0.134298204,0.170802929,0.708333333,2.93e-05,0.633986928,3,"09/03/2022","15-30m",10,10,"cv1010","8020split"
"479",0.05,0.6425,0.545571943,0.178067551,0.224815122,0.583333333,0.06644764,0.464285714,0,"09/03/2022","15m",10,10,"cv1010","8020split"
"480",0.05,0.648,0.550515326,0.134700066,0.168760949,0.583333333,0.06644764,0.487179487,2,"09/03/2022","15m",10,10,"cv1010","8020split"
"481",0.05,0.657833333,0.569917582,0.148966793,0.185148768,0.5,0.054402232,0.379310345,0,"09/03/2022","30m",10,10,"cv1010","8020split"
"482",0.05,0.598333333,0.488815096,0.127359879,0.159823714,0.833333333,3.76e-05,0.781818182,2,"09/03/2022","30m",10,10,"cv1010","8020split"
"483",0.05,0.244666667,0.054477106,0.137352717,0.163499433,0.25,0.932866946,0.142857143,0,"02/06/2022","50m",10,10,"cv1010","8020split"
"484",0.05,0.2875,0.106221856,0.155976613,0.185395795,0.083333333,0.998447608,-0.039370079,2,"02/06/2022","50m",10,10,"cv1010","8020split"
"485",0.05,0.797333333,0.741299149,0.14177249,0.179526174,0.5,0.612792969,0.419354839,0,"22/03/2022","50m",10,10,"cv1010","8020split"
"486",0.05,0.841666667,0.800006842,0.127095235,0.160062721,0.5,0.612792969,0.409836066,2,"22/03/2022","50m",10,10,"cv1010","8020split"
"487",0.05,0.7095,0.630513441,0.121445073,0.155772423,0.666666667,0.018758432,0.551401869,0,"19/04/2022","50m",10,10,"cv1010","8020split"
"488",0.05,0.498333333,0.36105385,0.176629816,0.226747775,0.5,0.177722456,0.351351351,3,"19/04/2022","50m",10,10,"cv1010","8020split"
"489",0.05,0.764333333,0.700768704,0.123091947,0.15494626,0.666666667,0.018758432,0.563636364,0,"05/04/2022","50m",10,10,"cv1010","8020split"
"490",0.05,0.705,0.626542777,0.11426091,0.145508684,0.583333333,0.06644764,0.428571429,4,"05/04/2022","50m",10,10,"cv1010","8020split"
"491",0.05,0.232968407,0.048512169,0.090589114,0.111796557,0.277777778,0.266120047,0.087719298,0,"26/05/2022","15-30-50m",10,10,"cv1010","8020split"
"492",0.05,0.267583791,0.084954436,0.100082714,0.125056978,0.222222222,0.564888654,0.04,3,"26/05/2022","15-30-50m",10,10,"cv1010","8020split"
"493",0.05,0.384,0.211564729,0.169354091,0.2162677,0.083333333,0.992292653,0.029411765,0,"26/05/2022","50m",10,10,"cv1010","8020split"
"494",0.05,0.201166667,-0.017454514,0.15414685,0.191929021,0.083333333,0.992292653,0.057142857,3,"26/05/2022","50m",10,10,"cv1010","8020split"
"495",0.05,0.220833333,0.017888597,0.135904812,0.162060443,0.166666667,0.985141386,0.016393443,0,"26/05/2022","15m",10,10,"cv1010","8020split"
"496",0.05,0.231261905,0.040903945,0.136668357,0.15499308,0.333333333,0.808403993,0.111111111,3,"26/05/2022","15m",10,10,"cv1010","8020split"
"497",0.05,0.217,0.011038156,0.152880682,0.189442511,0.166666667,0.946048574,0.008264463,0,"26/05/2022","30m",10,10,"cv1010","8020split"
"498",0.05,0.201666667,-0.00664151,0.1282162,0.16640081,0.333333333,0.606925322,0.186440678,3,"26/05/2022","30m",10,10,"cv1010","8020split"
"499",0.05,0.470825758,0.336487669,0.128522208,0.161381829,0.5,0.025284561,0.384615385,0,"14/02/2022","15-30m",10,10,"cv1010","8020split"
"500",0.05,0.486123737,0.352940763,0.166010267,0.210596513,0.5,0.025284561,0.381974249,4,"14/02/2022","15-30m",10,10,"cv1010","8020split"
"501",0.05,0.608333333,0.505586081,0.163428132,0.210408504,0.416666667,0.157643676,0.275862069,0,"14/02/2022","15m",10,10,"cv1010","8020split"
"502",0.05,0.531666667,0.411364469,0.170930312,0.212283828,0.5,0.054402232,0.389830508,3,"14/02/2022","15m",10,10,"cv1010","8020split"
"503",0.05,0.51,0.388913919,0.145142061,0.177650008,0.5,0.054402232,0.384615385,0,"14/02/2022","30m",10,10,"cv1010","8020split"
"504",0.05,0.365666667,0.205425824,0.17154183,0.20760254,0.25,0.609324992,0.076923077,3,"14/02/2022","30m",10,10,"cv1010","8020split"
"505",0.05,0.36686039,0.207084086,0.142923215,0.178979417,0.375,0.121318284,0.220779221,0,"03/02/2022","15-30m",10,10,"cv1010","8020split"
"506",0.05,0.345576479,0.178500436,0.133213988,0.164971438,0.25,0.577844798,0.062906725,4,"03/02/2022","15-30m",10,10,"cv1010","8020split"
"507",0.05,0.479833333,0.332447174,0.181901279,0.240198149,0.583333333,0.06644764,0.491525424,0,"03/02/2022","30m",10,10,"cv1010","8020split"
"508",0.05,0.545166667,0.412993572,0.229713321,0.304055323,0.25,0.818877354,0.15625,4,"03/02/2022","30m",10,10,"cv1010","8020split"
"509",0.05,0.539833333,0.416910224,0.133057269,0.165813291,0.333333333,0.606925322,0.179487179,0,"03/02/2022","15m",10,10,"cv1010","8020split"
"510",0.05,0.495833333,0.364773841,0.193139561,0.240071212,0.583333333,0.06644764,0.473684211,3,"03/02/2022","15m",10,10,"cv1010","8020split"
"511",0.05,0.4735,0.329505509,0.148337116,0.18051065,0.583333333,0.06644764,0.464285714,0,"03/05/2022","50m",10,10,"cv1010","8020split"
"512",0.05,0.410452381,0.269369151,0.212585283,0.251917175,0.583333333,0.06644764,0.459459459,3,"03/05/2022","50m",10,10,"cv1010","8020split"
"513",0.05,0.269888889,0.087199456,0.121157566,0.147923434,0.416666667,0.054664922,0.280513919,0,"19/01/2022","15-30m",10,10,"cv1010","8020split"
"514",0.05,0.246472222,0.058731758,0.121175664,0.149644103,0.208333333,0.753351559,0.012987013,4,"19/01/2022","15-30m",10,10,"cv1010","8020split"
"515",0.05,0.40852381,0.258982138,0.176579456,0.218535118,0.5,0.379768823,0.357142857,0,"19/01/2022","30m",10,10,"cv1010","8020split"
"516",0.05,0.340833333,0.168167892,0.18117609,0.220951946,0.416666667,0.608374247,0.282051282,4,"19/01/2022","30m",10,10,"cv1010","8020split"
"517",0.05,0.357333333,0.189890158,0.158880765,0.198357661,0.25,0.609324992,0.107438017,0,"19/01/2022","15m",10,10,"cv1010","8020split"
"518",0.05,0.402833333,0.245409215,0.191148913,0.239405368,0.083333333,0.968323648,-0.1,4,"19/01/2022","15m",10,10,"cv1010","8020split"
"519",0.05,0.694835859,0.614211779,0.142178716,0.179345722,0.625,0.003229781,0.532467532,0,"09/03/2022","15-30m",10,10,"cv1010","8020split"
"520",0.05,0.673235209,0.587609126,0.1367415,0.172177904,0.625,0.003229781,0.529411765,3,"09/03/2022","15-30m",10,10,"cv1010","8020split"
"521",0.05,0.666809524,0.581479341,0.21706229,0.269513958,0.583333333,0.06644764,0.433962264,0,"09/03/2022","15m",10,10,"cv1010","8020split"
"522",0.05,0.668214286,0.578337145,0.144975624,0.181867027,0.75,0.003855555,0.657142857,2,"09/03/2022","15m",10,10,"cv1010","8020split"
"523",0.05,0.595357143,0.486542456,0.148705591,0.17930516,0.916666667,0.0004874,0.884615385,0,"09/03/2022","30m",10,10,"cv1010","8020split"
"524",0.05,0.603880952,0.489362959,0.13924718,0.173350376,0.833333333,0.004029535,0.777777778,2,"09/03/2022","30m",10,10,"cv1010","8020split"
"525",0.05,0.3405,0.177907509,0.119746623,0.136071137,0.333333333,0.351221383,0.150442478,0,"02/06/2022","50m",10,10,"cv1010","8020split"
"526",0.05,0.2615,0.075215562,0.161218964,0.183255671,0.083333333,0.968323648,-0.073170732,2,"02/06/2022","50m",10,10,"cv1010","8020split"
"527",0.05,0.697333333,0.617576164,0.202989995,0.253427792,0.75,0.020559498,0.653846154,0,"22/03/2022","50m",10,10,"cv1010","8020split"
"528",0.05,0.708809524,0.630213235,0.118027132,0.14486753,0.666666667,0.072628882,0.563636364,2,"22/03/2022","50m",10,10,"cv1010","8020split"
"529",0.05,0.613,0.514267399,0.157893328,0.199836553,0.666666667,0.00278151,0.586206897,0,"19/04/2022","50m",10,10,"cv1010","8020split"
"530",0.05,0.593666667,0.489899267,0.18175445,0.228343605,0.333333333,0.351221383,0.142857143,3,"19/04/2022","50m",10,10,"cv1010","8020split"
"531",0.05,0.673309524,0.58259583,0.13090462,0.170129173,0.75,0.003855555,0.684210526,0,"05/04/2022","50m",10,10,"cv1010","8020split"
"532",0.05,0.664452381,0.570770739,0.150863223,0.19354721,0.75,0.003855555,0.684210526,4,"05/04/2022","50m",10,10,"cv1010","8020split"
"533",0.05,0.253076923,0.059586858,0.099817946,0.123786923,0.305555556,0.562514688,0.146110057,0,"26/05/2022","15-30-50m",10,10,"cv1010","8020split"
"534",0.05,0.232171703,0.036209977,0.095976831,0.121433087,0.25,0.815946434,0.071633238,3,"26/05/2022","15-30-50m",10,10,"cv1010","8020split"
"535",0.05,0.209666667,0.002818787,0.153214344,0.184550381,0.166666667,0.84161824,-0.052631579,0,"26/05/2022","50m",10,10,"cv1010","8020split"
"536",0.05,0.1975,-0.019706343,0.144218452,0.18254807,0.166666667,0.84161824,0.090909091,3,"26/05/2022","50m",10,10,"cv1010","8020split"
"537",0.05,0.1945,-0.02051013,0.079739158,0.08386815,0.083333333,0.992292653,0,0,"26/05/2022","15m",10,10,"cv1010","8020split"
"538",0.05,0.236,0.041346154,0.147913282,0.177588121,0.166666667,0.946048574,0.032258065,3,"26/05/2022","15m",10,10,"cv1010","8020split"
"539",0.05,0.236666667,0.020755617,0.151516835,0.194069351,0.166666667,0.946048574,-0.016949153,0,"26/05/2022","30m",10,10,"cv1010","8020split"
"540",0.05,0.171,-0.016206314,0.13977736,0.172178459,0.333333333,0.606925322,0.2,3,"26/05/2022","30m",10,10,"cv1010","8020split"
"541",0.05,0.489871212,0.360939469,0.140824908,0.174751412,0.5,0.146172159,0.328671329,0,"14/02/2022","15-30m",10,10,"cv1010","8020split"
"542",0.05,0.412318182,0.265620367,0.127976792,0.15815695,0.541666667,0.071875863,0.390300231,3,"14/02/2022","15-30m",10,10,"cv1010","8020split"
"543",0.05,0.6845,0.604935897,0.116275318,0.145589245,0.583333333,0.06644764,0.444444444,0,"14/02/2022","15m",10,10,"cv1010","8020split"
"544",0.05,0.49,0.359935897,0.184773954,0.228505137,0.416666667,0.368479286,0.236363636,3,"14/02/2022","15m",10,10,"cv1010","8020split"
"545",0.05,0.454833333,0.308235474,0.16166389,0.203242037,0.5,0.177722456,0.357142857,0,"14/02/2022","30m",10,10,"cv1010","8020split"
"546",0.05,0.3685,0.207609242,0.176302194,0.224535801,0.5,0.177722456,0.307692308,3,"14/02/2022","30m",10,10,"cv1010","8020split"
"547",0.05,0.406333333,0.252494211,0.147019629,0.184138758,0.416666667,0.13187863,0.289640592,0,"03/02/2022","15-30m",10,10,"cv1010","8020split"
"548",0.05,0.427027778,0.282619002,0.142543858,0.17764809,0.375,0.245115903,0.225806452,3,"03/02/2022","15-30m",10,10,"cv1010","8020split"
"549",0.05,0.531,0.406060764,0.192319121,0.236603806,0.333333333,0.606925322,0.157894737,0,"03/02/2022","30m",10,10,"cv1010","8020split"
"550",0.05,0.3505,0.189517435,0.171454054,0.208726988,0.166666667,0.946048574,-0.071428571,4,"03/02/2022","30m",10,10,"cv1010","8020split"
"551",0.05,0.534,0.404635238,0.168062962,0.208417834,0.5,0.379768823,0.357142857,0,"03/02/2022","15m",10,10,"cv1010","8020split"
"552",0.05,0.407071429,0.248275509,0.179034498,0.215256851,0.583333333,0.189264302,0.482758621,3,"03/02/2022","15m",10,10,"cv1010","8020split"
"553",0.05,0.553,0.442961135,0.185265,0.225675508,0.25,0.818877354,0.068965517,0,"03/05/2022","50m",10,10,"cv1010","8020split"
"554",0.05,0.338,0.172930814,0.189142432,0.22346877,0.25,0.818877354,0.114754098,3,"03/05/2022","50m",10,10,"cv1010","8020split"
"555",0.05,0.286459596,0.103339979,0.118016109,0.147609175,0.208333333,0.753351559,0.023554604,0,"19/01/2022","15-30m",10,10,"cv1010","8020split"
