"","mincriterion","Accuracy","Kappa","AccuracySD","KappaSD","date","alt","PC"
"261",0.05,0.332733433233433,0.166873242278876,0.127244929753675,0.155691214492066,"2022-01-19","15-30m",0
"262",0.05,0.327207292707293,0.160185148329056,0.133670320455451,0.161927369244094,"2022-01-19","15-30m",4
"263",0.05,0.37927380952381,0.220016723021444,0.153993271553884,0.187627586962276,"2022-01-19","30m",0
"264",0.05,0.352579365079365,0.1915311889835,0.165526445664976,0.205584867430521,"2022-01-19","30m",4
"265",0.05,0.325960317460317,0.157911755434103,0.138638992530018,0.168285001101649,"2022-01-19","15m",0
"266",0.05,0.423428571428571,0.275003005566051,0.189673096542641,0.241275635555052,"2022-01-19","15m",4
"267",0.05,0.697406093906094,0.620662603097688,0.1164795373657,0.145040521205537,"2022-03-09","15-30m",0
"268",0.05,0.668980186480187,0.584871888754198,0.122862516961724,0.153802527448556,"2022-03-09","15-30m",3
"269",0.05,0.736333333333333,0.666179805854868,0.173562747289025,0.218615412245802,"2022-03-09","15m",0
"270",0.05,0.731972222222222,0.660086447037032,0.140952242996446,0.178545160937165,"2022-03-09","15m",2
"271",0.05,0.761547619047619,0.697715699672919,0.141006684140046,0.178735978109167,"2022-03-09","30m",0
"272",0.05,0.76122619047619,0.69734596459593,0.181465347747018,0.229358826977569,"2022-03-09","30m",2
"273",0.05,0.290833333333333,0.120433099428891,0.114277398074942,0.13759916423144,"2022-06-02","50m",0
"274",0.05,0.144630952380952,-0.0576829646002355,0.118217342183368,0.144213643218282,"2022-06-02","50m",2
"275",0.05,0.768662698412698,0.707827498665146,0.161167449548889,0.203461703140953,"2022-03-22","50m",0
"276",0.05,0.845690476190476,0.804686136192211,0.121410034990313,0.153142058597981,"2022-03-22","50m",2
"277",0.05,0.654166666666667,0.568880137868285,0.128457530206731,0.156921480260692,"2022-04-19","50m",0
"278",0.05,0.489857142857143,0.364863062376736,0.177044011119138,0.219249392075905,"2022-04-19","50m",3
"279",0.05,0.710746031746032,0.634619709916205,0.120017502857007,0.147979372187864,"2022-04-05","50m",0
"280",0.05,0.714869047619048,0.639467761453419,0.127535385227846,0.160067924602414,"2022-04-05","50m",4
"281",0.05,0.240458591331269,0.0517778301342251,0.0882044489791298,0.108841676483183,"2022-05-26","15-30-50m",0
"282",0.05,0.287758685930513,0.110072807631539,0.10425181291004,0.12864859034747,"2022-05-26","15-30-50m",3
"283",0.05,0.328238095238095,0.167836964873074,0.159635143821475,0.193512242487803,"2022-05-26","50m",0
"284",0.05,0.202369047619048,0.012061447240792,0.132571486860761,0.161856571662905,"2022-05-26","50m",3
"285",0.05,0.188702380952381,0.0116171682796048,0.130404259211306,0.156587907357313,"2022-05-26","15m",0
"286",0.05,0.198757936507936,-0.00152486695641626,0.13427944738122,0.160563594980666,"2022-05-26","15m",3
"287",0.05,0.245071428571429,0.0654314787896342,0.147629716522405,0.174109341659689,"2022-05-26","30m",0
"288",0.05,0.256869047619048,0.0863331326660439,0.127859744331184,0.158650697167727,"2022-05-26","30m",3
"289",0.05,0.527606227106227,0.408262030994803,0.122071361759467,0.151128186954721,"2022-02-14","15-30m",0
"290",0.05,0.451954545454545,0.313563167733473,0.131641056541189,0.163524976816188,"2022-02-14","15-30m",3
"291",0.05,0.702178571428571,0.625056665039043,0.174304731084013,0.215712312580446,"2022-02-14","15m",0
"292",0.05,0.568678571428571,0.460540518617934,0.151992339719858,0.188939067717368,"2022-02-14","15m",3
"293",0.05,0.497230158730159,0.368101762983565,0.169628741629303,0.211793866195723,"2022-02-14","30m",0
"294",0.05,0.415690476190476,0.266389914596376,0.154512739363593,0.187942945384805,"2022-02-14","30m",3
"295",0.05,0.342714452214452,0.179677972424817,0.134415650054146,0.165969165115459,"2022-02-03","15-30m",0
"296",0.05,0.362675657675658,0.203627101583751,0.116117728704586,0.144658140048249,"2022-02-03","15-30m",3
"297",0.05,0.461146825396825,0.323203818237123,0.159129618962232,0.194143411462777,"2022-02-03","30m",0
"298",0.05,0.344095238095238,0.179736863862334,0.172591381239797,0.212483631859113,"2022-02-03","30m",4
"299",0.05,0.545821428571429,0.43040039474797,0.14566047514768,0.180530586828539,"2022-02-03","15m",0
"300",0.05,0.518738095238095,0.39271032855408,0.185789200646912,0.234366122813299,"2022-02-03","15m",3
"301",0.05,0.477980158730159,0.344933975583471,0.17099789031901,0.213006299682589,"2022-05-03","50m",0
"302",0.05,0.295666666666667,0.122267874628187,0.138919528446582,0.166787205019602,"2022-05-03","50m",3
"303",0.05,0.31882683982684,0.149061338463054,0.12165178222154,0.152002322929334,"2022-01-19","15-30m",0
"304",0.05,0.327215617715618,0.158137773043639,0.138316601149961,0.169692061523268,"2022-01-19","15-30m",4
"305",0.05,0.376384920634921,0.220101811625893,0.151971148993096,0.192939813212393,"2022-01-19","30m",0
"306",0.05,0.366702380952381,0.206604527307407,0.158901463748829,0.192868338272069,"2022-01-19","30m",4
"307",0.05,0.299309523809524,0.129690855086289,0.141623074849102,0.174067836803735,"2022-01-19","15m",0
"308",0.05,0.431503968253968,0.291615188682935,0.202758538375428,0.247964240887828,"2022-01-19","15m",4
"309",0.05,0.701006493506493,0.625016580118247,0.121585502367627,0.152040087754286,"2022-03-09","15-30m",0
"310",0.05,0.674935897435897,0.591935899558916,0.123584115507385,0.154486367737339,"2022-03-09","15-30m",3
"311",0.05,0.735992063492063,0.666524806286688,0.172326689001218,0.216334840288781,"2022-03-09","15m",0
"312",0.05,0.721273809523809,0.647239930823749,0.151665159757163,0.190421970086617,"2022-03-09","15m",2
"313",0.05,0.750678571428571,0.685191368661192,0.137292021349321,0.172696717291002,"2022-03-09","30m",0
"314",0.05,0.765019841269841,0.70299256237741,0.154881834767228,0.194766733266617,"2022-03-09","30m",2
"315",0.05,0.30497619047619,0.143906230468154,0.117485223657181,0.13787390675229,"2022-06-02","50m",0
"316",0.05,0.142265873015873,-0.0645970539795142,0.103033775804512,0.128381704624987,"2022-06-02","50m",2
"317",0.05,0.761484126984127,0.699224352943067,0.160538548446496,0.199918058169369,"2022-03-22","50m",0
"318",0.05,0.845535714285714,0.805121107519015,0.118263939917759,0.147987158318899,"2022-03-22","50m",2
"319",0.05,0.669285714285714,0.586079979843793,0.133057976853796,0.163720015885481,"2022-04-19","50m",0
"320",0.05,0.518261904761905,0.398719393293077,0.190236533033623,0.234152819568701,"2022-04-19","50m",3
"321",0.05,0.713801587301587,0.642222603601829,0.134129433933984,0.162048313904042,"2022-04-05","50m",0
"322",0.05,0.701904761904762,0.624778472240164,0.115762143283288,0.144253824257881,"2022-04-05","50m",4
"323",0.05,0.245937779497764,0.0569705482158733,0.0960294022828338,0.11836183628869,"2022-05-26","15-30-50m",0
"324",0.05,0.291384158926729,0.113102491226022,0.0979667068480987,0.122823454287843,"2022-05-26","15-30-50m",3
"325",0.05,0.298337301587302,0.126124994762561,0.154003071893906,0.194144233061898,"2022-05-26","50m",0
"326",0.05,0.181642857142857,-0.0189558033575403,0.117579716332567,0.150361106353444,"2022-05-26","50m",3
"327",0.05,0.190690476190476,0.0108508065289031,0.102801297681554,0.119541392650577,"2022-05-26","15m",0
"328",0.05,0.178150793650794,-0.0152454456507757,0.133464146387754,0.161615306941623,"2022-05-26","15m",3
"329",0.05,0.241071428571429,0.0585338599910371,0.150993687096982,0.185130054329445,"2022-05-26","30m",0
"330",0.05,0.260019841269841,0.0909935943693833,0.130420309199218,0.16446767913962,"2022-05-26","30m",3
"331",0.05,0.523999666999667,0.403313895114216,0.126212667219994,0.156251185815088,"2022-02-14","15-30m",0
"332",0.05,0.45890293040293,0.323482988456261,0.124110020890713,0.154618991505078,"2022-02-14","15-30m",3
"333",0.05,0.692892857142857,0.613529342332272,0.164864896254603,0.203453259896046,"2022-02-14","15m",0
"334",0.05,0.562464285714286,0.448918842463574,0.171976208855829,0.214274506329481,"2022-02-14","15m",3
"335",0.05,0.500666666666667,0.375352822619091,0.165101938183606,0.201462919006246,"2022-02-14","30m",0
"336",0.05,0.418757936507937,0.271947071714316,0.147308083159263,0.180290182825447,"2022-02-14","30m",3
"337",0.05,0.364143023643024,0.204102065217393,0.113836110032552,0.141385389779436,"2022-02-03","15-30m",0
"338",0.05,0.365483183483183,0.206900760871291,0.123538701721123,0.154506197946433,"2022-02-03","15-30m",3
"339",0.05,0.467051587301587,0.330272681993024,0.168159627281939,0.206161194828144,"2022-02-03","30m",0
"340",0.05,0.341107142857143,0.172129067635492,0.151998439057271,0.194463463021028,"2022-02-03","30m",4
"341",0.05,0.547519841269841,0.433312883193856,0.165099341722664,0.202967728970327,"2022-02-03","15m",0
"342",0.05,0.527130952380952,0.407360798319962,0.170966262327294,0.211044332375779,"2022-02-03","15m",3
"343",0.05,0.463599206349206,0.330773458927037,0.171514709138103,0.213522438473962,"2022-05-03","50m",0
"344",0.05,0.278404761904762,0.103896320636561,0.135387954369034,0.163625993372853,"2022-05-03","50m",3
"345",0.05,0.324965534465534,0.155584916563962,0.118754669304924,0.143871422007463,"2022-01-19","15-30m",0
"346",0.05,0.319179653679654,0.148001893816174,0.115078658195895,0.142543913260583,"2022-01-19","15-30m",4
"347",0.05,0.387892857142857,0.236463476703228,0.143271910213777,0.172719741687208,"2022-01-19","30m",0
"348",0.05,0.36272619047619,0.204197873087405,0.179353242451878,0.21692383509979,"2022-01-19","30m",4
"349",0.05,0.29702380952381,0.124623925776192,0.153875667629536,0.187173041544449,"2022-01-19","15m",0
"350",0.05,0.439170634920635,0.297907226801696,0.204831031436118,0.254497192745555,"2022-01-19","15m",4
"351",0.05,0.693104395604396,0.615393491317461,0.123769634128669,0.153613877023467,"2022-03-09","15-30m",0
"352",0.05,0.659100233100233,0.572317258471083,0.120778431831097,0.150565473156201,"2022-03-09","15-30m",3
"353",0.05,0.720392857142857,0.64878542059146,0.172237321124129,0.214746744803953,"2022-03-09","15m",0
"354",0.05,0.741904761904762,0.674579686962655,0.150744846662954,0.187388000846992,"2022-03-09","15m",2
"355",0.05,0.748281746031746,0.682645683429878,0.140909465066258,0.178288047131045,"2022-03-09","30m",0
"356",0.05,0.76765873015873,0.706880421269674,0.171340936238627,0.214815479240553,"2022-03-09","30m",2
"357",0.05,0.288869047619048,0.116215479330455,0.108622851668416,0.131851177333128,"2022-06-02","50m",0
"358",0.05,0.154142857142857,-0.0468569643721547,0.123132826218865,0.158465592485347,"2022-06-02","50m",2
"359",0.05,0.796214285714286,0.742680108932415,0.166269486545958,0.209029066097444,"2022-03-22","50m",0
"360",0.05,0.855488095238095,0.816574884042787,0.114727517930264,0.145400833660871,"2022-03-22","50m",2
"361",0.05,0.662972222222222,0.579186066067631,0.117181076962838,0.142551394940538,"2022-04-19","50m",0
"362",0.05,0.520738095238095,0.402449168054405,0.1767196903091,0.217935337658564,"2022-04-19","50m",3
"363",0.05,0.718047619047619,0.644359631788325,0.125282351350672,0.154366370798225,"2022-04-05","50m",0
"364",0.05,0.697861111111111,0.619617984226609,0.145510799270859,0.179676354704044,"2022-04-05","50m",4
"365",0.05,0.246139619883041,0.0586440255120781,0.0917537331522503,0.114904450955723,"2022-05-26","15-30-50m",0
"366",0.05,0.282705108359133,0.105192223069425,0.103443097798443,0.1287447299014,"2022-05-26","15-30-50m",3
"367",0.05,0.312488095238095,0.147782100001474,0.176880683942467,0.213040204623328,"2022-05-26","50m",0
"368",0.05,0.179071428571429,-0.0135747365900524,0.12797974815239,0.160095163415292,"2022-05-26","50m",3
"369",0.05,0.173119047619048,-0.00362283578490475,0.0803685088072855,0.0961290923633521,"2022-05-26","15m",0
"370",0.05,0.189686507936508,-0.00849266797293612,0.126055286189345,0.151929556826365,"2022-05-26","15m",3
"371",0.05,0.225960317460317,0.0425299628960193,0.150536985053254,0.178690330555753,"2022-05-26","30m",0
"372",0.05,0.266392857142857,0.0996601579790571,0.121642811387078,0.149457769679654,"2022-05-26","30m",3
"373",0.05,0.518707126207126,0.395945067075705,0.134920644662356,0.166570828586133,"2022-02-14","15-30m",0
"374",0.05,0.455770562770563,0.319113591087227,0.125027039659177,0.156427611462269,"2022-02-14","15-30m",3
"375",0.05,0.685555555555556,0.604939587861211,0.165088123449534,0.202282367882033,"2022-02-14","15m",0
"376",0.05,0.564952380952381,0.452741764950213,0.172661654027669,0.212005182765523,"2022-02-14","15m",3
"377",0.05,0.473154761904762,0.341150589781159,0.164148273210319,0.201960977929355,"2022-02-14","30m",0
"378",0.05,0.404119047619048,0.252755914619138,0.152872566685529,0.189856038236505,"2022-02-14","30m",3
