mincriterion,Accuracy_train,Kappa_train,AccuracySD_train,KappaSD_train,Accuracy_test,AccuracyPValue_test,Kappa_test,PC,date,alt,k,repetitions
0.05,0.309527778,0.137807647,0.129956402,0.161527072,0.375,0.245115903,0.185520362,4,19/01/2022,15-30m,10,10
0.05,0.3615,0.20710902,0.174121089,0.211614897,0.083333333,0.998447608,-0.137931034,0,19/01/2022,30m,10,10
0.05,0.349333333,0.182945526,0.149332973,0.182934144,0.333333333,0.808403993,0.2,4,19/01/2022,30m,10,10
0.05,0.364333333,0.180595123,0.151665279,0.184543974,0.25,0.932866946,0.169230769,0,19/01/2022,15m,10,10
0.05,0.456333333,0.308825368,0.190527356,0.232486848,0.333333333,0.808403993,0.25,4,19/01/2022,15m,10,10
0.05,0.650813131,0.563881574,0.13620515,0.16755093,0.583333333,0.000523093,0.473684211,0,09/03/2022,15-30m,10,10
0.05,0.654270202,0.566751528,0.14802775,0.186077396,0.666666667,2.02E-05,0.585313175,3,09/03/2022,15-30m,10,10
0.05,0.606166667,0.505365353,0.171947565,0.211490381,0.666666667,0.018758432,0.575221239,0,09/03/2022,15m,10,10
0.05,0.6435,0.549701444,0.143193789,0.177446065,0.583333333,0.06644764,0.459459459,2,09/03/2022,15m,10,10
0.05,0.642785714,0.548150504,0.174847807,0.216373422,0.583333333,0.06644764,0.454545455,0,09/03/2022,30m,10,10
0.05,0.565642857,0.445857301,0.139815812,0.17848541,0.666666667,0.018758432,0.593220339,2,09/03/2022,30m,10,10
0.05,0.335166667,0.153626706,0.151273958,0.174804123,0.25,0.818877354,0.142857143,0,02/06/2022,50m,10,10
0.05,0.2235,0.022918353,0.153852419,0.194936557,0.25,0.818877354,0.107438017,2,02/06/2022,50m,10,10
0.05,0.700166667,0.614316143,0.210212001,0.267023513,0.833333333,0.000543804,0.777777778,0,22/03/2022,50m,10,10
0.05,0.808333333,0.747835596,0.173585352,0.225667324,0.916666667,4.70E-05,0.885714286,2,22/03/2022,50m,10,10
0.05,0.662,0.564070507,0.163025547,0.214567761,0.666666667,0.018758432,0.575221239,0,19/04/2022,50m,10,10
0.05,0.452833333,0.301545566,0.206638629,0.263677667,0.5,0.177722456,0.345454545,3,19/04/2022,50m,10,10
0.05,0.705833333,0.629407792,0.127489244,0.158293839,0.833333333,0.000543804,0.777777778,0,05/04/2022,50m,10,10
0.05,0.710333333,0.634257715,0.129745066,0.160306502,0.833333333,0.000543804,0.777777778,4,05/04/2022,50m,10,10
0.05,0.220489011,0.018423201,0.103837368,0.129130155,0.277777778,0.562939325,0.0859375,0,26/05/2022,15-30-50m,10,10
0.05,0.267615438,0.075039706,0.099338866,0.122113525,0.388888889,0.09891911,0.2303207,3,26/05/2022,15-30-50m,10,10
0.05,0.345238095,0.139269567,0.181126027,0.216075063,0.25,0.932866946,0.142857143,0,26/05/2022,50m,10,10
0.05,0.27747619,0.062174959,0.168887634,0.203845201,0.083333333,0.998447608,-0.023255814,3,26/05/2022,50m,10,10
0.05,0.188666667,-0.038738822,0.111787838,0.143232849,0.083333333,0.999755859,-0.015384615,0,26/05/2022,15m,10,10
0.05,0.232666667,0.019423073,0.142526505,0.172096956,0.166666667,0.996826172,0.0625,3,26/05/2022,15m,10,10
0.05,0.1635,-0.044768074,0.128744586,0.165199908,0.333333333,0.808403993,0.04950495,0,26/05/2022,30m,10,10
0.05,0.273166667,0.0775,0.154213092,0.188107072,0.25,0.932866946,0.1,3,26/05/2022,30m,10,10
0.05,0.459987374,0.320674666,0.133883074,0.165978483,0.458333333,0.06193796,0.343157895,0,14/02/2022,15-30m,10,10
0.05,0.464871212,0.327995184,0.130453507,0.165555884,0.541666667,0.008934271,0.415929204,3,14/02/2022,15-30m,10,10
0.05,0.681333333,0.586349784,0.177687477,0.23764613,0.583333333,0.06644764,0.47826087,0,14/02/2022,15m,10,10
0.05,0.575333333,0.456233618,0.152043322,0.195120975,0.75,0.003855555,0.669724771,3,14/02/2022,15m,10,10
0.05,0.543,0.427188645,0.173062142,0.213773802,0.666666667,0.00278151,0.582608696,0,14/02/2022,30m,10,10
0.05,0.371333333,0.209203297,0.143803551,0.180399826,0.416666667,0.157643676,0.3,3,14/02/2022,30m,10,10
0.05,0.34275,0.178761701,0.130272513,0.159168072,0.333333333,0.233795831,0.181236674,0,03/02/2022,15-30m,10,10
0.05,0.413722222,0.267024451,0.11334512,0.141766331,0.333333333,0.233795831,0.159737418,4,03/02/2022,15-30m,10,10
0.05,0.4305,0.286071429,0.164975511,0.210057335,0.583333333,0.014252782,0.464285714,0,03/02/2022,30m,10,10
0.05,0.3915,0.239395604,0.168483282,0.210477604,0.416666667,0.157643676,0.25,4,03/02/2022,30m,10,10
0.05,0.505,0.362383794,0.161250375,0.215994498,0.666666667,0.018758432,0.578947368,0,03/02/2022,15m,10,10
0.05,0.488261905,0.351479886,0.193138339,0.240930141,0.583333333,0.06644764,0.473684211,3,03/02/2022,15m,10,10
0.05,0.411666667,0.260251253,0.172482696,0.219791733,0.583333333,0.014252782,0.464285714,0,03/05/2022,50m,10,10
0.05,0.377666667,0.211467117,0.166451376,0.212522651,0.416666667,0.157643676,0.243243243,3,03/05/2022,50m,10,10
0.05,0.261247475,0.074124151,0.12043617,0.15345701,0.375,0.245115903,0.23566879,0,19/01/2022,15-30m,10,10
0.05,0.373611111,0.211463254,0.142766761,0.179221633,0.375,0.245115903,0.229122056,4,19/01/2022,15-30m,10,10
0.05,0.44402381,0.297962732,0.182929659,0.223153755,0.333333333,0.808403993,0.2,0,19/01/2022,30m,10,10
0.05,0.336833333,0.173217548,0.167276578,0.203348642,0.25,0.932866946,0.044247788,4,19/01/2022,30m,10,10
0.05,0.332547619,0.152459166,0.174826387,0.218984595,0.333333333,0.606925322,0.165217391,0,19/01/2022,15m,10,10
0.05,0.329952381,0.133166082,0.194902332,0.262335893,0.333333333,0.606925322,0.179487179,4,19/01/2022,15m,10,10
0.05,0.687361111,0.608814957,0.154749482,0.192979362,0.708333333,3.08E-06,0.630769231,0,09/03/2022,15-30m,10,10
0.05,0.675694444,0.593347824,0.134217383,0.168379352,0.666666667,2.02E-05,0.580786026,3,09/03/2022,15-30m,10,10
0.05,0.677952381,0.586715187,0.218552628,0.273158428,0.583333333,0.189264302,0.512195122,0,09/03/2022,15m,10,10
0.05,0.631357143,0.522849487,0.155275558,0.198077214,0.75,0.020559498,0.660377358,2,09/03/2022,15m,10,10
0.05,0.670333333,0.5846337,0.165950989,0.21059211,0.583333333,0.014252782,0.487179487,0,09/03/2022,30m,10,10
0.05,0.651333333,0.558012821,0.160030861,0.203513978,0.583333333,0.014252782,0.47826087,2,09/03/2022,30m,10,10
0.05,0.280833333,0.088965414,0.143692194,0.167576827,0.333333333,0.808403993,0.119266055,0,02/06/2022,50m,10,10
0.05,0.256333333,0.073000867,0.170852816,0.208950529,0.166666667,0.985141386,-0.176470588,2,02/06/2022,50m,10,10
0.05,0.752,0.685030729,0.1642464,0.205661899,0.333333333,0.927001953,0.127272727,0,22/03/2022,50m,10,10
0.05,0.820571429,0.77045294,0.14153449,0.182307994,0.5,0.612792969,0.357142857,3,22/03/2022,50m,10,10
0.05,0.648833333,0.556684138,0.137462473,0.169141786,0.666666667,0.018758432,0.563636364,0,19/04/2022,50m,10,10
0.05,0.497666667,0.367998596,0.156347551,0.18154933,0.5,0.177722456,0.362831858,3,19/04/2022,50m,10,10
0.05,0.769309524,0.706605083,0.109615734,0.136317206,0.75,0.003855555,0.666666667,0,05/04/2022,50m,10,10
0.05,0.771238095,0.709002474,0.10444587,0.132657039,0.75,0.003855555,0.666666667,4,05/04/2022,50m,10,10
0.05,0.285813268,0.100841592,0.108772747,0.132435084,0.138888889,0.994118557,-0.002695418,0,26/05/2022,15-30-50m,10,10
0.05,0.276807315,0.092048543,0.108827723,0.134867756,0.194444444,0.953611001,0.041322314,3,26/05/2022,15-30-50m,10,10
0.05,0.321,0.148847327,0.204900951,0.247943165,0.333333333,0.351221383,0.172413793,0,26/05/2022,50m,10,10
0.05,0.224,0.037732348,0.144974165,0.171489156,0.333333333,0.351221383,0.225806452,3,26/05/2022,50m,10,10
0.05,0.217333333,-0.015897436,0.077049986,0.067634381,0.083333333,0.992292653,0,0,26/05/2022,15m,10,10
0.05,0.279666667,0.087474089,0.150580247,0.192712586,0,1,-0.11627907,3,26/05/2022,15m,10,10
0.05,0.217666667,0.014363114,0.141715084,0.168401853,0.25,0.818877354,0.12195122,0,26/05/2022,30m,10,10
0.05,0.340833333,0.15885508,0.146744986,0.171548234,0.083333333,0.992292653,-0.015384615,3,26/05/2022,30m,10,10
0.05,0.481487734,0.34956734,0.139384899,0.172778631,0.541666667,0.028441128,0.409395973,0,14/02/2022,15-30m,10,10
0.05,0.465035354,0.327653498,0.143285084,0.177271761,0.458333333,0.140060596,0.305122494,3,14/02/2022,15-30m,10,10
0.05,0.604166667,0.49736555,0.161404731,0.202884688,0.833333333,0.000543804,0.76,0,14/02/2022,15m,10,10
0.05,0.600333333,0.483896373,0.148069887,0.189970776,0.5,0.177722456,0.357142857,3,14/02/2022,15m,10,10
0.05,0.553,0.436721612,0.14334038,0.179692474,0.5,0.177722456,0.357142857,0,14/02/2022,30m,10,10
0.05,0.437,0.295494505,0.18703157,0.234449609,0.416666667,0.368479286,0.275862069,3,14/02/2022,30m,10,10
0.05,0.344481962,0.184665566,0.132880292,0.164060744,0.458333333,0.06193796,0.31277533,0,03/02/2022,15-30m,10,10
0.05,0.406616162,0.254787332,0.16281849,0.206583911,0.458333333,0.06193796,0.315789474,3,03/02/2022,15-30m,10,10
0.05,0.433166667,0.290347985,0.155492321,0.193439594,0.5,0.054402232,0.368421053,0,03/02/2022,30m,10,10
0.05,0.312,0.135805861,0.154579913,0.19799693,0.583333333,0.014252782,0.47826087,4,03/02/2022,30m,10,10
0.05,0.505,0.377638776,0.18093007,0.2175604,0.5,0.177722456,0.265306122,0,03/02/2022,15m,10,10
0.05,0.513166667,0.390817637,0.173678997,0.202598297,0.5,0.177722456,0.345454545,3,03/02/2022,15m,10,10
0.05,0.406833333,0.257363045,0.167742237,0.199794864,0.333333333,0.606925322,0.238095238,0,03/05/2022,50m,10,10
0.05,0.341261905,0.169601691,0.195896324,0.240815106,0.333333333,0.606925322,0.225806452,3,03/05/2022,50m,10,10
0.05,0.317229798,0.146495294,0.126632032,0.162173719,0.416666667,0.13187863,0.256637168,0,19/01/2022,15-30m,10,10
0.05,0.317063131,0.145344792,0.140465778,0.174457165,0.333333333,0.399806108,0.150442478,4,19/01/2022,15-30m,10,10
0.05,0.469166667,0.318170427,0.211408284,0.263923458,0.166666667,0.996826172,0.047619048,0,19/01/2022,30m,10,10
0.05,0.29397619,0.109919483,0.142687271,0.173416819,0.166666667,0.996826172,0.090909091,4,19/01/2022,30m,10,10
0.05,0.302166667,0.133917266,0.175628661,0.214184108,0.333333333,0.606925322,0.172413793,0,19/01/2022,15m,10,10
0.05,0.420666667,0.2714743,0.162249894,0.195556929,0.166666667,0.946048574,0.032258065,4,19/01/2022,15m,10,10
0.05,0.66495202,0.57956748,0.123471535,0.154832701,0.666666667,0.000157148,0.580786026,0,09/03/2022,15-30m,10,10
0.05,0.596770202,0.494287493,0.121739551,0.152089258,0.416666667,0.13187863,0.291139241,3,09/03/2022,15-30m,10,10
0.05,0.5625,0.447692308,0.158970012,0.198849953,0.75,0.000391662,0.689655172,0,09/03/2022,15m,10,10
0.05,0.6665,0.579038462,0.13182001,0.165143195,0.833333333,3.76E-05,0.789473684,2,09/03/2022,15m,10,10
0.05,0.564166667,0.443325696,0.150427281,0.19190806,0.583333333,0.06644764,0.459459459,0,09/03/2022,30m,10,10
0.05,0.631714286,0.534134556,0.164726521,0.205526075,0.666666667,0.018758432,0.555555556,2,09/03/2022,30m,10,10
0.05,0.345666667,0.154847998,0.146366773,0.171511036,0.166666667,0.946048574,0.016393443,0,02/06/2022,50m,10,10
0.05,0.158333333,-0.058263738,0.140775071,0.190673133,0.333333333,0.606925322,0.094339623,2,02/06/2022,50m,10,10
0.05,0.661928571,0.569370937,0.195997857,0.245897604,0.583333333,0.06644764,0.504132231,0,22/03/2022,50m,10,10
0.05,0.790666667,0.73110661,0.110486121,0.142152469,0.666666667,0.018758432,0.593220339,2,22/03/2022,50m,10,10
0.05,0.715666667,0.640340264,0.134482005,0.169008544,0.666666667,0.018758432,0.567567568,0,19/04/2022,50m,10,10
0.05,0.536833333,0.424767398,0.187805793,0.22770367,0.416666667,0.368479286,0.222222222,3,19/04/2022,50m,10,10
0.05,0.7235,0.651620879,0.113140433,0.138170271,0.833333333,0.000543804,0.781818182,0,05/04/2022,50m,10,10
0.05,0.727,0.655897436,0.10454809,0.131452906,0.75,0.003855555,0.678571429,4,05/04/2022,50m,10,10
0.05,0.256415293,0.064376476,0.09628455,0.121177451,0.166666667,0.916533452,-0.015992474,0,26/05/2022,15-30-50m,10,10
0.05,0.273744963,0.090753764,0.104875402,0.13242323,0.222222222,0.710294158,0.04,4,26/05/2022,15-30-50m,10,10
0.05,0.328333333,0.151620879,0.146881156,0.184744983,0.333333333,0.351221383,0.193277311,0,26/05/2022,50m,10,10
0.05,0.269,0.089119048,0.158397913,0.194921554,0.083333333,0.968323648,-0.147826087,3,26/05/2022,50m,10,10
0.05,0.178,-0.008928571,0.070467415,0.044939491,0.166666667,0.84161824,0,0,26/05/2022,15m,10,10
0.05,0.2475,0.058997253,0.155436011,0.18824146,0.25,0.609324992,0.076923077,3,26/05/2022,15m,10,10
0.05,0.221166667,0.018169649,0.150604003,0.189631524,0.333333333,0.606925322,0.142857143,0,26/05/2022,30m,10,10
0.05,0.2745,0.08083678,0.158900808,0.204007059,0.166666667,0.946048574,-0.025641026,3,26/05/2022,30m,10,10
0.05,0.493664141,0.361569662,0.15662206,0.19701383,0.458333333,0.06193796,0.337579618,0,14/02/2022,15-30m,10,10
0.05,0.464765152,0.331355639,0.145764829,0.179997718,0.291666667,0.576594913,0.118790497,4,14/02/2022,15-30m,10,10
0.05,0.681333333,0.596045324,0.151762559,0.189841284,0.5,0.054402232,0.389830508,0,14/02/2022,15m,10,10
0.05,0.565,0.45280196,0.177959188,0.220733971,0.583333333,0.014252782,0.47826087,3,14/02/2022,15m,10,10
0.05,0.5535,0.442274725,0.178836729,0.219377167,0.666666667,0.00278151,0.578947368,0,14/02/2022,30m,10,10
0.05,0.351833333,0.186318681,0.162987936,0.202542404,0.5,0.054402232,0.384615385,3,14/02/2022,30m,10,10
0.05,0.328399351,0.162355628,0.119270357,0.146976257,0.333333333,0.399806108,0.159737418,0,03/02/2022,15-30m,10,10
0.05,0.368664141,0.208393463,0.117415847,0.147530406,0.375,0.245115903,0.2,3,03/02/2022,15-30m,10,10
0.05,0.4735,0.338836996,0.183877292,0.231853066,0.583333333,0.014252782,0.473684211,0,03/02/2022,30m,10,10
0.05,0.3085,0.136403846,0.151099506,0.185366231,0.416666667,0.157643676,0.25,4,03/02/2022,30m,10,10
0.05,0.5885,0.480705128,0.198460616,0.252566855,0.333333333,0.351221383,0.157894737,0,03/02/2022,15m,10,10
0.05,0.5965,0.490531136,0.193486747,0.245734001,0.583333333,0.014252782,0.487179487,3,03/02/2022,15m,10,10
0.05,0.493166667,0.356116058,0.150496653,0.187584793,0.333333333,0.606925322,0.193277311,0,03/05/2022,50m,10,10
0.05,0.365666667,0.204895938,0.212526093,0.259478789,0.25,0.818877354,0.035714286,3,03/05/2022,50m,10,10
0.05,0.315825758,0.141265968,0.119787144,0.150012809,0.375,0.405533926,0.207048458,0,19/01/2022,15-30m,10,10
0.05,0.292214646,0.112709597,0.128782692,0.158424394,0.25,0.861746496,0.090526316,4,19/01/2022,15-30m,10,10
0.05,0.478738095,0.340919547,0.196418042,0.23908524,0.166666667,0.946048574,0.032258065,0,19/01/2022,30m,10,10
0.05,0.374952381,0.214015131,0.173812153,0.206611128,0.416666667,0.368479286,0.3,4,19/01/2022,30m,10,10
0.05,0.436166667,0.291602754,0.185834711,0.231281498,0.25,0.609324992,0.084745763,0,19/01/2022,15m,10,10
0.05,0.444166667,0.301530019,0.196523874,0.244257256,0.333333333,0.351221383,0.20661157,4,19/01/2022,15m,10,10
0.05,0.640027778,0.54867339,0.139125349,0.174118575,0.75,3.89E-07,0.68627451,0,09/03/2022,15-30m,10,10
0.05,0.703685065,0.628344281,0.122433393,0.152967208,0.708333333,3.08E-06,0.635574837,3,09/03/2022,15-30m,10,10
0.05,0.681666667,0.595599159,0.127667937,0.157617985,0.916666667,4.70E-05,0.889908257,0,09/03/2022,15m,10,10
0.05,0.666833333,0.573230805,0.141312093,0.181568991,0.666666667,0.018758432,0.563636364,3,09/03/2022,15m,10,10
0.05,0.6065,0.507147436,0.161379001,0.194642785,0.666666667,0.00278151,0.582608696,0,09/03/2022,30m,10,10
0.05,0.606166667,0.505906593,0.14609882,0.182707654,0.583333333,0.014252782,0.482758621,2,09/03/2022,30m,10,10
0.05,0.273690476,0.092980742,0.149113974,0.174015075,0.416666667,0.368479286,0.263157895,0,02/06/2022,50m,10,10
0.05,0.273833333,0.082615318,0.166232684,0.201793535,0.25,0.818877354,0.1,2,02/06/2022,50m,10,10
0.05,0.703166667,0.623277336,0.171490708,0.218242878,0.583333333,0.06644764,0.5,0,22/03/2022,50m,10,10
0.05,0.750833333,0.683886772,0.122024059,0.152846223,0.916666667,4.70E-05,0.892857143,2,22/03/2022,50m,10,10
0.05,0.661166667,0.570585438,0.150719468,0.18935126,0.75,0.000391662,0.694915254,0,19/04/2022,50m,10,10
0.05,0.450333333,0.313194133,0.184150002,0.225072915,0.416666667,0.157643676,0.31147541,3,19/04/2022,50m,10,10
0.05,0.722,0.649703221,0.130092775,0.15958616,0.75,0.003855555,0.660377358,0,05/04/2022,50m,10,10
0.05,0.726,0.651282446,0.113542093,0.146621673,0.583333333,0.06644764,0.444444444,3,05/04/2022,50m,10,10
0.05,0.252270066,0.058326337,0.102010447,0.127762015,0.194444444,0.990821572,0.044830741,0,26/05/2022,15-30-50m,10,10
0.05,0.257792582,0.06056287,0.089010423,0.112978979,0.305555556,0.805907508,0.174311927,3,26/05/2022,15-30-50m,10,10
0.05,0.282,0.09,0.145676178,0.180674009,0.166666667,0.84161824,0,0,26/05/2022,50m,10,10
0.05,0.2305,0.036888278,0.145452099,0.182126698,0.166666667,0.84161824,-0.052631579,3,26/05/2022,50m,10,10
0.05,0.232833333,-0.002955378,0.122530717,0.137139256,0,1,0,0,26/05/2022,15m,10,10
0.05,0.245166667,0.049147008,0.160321909,0.177994172,0.25,0.818877354,0.060869565,3,26/05/2022,15m,10,10
0.05,0.265166667,0.07794668,0.156402726,0.194859334,0.083333333,0.992292653,-0.128205128,0,26/05/2022,30m,10,10
0.05,0.223333333,0.03479285,0.177619879,0.221521777,0.333333333,0.606925322,0.127272727,3,26/05/2022,30m,10,10
0.05,0.534439394,0.414297973,0.130460261,0.163400995,0.458333333,0.021338242,0.331905782,0,14/02/2022,15-30m,10,10
0.05,0.445979798,0.305285562,0.137381688,0.172770212,0.458333333,0.021338242,0.333333333,4,14/02/2022,15-30m,10,10
0.05,0.679,0.599093407,0.1249606,0.155705147,0.666666667,0.00278151,0.58974359,0,14/02/2022,15m,10,10
0.05,0.513833333,0.390421245,0.142725888,0.178516903,0.5,0.054402232,0.379310345,3,14/02/2022,15m,10,10
0.05,0.508833333,0.369974542,0.14314597,0.179788312,0.583333333,0.06644764,0.5,0,14/02/2022,30m,10,10
0.05,0.345,0.172934338,0.173730767,0.211877595,0.25,0.818877354,0.1,3,14/02/2022,30m,10,10
,0.319325758,0.143973387,0.132621032,0.166530927,0.5,0.416964572,0.317535545,0,03/02/2022,15-30m,10,10
,0.260340909,0.069338978,0.111822037,0.146496521,0.416666667,0.728866946,0.254988914,3,03/02/2022,15-30m,10,10
,0.442666667,0.293546524,0.173404544,0.217483099,0.416666667,0.157643676,0.263157895,0,03/02/2022,30m,10,10
,0.277833333,0.094789632,0.164157117,0.199883451,0.416666667,0.157643676,0.294117647,4,03/02/2022,30m,10,10
,0.597833333,0.487263916,0.173975355,0.215987736,0.333333333,0.606925322,0.267175573,0,03/02/2022,15m,10,10
,0.507166667,0.376172068,0.191357238,0.238501125,0.333333333,0.606925322,0.25,3,03/02/2022,15m,10,10
,0.454833333,0.309437813,0.152555762,0.187327092,0.416666667,0.157643676,0.317073171,0,03/05/2022,50m,10,10
,0.349833333,0.181114978,0.194155557,0.241484246,0.416666667,0.157643676,0.288135593,3,03/05/2022,50m,10,10
,0.279437951,0.096325049,0.119092554,0.150971986,0.25,0.743562119,0.1,0,19/01/2022,15-30m,10,10
,0.36029798,0.201519196,0.132476202,0.164359718,0.375,0.245115903,0.253112033,4,19/01/2022,15-30m,10,10
,0.414,0.253676549,0.175005531,0.228923262,0.5,0.379768823,0.265306122,0,19/01/2022,30m,10,10
,0.332666667,0.160824006,0.190794311,0.236636651,0.5,0.379768823,0.300970874,4,19/01/2022,30m,10,10
,0.311166667,0.133625348,0.163626395,0.207168961,0.25,0.609324992,0.044247788,0,19/01/2022,15m,10,10
,0.526166667,0.401912629,0.190946238,0.236100311,0.583333333,0.014252782,0.473684211,4,19/01/2022,15m,10,10
,0.740632035,0.674481962,0.12847065,0.160954488,0.583333333,0.000523093,0.484978541,0,09/03/2022,15-30m,10,10
,0.657753968,0.571522878,0.135553063,0.170183867,0.666666667,2.02E-05,0.587982833,3,09/03/2022,15-30m,10,10
,0.607809524,0.501800994,0.168633716,0.206961207,0.75,0.003855555,0.689655172,0,09/03/2022,15m,10,10
,0.51802381,0.390336644,0.163104675,0.200427204,0.666666667,0.018758432,0.575221239,2,09/03/2022,15m,10,10
,0.563714286,0.438616893,0.146925834,0.178003127,0.333333333,0.606925322,0.25,0,09/03/2022,30m,10,10
,0.543380952,0.42279818,0.163821513,0.195131419,0.833333333,0.000543804,0.769230769,2,09/03/2022,30m,10,10
,0.223690476,0.02891247,0.128417405,0.148265091,0.333333333,0.808403993,0.142857143,0,02/06/2022,50m,10,10
,0.24502381,0.043029748,0.193538128,0.2336677,0.166666667,0.985141386,0.083969466,2,02/06/2022,50m,10,10
,0.623904762,0.518018034,0.18035677,0.230106129,0.75,0.020559498,0.672727273,0,22/03/2022,50m,10,10
,0.761142857,0.691970109,0.117623458,0.149948308,0.666666667,0.072628882,0.567567568,2,22/03/2022,50m,10,10
,0.61702381,0.509010062,0.14120918,0.170333285,0.833333333,0.004029535,0.741935484,0,19/04/2022,50m,10,10
,0.508357143,0.367668412,0.205502061,0.261294306,0.583333333,0.189264302,0.318181818,3,19/04/2022,50m,10,10
,0.787833333,0.726325864,0.119784107,0.154436624,0.666666667,0.018758432,0.596638655,0,05/04/2022,50m,10,10
,0.777,0.71252424,0.129809928,0.166260702,0.666666667,0.018758432,0.596638655,4,05/04/2022,50m,10,10
,0.235934982,0.044972022,0.091212826,0.112146918,0.222222222,0.900561072,-0.003984064,0,26/05/2022,15-30-50m,10,10
,0.246244505,0.055338454,0.106628087,0.131634745,0.138888889,0.994118557,-0.090909091,3,26/05/2022,15-30-50m,10,10
,0.2825,0.101245421,0.175,0.217774737,0.25,0.609324992,0.052631579,0,26/05/2022,50m,10,10
,0.2995,0.114294872,0.136791333,0.173554826,0,1,-0.230769231,3,26/05/2022,50m,10,10
,0.191166667,-0.010391044,0.12544992,0.160695775,0.166666667,0.946048574,0.024390244,0,26/05/2022,15m,10,10
,0.156333333,-0.044398657,0.142956203,0.17450883,0.166666667,0.946048574,-0.016949153,3,26/05/2022,15m,10,10
,0.158833333,-0.055214152,0.130169858,0.15894833,0.333333333,0.606925322,0.094339623,0,26/05/2022,30m,10,10
,0.283166667,0.10081685,0.134182795,0.163543474,0.333333333,0.606925322,0.127272727,3,26/05/2022,30m,10,10
,0.510161616,0.386208255,0.157392381,0.199205012,0.458333333,0.06193796,0.341772152,0,14/02/2022,15-30m,10,10
,0.423873737,0.276837735,0.121761831,0.152454313,0.416666667,0.13187863,0.258278146,4,14/02/2022,15-30m,10,10
,0.613333333,0.516630037,0.142881992,0.175182331,0.833333333,3.76E-05,0.785714286,0,14/02/2022,15m,10,10
,0.516,0.392701465,0.155373631,0.194419026,0.5,0.054402232,0.394957983,3,14/02/2022,15m,10,10
,0.469166667,0.33495497,0.161474251,0.196759114,0.416666667,0.368479286,0.269565217,0,14/02/2022,30m,10,10
,0.328166667,0.154910758,0.137246757,0.163846069,0.333333333,0.606925322,0.157894737,3,14/02/2022,30m,10,10
