mincriterion,Accuracy_train,Kappa_train,AccuracySD_train,KappaSD_train,Accuracy_test,AccuracyPValue_test,Kappa_test,PC,date,alt,k,repetitions
0.05,0.37379687,0.214462236,0.122684723,0.152664219,NA,NA,NA,0,03/02/2022,15-30m,10,10
0.05,0.365780886,0.205453561,0.099970311,0.124444511,NA,NA,NA,3,03/02/2022,15-30m,10,10
0.05,0.473797619,0.339727352,0.158550629,0.195140705,NA,NA,NA,0,03/02/2022,30m,10,10
0.05,0.339035714,0.176456028,0.178352463,0.217599362,NA,NA,NA,4,03/02/2022,30m,10,10
0.05,0.5525,0.439545988,0.158415769,0.196240996,NA,NA,NA,0,03/02/2022,15m,10,10
0.05,0.508150794,0.38223092,0.177308078,0.219383943,NA,NA,NA,3,03/02/2022,15m,10,10
0.05,0.465416667,0.332141639,0.156221644,0.191252821,NA,NA,NA,0,03/05/2022,50m,10,10
0.05,0.271416667,0.086909228,0.134120633,0.163528299,NA,NA,NA,3,03/05/2022,50m,10,10
0.05,0.320943889,0.150665463,0.121704244,0.149458343,NA,NA,NA,0,19/01/2022,15-30m,10,10
0.05,0.314498002,0.145285926,0.126923028,0.156568325,NA,NA,NA,4,19/01/2022,15-30m,10,10
0.05,0.38847619,0.235963632,0.165269853,0.20390231,NA,NA,NA,0,19/01/2022,30m,10,10
0.05,0.381638889,0.222144685,0.157090222,0.196251928,NA,NA,NA,4,19/01/2022,30m,10,10
0.05,0.297142857,0.130282911,0.131611116,0.158094299,NA,NA,NA,0,19/01/2022,15m,10,10
0.05,0.432714286,0.285941026,0.182865438,0.22770457,NA,NA,NA,4,19/01/2022,15m,10,10
0.05,0.699537463,0.622290631,0.110823338,0.139058194,NA,NA,NA,0,09/03/2022,15-30m,10,10
0.05,0.65766034,0.571469586,0.125603241,0.156255321,NA,NA,NA,3,09/03/2022,15-30m,10,10
0.05,0.70525,0.628985421,0.173270618,0.217468571,NA,NA,NA,0,09/03/2022,15m,10,10
0.05,0.732626984,0.665013939,0.166639919,0.205123038,NA,NA,NA,2,09/03/2022,15m,10,10
0.05,0.737035714,0.666660329,0.14342359,0.180304712,NA,NA,NA,0,09/03/2022,30m,10,10
0.05,0.769119048,0.708171017,0.167722112,0.209993328,NA,NA,NA,2,09/03/2022,30m,10,10
0.05,0.276011905,0.109163509,0.116578578,0.141184406,NA,NA,NA,0,02/06/2022,50m,10,10
0.05,0.137079365,-0.070878372,0.13183992,0.156921055,NA,NA,NA,2,02/06/2022,50m,10,10
0.05,0.76265873,0.700664686,0.15170104,0.190318211,NA,NA,NA,0,22/03/2022,50m,10,10
0.05,0.846464286,0.805333746,0.124632405,0.15824431,NA,NA,NA,2,22/03/2022,50m,10,10
0.05,0.663531746,0.579519762,0.127940777,0.156653084,NA,NA,NA,0,19/04/2022,50m,10,10
0.05,0.501738095,0.380774733,0.185564947,0.229273447,NA,NA,NA,3,19/04/2022,50m,10,10
0.05,0.704650794,0.626188929,0.111204796,0.13961841,NA,NA,NA,0,05/04/2022,50m,10,10
0.05,0.700738095,0.621277996,0.155730658,0.192757855,NA,NA,NA,4,05/04/2022,50m,10,10
0.05,0.239148091,0.052433036,0.090684231,0.113220133,NA,NA,NA,0,26/05/2022,15-30-50m,10,10
0.05,0.282438596,0.103023491,0.092682738,0.115172842,NA,NA,NA,3,26/05/2022,15-30-50m,10,10
0.05,0.325452381,0.166878045,0.159634579,0.195121985,NA,NA,NA,0,26/05/2022,50m,10,10
0.05,0.196416667,0.00280455,0.141506613,0.177071607,NA,NA,NA,3,26/05/2022,50m,10,10
0.05,0.188178571,0.010410341,0.099235675,0.113469562,NA,NA,NA,0,26/05/2022,15m,10,10
0.05,0.183837302,-0.013355241,0.129799658,0.15660612,NA,NA,NA,3,26/05/2022,15m,10,10
0.05,0.225674603,0.039605925,0.139236544,0.167636345,NA,NA,NA,0,26/05/2022,30m,10,10
0.05,0.26002381,0.093437912,0.12655062,0.151628489,NA,NA,NA,3,26/05/2022,30m,10,10
0.05,0.533697636,0.416849802,0.125162899,0.15523369,NA,NA,NA,0,14/02/2022,15-30m,10,10
0.05,0.452031968,0.314810308,0.128099002,0.158422604,NA,NA,NA,3,14/02/2022,15-30m,10,10
0.05,0.685238095,0.603132148,0.159657016,0.198541062,NA,NA,NA,0,14/02/2022,15m,10,10
0.05,0.560734127,0.447939694,0.161309968,0.200306092,NA,NA,NA,3,14/02/2022,15m,10,10
0.05,0.48425,0.352436699,0.156960815,0.192219976,NA,NA,NA,0,14/02/2022,30m,10,10
0.05,0.398948413,0.248341666,0.159325247,0.198419219,NA,NA,NA,3,14/02/2022,30m,10,10
0.05,0.35722644,0.197839551,0.108703469,0.13384882,NA,NA,NA,0,03/02/2022,15-30m,10,10
0.05,0.354040626,0.193106204,0.098752471,0.121183136,NA,NA,NA,3,03/02/2022,15-30m,10,10
0.05,0.473456349,0.339794153,0.163932455,0.201218404,NA,NA,NA,0,03/02/2022,30m,10,10
0.05,0.323154762,0.155649384,0.16939551,0.207366774,NA,NA,NA,4,03/02/2022,30m,10,10
0.05,0.562230159,0.452458718,0.17702261,0.217054429,NA,NA,NA,0,03/02/2022,15m,10,10
0.05,0.515261905,0.389577876,0.170678824,0.210703135,NA,NA,NA,3,03/02/2022,15m,10,10
0.05,0.471166667,0.339427577,0.168606146,0.208158159,NA,NA,NA,0,03/05/2022,50m,10,10
0.05,0.30027381,0.129146787,0.137528782,0.172287641,NA,NA,NA,3,03/05/2022,50m,10,10
0.05,0.32865651,0.160713154,0.124289079,0.152347612,NA,NA,NA,0,19/01/2022,15-30m,10,10
0.05,0.307180819,0.136304436,0.134091632,0.165555553,NA,NA,NA,4,19/01/2022,15-30m,10,10
0.05,0.388,0.231178868,0.171798166,0.208598755,NA,NA,NA,0,19/01/2022,30m,10,10
0.05,0.366904762,0.207024418,0.168314111,0.206539606,NA,NA,NA,4,19/01/2022,30m,10,10
0.05,0.294956349,0.125253639,0.141201991,0.172964968,NA,NA,NA,0,19/01/2022,15m,10,10
0.05,0.434095238,0.289834469,0.194981994,0.241028758,NA,NA,NA,4,19/01/2022,15m,10,10
0.05,0.698807193,0.62055117,0.108507786,0.136946518,NA,NA,NA,0,09/03/2022,15-30m,10,10
0.05,0.678715118,0.59717439,0.116192046,0.14538633,NA,NA,NA,3,09/03/2022,15-30m,10,10
0.05,0.737464286,0.666879412,0.153654924,0.192436517,NA,NA,NA,0,09/03/2022,15m,10,10
0.05,0.734059524,0.664234299,0.176865905,0.220933794,NA,NA,NA,2,09/03/2022,15m,10,10
0.05,0.740416667,0.671750039,0.152873593,0.192472068,NA,NA,NA,0,09/03/2022,30m,10,10
0.05,0.754186508,0.690895333,0.159374558,0.198285621,NA,NA,NA,2,09/03/2022,30m,10,10
0.05,0.311154762,0.146415257,0.111102835,0.126377546,NA,NA,NA,0,02/06/2022,50m,10,10
0.05,0.160051587,-0.039704843,0.12589274,0.152319437,NA,NA,NA,2,02/06/2022,50m,10,10
0.05,0.764380952,0.701128736,0.174989871,0.220357296,NA,NA,NA,0,22/03/2022,50m,10,10
0.05,0.849702381,0.80992782,0.123654764,0.154948438,NA,NA,NA,2,22/03/2022,50m,10,10
0.05,0.663488095,0.579862216,0.135569703,0.165308171,NA,NA,NA,0,19/04/2022,50m,10,10
0.05,0.50022619,0.382890507,0.19296576,0.231744838,NA,NA,NA,3,19/04/2022,50m,10,10
0.05,0.71747619,0.644082164,0.126873247,0.154951474,NA,NA,NA,0,05/04/2022,50m,10,10
0.05,0.701535714,0.625156773,0.144427228,0.177934395,NA,NA,NA,4,05/04/2022,50m,10,10
0.05,0.227989938,0.035326057,0.090452487,0.112992773,NA,NA,NA,0,26/05/2022,15-30-50m,10,10
0.05,0.275413958,0.095254964,0.104511159,0.128270639,NA,NA,NA,3,26/05/2022,15-30-50m,10,10
0.05,0.313297619,0.150234203,0.168623931,0.200424272,NA,NA,NA,0,26/05/2022,50m,10,10
0.05,0.207380952,0.017942544,0.140120493,0.170738913,NA,NA,NA,3,26/05/2022,50m,10,10
0.05,0.184738095,0.004303163,0.094961292,0.114993768,NA,NA,NA,0,26/05/2022,15m,10,10
0.05,0.197916667,-0.000837039,0.124475971,0.145645276,NA,NA,NA,3,26/05/2022,15m,10,10
0.05,0.253547619,0.066807084,0.137102298,0.17014746,NA,NA,NA,0,26/05/2022,30m,10,10
0.05,0.250059524,0.079070095,0.1282696,0.156921137,NA,NA,NA,3,26/05/2022,30m,10,10
0.05,0.544314519,0.430096039,0.1258666,0.155265733,NA,NA,NA,0,14/02/2022,15-30m,10,10
0.05,0.455784049,0.318895579,0.129855702,0.161504294,NA,NA,NA,3,14/02/2022,15-30m,10,10
0.05,0.689285714,0.610947996,0.162651332,0.200582202,NA,NA,NA,0,14/02/2022,15m,10,10
0.05,0.551452381,0.43782954,0.168994733,0.208752599,NA,NA,NA,3,14/02/2022,15m,10,10
0.05,0.505702381,0.381605915,0.153305417,0.184279953,NA,NA,NA,0,14/02/2022,30m,10,10
0.05,0.401547619,0.252045256,0.152988273,0.186724964,NA,NA,NA,3,14/02/2022,30m,10,10
0.05,0.365274725,0.209534954,0.122143742,0.149024708,NA,NA,NA,0,03/02/2022,15-30m,10,10
0.05,0.367423243,0.208242717,0.135096649,0.167867053,NA,NA,NA,3,03/02/2022,15-30m,10,10
0.05,0.463654762,0.326633135,0.174048826,0.214123651,NA,NA,NA,0,03/02/2022,30m,10,10
0.05,0.344547619,0.182727777,0.161727135,0.19897183,NA,NA,NA,4,03/02/2022,30m,10,10
0.05,0.545015873,0.426584665,0.167286732,0.207736477,NA,NA,NA,0,03/02/2022,15m,10,10
0.05,0.528345238,0.407927793,0.162852907,0.201605531,NA,NA,NA,3,03/02/2022,15m,10,10
0.05,0.460551587,0.327027654,0.174613378,0.213781279,NA,NA,NA,0,03/05/2022,50m,10,10
0.05,0.279246032,0.098106597,0.136638663,0.167030927,NA,NA,NA,3,03/05/2022,50m,10,10
0.05,0.327243756,0.159892242,0.122086698,0.150568447,NA,NA,NA,0,19/01/2022,15-30m,10,10
0.05,0.329817849,0.16259962,0.120228624,0.150659748,NA,NA,NA,4,19/01/2022,15-30m,10,10
0.05,0.39340873,0.238338057,0.158269864,0.190840988,NA,NA,NA,0,19/01/2022,30m,10,10
0.05,0.385285714,0.235707682,0.16065531,0.197661353,NA,NA,NA,4,19/01/2022,30m,10,10
0.05,0.314345238,0.143687545,0.134534118,0.165806366,NA,NA,NA,0,19/01/2022,15m,10,10
0.05,0.425142857,0.281046551,0.202217861,0.246387331,NA,NA,NA,4,19/01/2022,15m,10,10
0.05,0.682970862,0.603134934,0.120048468,0.148737955,NA,NA,NA,0,09/03/2022,15-30m,10,10
0.05,0.675260739,0.592294413,0.128730935,0.161816524,NA,NA,NA,3,09/03/2022,15-30m,10,10
0.05,0.724619048,0.652142611,0.186406199,0.235900289,NA,NA,NA,0,09/03/2022,15m,10,10
0.05,0.726007937,0.653796254,0.170282676,0.215282222,NA,NA,NA,2,09/03/2022,15m,10,10
0.05,0.748309524,0.682224385,0.161499044,0.202056701,NA,NA,NA,0,09/03/2022,30m,10,10
0.05,0.76575,0.703497839,0.162885618,0.205193323,NA,NA,NA,2,09/03/2022,30m,10,10
0.05,0.290880952,0.121481941,0.120284129,0.150123139,NA,NA,NA,0,02/06/2022,50m,10,10
0.05,0.15709127,-0.045542634,0.125394386,0.155381683,NA,NA,NA,2,02/06/2022,50m,10,10
0.05,0.765043651,0.703759362,0.157124344,0.198140178,NA,NA,NA,0,22/03/2022,50m,10,10
0.05,0.842702381,0.800857516,0.128610577,0.162618789,NA,NA,NA,2,22/03/2022,50m,10,10
0.05,0.654599206,0.569659169,0.121716295,0.148777542,NA,NA,NA,0,19/04/2022,50m,10,10
0.05,0.508738095,0.385895144,0.162149782,0.200268114,NA,NA,NA,3,19/04/2022,50m,10,10
0.05,0.70697619,0.630419313,0.114963745,0.14307977,NA,NA,NA,0,05/04/2022,50m,10,10
0.05,0.716384921,0.64227254,0.131612231,0.163738111,NA,NA,NA,4,05/04/2022,50m,10,10
0.05,0.243951453,0.0562448,0.091282746,0.112567491,NA,NA,NA,0,26/05/2022,15-30-50m,10,10
0.05,0.27815725,0.09789337,0.097077836,0.120225585,NA,NA,NA,3,26/05/2022,15-30-50m,10,10
0.05,0.333369048,0.169268818,0.150628703,0.183947448,NA,NA,NA,0,26/05/2022,50m,10,10
0.05,0.182849206,-0.012161221,0.129097555,0.152976916,NA,NA,NA,3,26/05/2022,50m,10,10
0.05,0.197123016,0.026913371,0.107750939,0.124947792,NA,NA,NA,0,26/05/2022,15m,10,10
0.05,0.193821429,-0.004897142,0.145200408,0.17944347,NA,NA,NA,3,26/05/2022,15m,10,10
0.05,0.226873016,0.045236026,0.138970785,0.161045987,NA,NA,NA,0,26/05/2022,30m,10,10
0.05,0.270738095,0.107400569,0.116547236,0.141270788,NA,NA,NA,3,26/05/2022,30m,10,10
0.05,0.532097569,0.414378298,0.121720212,0.151164109,NA,NA,NA,0,14/02/2022,15-30m,10,10
0.05,0.455379953,0.316909785,0.119973682,0.151278441,NA,NA,NA,3,14/02/2022,15-30m,10,10
0.05,0.721214286,0.648951523,0.154268591,0.193217958,NA,NA,NA,0,14/02/2022,15m,10,10
0.05,0.553,0.439551957,0.143373933,0.176825783,NA,NA,NA,3,14/02/2022,15m,10,10
0.05,0.510150794,0.384800493,0.169338229,0.209603491,NA,NA,NA,0,14/02/2022,30m,10,10
0.05,0.400416667,0.253633661,0.163109885,0.198716373,NA,NA,NA,3,14/02/2022,30m,10,10
0.05,0.352524975,0.189722166,0.111481914,0.138464487,NA,NA,NA,0,03/02/2022,15-30m,10,10
0.05,0.360413087,0.198318411,0.11518947,0.142884798,NA,NA,NA,3,03/02/2022,15-30m,10,10
0.05,0.466952381,0.328384463,0.175108651,0.217676514,NA,NA,NA,0,03/02/2022,30m,10,10
0.05,0.331666667,0.17150905,0.152838625,0.187215911,NA,NA,NA,4,03/02/2022,30m,10,10
0.05,0.531563492,0.409302304,0.157711492,0.199520285,NA,NA,NA,0,03/02/2022,15m,10,10
0.05,0.536027778,0.419692531,0.169048121,0.211496963,NA,NA,NA,3,03/02/2022,15m,10,10
0.05,0.457583333,0.318537337,0.159743667,0.201678776,NA,NA,NA,0,03/05/2022,50m,10,10
0.05,0.276642857,0.099615004,0.124879724,0.157128379,NA,NA,NA,3,03/05/2022,50m,10,10
0.05,0.338770396,0.174498124,0.110737716,0.136337042,NA,NA,NA,0,19/01/2022,15-30m,10,10
0.05,0.340788212,0.178495144,0.132807778,0.161945927,NA,NA,NA,4,19/01/2022,15-30m,10,10
0.05,0.386702381,0.234758724,0.171891748,0.206582433,NA,NA,NA,0,19/01/2022,30m,10,10
0.05,0.353170635,0.192736376,0.156264556,0.190236765,NA,NA,NA,4,19/01/2022,30m,10,10
0.05,0.294801587,0.123589222,0.133953274,0.161862175,NA,NA,NA,0,19/01/2022,15m,10,10
0.05,0.461869048,0.324318517,0.172144107,0.214559095,NA,NA,NA,4,19/01/2022,15m,10,10
0.05,0.690295871,0.611258801,0.127010165,0.158417155,NA,NA,NA,0,09/03/2022,15-30m,10,10
0.05,0.674026307,0.590447691,0.128128203,0.161271364,NA,NA,NA,3,09/03/2022,15-30m,10,10
0.05,0.715190476,0.643410491,0.193614724,0.237658115,NA,NA,NA,0,09/03/2022,15m,10,10
0.05,0.726940476,0.656143135,0.152256297,0.1892821,NA,NA,NA,2,09/03/2022,15m,10,10
0.05,0.752035714,0.684857499,0.147499748,0.187470928,NA,NA,NA,0,09/03/2022,30m,10,10
0.05,0.761702381,0.700676505,0.188275455,0.234803199,NA,NA,NA,2,09/03/2022,30m,10,10
0.05,0.28527381,0.120252091,0.118847554,0.139827976,NA,NA,NA,0,02/06/2022,50m,10,10
0.05,0.133511905,-0.073567933,0.1104228,0.137982837,NA,NA,NA,2,02/06/2022,50m,10,10
0.05,0.768492063,0.708172532,0.182309127,0.228733469,NA,NA,NA,0,22/03/2022,50m,10,10
0.05,0.845376984,0.803750662,0.128100482,0.161862281,NA,NA,NA,2,22/03/2022,50m,10,10
0.05,0.666666667,0.583702325,0.129623654,0.158593129,NA,NA,NA,0,19/04/2022,50m,10,10
0.05,0.505559524,0.381526496,0.162562507,0.204410585,NA,NA,NA,3,19/04/2022,50m,10,10
0.05,0.701293651,0.62116355,0.102739314,0.128236001,NA,NA,NA,0,05/04/2022,50m,10,10
0.05,0.701130952,0.623400582,0.143477127,0.178973429,NA,NA,NA,4,05/04/2022,50m,10,10
0.05,0.239343567,0.05033786,0.079062958,0.097566926,NA,NA,NA,0,26/05/2022,15-30-50m,10,10
0.05,0.301285346,0.125700525,0.099751899,0.124352717,NA,NA,NA,3,26/05/2022,15-30-50m,10,10
0.05,0.329095238,0.163708574,0.164017924,0.202384809,NA,NA,NA,0,26/05/2022,50m,10,10
0.05,0.190230159,-0.006008963,0.131363983,0.159904896,NA,NA,NA,3,26/05/2022,50m,10,10
0.05,0.18827381,0.010005424,0.136856536,0.156378685,NA,NA,NA,0,26/05/2022,15m,10,10
0.05,0.169261905,-0.030937419,0.131851865,0.160898707,NA,NA,NA,3,26/05/2022,15m,10,10
0.05,0.251809524,0.068044591,0.139482085,0.169358042,NA,NA,NA,0,26/05/2022,30m,10,10
0.05,0.257281746,0.088241343,0.120279466,0.156717892,NA,NA,NA,3,26/05/2022,30m,10,10
0.05,0.526670663,0.406683705,0.124111262,0.153771833,NA,NA,NA,0,14/02/2022,15-30m,10,10
0.05,0.44787679,0.309900819,0.130592633,0.161633206,NA,NA,NA,3,14/02/2022,15-30m,10,10
0.05,0.691154762,0.610373367,0.172893311,0.21571098,NA,NA,NA,0,14/02/2022,15m,10,10
0.05,0.558571429,0.449204241,0.148553941,0.183215562,NA,NA,NA,3,14/02/2022,15m,10,10
0.05,0.497988095,0.369126172,0.17919288,0.220614686,NA,NA,NA,0,14/02/2022,30m,10,10
0.05,0.414781746,0.26652451,0.149202228,0.183737002,NA,NA,NA,3,14/02/2022,30m,10,10
