"","mincriterion","Accuracy","Kappa","AccuracySD","KappaSD","date","alt","PC","k","repetitions"
"231",0.05,0.745650793650794,0.679746824507953,0.151889743928634,0.187719255875675,"2022-03-09","30m",0,10,10
"232",0.05,0.769666666666667,0.707579419987335,0.167338069081528,0.211640646313606,"2022-03-09","30m",2,10,10
"233",0.05,0.829825396825397,0.783951016042797,0.134072513281069,0.169919356527994,"2022-03-09","15-30m",0,10,10
"234",0.05,0.769666666666667,0.707579419987335,0.167338069081528,0.211640646313606,"2022-03-09","15-30m",3,10,10
"235",0.05,0.321488095238095,0.164212874283463,0.0879401373423375,0.103674978364254,"2022-06-02","50m",0,10,10
"236",0.05,0.152571428571429,-0.0584841916946016,0.121144084784484,0.148712060735135,"2022-06-02","50m",2,10,10
"237",0.05,0.17240873015873,-0.00119495139007334,0.0305905150670808,0.00822648555303001,"2022-05-26","15m",0,10,10
"238",0.05,0.203234126984127,0.00881691845254735,0.138906482943887,0.169540788305009,"2022-05-26","15m",3,10,10
"239",0.05,0.266519841269841,0.0928823570864124,0.127262459703563,0.146962629971713,"2022-05-26","50m",0,10,10
"240",0.05,0.186321428571429,-0.00755249358327563,0.134060420375234,0.168509434904271,"2022-05-26","50m",3,10,10
