"","contrast","estimate","SE","df","t.ratio","p.value"
"656","(03/02/2022_15m_PC_7030split) - (09/03/2022_15m_PC_7030split)",-0.172222222199999,0.0467348944886797,756,-3.6850884993806,0.853879171838522
"657","(03/02/2022_15m_PC_7030split) - (09/03/2022_15m_PC_8020split)",-0.152777777700005,0.0467348944886795,756,-3.269030119176,1
"658","(03/02/2022_15m_PC_7030split) - (09/03/2022_15m_var_7030split)",-0.261111111000005,0.0467348944886795,756,-5.58706965869483,0.000112379683060913
"659","(03/02/2022_15m_PC_7030split) - (09/03/2022_15m_var_8020split)",-0.152777777699998,0.0467348944886794,756,-3.26903011917585,1
"660","(03/02/2022_15m_PC_7030split) - (09/03/2022_30m_PC_7030split)",-0.177777777700002,0.0467348944886795,756,-3.80396232076794,0.536482324343917
"661","(03/02/2022_15m_PC_7030split) - (09/03/2022_30m_PC_8020split)",-0.21111111100001,0.0467348944886796,756,-4.51720525551088,0.0253366523638996
"662","(03/02/2022_15m_PC_7030split) - (09/03/2022_30m_var_7030split)",-0.283333333100016,0.0467348944886797,756,-6.06256494638381,7.36991396026821e-06
"663","(03/02/2022_15m_PC_7030split) - (09/03/2022_30m_var_8020split)",-0.252777777800001,0.0467348944886794,756,-5.40875892768371,0.000297036477373581
"664","(03/02/2022_15m_PC_7030split) - (14/02/2022_15-30m_PC_7030split)",0.0250000000999959,0.0467348944886796,756,0.534932203731658,1
"665","(03/02/2022_15m_PC_7030split) - (14/02/2022_15-30m_PC_8020split)",0.109722222399999,0.0467348944886795,756,2.34775799968001,1
"666","(03/02/2022_15m_PC_7030split) - (14/02/2022_15-30m_var_7030split)",-0.013888888699998,0.0467348944886792,756,-0.297184552398259,1
"667","(03/02/2022_15m_PC_7030split) - (14/02/2022_15-30m_var_8020split)",0.00138888899999934,0.0467348944886794,756,0.0297184580214634,1
"668","(03/02/2022_15m_PC_7030split) - (14/02/2022_15m_PC_7030split)",0.144444444599998,0.0467348944886795,756,3.09071939030453,1
"669","(03/02/2022_15m_PC_7030split) - (14/02/2022_15m_PC_8020split)",0.1388888889,0.0467348944886794,756,2.97184556463786,1
"670","(03/02/2022_15m_PC_7030split) - (14/02/2022_15m_var_7030split)",-0.0111111110000069,0.0467348944886796,756,-0.237747642774678,1
"671","(03/02/2022_15m_PC_7030split) - (14/02/2022_15m_var_8020split)",-0.0777777777999998,0.0467348944886794,756,-1.66423351653955,1
"672","(03/02/2022_15m_PC_7030split) - (14/02/2022_30m_PC_7030split)",0.172222222399999,0.0467348944886787,756,3.68508850366012,0.853879157745921
"673","(03/02/2022_15m_PC_7030split) - (14/02/2022_30m_PC_8020split)",0.197222222199999,0.0467348944886795,756,4.22002070097263,0.0955029844223177
"674","(03/02/2022_15m_PC_7030split) - (14/02/2022_30m_var_7030split)",-0.0277777776999954,0.0467348944886793,756,-0.594369111215691,1
"675","(03/02/2022_15m_PC_7030split) - (14/02/2022_30m_var_8020split)",-0.0777777777000018,0.0467348944886794,756,-1.66423351439986,1
"676","(03/02/2022_15m_PC_7030split) - (19/01/2022_15-30m_PC_7030split)",0.155555555699999,0.0467348944886794,756,3.32846703521882,1
"677","(03/02/2022_15m_PC_7030split) - (19/01/2022_15-30m_PC_8020split)",0.184722222300001,0.0467348944886793,756,3.9525546023164,0.294815765021345
"678","(03/02/2022_15m_PC_7030split) - (19/01/2022_15-30m_var_7030split)",0.150000000100003,0.0467348944886792,756,3.20959321169192,1
"679","(03/02/2022_15m_PC_7030split) - (19/01/2022_15-30m_var_8020split)",0.1138888889,0.0467348944886794,756,2.43691336304583,1
"680","(03/02/2022_15m_PC_7030split) - (19/01/2022_15m_PC_7030split)",0.100000000000005,0.0467348944886791,756,2.1397288063682,1
"681","(03/02/2022_15m_PC_7030split) - (19/01/2022_15m_PC_8020split)",0.147222222199999,0.0467348944886794,756,3.15015629778861,1
"682","(03/02/2022_15m_PC_7030split) - (19/01/2022_15m_var_7030split)",0.1277777779,0.0467348944886793,756,2.73409792186333,1
"683","(03/02/2022_15m_PC_7030split) - (19/01/2022_15m_var_8020split)",0.147222222399998,0.0467348944886794,756,3.15015630206804,1
"684","(03/02/2022_15m_PC_7030split) - (19/01/2022_30m_PC_7030split)",0.127777777899998,0.0467348944886795,756,2.73409792186326,1
"685","(03/02/2022_15m_PC_7030split) - (19/01/2022_30m_PC_8020split)",0.180555555600001,0.0467348944886794,756,3.86339923467114,0.423233517097059
"686","(03/02/2022_15m_PC_7030split) - (19/01/2022_30m_var_7030split)",0.0611111111999997,0.0467348944886793,756,1.30761205023802,1
"687","(03/02/2022_15m_PC_7030split) - (19/01/2022_30m_var_8020split)",0.1055555556,0.0467348944886794,756,2.25860262989507,1
"688","(03/02/2022_15m_PC_7030split) - (19/04/2022_50m_PC_7030split)",-0.099999999999996,0.0467348944886793,756,-2.139728806368,1
"689","(03/02/2022_15m_PC_7030split) - (19/04/2022_50m_PC_8020split)",-0.0361111110999995,0.0467348944886794,756,-0.77267984650627,1
"690","(03/02/2022_15m_PC_7030split) - (19/04/2022_50m_var_7030split)",-0.183333333199997,0.0467348944886793,756,-3.92283614215511,0.332840260091232
"691","(03/02/2022_15m_PC_7030split) - (19/04/2022_50m_var_8020split)",-0.1527777777,0.0467348944886794,756,-3.26903011917589,1
"692","(03/02/2022_15m_PC_7030split) - (22/03/2022_50m_PC_7030split)",-0.299999999799999,0.0467348944886794,756,-6.41918641482476,8.42951937526232e-07
"693","(03/02/2022_15m_PC_7030split) - (22/03/2022_50m_PC_8020split)",-0.369444444399999,0.0467348944886794,756,-7.90510920035327,3.30231112307188e-11
"694","(03/02/2022_15m_PC_7030split) - (22/03/2022_50m_var_7030split)",-0.338888888600002,0.0467348944886794,756,-7.25130317095487,3.56526026133209e-09
"695","(03/02/2022_15m_PC_7030split) - (22/03/2022_50m_var_8020split)",-0.3694444445,0.0467348944886794,756,-7.90510920249302,3.30231107067897e-11
"696","(03/02/2022_15m_PC_7030split) - (26/05/2022_15-30-50m_PC_7030split)",0.317205387200002,0.0467348944886793,756,6.78733504526986,8.04920843415194e-08
"697","(03/02/2022_15m_PC_7030split) - (26/05/2022_15-30-50m_PC_8020split)",0.341666666799999,0.0467348944886794,756,7.31074009127721,2.36194979977309e-09
"698","(03/02/2022_15m_PC_7030split) - (26/05/2022_15-30-50m_var_7030split)",0.262323232299999,0.0467348944886795,756,5.61300576731892,9.73423787696303e-05
"699","(03/02/2022_15m_PC_7030split) - (26/05/2022_15-30-50m_var_8020split)",0.280555555399999,0.0467348944886794,756,6.00312803675974,1.04691362785675e-05
"700","(03/02/2022_15m_PC_7030split) - (26/05/2022_15m_PC_7030split)",0.394444444299998,0.0467348944886793,756,8.44004139980557,5.61182555680689e-13
"701","(03/02/2022_15m_PC_7030split) - (26/05/2022_15m_PC_8020split)",0.3805555556,0.0467348944886795,756,8.14285684740727,5.54455262966178e-12
"702","(03/02/2022_15m_PC_7030split) - (26/05/2022_15m_var_7030split)",0.3111111112,0.0467348944886794,756,6.65693406615821,1.87320140427059e-07
"703","(03/02/2022_15m_PC_7030split) - (26/05/2022_15m_var_8020split)",0.347222222199999,0.0467348944886794,756,7.42961391052476,1.0279806585259e-09
"704","(03/02/2022_15m_PC_7030split) - (26/05/2022_30m_PC_7030split)",0.338888888799999,0.0467348944886793,756,7.25130317523427,3.56526015599803e-09
"705","(03/02/2022_15m_PC_7030split) - (26/05/2022_30m_PC_8020split)",0.330555555699999,0.0467348944886794,756,7.07299244636296,1.20564091392962e-08
"706","(03/02/2022_15m_PC_7030split) - (26/05/2022_30m_var_7030split)",0.366666666599999,0.0467348944886794,756,7.84567228858978,5.1241805008978e-11
"707","(03/02/2022_15m_PC_7030split) - (26/05/2022_30m_var_8020split)",0.338888888899999,0.0467348944886794,756,7.25130317737399,3.5652601033305e-09
"708","(03/02/2022_15m_PC_7030split) - (26/05/2022_50m_PC_7030split)",0.355555555699999,0.0467348944886794,756,7.60792464795498,2.89069773232540e-10
"709","(03/02/2022_15m_PC_7030split) - (26/05/2022_50m_PC_8020split)",0.322222222299999,0.0467348944886794,756,6.89468171107247,3.97433016329722e-08
"710","(03/02/2022_15m_PC_7030split) - (26/05/2022_50m_var_7030split)",0.300000000099999,0.0467348944886794,756,6.41918642124395,8.42951903824146e-07
"711","(03/02/2022_15m_PC_7030split) - (26/05/2022_50m_var_8020split)",0.222222222199999,0.0467348944886794,756,4.75495290256466,0.00828607811117059
"712","(03/02/2022_15m_PC_8020split) - (03/02/2022_15m_var_7030split)",0.0388888890999823,0.0467348944886797,756,0.832116762548851,1
"713","(03/02/2022_15m_PC_8020split) - (03/02/2022_15m_var_8020split)",0.00833333339999104,0.0467348944886794,756,0.178310735290301,1
"714","(03/02/2022_15m_PC_8020split) - (03/02/2022_30m_PC_7030split)",0.233333333399997,0.0467348944886794,756,4.9927005496186,0.00257870063991899
"715","(03/02/2022_15m_PC_8020split) - (03/02/2022_30m_PC_8020split)",0.266666666799999,0.0467348944886792,756,5.70594348650119,5.7903251186497e-05
"716","(03/02/2022_15m_PC_8020split) - (03/02/2022_30m_var_7030split)",0.200000000200005,0.0467348944886794,756,4.27945761701571,0.0737024195619638
"717","(03/02/2022_15m_PC_8020split) - (03/02/2022_30m_var_8020split)",0.1750000001,0.0467348944886794,756,3.74452541328387,0.677892933556694
"718","(03/02/2022_15m_PC_8020split) - (03/05/2022_50m_PC_7030split)",0.244444444500006,0.0467348944886794,756,5.23044819453304,0.000763907886737757
"719","(03/02/2022_15m_PC_8020split) - (03/05/2022_50m_PC_8020split)",0.291666666699996,0.0467348944886793,756,6.24087568595339,2.52576225470639e-06
"720","(03/02/2022_15m_PC_8020split) - (03/05/2022_50m_var_7030split)",0.233333333600003,0.0467348944886794,756,4.99270055389819,0.00257870058458889
"721","(03/02/2022_15m_PC_8020split) - (03/05/2022_50m_var_8020split)",0.258333333400002,0.0467348944886793,756,5.52763275121074,0.00015585183015656
"722","(03/02/2022_15m_PC_8020split) - (05/04/2022_50m_PC_7030split)",-0.127777777899997,0.0467348944886793,756,-2.73409792186327,1
"723","(03/02/2022_15m_PC_8020split) - (05/04/2022_50m_PC_8020split)",-0.0999999998000038,0.0467348944886792,756,-2.13972880208871,1
"724","(03/02/2022_15m_PC_8020split) - (05/04/2022_50m_var_7030split)",-0.205555555400013,0.0467348944886794,756,-4.39833143198397,0.043484128324119
"725","(03/02/2022_15m_PC_8020split) - (05/04/2022_50m_var_8020split)",-0.191666666700002,0.0467348944886793,756,-4.10114687958544,0.15885455062978
"726","(03/02/2022_15m_PC_8020split) - (09/03/2022_15-30m_PC_7030split)",-0.0777777776000085,0.0467348944886796,756,-1.66423351226027,1
"727","(03/02/2022_15m_PC_8020split) - (09/03/2022_15-30m_PC_8020split)",-0.00833333329999231,0.0467348944886792,756,-0.1783107331506,1
"728","(03/02/2022_15m_PC_8020split) - (09/03/2022_15-30m_var_7030split)",-0.149999999900007,0.0467348944886794,756,-3.20959320741254,1
"729","(03/02/2022_15m_PC_8020split) - (09/03/2022_15-30m_var_8020split)",-0.129166666599996,0.0467348944886792,756,-2.76381637346553,1
"730","(03/02/2022_15m_PC_8020split) - (09/03/2022_15m_PC_7030split)",-0.111111111099999,0.0467348944886796,756,-2.37747645128231,1
"731","(03/02/2022_15m_PC_8020split) - (09/03/2022_15m_PC_8020split)",-0.0916666666000053,0.0467348944886794,756,-1.9614180710777,1
"732","(03/02/2022_15m_PC_8020split) - (09/03/2022_15m_var_7030split)",-0.199999999900005,0.0467348944886794,756,-4.27945761059654,0.0737024216370076
"733","(03/02/2022_15m_PC_8020split) - (09/03/2022_15m_var_8020split)",-0.0916666665999984,0.0467348944886793,756,-1.96141807107756,1
"734","(03/02/2022_15m_PC_8020split) - (09/03/2022_30m_PC_7030split)",-0.116666666600002,0.0467348944886794,756,-2.49635027266965,1
"735","(03/02/2022_15m_PC_8020split) - (09/03/2022_30m_PC_8020split)",-0.14999999990001,0.0467348944886795,756,-3.2095932074126,1
"736","(03/02/2022_15m_PC_8020split) - (09/03/2022_30m_var_7030split)",-0.222222222000016,0.0467348944886796,756,-4.75495289828553,0.00828607828156554
"737","(03/02/2022_15m_PC_8020split) - (09/03/2022_30m_var_8020split)",-0.191666666700001,0.0467348944886794,756,-4.10114687958542,0.158854550629796
"738","(03/02/2022_15m_PC_8020split) - (14/02/2022_15-30m_PC_7030split)",0.0861111111999959,0.0467348944886795,756,1.84254425182996,1
"739","(03/02/2022_15m_PC_8020split) - (14/02/2022_15-30m_PC_8020split)",0.170833333499999,0.0467348944886794,756,3.65537004777832,0.957194013016235
"740","(03/02/2022_15m_PC_8020split) - (14/02/2022_15-30m_var_7030split)",0.0472222224000021,0.0467348944886791,756,1.01042749570005,1
"741","(03/02/2022_15m_PC_8020split) - (14/02/2022_15-30m_var_8020split)",0.0625000000999994,0.0467348944886793,756,1.33733050611977,1
"742","(03/02/2022_15m_PC_8020split) - (14/02/2022_15m_PC_7030split)",0.205555555699998,0.0467348944886794,756,4.39833143840284,0.0434841270705145
"743","(03/02/2022_15m_PC_8020split) - (14/02/2022_15m_PC_8020split)",0.2,0.0467348944886794,756,4.27945761273617,0.0737024209453575
"744","(03/02/2022_15m_PC_8020split) - (14/02/2022_15m_var_7030split)",0.0500000000999932,0.0467348944886795,756,1.06986440532362,1
"745","(03/02/2022_15m_PC_8020split) - (14/02/2022_15m_var_8020split)",-0.0166666666999998,0.0467348944886793,756,-0.356621468441252,1
"746","(03/02/2022_15m_PC_8020split) - (14/02/2022_30m_PC_7030split)",0.233333333499999,0.0467348944886787,756,4.99270055175844,0.00257870061225335
"747","(03/02/2022_15m_PC_8020split) - (14/02/2022_30m_PC_8020split)",0.258333333299999,0.0467348944886794,756,5.52763274907094,0.000155851831982942
"748","(03/02/2022_15m_PC_8020split) - (14/02/2022_30m_var_7030split)",0.0333333334000047,0.0467348944886792,756,0.713242936882615,1
"749","(03/02/2022_15m_PC_8020split) - (14/02/2022_30m_var_8020split)",-0.0166666666000018,0.0467348944886793,756,-0.356621466301565,1
"750","(03/02/2022_15m_PC_8020split) - (19/01/2022_15-30m_PC_7030split)",0.216666666799999,0.0467348944886793,756,4.63607908331713,0.0145797638577274
"751","(03/02/2022_15m_PC_8020split) - (19/01/2022_15-30m_PC_8020split)",0.245833333400001,0.0467348944886792,756,5.26016665041471,0.000653879684078687
"752","(03/02/2022_15m_PC_8020split) - (19/01/2022_15-30m_var_7030split)",0.211111111200003,0.0467348944886791,756,4.51720525979023,0.0253366518655429
"753","(03/02/2022_15m_PC_8020split) - (19/01/2022_15-30m_var_8020split)",0.175,0.0467348944886793,756,3.74452541114414,0.677892939227684
"754","(03/02/2022_15m_PC_8020split) - (19/01/2022_15m_PC_7030split)",0.161111111100005,0.046734894488679,756,3.44734085446651,1
"755","(03/02/2022_15m_PC_8020split) - (19/01/2022_15m_PC_8020split)",0.208333333299999,0.0467348944886793,756,4.45776834588692,0.033244362320633
"756","(03/02/2022_15m_PC_8020split) - (19/01/2022_15m_var_7030split)",0.188888889,0.0467348944886792,756,4.04170996996164,0.203912855464249
"757","(03/02/2022_15m_PC_8020split) - (19/01/2022_15m_var_8020split)",0.208333333499998,0.0467348944886793,756,4.45776835016635,0.0332443616741931
"758","(03/02/2022_15m_PC_8020split) - (19/01/2022_30m_PC_7030split)",0.188888888999998,0.0467348944886794,756,4.04170996996157,0.203912855464313
"759","(03/02/2022_15m_PC_8020split) - (19/01/2022_30m_PC_8020split)",0.241666666700001,0.0467348944886793,756,5.17101128276945,0.00104023228333186
"760","(03/02/2022_15m_PC_8020split) - (19/01/2022_30m_var_7030split)",0.1222222223,0.0467348944886792,756,2.61522409833633,1
"761","(03/02/2022_15m_PC_8020split) - (19/01/2022_30m_var_8020split)",0.1666666667,0.0467348944886793,756,3.56621467799337,1
"762","(03/02/2022_15m_PC_8020split) - (19/04/2022_50m_PC_7030split)",-0.0388888888999959,0.0467348944886792,756,-0.832116758269694,1
"763","(03/02/2022_15m_PC_8020split) - (19/04/2022_50m_PC_8020split)",0.0250000000000006,0.0467348944886793,756,0.534932201592033,1
"764","(03/02/2022_15m_PC_8020split) - (19/04/2022_50m_var_7030split)",-0.122222222099997,0.0467348944886792,756,-2.61522409405681,1
"765","(03/02/2022_15m_PC_8020split) - (19/04/2022_50m_var_8020split)",-0.0916666666000003,0.0467348944886793,756,-1.96141807107759,1
"766","(03/02/2022_15m_PC_8020split) - (22/03/2022_50m_PC_7030split)",-0.238888888699999,0.0467348944886793,756,-5.11157436672647,0.00141217446601882
"767","(03/02/2022_15m_PC_8020split) - (22/03/2022_50m_PC_8020split)",-0.308333333299999,0.0467348944886793,756,-6.59749715225498,2.74020052597577e-07
"768","(03/02/2022_15m_PC_8020split) - (22/03/2022_50m_var_7030split)",-0.277777777500002,0.0467348944886793,756,-5.94369112285658,1.48274566544674e-05
"769","(03/02/2022_15m_PC_8020split) - (22/03/2022_50m_var_8020split)",-0.3083333334,0.0467348944886793,756,-6.59749715439473,2.74020048859471e-07
"770","(03/02/2022_15m_PC_8020split) - (26/05/2022_15-30-50m_PC_7030split)",0.378316498300003,0.0467348944886792,756,8.09494709336818,7.97137055470825e-12
"771","(03/02/2022_15m_PC_8020split) - (26/05/2022_15-30-50m_PC_8020split)",0.402777777899999,0.0467348944886793,756,8.61835213937553,1.37575971428614e-13
"772","(03/02/2022_15m_PC_8020split) - (26/05/2022_15-30-50m_var_7030split)",0.323434343399999,0.0467348944886794,756,6.92061781541723,3.34660376721243e-08
"773","(03/02/2022_15m_PC_8020split) - (26/05/2022_15-30-50m_var_8020split)",0.341666666499999,0.0467348944886793,756,7.31074008485805,2.36194990516366e-09
"774","(03/02/2022_15m_PC_8020split) - (26/05/2022_15m_PC_7030split)",0.455555555399998,0.0467348944886792,756,9.74765344790389,1.09931220495095e-17
"775","(03/02/2022_15m_PC_8020split) - (26/05/2022_15m_PC_8020split)",0.4416666667,0.0467348944886794,756,9.45046889550559,1.43588533497627e-16
"776","(03/02/2022_15m_PC_8020split) - (26/05/2022_15m_var_7030split)",0.3722222223,0.0467348944886793,756,7.96454611425653,2.1224373682566e-11
"777","(03/02/2022_15m_PC_8020split) - (26/05/2022_15m_var_8020split)",0.408333333299999,0.0467348944886793,756,8.73722595862307,5.31939886990558e-14
"778","(03/02/2022_15m_PC_8020split) - (26/05/2022_30m_PC_7030split)",0.399999999899999,0.0467348944886792,756,8.55891522333259,2.20391691604913e-13
"779","(03/02/2022_15m_PC_8020split) - (26/05/2022_30m_PC_8020split)",0.391666666799999,0.0467348944886793,756,8.38060449446128,8.91973462238485e-13
"780","(03/02/2022_15m_PC_8020split) - (26/05/2022_30m_var_7030split)",0.427777777699999,0.0467348944886793,756,9.1532843366881,1.76401769963281e-15
"781","(03/02/2022_15m_PC_8020split) - (26/05/2022_30m_var_8020split)",0.399999999999999,0.0467348944886793,756,8.55891522547231,2.20391687876467e-13
"782","(03/02/2022_15m_PC_8020split) - (26/05/2022_50m_PC_7030split)",0.416666666799999,0.0467348944886793,756,8.9155366960533,1.25449911675681e-14
"783","(03/02/2022_15m_PC_8020split) - (26/05/2022_50m_PC_8020split)",0.383333333399999,0.0467348944886793,756,8.20229375917078,3.52547598862237e-12
"784","(03/02/2022_15m_PC_8020split) - (26/05/2022_50m_var_7030split)",0.361111111199999,0.0467348944886793,756,7.72679846934226,1.22374539384066e-10
"785","(03/02/2022_15m_PC_8020split) - (26/05/2022_50m_var_8020split)",0.283333333299999,0.0467348944886793,756,6.06256495066297,7.36991377322685e-06
"786","(03/02/2022_15m_var_7030split) - (03/02/2022_15m_var_8020split)",-0.0305555556999912,0.0467348944886799,756,-0.653806027258549,1
"787","(03/02/2022_15m_var_7030split) - (03/02/2022_30m_PC_7030split)",0.194444444300015,0.0467348944886799,756,4.16058378706971,0.12336445027288
"788","(03/02/2022_15m_var_7030split) - (03/02/2022_30m_PC_8020split)",0.227777777700017,0.0467348944886796,756,4.87382672395228,0.00465114979956606
"789","(03/02/2022_15m_var_7030split) - (03/02/2022_30m_var_7030split)",0.161111111100022,0.0467348944886798,756,3.44734085446682,1
"790","(03/02/2022_15m_var_7030split) - (03/02/2022_30m_var_8020split)",0.136111111000018,0.0467348944886798,756,2.91240865073498,1
"791","(03/02/2022_15m_var_7030split) - (03/05/2022_50m_PC_7030split)",0.205555555400023,0.0467348944886799,756,4.39833143198414,0.0434841283240847
"792","(03/02/2022_15m_var_7030split) - (03/05/2022_50m_PC_8020split)",0.252777777600014,0.0467348944886798,756,5.40875892340448,0.000297036484204892
"793","(03/02/2022_15m_var_7030split) - (03/05/2022_50m_var_7030split)",0.194444444500021,0.0467348944886799,756,4.16058379134929,0.123364448013027
"794","(03/02/2022_15m_var_7030split) - (03/05/2022_50m_var_8020split)",0.21944444430002,0.0467348944886798,756,4.69551598866184,0.0110083990065451
"795","(03/02/2022_15m_var_7030split) - (05/04/2022_50m_PC_7030split)",-0.16666666699998,0.0467348944886798,756,-3.5662146844121,1
"796","(03/02/2022_15m_var_7030split) - (05/04/2022_50m_PC_8020split)",-0.138888888899986,0.0467348944886796,756,-2.97184556463754,1
"797","(03/02/2022_15m_var_7030split) - (05/04/2022_50m_var_7030split)",-0.244444444499995,0.0467348944886799,756,-5.23044819453277,0.000763907886738827
"798","(03/02/2022_15m_var_7030split) - (05/04/2022_50m_var_8020split)",-0.230555555799984,0.0467348944886798,756,-4.93326364213425,0.00346857333612321
"799","(03/02/2022_15m_var_7030split) - (09/03/2022_15-30m_PC_7030split)",-0.116666666699991,0.0467348944886801,756,-2.4963502748091,1
"800","(03/02/2022_15m_var_7030split) - (09/03/2022_15-30m_PC_8020split)",-0.0472222223999746,0.0467348944886797,756,-1.01042749569945,1
"801","(03/02/2022_15m_var_7030split) - (09/03/2022_15-30m_var_7030split)",-0.188888888999989,0.0467348944886799,756,-4.04170996996135,0.203912855464494
"802","(03/02/2022_15m_var_7030split) - (09/03/2022_15-30m_var_8020split)",-0.168055555699978,0.0467348944886797,756,-3.59593313601435,1
"803","(03/02/2022_15m_var_7030split) - (09/03/2022_15m_PC_7030split)",-0.150000000199981,0.04673489448868,756,-3.20959321383113,1
"804","(03/02/2022_15m_var_7030split) - (09/03/2022_15m_PC_8020split)",-0.130555555699988,0.0467348944886798,756,-2.79353483362653,1
"805","(03/02/2022_15m_var_7030split) - (09/03/2022_15m_var_7030split)",-0.238888888999987,0.0467348944886798,756,-5.11157437314535,0.00141217441963332
"806","(03/02/2022_15m_var_7030split) - (09/03/2022_15m_var_8020split)",-0.130555555699981,0.0467348944886797,756,-2.79353483362639,1
"807","(03/02/2022_15m_var_7030split) - (09/03/2022_30m_PC_7030split)",-0.155555555699984,0.0467348944886797,756,-3.32846703521849,1
"808","(03/02/2022_15m_var_7030split) - (09/03/2022_30m_PC_8020split)",-0.188888888999993,0.04673489448868,756,-4.04170996996141,0.203912855464447
"809","(03/02/2022_15m_var_7030split) - (09/03/2022_30m_var_7030split)",-0.261111111099998,0.0467348944886801,756,-5.58706966083433,0.000112379681731913
"810","(03/02/2022_15m_var_7030split) - (09/03/2022_30m_var_8020split)",-0.230555555799983,0.0467348944886798,756,-4.93326364213423,0.00346857333612365
"811","(03/02/2022_15m_var_7030split) - (14/02/2022_15-30m_PC_7030split)",0.0472222221000136,0.0467348944886799,756,1.01042748928109,1
"812","(03/02/2022_15m_var_7030split) - (14/02/2022_15-30m_PC_8020split)",0.131944444400016,0.0467348944886798,756,2.82325328522944,1
"813","(03/02/2022_15m_var_7030split) - (14/02/2022_15-30m_var_7030split)",0.00833333330001979,0.0467348944886796,756,0.178310733151186,1
"814","(03/02/2022_15m_var_7030split) - (14/02/2022_15-30m_var_8020split)",0.0236111110000171,0.0467348944886797,756,0.505213743570904,1
"815","(03/02/2022_15m_var_7030split) - (14/02/2022_15m_PC_7030split)",0.166666666600016,0.0467348944886798,756,3.56621467585395,1
"816","(03/02/2022_15m_var_7030split) - (14/02/2022_15m_PC_8020split)",0.161111110900018,0.0467348944886798,756,3.44734085018728,1
"817","(03/02/2022_15m_var_7030split) - (14/02/2022_15m_var_7030split)",0.0111111110000109,0.04673489448868,756,0.237747642774762,1
"818","(03/02/2022_15m_var_7030split) - (14/02/2022_15m_var_8020split)",-0.0555555557999821,0.0467348944886797,756,-1.1887382309901,1
"819","(03/02/2022_15m_var_7030split) - (14/02/2022_30m_PC_7030split)",0.194444444400016,0.0467348944886796,756,4.16058378920949,0.123364449142958
"820","(03/02/2022_15m_var_7030split) - (14/02/2022_30m_PC_8020split)",0.219444444200017,0.0467348944886799,756,4.69551598652204,0.0110083991185158
"821","(03/02/2022_15m_var_7030split) - (14/02/2022_30m_var_7030split)",-0.00555555569997762,0.0467348944886796,756,-0.118873825666244,1
"822","(03/02/2022_15m_var_7030split) - (14/02/2022_30m_var_8020split)",-0.055555555699984,0.0467348944886798,756,-1.18873822885041,1
"823","(03/02/2022_15m_var_7030split) - (19/01/2022_15-30m_PC_7030split)",0.177777777700017,0.0467348944886797,756,3.80396232076824,0.536482324343287
"824","(03/02/2022_15m_var_7030split) - (19/01/2022_15-30m_PC_8020split)",0.206944444300019,0.0467348944886797,756,4.42804988786581,0.0380359262178541
"825","(03/02/2022_15m_var_7030split) - (19/01/2022_15-30m_var_7030split)",0.17222222210002,0.0467348944886795,756,3.68508849724133,0.853879178883206
"826","(03/02/2022_15m_var_7030split) - (19/01/2022_15-30m_var_8020split)",0.136111110900018,0.0467348944886797,756,2.91240864859525,1
"827","(03/02/2022_15m_var_7030split) - (19/01/2022_15m_PC_7030split)",0.122222222000023,0.0467348944886795,756,2.61522409191762,1
"828","(03/02/2022_15m_var_7030split) - (19/01/2022_15m_PC_8020split)",0.169444444200017,0.0467348944886797,756,3.62565158333802,1
"829","(03/02/2022_15m_var_7030split) - (19/01/2022_15m_var_7030split)",0.149999999900018,0.0467348944886797,756,3.20959320741275,1
"830","(03/02/2022_15m_var_7030split) - (19/01/2022_15m_var_8020split)",0.169444444400016,0.0467348944886798,756,3.62565158761746,1
"831","(03/02/2022_15m_var_7030split) - (19/01/2022_30m_PC_7030split)",0.149999999900015,0.0467348944886799,756,3.20959320741268,1
"832","(03/02/2022_15m_var_7030split) - (19/01/2022_30m_PC_8020split)",0.202777777600018,0.0467348944886798,756,4.33889452022055,0.0567003673128712
"833","(03/02/2022_15m_var_7030split) - (19/01/2022_30m_var_7030split)",0.0833333332000175,0.0467348944886797,756,1.78310733578746,1
"834","(03/02/2022_15m_var_7030split) - (19/01/2022_30m_var_8020split)",0.127777777600018,0.0467348944886798,756,2.73409791544449,1
"835","(03/02/2022_15m_var_7030split) - (19/04/2022_50m_PC_7030split)",-0.0777777779999782,0.0467348944886797,756,-1.66423352081854,1
"836","(03/02/2022_15m_var_7030split) - (19/04/2022_50m_PC_8020split)",-0.0138888890999817,0.0467348944886797,756,-0.297184560956822,1
"837","(03/02/2022_15m_var_7030split) - (19/04/2022_50m_var_7030split)",-0.161111111199979,0.0467348944886797,756,-3.44734085660563,1
"838","(03/02/2022_15m_var_7030split) - (19/04/2022_50m_var_8020split)",-0.130555555699983,0.0467348944886798,756,-2.79353483362642,1
"839","(03/02/2022_15m_var_7030split) - (22/03/2022_50m_PC_7030split)",-0.277777777799982,0.0467348944886798,756,-5.94369112927527,1.48274560995438e-05
"840","(03/02/2022_15m_var_7030split) - (22/03/2022_50m_PC_8020split)",-0.347222222399981,0.0467348944886797,756,-7.42961391480377,1.02798062753671e-09
"841","(03/02/2022_15m_var_7030split) - (22/03/2022_50m_var_7030split)",-0.316666666599985,0.0467348944886798,756,-6.77580788540537,8.67806648171124e-08
"842","(03/02/2022_15m_var_7030split) - (22/03/2022_50m_var_8020split)",-0.347222222499982,0.0467348944886797,756,-7.42961391694352,1.02798061204032e-09
