"","mtry","date","alt","PC","OOB","X35","X70","X140","X280","X560","Accuracy_test","AccuracyPValue_test","Kappa_test","split"
"75",1,"03/02/2022","15m",3,0.5,0.555555556,0.875,0.5,0.625,0,0.555555556,0.002146917,0.441860465,"7030split"
"76",1,"03/02/2022","15m",3,0.452380952,0.571428571,0.625,0.625,0.4,0.111111111,0.5,0.037600683,0.372093023,"7030split"
"77",1,"14/02/2022","15m",3,0.761904762,0.777777778,0.8,0.875,0.666666667,0.666666667,0.611111111,0.014433622,0.498007968,"7030split"
"78",1,"14/02/2022","15m",3,0.547619048,1,0.6,0.777777778,0.428571429,0.1,0.5,0.107602386,0.413043478,"7030split"
"79",1,"14/02/2022","15m",3,0.523809524,0.857142857,1,0.333333333,0.428571429,0.222222222,0.333333333,0.382487831,0.18490566,"7030split"
"80",1,"14/02/2022","15m",3,0.619047619,1,0.666666667,0.857142857,0.555555556,0.2,0.555555556,0.01200716,0.439688716,"7030split"
"81",1,"14/02/2022","15m",3,0.380952381,0.375,1,0.428571429,0.3,0.166666667,0.111111111,0.998240087,-0.161290323,"7030split"
"82",1,"14/02/2022","15m",3,0.571428571,0.666666667,0.555555556,0.875,0.571428571,0.222222222,0.388888889,0.210733886,0.223529412,"7030split"
"83",1,"14/02/2022","15m",3,0.452380952,0.333333333,0.75,0.666666667,0.375,0.181818182,0.222222222,0.898334917,0.019455253,"7030split"
"84",1,"14/02/2022","15m",3,0.5,0.5,0.714285714,0.75,0.454545455,0.2,0.333333333,0.587757394,0.175572519,"7030split"
"85",1,"14/02/2022","15m",3,0.595238095,0.75,0.833333333,0.875,0.6,0.1,0.277777778,0.768927616,0.071428571,"7030split"
"86",1,"14/02/2022","15m",3,0.523809524,1,0.454545455,0.6,0.571428571,0.125,0.444444444,0.223260162,0.320754717,"7030split"
"87",1,"09/03/2022","15m",3,0.380952381,1,0.333333333,0.222222222,0.428571429,0.1,0.666666667,0.000669739,0.595505618,"7030split"
"88",1,"09/03/2022","15m",3,0.452380952,0.222222222,0.857142857,0.272727273,0.75,0.285714286,0.666666667,0.000669739,0.57480315,"7030split"
"89",1,"26/05/2022","15m",3,0.928571429,0.875,0.888888889,0.875,1,1,0.111111111,0.933354633,-0.099236641,"7030split"
"90",1,"26/05/2022","15m",3,0.928571429,0.833333333,1,0.9,0.9,1,0.111111111,0.993233605,-0.082706767,"7030split"
"91",1,"26/05/2022","15m",3,0.833333333,0.777777778,1,0.625,0.875,0.888888889,0.166666667,0.797849766,-0.02661597,"7030split"
"92",1,"26/05/2022","15m",3,0.857142857,0.75,0.9,0.857142857,0.9,0.857142857,0.166666667,0.912667724,0.025270758,"7030split"
"93",1,"26/05/2022","15m",3,0.904761905,0.777777778,1,1,0.8,1,0.166666667,0.967352145,-0.007462687,"7030split"
"94",1,"26/05/2022","15m",3,0.952380952,1,1,0.818181818,1,1,0.111111111,0.993233605,-0.074626866,"7030split"
"95",1,"26/05/2022","15m",3,0.833333333,0.8,1,0.666666667,1,0.714285714,0.055555556,0.997141914,-0.181467181,"7030split"
"96",1,"26/05/2022","15m",3,0.857142857,0.625,1,0.777777778,0.888888889,1,0.055555556,0.999323361,-0.100719424,"7030split"
"97",1,"26/05/2022","15m",3,0.833333333,0.666666667,1,0.7,0.875,1,0.166666667,0.967352145,0.010989011,"7030split"
"98",1,"26/05/2022","15m",3,0.904761905,1,0.777777778,0.9,0.857142857,1,0.166666667,0.912667724,-0.003717472,"7030split"
"99",1,"14/02/2022","30m",3,0.642857143,0.857142857,0.875,1,0.75,0,0.333333333,0.382487831,0.159533074,"7030split"
"100",1,"14/02/2022","30m",3,0.642857143,1,0.8,1,0.833333333,0,0.222222222,0.898334917,-0.003984064,"7030split"
"101",1,"14/02/2022","30m",3,0.571428571,1,0.75,0.416666667,0.5,0.333333333,0.333333333,0.587757394,0.187969925,"7030split"
"102",1,"14/02/2022","30m",3,0.714285714,1,0.8,0.8,0.5,0.428571429,0.333333333,0.382487831,0.194029851,"7030split"
"103",1,"14/02/2022","30m",3,0.595238095,0.444444444,1,0.777777778,0.5,0.142857143,0.555555556,0.01200716,0.439688716,"7030split"
"104",1,"14/02/2022","30m",3,0.547619048,0.571428571,0.875,0.777777778,0.272727273,0.285714286,0.166666667,0.912667724,0,"7030split"
"105",1,"14/02/2022","30m",3,0.595238095,0.625,1,1,0.444444444,0.1,0.333333333,0.382487831,0.166023166,"7030split"
"106",1,"14/02/2022","30m",3,0.571428571,1,0.7,0.714285714,0.5,0,0.388888889,0.210733886,0.217391304,"7030split"
"107",1,"26/05/2022","30m",3,0.904761905,0.636363636,1,1,1,1,0.277777778,0.588592566,0.056451613,"7030split"
"108",1,"26/05/2022","30m",3,0.738095238,0.5,0.75,0.7,0.875,0.875,0.166666667,0.797849766,-0.038461538,"7030split"
"109",1,"26/05/2022","30m",3,0.857142857,0.75,1,0.888888889,0.75,0.888888889,0.166666667,0.797849766,-0.030534351,"7030split"
"110",1,"26/05/2022","30m",3,0.738095238,0.333333333,0.833333333,1,0.75,0.818181818,0.055555556,0.999323361,-0.092857143,"7030split"
"111",1,"26/05/2022","30m",3,0.833333333,0.444444444,1,0.777777778,1,1,0.277777778,0.768927616,0.139705882,"7030split"
"112",1,"26/05/2022","30m",3,0.857142857,0.666666667,1,0.666666667,1,1,0.111111111,0.993233605,-0.078651685,"7030split"
"113",1,"26/05/2022","30m",3,0.904761905,0.777777778,1,0.875,0.857142857,1,0.222222222,0.779975533,0.041825095,"7030split"
"114",1,"26/05/2022","30m",3,0.785714286,0.875,0.875,0.7,0.625,0.875,0.222222222,0.59136616,0.045454545,"7030split"
"115",1,"26/05/2022","30m",3,0.80952381,0.625,1,1,0.636363636,0.875,0.166666667,0.989484901,0.035714286,"7030split"
"116",1,"26/05/2022","30m",3,0.880952381,0.875,1,0.555555556,1,1,0.166666667,0.967352145,0.02173913,"7030split"
"117",1,"22/03/2022","50m",3,0.19047619,0.428571429,0.125,0.333333333,0,0.1,0.888888889,1.05e-07,0.858267717,"7030split"
"118",1,"22/03/2022","50m",3,0.214285714,0.1,0.571428571,0.111111111,0.285714286,0.111111111,0.777777778,1.51e-05,0.719844358,"7030split"
"119",1,"22/03/2022","50m",3,0.166666667,0.142857143,0.142857143,0.111111111,0.090909091,0.375,0.722222222,0.000113749,0.652509653,"7030split"
"120",1,"22/03/2022","50m",3,0.19047619,0.090909091,0,0.5,0.25,0.222222222,0.944444444,9.55e-08,0.927125506,"7030split"
"121",1,"05/04/2022","50m",3,0.30952381,0,0.222222222,0.222222222,0.714285714,0.5,0.555555556,0.01200716,0.444015444,"7030split"
"122",1,"05/04/2022","50m",3,0.404761905,0,0.222222222,0.4,0.75,0.636363636,0.722222222,0.004318064,0.625,"7030split"
"123",1,"05/04/2022","50m",3,0.357142857,0,0.125,0.166666667,0.8,0.5,0.777777778,0.000144899,0.702479339,"7030split"
"124",1,"05/04/2022","50m",3,0.261904762,0,0,0,0.625,0.75,0.666666667,0.000669739,0.57312253,"7030split"
"125",1,"19/04/2022","50m",3,0.30952381,0.1,0.2,0.428571429,0.5,0.428571429,0.555555556,0.01200716,0.419354839,"7030split"
"126",1,"19/04/2022","50m",3,0.547619048,0.111111111,0.5,0.428571429,0.888888889,0.777777778,0.722222222,0.000113749,0.653846154,"7030split"
"127",1,"19/04/2022","50m",3,0.357142857,0.125,0.222222222,0.375,0.444444444,0.625,0.666666667,6.83e-05,0.584615385,"7030split"
"128",1,"19/04/2022","50m",3,0.523809524,0,0.833333333,0.571428571,0.777777778,0.6,0.722222222,0.000852596,0.642857143,"7030split"
"129",1,"19/04/2022","50m",3,0.333333333,0.111111111,0.333333333,0.2,0.555555556,0.5,0.444444444,0.223260162,0.340659341,"7030split"
"130",1,"19/04/2022","50m",3,0.5,0.111111111,0.571428571,0.285714286,0.727272727,0.75,0.666666667,0.000669739,0.586206897,"7030split"
"131",1,"19/04/2022","50m",3,0.476190476,0.125,0.333333333,1,0.857142857,0.272727273,0.611111111,0.003147863,0.529850746,"7030split"
"132",1,"19/04/2022","50m",3,0.428571429,0.111111111,0.111111111,0.571428571,0.6,0.857142857,0.555555556,0.01200716,0.466666667,"7030split"
"133",1,"19/04/2022","50m",3,0.428571429,0.1,0.5,0.333333333,0.875,0.444444444,0.722222222,0.000852596,0.6484375,"7030split"
"134",1,"19/04/2022","50m",3,0.452380952,0.111111111,0.333333333,0.3,0.857142857,0.857142857,0.555555556,0.01200716,0.4375,"7030split"
"135",1,"03/05/2022","50m",3,0.523809524,0.222222222,0.666666667,0.75,0.333333333,0.714285714,0.388888889,0.210733886,0.23255814,"7030split"
"136",1,"03/05/2022","50m",3,0.642857143,0.75,0.6,0.571428571,0.777777778,0.5,0.444444444,0.097489527,0.325842697,"7030split"
"137",1,"03/05/2022","50m",3,0.666666667,0.5,1,0.875,0.272727273,0.875,0.277777778,0.588592566,0.103448276,"7030split"
"138",1,"03/05/2022","50m",3,0.714285714,0.428571429,0.875,0.75,0.857142857,0.666666667,0.388888889,0.210733886,0.26119403,"7030split"
"139",1,"03/05/2022","50m",3,0.571428571,0.125,0.375,0.8,0.666666667,0.8,0.333333333,0.587757394,0.175572519,"7030split"
"140",1,"03/05/2022","50m",3,0.666666667,0.375,0.666666667,0.777777778,0.857142857,0.666666667,0.277777778,0.588592566,0.11026616,"7030split"
"141",1,"03/05/2022","50m",3,0.547619048,0.333333333,0.714285714,0.6,0.571428571,0.555555556,0.5,0.037600683,0.362204724,"7030split"
"142",1,"03/05/2022","50m",3,0.595238095,0.142857143,1,0.857142857,0.333333333,0.777777778,0.277777778,0.588592566,0.103448276,"7030split"
"143",1,"03/05/2022","50m",3,0.666666667,0.444444444,0.666666667,0.777777778,0.5,1,0.333333333,0.382487831,0.181818182,"7030split"
"144",1,"03/05/2022","50m",3,0.523809524,0.375,0.727272727,0.5,0.4,0.555555556,0.166666667,0.99711994,-0.003717472,"7030split"
"145",1,"26/05/2022","50m",3,0.904761905,0.666666667,0.916666667,0.833333333,1,1,0.111111111,0.993233605,0.01369863,"7030split"
"146",1,"26/05/2022","50m",3,0.80952381,0.555555556,0.857142857,0.777777778,0.833333333,1,0.222222222,0.898334917,0.059701493,"7030split"
"147",1,"26/05/2022","50m",3,0.761904762,0.333333333,0.857142857,0.7,1,1,0,1,-0.24137931,"7030split"
"148",1,"26/05/2022","50m",3,0.714285714,0.428571429,0.9,0.545454545,0.875,0.833333333,0.333333333,0.587757394,0.15625,"7030split"
"149",1,"26/05/2022","50m",3,0.80952381,0.555555556,1,0.777777778,0.75,1,0.222222222,0.779975533,0.030769231,"7030split"
"150",1,"26/05/2022","50m",3,0.80952381,0.375,0.875,1,0.9,0.9,0.388888889,0.391489654,0.18852459,"7030split"
"151",1,"26/05/2022","50m",3,0.738095238,0.444444444,0.75,0.7,0.888888889,1,0,1,-0.218045113,"7030split"
"152",1,"26/05/2022","50m",3,0.69047619,0.333333333,1,0.545454545,0.8,1,0.055555556,0.999974585,-0.077464789,"7030split"
"153",1,"26/05/2022","50m",3,0.785714286,0.5,0.7,0.8,1,0.9,0.111111111,0.993233605,-0.043478261,"7030split"
"154",1,"26/05/2022","50m",3,0.785714286,1,0.454545455,0.777777778,0.9,1,0.222222222,0.98650164,0.073529412,"7030split"
"155",2,"26/05/2022","15-30-50m",4,0.768,0.590909091,0.88,0.714285714,0.769230769,0.875,0.236363636,0.671267995,0.045454545,"7030split"
"156",2,"19/01/2022","15-30m",4,0.69047619,0.684210526,0.842105263,0.666666667,0.666666667,0.538461538,0.472222222,0.026221022,0.341040462,"7030split"
"157",2,"19/01/2022","15-30m",4,0.619047619,0.625,0.8125,0.571428571,0.764705882,0.380952381,0.333333333,0.282139574,0.15625,"7030split"
"158",2,"19/01/2022","15-30m",4,0.678571429,0.785714286,0.875,0.65,0.722222222,0.375,0.305555556,0.415853741,0.132947977,"7030split"
"159",2,"19/01/2022","15-30m",4,0.714285714,0.692307692,0.75,0.866666667,0.619047619,0.666666667,0.361111111,0.288224629,0.229050279,"7030split"
"160",2,"19/01/2022","15-30m",4,0.642857143,0.692307692,0.705882353,0.75,0.764705882,0.294117647,0.388888889,0.181664317,0.242829828,"7030split"
"161",2,"19/01/2022","15-30m",4,0.642857143,0.823529412,0.733333333,0.473684211,0.928571429,0.368421053,0.333333333,0.282139574,0.181042654,"7030split"
"162",2,"19/01/2022","15-30m",4,0.535714286,0.8,0.578947368,0.571428571,0.470588235,0.166666667,0.361111111,0.422462525,0.2,"7030split"
"163",2,"19/01/2022","15-30m",4,0.654761905,0.523809524,0.823529412,0.666666667,0.75,0.533333333,0.361111111,0.092207144,0.197674419,"7030split"
"164",2,"19/01/2022","15-30m",4,0.726190476,0.647058824,1,0.8,0.7,0.529411765,0.416666667,0.020913036,0.279313632,"7030split"
"165",2,"19/01/2022","15-30m",4,0.678571429,0.928571429,0.684210526,0.666666667,0.647058824,0.5,0.333333333,0.282139574,0.178707224,"7030split"
"166",2,"03/02/2022","15-30m",4,0.595238095,0.722222222,0.846153846,0.473684211,0.705882353,0.294117647,0.388888889,0.181664317,0.24643197,"7030split"
"167",2,"03/02/2022","15-30m",4,0.595238095,0.882352941,0.777777778,0.666666667,0.5,0.166666667,0.277777778,0.411681527,0.103448276,"7030split"
"168",2,"03/02/2022","15-30m",4,0.714285714,0.928571429,0.894736842,0.722222222,0.55,0.461538462,0.361111111,0.288224629,0.206896552,"7030split"
"169",2,"03/02/2022","15-30m",4,0.619047619,0.944444444,0.722222222,0.588235294,0.615384615,0.222222222,0.25,0.815946434,0.086466165,"7030split"
"170",2,"14/02/2022","15-30m",4,0.392857143,0.4375,0.615384615,0.444444444,0.352941176,0.2,0.444444444,0.054927774,0.313632031,"7030split"
"171",2,"14/02/2022","15-30m",4,0.476190476,0.25,0.866666667,0.578947368,0.4375,0.277777778,0.472222222,0.003183958,0.339130435,"7030split"
"172",2,"14/02/2022","15-30m",4,0.488095238,0.5,0.764705882,0.444444444,0.461538462,0.277777778,0.472222222,0.026221022,0.342939481,"7030split"
"173",2,"14/02/2022","15-30m",4,0.607142857,0.833333333,0.823529412,0.6,0.75,0.157894737,0.527777778,0.012499262,0.40234375,"7030split"
"174",2,"14/02/2022","15-30m",4,0.535714286,0.473684211,0.8,0.6875,0.5625,0.222222222,0.388888889,0.046140182,0.239923225,"7030split"
"175",2,"14/02/2022","15-30m",4,0.607142857,0.526315789,0.631578947,0.928571429,0.625,0.375,0.638888889,6.76e-06,0.552581262,"7030split"
"176",2,"19/01/2022","15m",4,0.547619048,0.444444444,0.833333333,0.4,0.7,0.428571429,0.333333333,0.587757394,0.118367347,"7030split"
"177",2,"19/01/2022","15m",4,0.595238095,0.545454545,1,0.5,0.666666667,0.166666667,0.333333333,0.587757394,0.181818182,"7030split"
"178",2,"19/01/2022","15m",4,0.571428571,0.714285714,0.7,0.666666667,0.333333333,0.428571429,0.555555556,0.01200716,0.450381679,"7030split"
"179",2,"19/01/2022","15m",4,0.5,0.714285714,0.333333333,0.714285714,0.4,0.5,0.555555556,0.043348066,0.428571429,"7030split"
"180",2,"19/01/2022","15m",4,0.666666667,0.75,1,0.555555556,0.75,0.4,0.555555556,0.01200716,0.4375,"7030split"
"181",2,"19/01/2022","15m",4,0.666666667,0.6,0.5,1,0.9,0.333333333,0.333333333,0.587757394,0.2,"7030split"
"182",2,"19/01/2022","15m",4,0.428571429,0.625,0.625,0.375,0.375,0.2,0.388888889,0.083585048,0.2265625,"7030split"
"183",2,"19/01/2022","15m",4,0.404761905,1,0.222222222,0.333333333,0.4,0.333333333,0.277777778,0.888860559,0.106870229,"7030split"
"184",2,"19/01/2022","15m",4,0.523809524,0.5,0.545454545,0.833333333,0.444444444,0.375,0.388888889,0.391489654,0.220472441,"7030split"
"185",2,"19/01/2022","30m",4,0.642857143,0.75,0.666666667,0.75,0.75,0.333333333,0.333333333,0.193147777,0.159533074,"7030split"
"186",2,"19/01/2022","30m",4,0.523809524,0.545454545,0.571428571,0.5,0.714285714,0.333333333,0.388888889,0.210733886,0.258426966,"7030split"
"187",2,"19/01/2022","30m",4,0.666666667,0.5,0.875,0.625,0.7,0.666666667,0.555555556,0.043348066,0.446153846,"7030split"
"188",2,"19/01/2022","30m",4,0.69047619,0.625,1,0.7,0.777777778,0.375,0.5,0.037600683,0.390977444,"7030split"
"189",2,"19/01/2022","30m",4,0.738095238,0.75,0.8,0.75,1,0.444444444,0.388888889,0.210733886,0.258426966,"7030split"
"190",2,"19/01/2022","30m",4,0.714285714,0.857142857,0.9,0.5,0.75,0.6,0.444444444,0.398260124,0.320754717,"7030split"
"191",2,"19/01/2022","30m",4,0.785714286,0.9,0.9,0.875,1,0.25,0.5,0.107602386,0.357142857,"7030split"
"192",2,"19/01/2022","30m",4,0.595238095,0.545454545,1,0.857142857,0.666666667,0.272727273,0.222222222,0.98650164,0.076923077,"7030split"
"193",2,"19/01/2022","30m",4,0.619047619,0.5,1,0.6,0.454545455,0.75,0.388888889,0.588304705,0.25,"7030split"
"194",2,"19/01/2022","30m",4,0.619047619,0.7,1,0.25,1,0.363636364,0.222222222,0.898334917,0.011764706,"7030split"
"195",2,"03/02/2022","30m",4,0.714285714,0.888888889,0.888888889,0.6,1,0.25,0.333333333,0.587757394,0.197026022,"7030split"
"196",2,"03/02/2022","30m",4,0.619047619,0.625,0.888888889,0.666666667,0.444444444,0.428571429,0.388888889,0.210733886,0.24137931,"7030split"
"197",2,"03/02/2022","30m",4,0.666666667,1,0.666666667,0.777777778,0.857142857,0.2,0.277777778,0.588592566,0.103448276,"7030split"
"198",2,"03/02/2022","30m",4,0.69047619,0.75,0.666666667,1,1,0.111111111,0.5,0.008839628,0.374517375,"7030split"
"199",2,"03/02/2022","30m",4,0.642857143,0.636363636,0.888888889,0.714285714,0.555555556,0.333333333,0.333333333,0.587757394,0.129032258,"7030split"
"200",2,"03/02/2022","30m",4,0.619047619,1,0.5,0.888888889,0.571428571,0.222222222,0.277777778,0.588592566,0.11026616,"7030split"
"201",2,"03/02/2022","30m",4,0.666666667,0.555555556,0.8,0.666666667,0.75,0.5,0.444444444,0.223260162,0.294117647,"7030split"
"202",2,"03/02/2022","30m",4,0.547619048,0.6,1,0.5,0.5,0.25,0.388888889,0.391489654,0.255639098,"7030split"
"203",2,"03/02/2022","30m",4,0.69047619,0.857142857,0.7,1,0.857142857,0.2,0.277777778,0.588592566,0.133333333,"7030split"
"204",2,"03/02/2022","30m",4,0.666666667,0.666666667,0.75,0.545454545,0.875,0.555555556,0.277777778,0.768927616,0.11026616,"7030split"
"205",2,"05/04/2022","50m",4,0.214285714,0,0.125,0,0.666666667,0.444444444,0.666666667,0.003919279,0.568,"7030split"
"206",2,"05/04/2022","50m",4,0.357142857,0,0.111111111,0.222222222,0.666666667,0.75,0.777777778,1.51e-05,0.71875,"7030split"
"207",2,"05/04/2022","50m",4,0.30952381,0,0.125,0.111111111,0.6,0.833333333,0.777777778,0.000144899,0.729323308,"7030split"
"208",2,"05/04/2022","50m",4,0.380952381,0,0.142857143,0.111111111,0.8,0.666666667,0.833333333,1.5e-06,0.786561265,"7030split"
"209",2,"05/04/2022","50m",4,0.214285714,0,0.111111111,0.111111111,0.571428571,0.375,0.666666667,0.000669739,0.581395349,"7030split"
"210",2,"05/04/2022","50m",4,0.261904762,0,0,0,0.666666667,0.625,0.666666667,0.000669739,0.581395349,"7030split"
"211",4,"26/05/2022","15-30-50m",0,0.753968254,0.454545455,0.76,0.724137931,0.925925926,0.869565217,0.222222222,0.778120852,0.043441586,"7030split"
"212",4,"26/05/2022","15-30-50m",0,0.736,0.44,0.653846154,0.958333333,0.851851852,0.782608696,0.254545455,0.426288206,0.075440754,"7030split"
"213",4,"26/05/2022","15-30-50m",0,0.706349206,0.481481481,0.857142857,0.703703704,0.916666667,0.62962963,0.240740741,0.773196885,0.042801556,"7030split"
"214",4,"26/05/2022","15-30-50m",0,0.816,0.636363636,0.92,0.678571429,0.923076923,0.916666667,0.309090909,0.216527742,0.149022801,"7030split"
"215",4,"26/05/2022","15-30-50m",0,0.784,0.68,0.807692308,0.653846154,0.884615385,0.909090909,0.254545455,0.551494506,0.071634417,"7030split"
"216",4,"26/05/2022","15-30-50m",0,0.776,0.64,0.863636364,0.740740741,0.75,0.913043478,0.327272727,0.139949222,0.171416938,"7030split"
"217",4,"26/05/2022","15-30-50m",0,0.777777778,0.576923077,0.884615385,0.666666667,0.956521739,0.814814815,0.203703704,0.7838272,0.005993151,"7030split"
"218",4,"26/05/2022","15-30-50m",0,0.728,0.652173913,0.8,0.653846154,0.730769231,0.8,0.2,0.783087759,0.010224949,"7030split"
"219",4,"26/05/2022","15-30-50m",0,0.76,0.44,0.916666667,0.68,0.833333333,0.952380952,0.309090909,0.318497447,0.139917695,"7030split"
"220",4,"26/05/2022","15-30-50m",0,0.746031746,0.565217391,0.785714286,0.75,0.833333333,0.777777778,0.277777778,0.309157826,0.098458904,"7030split"
"221",4,"19/01/2022","15-30m",0,0.607142857,0.736842105,0.526315789,0.6,0.666666667,0.461538462,0.388888889,0.181664317,0.244274809,"7030split"
"222",4,"19/01/2022","15-30m",0,0.630952381,1,0.5625,0.857142857,0.647058824,0.238095238,0.333333333,0.282139574,0.15625,"7030split"
"223",4,"19/01/2022","15-30m",0,0.666666667,0.857142857,0.8125,0.65,0.666666667,0.375,0.25,0.704577294,0.077798861,"7030split"
"224",4,"19/01/2022","15-30m",0,0.666666667,1,0.4,1,0.619047619,0.466666667,0.388888889,0.181664317,0.270046083,"7030split"
"225",4,"19/01/2022","15-30m",0,0.642857143,0.846153846,0.705882353,0.6,0.882352941,0.235294118,0.388888889,0.181664317,0.247148289,"7030split"
"226",4,"19/01/2022","15-30m",0,0.630952381,0.882352941,0.666666667,0.526315789,0.857142857,0.315789474,0.361111111,0.174996811,0.20537428,"7030split"
"227",4,"19/01/2022","15-30m",0,0.654761905,1,0.789473684,0.428571429,0.647058824,0.416666667,0.333333333,0.562372037,0.157894737,"7030split"
"228",4,"19/01/2022","15-30m",0,0.666666667,0.666666667,0.882352941,0.733333333,0.5,0.533333333,0.416666667,0.020913036,0.257367387,"7030split"
"229",4,"19/01/2022","15-30m",0,0.714285714,0.882352941,0.933333333,0.8,0.65,0.352941176,0.527777778,0.000323437,0.404089581,"7030split"
"230",4,"19/01/2022","15-30m",0,0.69047619,0.928571429,0.631578947,0.722222222,0.823529412,0.375,0.333333333,0.282139574,0.182592242,"7030split"
"231",4,"03/02/2022","15-30m",0,0.571428571,0.857142857,0.722222222,0.578947368,0.571428571,0.210526316,0.416666667,0.050848036,0.288805268,"7030split"
"232",4,"03/02/2022","15-30m",0,0.619047619,0.8,0.789473684,0.764705882,0.529411765,0.1875,0.472222222,0.003183958,0.354716981,"7030split"
"233",4,"03/02/2022","15-30m",0,0.571428571,0.555555556,1,0.473684211,0.705882353,0.235294118,0.416666667,0.104636434,0.280685062,"7030split"
"234",4,"03/02/2022","15-30m",0,0.619047619,0.823529412,0.777777778,0.933333333,0.4375,0.166666667,0.444444444,0.008579765,0.306358382,"7030split"
"235",4,"03/02/2022","15-30m",0,0.583333333,0.611111111,0.8125,0.928571429,0.4,0.25,0.388888889,0.09891911,0.229571984,"7030split"
"236",4,"03/02/2022","15-30m",0,0.619047619,0.722222222,0.9,1,0.35,0.2,0.333333333,0.694114022,0.20733945,"7030split"
"237",4,"03/02/2022","15-30m",0,0.571428571,0.785714286,0.823529412,0.75,0.529411765,0.1,0.333333333,0.282139574,0.161165049,"7030split"
"238",4,"03/02/2022","15-30m",0,0.678571429,0.928571429,0.789473684,0.777777778,0.5,0.384615385,0.555555556,0.001582539,0.446153846,"7030split"
"239",4,"03/02/2022","15-30m",0,0.55952381,0.588235294,0.928571429,0.45,0.647058824,0.25,0.472222222,0.010042141,0.342307692,"7030split"
"240",4,"03/02/2022","15-30m",0,0.619047619,0.777777778,0.833333333,0.647058824,0.692307692,0.166666667,0.388888889,0.181664317,0.247863248,"7030split"
"241",4,"14/02/2022","15-30m",0,0.392857143,0.5,0.846153846,0.333333333,0.352941176,0.1,0.444444444,0.054927774,0.304347826,"7030split"
"242",4,"14/02/2022","15-30m",0,0.464285714,0.5,0.526315789,0.375,0.5625,0.307692308,0.583333333,0.000506583,0.474196689,"7030split"
"243",4,"14/02/2022","15-30m",0,0.5,0.4375,0.866666667,0.368421053,0.625,0.277777778,0.444444444,0.008579765,0.300291545,"7030split"
"244",4,"14/02/2022","15-30m",0,0.416666667,0.6,0.75,0.25,0.388888889,0.133333333,0.555555556,8.83e-05,0.441319108,"7030split"
"245",4,"14/02/2022","15-30m",0,0.44047619,0.444444444,0.705882353,0.277777778,0.692307692,0.166666667,0.472222222,0.026221022,0.337209302,"7030split"
"246",4,"14/02/2022","15-30m",0,0.428571429,0.75,0.588235294,0.3,0.5,0.157894737,0.5,0.02834921,0.371483996,"7030split"
"247",4,"14/02/2022","15-30m",0,0.488095238,0.6,0.647058824,0.470588235,0.647058824,0.111111111,0.555555556,8.83e-05,0.446153846,"7030split"
"248",4,"14/02/2022","15-30m",0,0.511904762,0.421052632,0.6,0.6875,0.5625,0.333333333,0.5,0.001067956,0.383444339,"7030split"
"249",4,"14/02/2022","15-30m",0,0.535714286,0.631578947,0.684210526,0.642857143,0.4375,0.25,0.611111111,2.98e-05,0.519083969,"7030split"
"250",4,"14/02/2022","15-30m",0,0.55952381,0.875,0.666666667,0.5,0.368421053,0.333333333,0.694444444,1.03e-05,0.615906887,"7030split"
"251",4,"09/03/2022","15-30m",0,0.285714286,0.277777778,0.444444444,0.166666667,0.3125,0.214285714,0.722222222,3.92e-08,0.650485437,"7030split"
"252",4,"09/03/2022","15-30m",0,0.321428571,0.368421053,0.733333333,0.230769231,0.157894737,0.166666667,0.722222222,3.23e-07,0.647404505,"7030split"
"253",4,"09/03/2022","15-30m",0,0.261904762,0.333333333,0.352941176,0.176470588,0.210526316,0.25,0.666666667,1.67e-07,0.584215592,"7030split"
"254",4,"09/03/2022","15-30m",0,0.30952381,0.277777778,0.666666667,0.176470588,0.210526316,0.266666667,0.75,4.39e-10,0.68756027,"7030split"
"255",4,"09/03/2022","15-30m",0,0.273809524,0.222222222,0.5,0.25,0.333333333,0.105263158,0.694444444,2.62e-08,0.617391304,"7030split"
"256",4,"09/03/2022","15-30m",0,0.345238095,0.5,0.555555556,0.333333333,0.25,0.1,0.777777778,5.96e-08,0.715976331,"7030split"
"257",4,"09/03/2022","15-30m",0,0.30952381,0.571428571,0.421052632,0.111111111,0.235294118,0.25,0.777777778,6.63e-10,0.723608445,"7030split"
"258",4,"09/03/2022","15-30m",0,0.202380952,0.210526316,0.3125,0.105263158,0.235294118,0.153846154,0.666666667,8.69e-06,0.578125,"7030split"
"259",4,"09/03/2022","15-30m",0,0.333333333,0.263157895,0.625,0.235294118,0.3125,0.25,0.861111111,6.32e-16,0.825750242,"7030split"
"260",4,"09/03/2022","15-30m",0,0.273809524,0.333333333,0.466666667,0.1875,0.222222222,0.2,0.694444444,2.62e-08,0.608695652,"7030split"
"261",4,"19/01/2022","15m",0,0.523809524,0.555555556,1,0.4,0.5,0.285714286,0.388888889,0.391489654,0.208,"7030split"
"262",4,"19/01/2022","15m",0,0.571428571,0.545454545,0.75,0.75,0.555555556,0.166666667,0.388888889,0.391489654,0.247148289,"7030split"
"263",4,"19/01/2022","15m",0,0.642857143,1,0.7,0.555555556,0.666666667,0.285714286,0.555555556,0.01200716,0.448275862,"7030split"
"264",4,"19/01/2022","15m",0,0.666666667,0.6,0.75,0.888888889,0.875,0.142857143,0.388888889,0.210733886,0.23255814,"7030split"
"265",4,"19/01/2022","15m",0,0.547619048,0.857142857,0.416666667,0.714285714,0.5,0.333333333,0.444444444,0.223260162,0.312977099,"7030split"
